liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Short Passes,Appearances,Successful Open Play Passes,PutThrough/Blocked Distribution Won,Successful Passes Opposition Half,Total Fouls Conceded,Times Tackled,Total Passes,Touches,Duels,Goals Conceded Inside Box,Successful Long Passes,Ground Duels lost,Fifty Fifty,Foul Attempted Tackle,Backward Passes,Goals Conceded,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Dribbles,Index,Total Tackles,Successful Passes Own Half,Aerial Duels,PutThrough/Blocked Distribution,Time Played,Unsuccessful Long Passes,Aerial Duels lost,Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Goals Conceded Outside Box,Substitute Off,Successful Short Passes,Tackles Won,Unsuccessful Launches,Throw Ins to Own Player,Unsuccessful Passes Opposition Half,Duels lost,Total Losses Of Possession,Rightside Passes,Games Played,Substitute On,Total Touches In Opposition Box,Duels won,Blocked Shots,Forward Passes,Tackles Lost,Handballs conceded,Leftside Passes,Interceptions,Ground Duels,Successful Dribbles,Yellow Cards,Recoveries,Starts,Ground Duels won,Successful Fifty Fifty,Unsuccessful Passes Own Half,Home Goals,Away Goals,Winning Goal,Aerial Duels won,Unsuccessful Crosses open play,Corners Won,Unsuccessful Crosses & Corners,Total Clearances,Successful Crosses & Corners,Offsides,Key Passes (Attempt Assists),Set Pieces Goals,Left Foot Goals,Penalties Taken,Hit Woodwork,Throw Ins to Opposition Player,Attempts from Set Pieces,Successful Lay-offs,Shots Off Target (inc woodwork),Second Goal Assists,Shots On Target ( inc goals ),Goals from Outside Box,Goals,Goals from Inside Box,Through balls,Assists (Intentional),Goal Assists,Total Fouls Won,Unsuccessful lay-offs,Right Foot Goals,Successful Crosses open play,Penalty Goals Conceded,Total Shots,Straight Red Cards,Successful Corners into Box,Corners Taken (incl short corners),Total Red Cards,Unsuccessful Corners into Box,Clean Sheets,Penalty Goals,Successful Launches,Blocks,Headed Goals,Red Cards - 2nd Yellow,Penalties Conceded,GK Successful Distribution,Catches,Saves made - parried,GK Unsuccessful Distribution,Saves Made from Outside Box,Goalkeeper Smother,Saves Made,Punches,Saves Made from Inside Box,Saves made - caught,Drops,Penalties Faced,Foul Won Penalty,Last Man Tackle,Own Goal Scored,Clearances Off the Line,Penalties Off Target,Penalties Saved,Saves from Penalty,Crosses not Claimed,Overruns,Goals Openplay,Other Goals,Goal Kicks,Last Player Tackle
USA_MLS,2021,Portland Timbers,6qmzaju2rlnvj46dvycvalrkl,D. Asprilla,Forward,27,159.0,37.0,547.0,21.0,382.0,37.0,105.0,732.0,1369.0,418.0,31.0,22.0,165.0,64.0,10.0,216.0,34.0,183.0,57.0,57.0,27.0,183.0,140.0,52.0,2358.0,24.0,70.0,730.0,549.0,3.0,19.0,527.0,19.0,7.0,18.0,209.0,235.0,471.0,212.0,37.0,9.0,107.0,183.0,11.0,176.0,8.0,2.0,128.0,27.0,278.0,52.0,5.0,158.0,28.0,113.0,30.0,42.0,7.0,3.0,2.0,70.0,68.0,21.0,68.0,14.0,16.0,10.0,29.0,,1.0,1.0,1.0,4.0,,12.0,33.0,,24.0,2.0,10.0,8.0,1.0,3.0,3.0,36.0,7.0,7.0,16.0,5.0,57.0,1.0,,,1.0,,2.0,1.0,,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Portland Timbers,8u8lde31ao6odpe4xetifykt1,J. Attinella,Goalkeeper,1,,3.0,7.0,,9.0,1.0,,36.0,49.0,1.0,2.0,13.0,1.0,1.0,1.0,,2.0,13.0,,55.0,,14.0,,,170.0,13.0,,15.0,23.0,,1.0,10.0,,10.0,,10.0,1.0,13.0,1.0,3.0,1.0,,,,30.0,,,5.0,,1.0,,,9.0,2.0,,,3.0,0.0,0.0,0.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,1.0,17.0,,,1.0,2.0,,4.0,2.0,2.0,1.0,,1.0,,,,,,,,,,,,,
USA_MLS,2021,Portland Timbers,e5nj82ezbq0x6zdzdh4quyxn9,S. Blanco,Midfielder,10,137.0,27.0,488.0,10.0,366.0,17.0,37.0,684.0,1043.0,151.0,11.0,45.0,65.0,29.0,9.0,102.0,14.0,185.0,19.0,100.0,18.0,151.0,20.0,37.0,1384.0,48.0,13.0,672.0,499.0,3.0,15.0,454.0,10.0,4.0,16.0,246.0,78.0,345.0,193.0,27.0,12.0,79.0,73.0,7.0,221.0,8.0,3.0,168.0,1.0,131.0,25.0,5.0,64.0,15.0,66.0,10.0,24.0,5.0,4.0,2.0,7.0,80.0,25.0,85.0,5.0,18.0,1.0,22.0,,4.0,,3.0,1.0,1.0,6.0,23.0,1.0,23.0,1.0,9.0,8.0,10.0,6.0,6.0,24.0,,4.0,15.0,1.0,46.0,,1.0,5.0,,4.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Portland Timbers,8vcytrkvxzki08gxqpulol3hl,B. Bodily,Midfielder,98,18.0,10.0,51.0,2.0,34.0,5.0,1.0,73.0,112.0,24.0,4.0,3.0,8.0,6.0,4.0,23.0,4.0,21.0,,16.0,4.0,21.0,11.0,7.0,199.0,3.0,4.0,72.0,52.0,,2.0,49.0,2.0,2.0,6.0,17.0,12.0,33.0,18.0,10.0,8.0,4.0,12.0,,27.0,2.0,,5.0,3.0,13.0,,1.0,11.0,2.0,5.0,4.0,8.0,0.0,0.0,0.0,7.0,4.0,3.0,4.0,1.0,3.0,,4.0,,,,,2.0,,2.0,3.0,1.0,2.0,,,,,,,1.0,,,2.0,,5.0,,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Portland Timbers,2fckiuro6y0tpq9p42vepkgdl,P. Bonilla,Defender,28,73.0,18.0,261.0,5.0,121.0,20.0,18.0,369.0,731.0,135.0,28.0,7.0,50.0,31.0,9.0,62.0,28.0,97.0,10.0,20.0,22.0,155.0,29.0,11.0,1369.0,24.0,17.0,358.0,272.0,,11.0,265.0,12.0,9.0,96.0,88.0,67.0,187.0,73.0,18.0,2.0,12.0,68.0,2.0,164.0,10.0,2.0,70.0,27.0,106.0,9.0,4.0,73.0,16.0,56.0,17.0,25.0,0.0,0.0,0.0,12.0,16.0,3.0,16.0,39.0,4.0,,4.0,,,,,24.0,,,5.0,,1.0,,,,,1.0,1.0,25.0,,,4.0,3.0,6.0,,,,,,2.0,,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Portland Timbers,4jra9m67m4hmmq201rsy79ucp,C. Bravo,Defender,5,171.0,27.0,909.0,48.0,485.0,54.0,49.0,1191.0,1999.0,368.0,29.0,77.0,158.0,104.0,32.0,157.0,32.0,261.0,25.0,61.0,101.0,455.0,50.0,86.0,2410.0,90.0,31.0,1167.0,930.0,3.0,2.0,853.0,64.0,31.0,166.0,225.0,189.0,455.0,453.0,27.0,,17.0,179.0,9.0,505.0,37.0,2.0,76.0,66.0,318.0,40.0,6.0,212.0,27.0,160.0,53.0,81.0,0.0,0.0,0.0,19.0,45.0,16.0,45.0,55.0,10.0,,22.0,,,,1.0,54.0,,,14.0,1.0,3.0,,,,2.0,2.0,2.0,19.0,,,10.0,3.0,17.0,,,,,,8.0,,7.0,13.0,,,2.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,
USA_MLS,2021,Portland Timbers,b4etfnmz4dzoa4r9g0403catx,D. Chará,Midfielder,21,171.0,32.0,1397.0,32.0,744.0,72.0,18.0,1689.0,2102.0,305.0,37.0,105.0,127.0,86.0,53.0,152.0,40.0,217.0,7.0,50.0,81.0,731.0,31.0,53.0,2838.0,46.0,17.0,1606.0,1472.0,3.0,,1367.0,51.0,8.0,8.0,143.0,144.0,281.0,486.0,32.0,1.0,11.0,161.0,2.0,579.0,30.0,,472.0,44.0,274.0,16.0,7.0,221.0,31.0,147.0,41.0,83.0,2.0,0.0,1.0,14.0,9.0,3.0,9.0,36.0,3.0,1.0,27.0,,,,,,,9.0,,1.0,2.0,,2.0,2.0,2.0,,1.0,50.0,,2.0,3.0,6.0,2.0,,,,1.0,,9.0,,2.0,14.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Portland Timbers,f0vfopaxrv868q0vxmx8pbx05,Y. Chará,Midfielder,23,159.0,34.0,1068.0,17.0,759.0,16.0,63.0,1292.0,1811.0,227.0,37.0,48.0,98.0,76.0,9.0,292.0,39.0,189.0,35.0,56.0,34.0,385.0,25.0,45.0,2719.0,30.0,17.0,1247.0,1103.0,2.0,23.0,1055.0,25.0,5.0,16.0,213.0,115.0,390.0,363.0,34.0,1.0,110.0,112.0,14.0,333.0,9.0,1.0,304.0,22.0,202.0,37.0,1.0,199.0,33.0,104.0,35.0,42.0,3.0,3.0,2.0,8.0,24.0,23.0,66.0,7.0,41.0,6.0,76.0,,5.0,,2.0,1.0,3.0,19.0,21.0,3.0,19.0,1.0,6.0,5.0,2.0,4.0,5.0,33.0,1.0,1.0,8.0,6.0,40.0,,26.0,73.0,,33.0,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2021,Portland Timbers,2064tn0xmtvyqn799kddgrnpx,S. Clark,Goalkeeper,12,5.0,28.0,308.0,,116.0,1.0,,741.0,1032.0,12.0,31.0,183.0,1.0,,,,32.0,236.0,,77.0,1.0,389.0,9.0,1.0,2488.0,231.0,1.0,403.0,505.0,1.0,2.0,322.0,,87.0,,182.0,2.0,241.0,124.0,28.0,,,10.0,,475.0,1.0,,142.0,,3.0,,1.0,225.0,28.0,2.0,,54.0,0.0,0.0,0.0,8.0,,,,31.0,,,,,,,,,,,,,,,,,,,,1.0,,,,6.0,,,,,,,9.0,,46.0,,,,1.0,282.0,10.0,30.0,94.0,36.0,,105.0,22.0,69.0,1.0,3.0,6.0,,,,,,,,1.0,,,,,
USA_MLS,2021,Portland Timbers,6a6mbb6e462y31yyfprw3br3d,J. Ebobisse,Forward,17,76.0,24.0,271.0,6.0,219.0,15.0,48.0,385.0,644.0,185.0,28.0,16.0,70.0,52.0,5.0,109.0,31.0,85.0,9.0,100.0,10.0,83.0,58.0,12.0,1706.0,9.0,35.0,355.0,300.0,3.0,8.0,284.0,5.0,,1.0,72.0,105.0,173.0,88.0,24.0,4.0,71.0,80.0,5.0,66.0,5.0,2.0,122.0,6.0,127.0,20.0,1.0,34.0,20.0,57.0,26.0,17.0,1.0,4.0,1.0,23.0,4.0,10.0,4.0,16.0,2.0,7.0,12.0,,3.0,,2.0,,,19.0,17.0,,26.0,,5.0,5.0,2.0,,1.0,28.0,9.0,,2.0,2.0,43.0,,,,,,2.0,,,4.0,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
