liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Unsuccessful Passes Opposition Half,Recoveries,Starts,Unsuccessful Passes Own Half,Touches,Appearances,Ground Duels,Forward Passes,Index,Duels,Total Clearances,Goals Conceded,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Duels lost,Interceptions,Unsuccessful Crosses open play,Throw Ins to Own Player,Corners Won,Successful Crosses & Corners,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Successful Dribbles,Total Shots,Key Passes (Attempt Assists),Blocked Shots,Throw Ins to Opposition Player,Total Touches In Opposition Box,Duels won,Successful Long Passes,Successful Crosses open play,Aerial Duels won,Unsuccessful Dribbles,Unsuccessful Crosses & Corners,Aerial Duels,Ground Duels won,Goals,Right Foot Goals,PutThrough/Blocked Distribution Won,Total Tackles,Successful Corners into Box,PutThrough/Blocked Distribution,Corners Taken (incl short corners),Goals from Outside Box,Shots On Target ( inc goals ),Total Fouls Won,Unsuccessful Corners into Box,Tackles Won,Tackles Lost,Attempts from Set Pieces,Aerial Duels lost,Unsuccessful Launches,Yellow Cards,Foul Attempted Tackle,GK Successful Distribution,Catches,GK Unsuccessful Distribution,Substitute On,Offsides,Successful Launches,Blocks,Goals from Inside Box,Through balls,Successful Lay-offs,Saves Made,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Assists (Intentional),Unsuccessful lay-offs,Goal Assists,Goals Conceded Outside Box,Clean Sheets,Total Red Cards,Red Cards - 2nd Yellow,Own Goal Scored,Drops,Left Foot Goals,Second Goal Assists,Handballs conceded,Penalties Taken,Penalty Goals,Foul Won Penalty,Headed Goals,Hit Woodwork,Times Tackled,Winning Goal,Home Goals,Away Goals,Set Pieces Goals,Goal Kicks,Saves made - caught,Punches,Penalty Goals Conceded,Penalties Conceded,Penalties Faced,Saves from Penalty,Penalties Saved,Clearances Off the Line,Goalkeeper Smother,Straight Red Cards,Penalties Off Target,Last Man Tackle,Other Goals,Crosses not Claimed
USA_US_Open_Cup,2019,Duluth FC,4luchd7xym40ycziuw7es26p6,Julio Neto,Defender,2,97.0,29.0,1.0,7.0,25.0,6.0,9.0,29.0,1.0,1.0,10.0,1.0,17.0,1.0,8.0,3.0,1.0,11.0,55.0,1.0,9.0,22.0,10.0,10.0,2.0,1.0,1.0,4.0,5.0,12.0,12.0,4.0,2.0,1.0,7.0,,1.0,8.0,,,,1.0,,3.0,,6.0,2.0,,1.0,,2.0,1.0,5.0,,,,4.0,1.0,4.0,1.0,,,2.0,,3.0,1.0,,,6.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Duluth FC,a88onzcksk8a39u4k1qb98ewa,D. Barberio,Midfielder,6,75.0,25.0,3.0,9.0,11.0,8.0,6.0,25.0,1.0,1.0,17.0,1.0,8.0,11.0,5.0,8.0,1.0,3.0,37.0,1.0,7.0,7.0,10.0,8.0,,1.0,1.0,2.0,4.0,17.0,17.0,3.0,1.0,,,,,2.0,,,,,,,1.0,5.0,,,,,,1.0,5.0,,,3.0,3.0,,4.0,,,,2.0,,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Duluth FC,3e8h0phy20iy32dyvpqbhml0p,G. Ben Tal,Defender,22,120.0,27.0,1.0,3.0,11.0,17.0,4.0,30.0,,1.0,18.0,1.0,10.0,4.0,3.0,5.0,1.0,7.0,51.0,1.0,4.0,18.0,10.0,8.0,12.0,1.0,1.0,2.0,7.0,18.0,20.0,2.0,2.0,,,,,6.0,,,,,1.0,,1.0,6.0,2.0,,4.0,,,4.0,2.0,,,,2.0,,1.0,,,,,,1.0,1.0,,,4.0,,1.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Duluth FC,7ic1iztg6mgldrm3tza9443fu,A. Ciroi,Goalkeeper,1,120.0,13.0,,8.0,24.0,8.0,1.0,40.0,,,6.0,1.0,24.0,3.0,18.0,10.0,1.0,6.0,49.0,1.0,,34.0,10.0,,1.0,1.0,1.0,,3.0,9.0,16.0,,,,,,,23.0,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,6.0,,,9.0,1.0,15.0,,,4.0,,,,,4.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
USA_US_Open_Cup,2019,Duluth FC,eq2111osybl6r28koc1u45awa,L. Condone,Defender,15,36.0,5.0,,1.0,2.0,2.0,2.0,5.0,,,2.0,,2.0,1.0,1.0,1.0,,1.0,14.0,1.0,2.0,2.0,10.0,5.0,2.0,,1.0,1.0,2.0,3.0,3.0,2.0,1.0,,,,,,,,,,,,,3.0,1.0,,2.0,,,3.0,1.0,,,1.0,1.0,,1.0,,,,1.0,,1.0,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Duluth FC,oqyk26jt78aqqowbwn21lduy,Leonardo Almeida,Forward,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Duluth FC,c31hl4992y4u7z0tq69u8khcl,Carlyle,Midfielder,8,84.0,17.0,,5.0,12.0,7.0,3.0,18.0,1.0,1.0,11.0,1.0,6.0,4.0,10.0,6.0,1.0,1.0,30.0,1.0,3.0,9.0,10.0,4.0,1.0,1.0,1.0,1.0,5.0,11.0,12.0,2.0,,,,1.0,,3.0,1.0,1.0,3.0,1.0,,,3.0,2.0,1.0,,,,5.0,1.0,2.0,1.0,,,1.0,,,3.0,,2.0,,3.0,1.0,,,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Duluth FC,b2l0vzojm3tvoia7yyjkaulii,A. Diaz,Midfielder,5,120.0,35.0,3.0,9.0,13.0,17.0,5.0,35.0,,6.0,21.0,1.0,9.0,6.0,8.0,10.0,1.0,1.0,55.0,1.0,12.0,13.0,10.0,14.0,6.0,1.0,1.0,9.0,13.0,26.0,26.0,10.0,4.0,,,,,4.0,,,,,,,,4.0,5.0,,1.0,,,2.0,3.0,,,1.0,2.0,,1.0,,,,1.0,,1.0,1.0,,1.0,2.0,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Duluth FC,795rkn1rq7rb75q89e2ds71be,C. Evans,Midfielder,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Duluth FC,bmsca8wux276kitzwkvcyyi5m,R. Fortune,Forward,31,120.0,36.0,13.0,14.0,24.0,12.0,10.0,37.0,,,22.0,1.0,12.0,6.0,10.0,8.0,1.0,4.0,68.0,1.0,15.0,11.0,10.0,21.0,1.0,1.0,1.0,6.0,7.0,25.0,25.0,9.0,2.0,2.0,,2.0,1.0,2.0,,,,2.0,1.0,,1.0,12.0,3.0,,3.0,,2.0,6.0,9.0,,,3.0,8.0,,6.0,,,,1.0,,4.0,4.0,,3.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
