liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Carries,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Foul Won Penalty,Games Played,Goals,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Goals Openplay,Goals from Inside Box,Goals from Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Handballs conceded,Headed Goals,Key Passes (Attempt Assists),Leftside Passes,Open Play Passes,Penalties Taken,Penalty Goals,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Right Foot Goals,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Substitute On,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Opposition Player,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Created,Total Big Chances Scored,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Blocks,Interceptions,Penalties Conceded,Successful Launches,Unsuccessful Launches,Corners Taken (incl short corners),Hit Woodwork,Successful Corners into Box,Through balls,Unsuccessful Corners into Box,Assists (Intentional),Goal Assists,Offsides,Total Big Chances Missed,Unsuccessful lay-offs,Attempts from Set Pieces,Left Foot Goals,Clean Sheets,GK Successful Distribution,Goal Kicks,Catches,Drops,GK Unsuccessful Distribution,Penalties Faced,Saves Made,Saves Made from Outside Box,Saves made - caught,Saves made - parried,Overruns,Straight Red Cards,Total Red Cards,Punches,Saves Made from Inside Box,Total Big Chances Saved,Clearances Off the Line,Last Player Tackle,Goalkeeper Smother,Penalties Saved,Saves from Penalty,Own Goal Scored,Second Goal Assists,Crosses not Claimed,Red Cards - 2nd Yellow,Direct Corner Goals,Direct Setpiece Goals,Set Pieces Goals
USA_USL_League_One,2026,Fort Wayne FC,bv988ruo2ph11z9u4fb0s95yi,I. Abbey,Forward,30,5.0,5.0,,5.0,21.0,3.0,28.0,3.0,27.0,15.0,12.0,44.0,18.0,2.0,,5.0,,,,,,,,22.0,10.0,12.0,1.0,,1.0,3.0,55.0,,,,14.0,5.0,3.0,10.0,,14.0,1.0,1.0,1.0,2.0,1.0,3.0,,,,,2.0,41.0,33.0,9.0,40.0,3.0,4.0,,2.0,269.0,4.0,,,2.0,5.0,5.0,24.0,56.0,2.0,42.0,7.0,8.0,14.0,94.0,,,3.0,1.0,12.0,2.0,13.0,1.0,,,0.0,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Fort Wayne FC,c5gzp05bgy6ijqcqk685n766s,T. Akin,Goalkeeper,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Fort Wayne FC,d5kcfgycj51y6aw82r38sl7o4,Javier Armas,Midfielder,86,22.0,8.0,14.0,7.0,60.0,1.0,87.0,3.0,77.0,36.0,41.0,93.0,119.0,4.0,,7.0,,8.0,6.0,2.0,,,,55.0,28.0,27.0,,,9.0,90.0,329.0,,,,36.0,16.0,8.0,33.0,,77.0,10.0,7.0,,6.0,2.0,1.0,5.0,1.0,9.0,14.0,25.0,270.0,141.0,149.0,260.0,4.0,6.0,1.0,,567.0,22.0,1.0,,8.0,4.0,8.0,113.0,346.0,7.0,285.0,10.0,3.0,61.0,487.0,19.0,4.0,12.0,20.0,58.0,22.0,41.0,,,,0.0,2.0,15.0,,1.0,6.0,15.0,1.0,2.0,,13.0,1.0,1.0,,,,1.0,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Fort Wayne FC,5tissinhbsgnun1brvq0tpic4,C. Awoudor,Midfielder,10,7.0,5.0,2.0,6.0,10.0,1.0,11.0,1.0,17.0,10.0,7.0,23.0,13.0,2.0,,6.0,,1.0,,1.0,,,,10.0,5.0,5.0,,,1.0,4.0,33.0,,,,3.0,3.0,1.0,3.0,,6.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,,27.0,23.0,5.0,27.0,1.0,,,,119.0,2.0,,,,2.0,3.0,16.0,33.0,2.0,27.0,1.0,2.0,6.0,55.0,1.0,,1.0,,3.0,4.0,6.0,,,,0.0,,1.0,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Fort Wayne FC,92oqt9q51us5rpmqmvvrdso6i,R. Becher,Forward,21,25.0,12.0,13.0,4.0,16.0,1.0,20.0,1.0,47.0,29.0,18.0,43.0,37.0,6.0,,4.0,1.0,5.0,4.0,1.0,1.0,1.0,,22.0,17.0,5.0,,,3.0,10.0,87.0,,,,8.0,4.0,1.0,14.0,1.0,25.0,3.0,3.0,1.0,4.0,2.0,,,,,6.0,5.0,60.0,38.0,22.0,55.0,,2.0,,,317.0,4.0,,1.0,6.0,11.0,3.0,44.0,88.0,4.0,60.0,2.0,10.0,28.0,135.0,3.0,3.0,3.0,3.0,26.0,5.0,25.0,1.0,0.0,1.0,0.0,,2.0,,1.0,2.0,,,,,,,,2.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Fort Wayne FC,5em57wy8y3k9f56z4r81aadt6,A. Briscoe,Goalkeeper,96,,,,1.0,,,2.0,,,,,,22.0,,,1.0,,2.0,1.0,1.0,,,,,,,,,,6.0,26.0,,,,,,,10.0,,2.0,,,,1.0,,,,,,,9.0,18.0,7.0,14.0,12.0,,,,,90.0,,,,,,,9.0,30.0,,21.0,,,9.0,36.0,,,,9.0,6.0,3.0,,,,,0.0,,,,6.0,9.0,,,,,,,,,,,,,,6.0,2.0,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Fort Wayne FC,bopqpl58iq0nrulx9iu1sv84,N. Burns,Midfielder,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Fort Wayne FC,19w0opvw3rn8dn39l4s9bmyac,K. Gafar,Forward,12,1.0,1.0,,3.0,5.0,,11.0,1.0,13.0,8.0,5.0,15.0,5.0,,,3.0,,,,,,,,12.0,7.0,5.0,,,,3.0,16.0,,,,7.0,3.0,2.0,3.0,,3.0,,2.0,,,,3.0,,,1.0,1.0,,14.0,10.0,4.0,14.0,2.0,1.0,,,59.0,5.0,,,,,1.0,11.0,16.0,2.0,14.0,3.0,2.0,2.0,37.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,,,,0.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Fort Wayne FC,6z4eha1ejqruj39ddvzvy0ju2,J. Garay,Midfielder,8,1.0,1.0,,5.0,13.0,,17.0,,9.0,1.0,8.0,11.0,30.0,,,5.0,,1.0,,1.0,,,,8.0,,8.0,,,2.0,20.0,80.0,,,,6.0,1.0,,9.0,,18.0,2.0,,,1.0,,4.0,,,2.0,3.0,4.0,72.0,36.0,37.0,69.0,1.0,4.0,,,138.0,,,,1.0,,1.0,10.0,81.0,,73.0,5.0,,8.0,99.0,,,,1.0,6.0,2.0,7.0,1.0,,,0.0,,4.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2026,Fort Wayne FC,c79bz6wbxuqm0wxukvevlkwh6,A. Grow,Goalkeeper,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
