root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Time Played,Throw Ins to Own Player,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,Own Goal Scored,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Attempts from Set Pieces,Successful Long Passes,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Unsuccessful Crosses open play,Substitute On,Successful Launches,Unsuccessful Crosses & Corners,Unsuccessful lay-offs,Blocks,Offsides,Successful Lay-offs,Goals,Right Foot Goals,Corners Won,Shots On Target ( inc goals ),Hit Woodwork,Goals from Inside Box,Substitute Off,Through balls,Successful Crosses & Corners,Corners Taken (incl short corners),Successful Crosses open play,Unsuccessful Corners into Box,Assists (Intentional),Goal Assists,Successful Corners into Box,Left Foot Goals,Penalties Taken,Penalty Goals,Saves Made,GK Successful Distribution,Punches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,GK Unsuccessful Distribution,Catches,Drops,Foul Won Penalty,Handballs conceded,Penalties Off Target,Clearances Off the Line,Clean Sheets,Goalkeeper Smother,Penalty Goals Conceded,Penalties Conceded,Crosses not Claimed,Penalties Faced,Headed Goals,Goals from Outside Box,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Saves made - caught,Set Pieces Goals,Second Goal Assists,Penalties Saved,Saves from Penalty
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Panama Under 17,Panama_Under_17,7pb076wayh71fq9dn84us7pt6,W. Acosta,Midfielder,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Panama Under 17,Panama_Under_17,cdm23vs79344l0cpsd1gzb8fe,E. Carrasquilla,Midfielder,6,450.0,1.0,226.0,24.0,71.0,8.0,,15.0,,,,,5.0,57.0,114.0,11.0,33.0,233.0,11.0,,176.0,9.0,3.0,48.0,71.0,5.0,37.0,1.0,,36.0,5.0,5.0,13.0,283.0,5.0,8.0,37.0,71.0,3.0,10.0,24.0,,9.0,9.0,4.0,2.0,46.0,4.0,9.0,5.0,17.0,67.0,178.0,185.0,9.0,7.0,22.0,4.0,5.0,20.0,1.0,,2.0,2.0,,1.0,,1.0,1.0,1.0,2.0,3.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,1.0,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Panama Under 17,Panama_Under_17,cj3cbcodw2vweyn3tpqefvca,J. Castillo,Midfielder,7,293.0,2.0,54.0,10.0,30.0,2.0,1.0,4.0,,6.0,,,2.0,38.0,14.0,7.0,8.0,54.0,3.0,2.0,41.0,5.0,1.0,12.0,18.0,1.0,15.0,1.0,,15.0,3.0,10.0,2.0,121.0,5.0,1.0,35.0,19.0,4.0,10.0,20.0,,1.0,7.0,4.0,5.0,41.0,2.0,5.0,5.0,19.0,7.0,42.0,42.0,6.0,6.0,21.0,1.0,2.0,16.0,3.0,2.0,1.0,5.0,,,,,1.0,1.0,2.0,1.0,,1.0,2.0,,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Panama Under 17,Panama_Under_17,7lo4qvnd15mg9h7gyagdpl3l6,A. Castro,Midfielder,11,257.0,,68.0,14.0,30.0,2.0,1.0,4.0,,2.0,2.0,,7.0,63.0,18.0,8.0,21.0,69.0,2.0,5.0,41.0,5.0,6.0,25.0,4.0,5.0,29.0,4.0,,22.0,4.0,3.0,5.0,146.0,4.0,1.0,38.0,24.0,12.0,10.0,21.0,,3.0,3.0,5.0,6.0,50.0,,5.0,4.0,22.0,27.0,43.0,44.0,12.0,7.0,29.0,1.0,3.0,16.0,4.0,,,9.0,,,3.0,,1.0,,3.0,4.0,1.0,1.0,4.0,,4.0,6.0,2.0,4.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Panama Under 17,Panama_Under_17,389l8po4png798jwz60lvctbe,E. Espinosa,Defender,4,180.0,,39.0,2.0,14.0,9.0,1.0,9.0,,1.0,,,,16.0,17.0,8.0,5.0,45.0,3.0,1.0,25.0,3.0,,14.0,11.0,1.0,8.0,,,11.0,2.0,2.0,6.0,83.0,2.0,1.0,16.0,23.0,1.0,10.0,15.0,,6.0,1.0,5.0,,21.0,15.0,3.0,2.0,6.0,9.0,26.0,31.0,5.0,7.0,6.0,1.0,5.0,10.0,,,4.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Panama Under 17,Panama_Under_17,an78jwd5e9d9mfmvsmryw7p0q,S. Espinosa,Goalkeeper,1,450.0,,59.0,,20.0,13.0,,29.0,,,,,,32.0,55.0,,1.0,105.0,1.0,,52.0,9.0,,30.0,20.0,1.0,26.0,,,34.0,5.0,,4.0,137.0,5.0,1.0,3.0,65.0,,10.0,3.0,,23.0,3.0,1.0,,4.0,4.0,9.0,5.0,1.0,20.0,48.0,75.0,1.0,,1.0,,,2.0,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,34.0,3.0,4.0,6.0,6.0,14.0,,,,,,,1.0,,2.0,1.0,,2.0,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Panama Under 17,Panama_Under_17,3pw8658mu6ao38cllhuf3melm,J. Gil,Defender,14,405.0,38.0,133.0,22.0,41.0,11.0,1.0,13.0,,5.0,1.0,,2.0,59.0,62.0,19.0,20.0,136.0,4.0,,99.0,7.0,1.0,33.0,5.0,1.0,25.0,,15.0,30.0,4.0,13.0,12.0,246.0,5.0,2.0,35.0,75.0,2.0,10.0,26.0,,4.0,5.0,2.0,1.0,39.0,7.0,7.0,5.0,11.0,34.0,100.0,103.0,4.0,12.0,13.0,7.0,6.0,24.0,4.0,1.0,2.0,4.0,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Panama Under 17,Panama_Under_17,cvq74ucv3es92ysw2m0pbh1t6,J. Harrison,Midfielder,18,82.0,,30.0,8.0,20.0,,,1.0,,2.0,,,,15.0,5.0,3.0,4.0,30.0,1.0,1.0,24.0,5.0,1.0,5.0,8.0,2.0,8.0,,,11.0,,4.0,2.0,50.0,3.0,1.0,12.0,4.0,6.0,10.0,5.0,,1.0,1.0,,2.0,12.0,,5.0,3.0,7.0,10.0,25.0,25.0,,2.0,7.0,1.0,1.0,5.0,4.0,3.0,,5.0,,,,,,,1.0,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Panama Under 17,Panama_Under_17,7mc5q4vswgj7fecv67ljmg5m2,A. Hernández,Defender,19,270.0,,147.0,3.0,39.0,7.0,,15.0,,,,,2.0,28.0,92.0,3.0,8.0,154.0,2.0,,118.0,6.0,1.0,23.0,48.0,,16.0,,,15.0,3.0,,8.0,189.0,3.0,2.0,12.0,73.0,1.0,10.0,13.0,,13.0,5.0,6.0,1.0,20.0,10.0,6.0,3.0,5.0,30.0,127.0,131.0,8.0,2.0,7.0,1.0,4.0,7.0,1.0,,4.0,1.0,,3.0,1.0,,,,1.0,1.0,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Panama Under 17,Panama_Under_17,1zh859x8ulctl6gn988r3mbfu,J. Hidalgo,Midfielder,20,321.0,,119.0,9.0,44.0,4.0,,13.0,,3.0,5.0,,2.0,78.0,36.0,8.0,35.0,126.0,7.0,3.0,70.0,3.0,8.0,48.0,29.0,3.0,46.0,1.0,,25.0,4.0,6.0,11.0,195.0,5.0,3.0,43.0,59.0,3.0,10.0,18.0,1.0,8.0,5.0,2.0,2.0,47.0,1.0,3.0,5.0,27.0,29.0,73.0,78.0,4.0,7.0,29.0,1.0,3.0,16.0,1.0,1.0,,9.0,,1.0,,,,,2.0,3.0,,,2.0,,2.0,8.0,,6.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
