liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Substitute On,Successful Lay-offs,Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Penalties Taken,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Penalty Goals,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Successful Launches,Blocks,Right Foot Goals,Total Red Cards,Straight Red Cards,GK Successful Distribution,Headed Goals,GK Unsuccessful Distribution,Penalties Conceded,Clearances Off the Line,Saves Made,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,Set Pieces Goals,Other Goals,Own Goal Scored,Foul Won Penalty,Penalty Goals Conceded,Second Goal Assists,Red Cards - 2nd Yellow,Penalties Off Target,Last Man Tackle,Penalties Saved,Saves from Penalty,Crosses not Claimed,Home Goals,Away Goals,Winning Goal,Times Tackled
USA_MLS,2017,Chicago Fire FC,1hl59djjogr15wtdp8xvages5,D. Accam,Forward,11,17.0,18.0,2267.0,13.0,6.0,24.0,14.0,539.0,25.0,158.0,14.0,279.0,11.0,2.0,31.0,16.0,14.0,5.0,22.0,415.0,151.0,28.0,115.0,562.0,17.0,46.0,63.0,385.0,35.0,50.0,146.0,12.0,179.0,37.0,164.0,16.0,4.0,96.0,25.0,35.0,20.0,1137.0,44.0,31.0,20.0,323.0,2.0,160.0,130.0,60.0,148.0,36.0,2.0,31.0,3.0,50.0,11.0,62.0,356.0,4.0,40.0,2.0,38.0,31.0,20.0,4.0,1.0,6.0,186.0,65.0,12.0,2.0,395.0,416.0,33.0,2.0,2.0,6.0,2.0,4.0,20.0,208.0,8.0,23.0,137.0,1.0,2.0,12.0,,,,,,,,,,,,,,,,,,,,,2.0,3.0,2.0,,,,,,,,,,
USA_MLS,2017,Chicago Fire FC,dblic6cgdi28lxu6k7ecp40k5,D. Arshakyan,Forward,10,,1.0,47.0,,8.0,2.0,,8.0,1.0,3.0,,4.0,,1.0,,,1.0,,2.0,7.0,1.0,1.0,3.0,8.0,,1.0,1.0,5.0,2.0,1.0,3.0,,,,3.0,1.0,,2.0,,1.0,,18.0,,8.0,,5.0,,2.0,6.0,97.0,4.0,,,,,2.0,1.0,,8.0,,2.0,,,8.0,,,1.0,,2.0,3.0,,,5.0,5.0,3.0,,,,,,1.0,4.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Chicago Fire FC,ablcakz4pg8n87nmcsk1lnlcl,J. Bava,Goalkeeper,1,,,720.0,,,,,86.0,,,,24.0,30.0,1.0,80.0,,,3.0,,85.0,94.0,,1.0,199.0,,,,66.0,9.0,,81.0,,35.0,,55.0,,,77.0,8.0,1.0,26.0,283.0,,8.0,,2.0,,138.0,,51.0,4.0,,,52.0,,,4.0,,6.0,10.0,12.0,,,8.0,,,,,2.0,26.0,,,59.0,118.0,4.0,3.0,,,,,,2.0,,1.0,,12.0,,,,,80.0,,31.0,,,20.0,8.0,1.0,,6.0,8.0,6.0,12.0,,1.0,,,,,,,,,,,,,,,,
USA_MLS,2017,Chicago Fire FC,ahsgqqn4mjj7isq2x0fdkl49,B. Bronico,Midfielder,13,,,53.0,,4.0,,,26.0,,4.0,,15.0,1.0,,1.0,,,,,9.0,6.0,2.0,4.0,26.0,,1.0,3.0,20.0,4.0,,5.0,,3.0,,3.0,,,3.0,,1.0,2.0,41.0,,4.0,1.0,10.0,,15.0,,76.0,5.0,,,1.0,,,,2.0,10.0,1.0,4.0,,,4.0,,,,,5.0,4.0,,,21.0,21.0,,,,,,,2.0,5.0,,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Chicago Fire FC,4pvzci644zwid3yddruz3l0id,J. Campbell,Defender,16,,,1009.0,4.0,16.0,,,571.0,1.0,22.0,,110.0,24.0,2.0,52.0,7.0,1.0,2.0,9.0,97.0,379.0,17.0,40.0,581.0,1.0,5.0,,438.0,12.0,1.0,92.0,,177.0,2.0,53.0,,,47.0,8.0,12.0,39.0,720.0,,24.0,3.0,34.0,,222.0,3.0,23.0,40.0,,,51.0,,6.0,18.0,,61.0,60.0,14.0,,,24.0,,,,,12.0,160.0,,,480.0,489.0,27.0,2.0,1.0,,,1.0,14.0,21.0,3.0,24.0,22.0,4.0,7.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
USA_MLS,2017,Chicago Fire FC,ei4ddhpc4jooivjfq9uw3092h,S. Cleveland,Goalkeeper,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Chicago Fire FC,qltl203pzsm3rkzahegvglpl,D. Conner,Midfielder,18,14.0,1.0,882.0,30.0,13.0,9.0,,368.0,3.0,90.0,6.0,172.0,4.0,,17.0,3.0,1.0,1.0,9.0,126.0,143.0,19.0,44.0,370.0,4.0,11.0,10.0,301.0,15.0,2.0,61.0,,55.0,11.0,52.0,1.0,4.0,51.0,8.0,10.0,23.0,545.0,,21.0,9.0,78.0,,115.0,13.0,100.0,41.0,1.0,,8.0,6.0,5.0,7.0,13.0,94.0,14.0,16.0,,14.0,21.0,,,,,44.0,110.0,,,307.0,309.0,16.0,1.0,,,,2.0,12.0,53.0,7.0,10.0,34.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
USA_MLS,2017,Chicago Fire FC,1wcq33p7w71u1mkdk349gicph,J. Corrales,Defender,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Chicago Fire FC,f4kk7aprmqxgig9hyyntfgs0l,C. Dean,Defender,26,1.0,,459.0,1.0,1.0,,,254.0,,20.0,2.0,70.0,11.0,1.0,36.0,3.0,1.0,2.0,5.0,70.0,129.0,8.0,29.0,262.0,2.0,4.0,,169.0,10.0,1.0,65.0,,90.0,2.0,45.0,,,29.0,5.0,8.0,21.0,344.0,,6.0,3.0,14.0,,118.0,3.0,41.0,17.0,,,28.0,2.0,1.0,8.0,1.0,27.0,37.0,12.0,,1.0,6.0,,1.0,,,5.0,34.0,,,195.0,197.0,13.0,1.0,,,,,5.0,10.0,3.0,12.0,9.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
USA_MLS,2017,Chicago Fire FC,7bvdiox557iznnaenla4vuk89,P. Doody,Defender,22,19.0,,629.0,47.0,,,,298.0,5.0,68.0,11.0,152.0,10.0,,26.0,3.0,,1.0,4.0,119.0,88.0,7.0,47.0,302.0,1.0,4.0,3.0,213.0,14.0,,73.0,1.0,94.0,10.0,65.0,1.0,7.0,28.0,7.0,13.0,30.0,454.0,5.0,7.0,1.0,23.0,,124.0,,48.0,21.0,,,16.0,10.0,3.0,8.0,4.0,35.0,15.0,15.0,,22.0,7.0,3.0,,,3.0,10.0,16.0,,,225.0,229.0,12.0,,,4.0,,,6.0,14.0,1.0,10.0,13.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
