liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Open Play Passes,Total Passes,Time Played,Goals Conceded,PutThrough/Blocked Distribution,Unsuccessful Passes Opposition Half,Total Shots,Total Losses Of Possession,Backward Passes,Times Tackled,Appearances,Aerial Duels won,Aerial Duels lost,Foul Attempted Tackle,Successful Passes Own Half,Aerial Duels,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Duels,Games Played,Rightside Passes,Corners Won,Forward Passes,Duels lost,Substitute On,Ground Duels,Starts,Tackles Won,Shots Off Target (inc woodwork),Successful Lay-offs,Total Fouls Conceded,Shots On Target ( inc goals ),Successful Passes Opposition Half,Tackles Lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Open Play Passes,Total Clearances,Leftside Passes,Unsuccessful Short Passes,Ground Duels won,Unsuccessful Dribbles,Assists (Intentional),Recoveries,Offsides,Goals Conceded Inside Box,Total Touches In Opposition Box,Substitute Off,Interceptions,Successful Short Passes,Touches,Goal Assists,Ground Duels lost,Blocked Shots,Index,Key Passes (Attempt Assists),Duels won,Winning Goal,Goals from Inside Box,Total Fouls Won,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Handballs conceded,Successful Launches,Left Foot Goals,Goals,Successful Long Passes,Throw Ins to Opposition Player,Overruns,Successful Dribbles,Yellow Cards,Unsuccessful Passes Own Half,Home Goals,Away Goals,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Throw Ins to Own Player,Blocks,Unsuccessful Launches,Successful Corners into Box,Through balls,Successful Crosses open play,Successful Crosses & Corners,Unsuccessful lay-offs,Corners Taken (incl short corners),Unsuccessful Corners into Box,Right Foot Goals,Hit Woodwork,Attempts from Set Pieces,Penalties Taken,Penalty Goals,Foul Won Penalty,Goals from Outside Box,Headed Goals,Goal Kicks,GK Unsuccessful Distribution,GK Successful Distribution,Total Red Cards,Red Cards - 2nd Yellow,Saves made - parried,Saves Made from Outside Box,Saves Made,Saves Made from Inside Box,Catches,Goals Conceded Outside Box,Drops,Clean Sheets,Penalty Goals Conceded,Goals Openplay,Straight Red Cards,Penalties Conceded,Penalties Faced,Punches,Clearances Off the Line,Goalkeeper Smother,Set Pieces Goals,Second Goal Assists,Saves from Penalty,Penalties Saved,Saves made - caught,Own Goal Scored,Last Player Tackle
USA_US_Open_Cup,2025,Colorado Springs Switchbacks FC,ew3qxbn1ev1qv7wi0iwoc642c,J. Burke,Goalkeeper,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Colorado Springs Switchbacks FC,4ccmn07kk0thmg6apfxgivmc5,J. Dhillon,Forward,77,5.0,9.0,61.0,2.0,,3.0,1.0,5.0,3.0,,1.0,,,,2.0,,6.0,,3.0,1.0,1.0,,3.0,1.0,,3.0,1.0,,1.0,1.0,,,4.0,,3.0,8.0,,2.0,2.0,2.0,,,,3.0,2.0,5.0,1.0,,6.0,17.0,,1.0,2.0,10.0,1.0,2.0,0.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Colorado Springs Switchbacks FC,bjm0d2f9er34ymm41sulmkout,S. Echevarria,Midfielder,13,59.0,77.0,182.0,4.0,3.0,13.0,1.0,22.0,22.0,,2.0,4.0,2.0,1.0,27.0,6.0,61.0,,13.0,2.0,22.0,1.0,16.0,4.0,,7.0,2.0,,,,1.0,1.0,34.0,,16.0,75.0,1.0,17.0,14.0,5.0,,,8.0,,4.0,5.0,1.0,1.0,58.0,96.0,,2.0,,10.0,1.0,9.0,0.0,1.0,2.0,2.0,2.0,,,1.0,1.0,3.0,,,3.0,,5.0,1.0,0.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Colorado Springs Switchbacks FC,rtca480n5ehey5ffvt8nudck,H. Endeley,Forward,17,18.0,24.0,72.0,3.0,3.0,7.0,1.0,14.0,7.0,4.0,2.0,,,,7.0,,18.0,2.0,13.0,2.0,5.0,2.0,5.0,4.0,2.0,13.0,,2.0,,1.0,1.0,1.0,11.0,,6.0,24.0,,7.0,4.0,9.0,4.0,,3.0,,3.0,4.0,,,18.0,44.0,,4.0,,10.0,2.0,9.0,0.0,,4.0,2.0,1.0,1.0,,,,,,,3.0,,1.0,,,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Colorado Springs Switchbacks FC,ody1ty0csq2lnatvjwdrrv11,J. Fjeldberg,Midfielder,7,6.0,10.0,45.0,2.0,,6.0,1.0,11.0,4.0,3.0,1.0,,,,1.0,,6.0,2.0,6.0,1.0,3.0,1.0,2.0,3.0,,6.0,1.0,1.0,1.0,,,,5.0,1.0,4.0,10.0,1.0,1.0,4.0,3.0,2.0,,3.0,,2.0,2.0,1.0,,6.0,25.0,,3.0,,10.0,,3.0,0.0,,,,,,,,,,,,1.0,,1.0,,,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Colorado Springs Switchbacks FC,cnqxbvy77blk2ulx06t65it49,A. Fontana,Midfielder,21,47.0,60.0,146.0,5.0,4.0,10.0,3.0,17.0,8.0,3.0,2.0,,1.0,3.0,12.0,1.0,50.0,1.0,15.0,2.0,15.0,1.0,18.0,8.0,1.0,14.0,1.0,1.0,1.0,1.0,3.0,2.0,40.0,,10.0,56.0,1.0,19.0,9.0,7.0,2.0,1.0,11.0,,5.0,5.0,,1.0,45.0,86.0,1.0,7.0,1.0,10.0,3.0,7.0,1.0,2.0,2.0,1.0,2.0,,,,2.0,5.0,,,4.0,1.0,3.0,2.0,0.0,3.0,3.0,,,,,,2.0,2.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Colorado Springs Switchbacks FC,39t59x9q2xumbn2hphk7urp7u,I. Foster,Defender,33,10.0,12.0,14.0,1.0,,2.0,,2.0,1.0,,1.0,1.0,,,7.0,1.0,10.0,1.0,2.0,1.0,4.0,,7.0,,1.0,1.0,,1.0,,,,,3.0,,2.0,12.0,,,1.0,1.0,,,1.0,,1.0,,,,10.0,16.0,,,,10.0,1.0,2.0,0.0,,,1.0,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Colorado Springs Switchbacks FC,eokcgp51j8ukeclqxis10b2ms,C. Gozdieski,Midfielder,15,,,10.0,,1.0,,,1.0,,1.0,1.0,,,,,,,1.0,2.0,1.0,,,,1.0,1.0,2.0,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,3.0,,1.0,,10.0,,1.0,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Colorado Springs Switchbacks FC,cfx7vo0kbjvcly2nf1b7papsk,Y. Hanya,Forward,20,17.0,25.0,89.0,3.0,2.0,6.0,1.0,12.0,9.0,2.0,2.0,1.0,1.0,,9.0,2.0,17.0,,14.0,2.0,8.0,3.0,7.0,6.0,2.0,12.0,,,,2.0,2.0,1.0,8.0,,8.0,25.0,2.0,1.0,6.0,7.0,,1.0,1.0,,3.0,8.0,,,15.0,41.0,1.0,5.0,1.0,10.0,1.0,8.0,0.0,,5.0,2.0,,1.0,1.0,,,2.0,,,2.0,1.0,2.0,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2025,Colorado Springs Switchbacks FC,duuhalibp64gdz6nub5ub0ovd,C. Herrera,Goalkeeper,1,47.0,72.0,210.0,6.0,,6.0,,9.0,,,2.0,,,,59.0,,63.0,,,2.0,27.0,,21.0,,,,2.0,,,,,,4.0,,9.0,54.0,3.0,24.0,1.0,,,,24.0,,6.0,,,,55.0,96.0,,,,10.0,,,0.0,,,8.0,,,,,,8.0,,,,,3.0,,,,,,,6.0,,,,,,,,,,,,,,,,14.0,1.0,31.0,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,
