liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Carries,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Games Played,Goal Assists,Goals,Goals Conceded,Goals Conceded Outside Box,Goals Openplay,Goals from Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Key Passes (Attempt Assists),Leftside Passes,Offsides,Open Play Passes,Overruns,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Right Foot Goals,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Through balls,Time Played,Times Tackled,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Passes Opposition Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Substitute On,Aerial Duels lost,Foul Won Penalty,Goals Conceded Inside Box,Goals from Inside Box,Hit Woodwork,Left Foot Goals,Other Goals,Tackles Won,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Unsuccessful Passes Own Half,Blocks,GK Successful Distribution,Goal Kicks,Handballs conceded,Interceptions,Penalties Conceded,Penalty Goals Conceded,Red Cards - 2nd Yellow,Successful Launches,Throw Ins to Opposition Player,Throw Ins to Own Player,Total Red Cards,Unsuccessful Launches,Unsuccessful Long Passes,Assists (Intentional),Clean Sheets,Total Big Chances Saved,GK Unsuccessful Distribution,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Attempts from Set Pieces,Corners Taken (incl short corners),Successful Corners into Box,Unsuccessful Corners into Box,Second Goal Assists,Catches,Goalkeeper Smother,Penalties Faced,Headed Goals,Penalties Taken,Clearances Off the Line,Last Player Tackle,Own Goal Scored,Unsuccessful lay-offs,Direct Setpiece Goals,Penalty Goals,Set Pieces Goals,Punches,Straight Red Cards,Drops,Penalties Saved,Saves from Penalty,Penalties Off Target,Saves made - caught,Direct Corner Goals,Crosses not Claimed
USA_MLS_Next_Pro,2026,Inter Miami CF II,d22cxgsxcqm0yqhanvcvl0ahg,C. Abadia-Reda,Defender,76,,,1.0,16.0,,15.0,1.0,9.0,2.0,7.0,8.0,13.0,1.0,1.0,,,,,,,9.0,2.0,7.0,,2.0,1.0,48.0,,9.0,,,8.0,,18.0,,,1.0,1.0,1.0,,,4.0,,2.0,39.0,16.0,24.0,38.0,2.0,,71.0,1.0,3.0,1.0,1.0,12.0,49.0,1.0,40.0,2.0,1.0,9.0,69.0,,,1.0,4.0,7.0,1.0,,,0.0,,,,,,,,,,,,,5.0,,,,,1.0,,,,2.0,,5.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Inter Miami CF II,bh3mg1icbfj4hm1ejepvdjbo,N. Almeida,Defender,44,18.0,8.0,7.0,16.0,,164.0,,69.0,29.0,40.0,26.0,231.0,3.0,7.0,,,18.0,3.0,,,51.0,19.0,32.0,2.0,111.0,,555.0,1.0,93.0,15.0,8.0,50.0,,212.0,2.0,1.0,1.0,7.0,,,,9.0,1.0,48.0,484.0,129.0,369.0,450.0,4.0,,630.0,5.0,24.0,3.0,5.0,83.0,570.0,2.0,498.0,18.0,3.0,72.0,679.0,,,2.0,39.0,52.0,,,,0.0,,10.0,,15.0,,,,,14.0,,,,33.0,4.0,8.0,8.0,,15.0,1.0,3.0,,7.0,,1.0,,9.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Inter Miami CF II,1ldkvs7q7wgc9nvsewpuhmwb8,M. Armando,Defender,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Inter Miami CF II,4vbauvbm8z70yq0u7oy2zvehg,L. Barker,Goalkeeper,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Inter Miami CF II,9hxomhr5g6zy05ei4z4lhrklw,S. Basabe,Defender,51,5.0,4.0,7.0,57.0,,68.0,,51.0,25.0,26.0,67.0,98.0,2.0,7.0,,,13.0,3.0,,,46.0,24.0,22.0,1.0,19.0,,256.0,,36.0,10.0,3.0,28.0,,89.0,1.0,,,6.0,2.0,1.0,1.0,5.0,1.0,12.0,204.0,84.0,126.0,197.0,4.0,,488.0,13.0,11.0,5.0,5.0,91.0,263.0,,209.0,12.0,1.0,54.0,398.0,5.0,5.0,8.0,40.0,34.0,2.0,,,0.0,1.0,1.0,,10.0,,,,,8.0,,,,19.0,3.0,,,1.0,13.0,,,,2.0,9.0,32.0,,11.0,20.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Inter Miami CF II,ayvbm7hgt9i1pil0e0qlkh0r8,Z. Cadet,Forward,86,,,1.0,,,8.0,,3.0,2.0,1.0,6.0,4.0,,1.0,,,,,,,3.0,2.0,1.0,1.0,,,10.0,1.0,4.0,1.0,1.0,3.0,,6.0,1.0,,,,,,,1.0,,2.0,9.0,5.0,4.0,7.0,,,30.0,1.0,,1.0,,6.0,10.0,,9.0,,,1.0,20.0,2.0,2.0,1.0,3.0,1.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Inter Miami CF II,aymd7oegdw0wsqbvfl7xrl0r8,J. Convers,Midfielder,66,11.0,5.0,9.0,67.0,2.0,86.0,2.0,85.0,51.0,34.0,76.0,72.0,15.0,9.0,1.0,,19.0,5.0,,,74.0,45.0,29.0,8.0,84.0,,293.0,,31.0,7.0,2.0,31.0,,77.0,9.0,4.0,2.0,8.0,3.0,1.0,,6.0,7.0,20.0,246.0,107.0,146.0,232.0,2.0,1.0,681.0,15.0,12.0,19.0,8.0,80.0,300.0,6.0,252.0,15.0,7.0,48.0,401.0,3.0,2.0,8.0,37.0,37.0,3.0,,,0.0,1.0,6.0,,14.0,,2.0,,,13.0,2.0,,,14.0,1.0,,,,5.0,,2.0,,1.0,,,,2.0,11.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Inter Miami CF II,9x7t300hktjb5bjedav72j3f8,K. Davilma,Defender,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Inter Miami CF II,9kqz1qiad4suqv9d85s8mm7mc,M. De Paula,Midfielder,64,,,1.0,,,3.0,,2.0,2.0,,4.0,2.0,1.0,1.0,,,,,,,2.0,2.0,,,2.0,,6.0,,,,,1.0,,2.0,,1.0,,,,,,,,,4.0,4.0,,4.0,,,11.0,,,1.0,,2.0,6.0,1.0,4.0,,1.0,2.0,7.0,,,,1.0,,,,,0.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Inter Miami CF II,7xs2pt06qjc84facf2bemaxhw,N. Dearmin,Defender,58,4.0,1.0,3.0,2.0,,10.0,1.0,9.0,5.0,4.0,17.0,8.0,,3.0,,,3.0,,,,5.0,2.0,3.0,3.0,10.0,,28.0,,7.0,3.0,2.0,3.0,,8.0,3.0,1.0,,,,3.0,3.0,1.0,,1.0,23.0,16.0,10.0,22.0,1.0,,61.0,1.0,1.0,,1.0,10.0,28.0,1.0,23.0,2.0,,5.0,48.0,2.0,2.0,,5.0,3.0,,,,0.0,3.0,3.0,,3.0,,,,,1.0,,,,2.0,1.0,,,,,,1.0,,,1.0,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Inter Miami CF II,9i7dd1ays0amp1srvrpheoydw,N. Desravins,Midfielder,65,3.0,2.0,3.0,15.0,,20.0,1.0,12.0,5.0,7.0,17.0,26.0,2.0,3.0,1.0,,6.0,2.0,,,9.0,4.0,5.0,2.0,31.0,,97.0,,6.0,1.0,1.0,9.0,,26.0,3.0,,1.0,2.0,1.0,,,,1.0,3.0,86.0,35.0,52.0,84.0,1.0,,207.0,1.0,2.0,2.0,3.0,13.0,98.0,1.0,87.0,2.0,,11.0,121.0,1.0,1.0,1.0,7.0,6.0,,,,0.0,1.0,1.0,,4.0,,,,,1.0,,,,5.0,1.0,,,,5.0,,,,,,2.0,,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Inter Miami CF II,bjb7g4bxn37dl7dzs25l7l7v8,G. Florentino,Defender,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
