liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Substitute On,Successful Lay-offs,Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Penalties Taken,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Penalty Goals,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Successful Launches,Blocks,Right Foot Goals,Total Red Cards,Straight Red Cards,GK Successful Distribution,Headed Goals,GK Unsuccessful Distribution,Penalties Conceded,Clearances Off the Line,Saves Made,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,Set Pieces Goals,Other Goals,Own Goal Scored,Foul Won Penalty,Penalty Goals Conceded,Second Goal Assists,Red Cards - 2nd Yellow,Penalties Off Target,Last Man Tackle,Penalties Saved,Saves from Penalty,Crosses not Claimed,Home Goals,Away Goals,Winning Goal,Times Tackled
USA_MLS,2017,Houston Dynamo FC,9qjtctagf147jg0c5mk53bb9x,E. Alexander,Midfielder,6,1.0,,1214.0,,2.0,13.0,,572.0,1.0,72.0,7.0,270.0,6.0,1.0,24.0,12.0,,1.0,4.0,118.0,237.0,22.0,56.0,580.0,8.0,13.0,12.0,465.0,12.0,,80.0,5.0,163.0,13.0,61.0,4.0,,115.0,15.0,17.0,22.0,722.0,9.0,17.0,4.0,82.0,,183.0,5.0,31.0,50.0,,,35.0,1.0,7.0,9.0,5.0,95.0,9.0,13.0,,3.0,17.0,1.0,1.0,,1.0,41.0,162.0,,,493.0,500.0,13.0,3.0,,2.0,,1.0,9.0,45.0,13.0,14.0,41.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Houston Dynamo FC,cfucb8do9rkxdk9381cinmqd,J. Anibaba,Defender,2,8.0,,749.0,36.0,5.0,,,262.0,3.0,28.0,3.0,70.0,25.0,,53.0,8.0,1.0,2.0,12.0,113.0,114.0,16.0,36.0,270.0,,9.0,,159.0,8.0,2.0,89.0,,53.0,2.0,74.0,,5.0,32.0,7.0,10.0,23.0,418.0,,12.0,6.0,38.0,,133.0,6.0,22.0,33.0,1.0,,22.0,3.0,2.0,15.0,4.0,65.0,25.0,10.0,,8.0,12.0,,,,1.0,20.0,56.0,,,175.0,181.0,27.0,1.0,,1.0,,,12.0,32.0,4.0,19.0,18.0,9.0,2.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Houston Dynamo FC,1knx6w8nx8sd81peciwtes3x1,D. Beasley,Defender,7,28.0,,2375.0,178.0,2.0,2.0,,1000.0,5.0,196.0,8.0,478.0,27.0,,57.0,11.0,2.0,2.0,18.0,285.0,412.0,32.0,100.0,1039.0,1.0,14.0,15.0,836.0,35.0,5.0,157.0,,372.0,14.0,137.0,2.0,47.0,151.0,26.0,32.0,48.0,1594.0,,28.0,8.0,135.0,,429.0,14.0,50.0,105.0,3.0,,46.0,8.0,43.0,15.0,10.0,168.0,55.0,37.0,,28.0,28.0,,2.0,,,45.0,42.0,,,849.0,882.0,33.0,8.0,,,,1.0,23.0,63.0,9.0,35.0,90.0,6.0,3.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,,3.0,1.0,,,1.0,,,,,,,
USA_MLS,2017,Houston Dynamo FC,1612zaoj1lx3v08ko4tdl1vxl,C. Brown,Goalkeeper,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,Houston Dynamo FC,2az3hi45krcxbzny070v5mo5x,J. Cabezas,Midfielder,5,1.0,,2711.0,1.0,1.0,12.0,1.0,1195.0,4.0,100.0,,511.0,14.0,7.0,49.0,28.0,13.0,2.0,34.0,236.0,555.0,123.0,129.0,1244.0,4.0,68.0,10.0,944.0,35.0,17.0,178.0,,367.0,16.0,108.0,6.0,1.0,185.0,31.0,40.0,71.0,1673.0,,32.0,45.0,296.0,,418.0,18.0,96.0,183.0,4.0,,122.0,,20.0,30.0,2.0,360.0,53.0,37.0,,1.0,32.0,,4.0,1.0,,143.0,359.0,1.0,,1020.0,1066.0,64.0,9.0,1.0,,,1.0,95.0,177.0,28.0,67.0,153.0,5.0,12.0,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
USA_MLS,2017,Houston Dynamo FC,8i548jt5cee1vc5woeh5zmmz9,R. Clark,Midfielder,13,7.0,1.0,2351.0,2.0,3.0,19.0,,981.0,9.0,103.0,4.0,475.0,10.0,7.0,55.0,25.0,6.0,5.0,16.0,275.0,334.0,63.0,143.0,1003.0,10.0,45.0,13.0,706.0,30.0,12.0,198.0,,279.0,18.0,156.0,11.0,,158.0,27.0,44.0,49.0,1333.0,1.0,30.0,27.0,182.0,,351.0,24.0,45.0,125.0,6.0,,99.0,4.0,17.0,32.0,12.0,230.0,36.0,35.0,,7.0,30.0,,3.0,,,89.0,270.0,,,785.0,805.0,48.0,4.0,,,,,48.0,105.0,15.0,35.0,93.0,7.0,6.0,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,
USA_MLS,2017,Houston Dynamo FC,tyov0w4vvjp4v8w9rw4fl9zp,Alex,Midfielder,14,42.0,6.0,2614.0,7.0,5.0,17.0,2.0,1049.0,26.0,240.0,25.0,637.0,4.0,5.0,59.0,32.0,13.0,4.0,25.0,505.0,262.0,43.0,171.0,1104.0,18.0,41.0,52.0,790.0,32.0,28.0,230.0,10.0,214.0,46.0,272.0,15.0,,204.0,32.0,60.0,35.0,1712.0,73.0,37.0,25.0,335.0,1.0,377.0,65.0,45.0,168.0,15.0,,84.0,13.0,60.0,13.0,38.0,373.0,10.0,36.0,2.0,77.0,37.0,27.0,4.0,1.0,6.0,180.0,273.0,1.0,,826.0,874.0,38.0,2.0,,7.0,,4.0,31.0,205.0,12.0,21.0,155.0,4.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,2.0,4.0,1.0,,,,,,,,,
USA_MLS,2017,Houston Dynamo FC,5xe2u24yitsgsf4lufmk2f105,A. DeLaGarza,Defender,20,40.0,,2623.0,176.0,,2.0,,840.0,7.0,123.0,21.0,379.0,30.0,8.0,76.0,16.0,6.0,4.0,17.0,318.0,303.0,38.0,132.0,869.0,1.0,26.0,2.0,594.0,34.0,8.0,208.0,,21.0,17.0,191.0,,48.0,94.0,30.0,36.0,57.0,1418.0,,30.0,13.0,109.0,,443.0,12.0,34.0,86.0,2.0,,67.0,21.0,20.0,27.0,6.0,153.0,53.0,38.0,,40.0,30.0,,2.0,,2.0,50.0,282.0,,,636.0,661.0,44.0,6.0,,3.0,,,24.0,67.0,14.0,49.0,59.0,16.0,16.0,,,,,,,,1.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
USA_MLS,2017,Houston Dynamo FC,7aq775owdtnqe0p1k0qab2qc5,T. Deric,Goalkeeper,1,,,2550.0,,,,,234.0,,,,160.0,175.0,2.0,487.0,1.0,,6.0,1.0,497.0,134.0,2.0,2.0,783.0,,,,90.0,25.0,,489.0,,18.0,4.0,449.0,,,312.0,28.0,2.0,40.0,1030.0,,28.0,,9.0,,711.0,,59.0,9.0,,,204.0,,2.0,4.0,,14.0,27.0,31.0,,,28.0,,,,,4.0,54.0,,,119.0,294.0,5.0,8.0,,,,,2.0,5.0,,2.0,5.0,73.0,,,,,182.0,,189.0,,,87.0,8.0,3.0,1.0,23.0,31.0,23.0,53.0,2.0,9.0,,,,,2.0,,,,,,,,,,,
USA_MLS,2017,Houston Dynamo FC,aoe90w0oopw8h5ipktpmme9cl,A. Elis,Forward,17,47.0,8.0,2035.0,10.0,8.0,26.0,11.0,501.0,35.0,134.0,10.0,297.0,2.0,10.0,8.0,13.0,39.0,4.0,64.0,376.0,83.0,17.0,125.0,503.0,11.0,48.0,35.0,365.0,20.0,69.0,133.0,,56.0,25.0,167.0,11.0,1.0,80.0,22.0,28.0,13.0,1010.0,,30.0,24.0,271.0,,131.0,137.0,63.0,141.0,30.0,,5.0,10.0,46.0,44.0,57.0,379.0,6.0,24.0,,47.0,30.0,,2.0,,3.0,174.0,182.0,11.0,1.0,368.0,370.0,108.0,5.0,6.0,3.0,1.0,3.0,10.0,238.0,7.0,4.0,97.0,1.0,4.0,7.0,,,,4.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,
