liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Substitute On,Successful Lay-offs,Successful Launches,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Throw Ins to Opposition Player,Offsides,Goals,Right Foot Goals,Yellow Cards,Successful Corners into Box,Left Foot Goals,Foul Won Penalty,Handballs conceded,Goals from Inside Box,Penalties Taken,Penalty Goals,Penalties Conceded,Total Red Cards,Straight Red Cards,Unsuccessful lay-offs,Headed Goals,Saves Made,GK Successful Distribution,Punches,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Clearances Off the Line,Penalty Goals Conceded,Winning Goal,Times Tackled,Overruns,Own Goal Scored,Second Goal Assists,Home Goals,Away Goals,Saves from Penalty,Penalties Saved,Goal Kicks,Goals from Outside Box,Goalkeeper Smother,Crosses not Claimed,Red Cards - 2nd Yellow,Set Pieces Goals,Last Player Tackle,Penalties Off Target,Other Goals
Mexico_Liga_MX,2018-2019,Club León,daycar7otzfqiei5wk8rmd0b9,A. Andrade,Midfielder,0,16.0,1018.0,9.0,1.0,5.0,,433.0,7.0,69.0,14.0,272.0,5.0,19.0,9.0,12.0,2.0,14.0,267.0,90.0,26.0,93.0,460.0,5.0,26.0,26.0,320.0,14.0,21.0,112.0,152.0,29.0,140.0,8.0,55.0,12.0,23.0,13.0,782.0,31.0,13.0,18.0,2.0,161.0,157.0,32.0,10.0,77.0,9.0,3.0,28.0,2.0,14.0,11.0,22.0,186.0,6.0,16.0,41.0,13.0,19.0,,2.0,95.0,82.0,328.0,348.0,25.0,1.0,2.0,,15.0,109.0,11.0,7.0,66.0,,1.0,2.0,1.0,1.0,11.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,0.0,54.0,11.0,,,1.0,1.0,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,Club León,9h4vvepqxghptj4mak1v8nsnp,P. Aquino,Midfielder,18,5.0,713.0,3.0,4.0,,1.0,385.0,1.0,44.0,,199.0,5.0,17.0,9.0,7.0,2.0,20.0,88.0,135.0,38.0,39.0,390.0,5.0,30.0,2.0,310.0,8.0,10.0,56.0,111.0,2.0,48.0,2.0,66.0,9.0,13.0,13.0,564.0,,13.0,16.0,3.0,107.0,116.0,6.0,10.0,72.0,3.0,,24.0,,20.0,12.0,3.0,139.0,20.0,10.0,5.0,13.0,,,,47.0,119.0,329.0,334.0,32.0,,,,23.0,67.0,15.0,18.0,60.0,,,1.0,,3.0,,,,4.0,1.0,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,0.0,12.0,1.0,,,0.0,1.0,,,,,,,1.0,,,,
Mexico_Liga_MX,2018-2019,Club León,24y9mr1mizhrxmk6nglyryv2t,M. Boselli,Forward,17,1.0,1471.0,,,13.0,2.0,215.0,5.0,58.0,,115.0,,10.0,3.0,18.0,5.0,40.0,112.0,52.0,4.0,64.0,241.0,4.0,6.0,3.0,159.0,17.0,34.0,74.0,69.0,16.0,71.0,4.0,24.0,17.0,5.0,4.0,372.0,,17.0,2.0,2.0,41.0,57.0,70.0,10.0,66.0,16.0,,8.0,,15.0,46.0,4.0,127.0,12.0,22.0,1.0,17.0,,,3.0,21.0,57.0,143.0,167.0,86.0,4.0,3.0,1.0,3.0,61.0,1.0,3.0,20.0,,11.0,6.0,3.0,1.0,,,1.0,1.0,6.0,2.0,2.0,,,,5.0,3.0,,,,,,,,,,,,,2.0,4.0,14.0,1.0,,,2.0,4.0,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,Club León,2e14x64zf30rgadc9ylbnll2h,J. Calero,Forward,27,7.0,319.0,,1.0,2.0,,82.0,3.0,28.0,2.0,47.0,,,,4.0,1.0,3.0,43.0,25.0,5.0,12.0,82.0,3.0,9.0,1.0,68.0,2.0,5.0,12.0,16.0,2.0,14.0,1.0,15.0,4.0,8.0,5.0,144.0,,5.0,5.0,,34.0,18.0,10.0,10.0,18.0,1.0,,2.0,2.0,9.0,3.0,2.0,40.0,2.0,3.0,7.0,5.0,,,,19.0,20.0,70.0,70.0,6.0,1.0,,,3.0,22.0,2.0,,15.0,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,1.0,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,Club León,dhy4u5ea6vtob2g2ugvzrn93p,M. Ceratto,Midfielder,21,33.0,730.0,3.0,3.0,5.0,,197.0,11.0,39.0,6.0,112.0,,7.0,9.0,3.0,2.0,5.0,144.0,51.0,10.0,34.0,198.0,8.0,14.0,18.0,154.0,7.0,7.0,41.0,33.0,14.0,63.0,4.0,47.0,9.0,26.0,13.0,394.0,3.0,12.0,12.0,1.0,112.0,40.0,24.0,10.0,52.0,4.0,,3.0,5.0,20.0,4.0,30.0,121.0,2.0,9.0,35.0,12.0,2.0,,,64.0,86.0,156.0,157.0,9.0,,,,5.0,69.0,5.0,3.0,48.0,,,1.0,,3.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,0.0,47.0,6.0,,,1.0,0.0,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,Club León,6xaakqimjazir29yhx7zbkvrp,J. Cornejo,Defender,23,29.0,946.0,81.0,,1.0,6.0,339.0,6.0,36.0,4.0,144.0,24.0,47.0,7.0,3.0,5.0,8.0,158.0,113.0,26.0,47.0,347.0,3.0,20.0,2.0,214.0,12.0,5.0,94.0,128.0,9.0,100.0,4.0,49.0,11.0,15.0,25.0,605.0,2.0,11.0,16.0,3.0,63.0,167.0,5.0,10.0,46.0,2.0,3.0,39.0,4.0,6.0,13.0,,84.0,33.0,17.0,31.0,11.0,2.0,,,30.0,16.0,247.0,253.0,21.0,2.0,,1.0,20.0,38.0,6.0,10.0,33.0,15.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,4.0,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,Club León,5jj07az7i7svdgh5egd1s5dqt,R. Cota,Goalkeeper,30,,1170.0,,,,21.0,101.0,,,,52.0,53.0,136.0,,,5.0,,141.0,102.0,1.0,2.0,292.0,,1.0,1.0,81.0,13.0,,138.0,35.0,,119.0,,120.0,13.0,1.0,19.0,415.0,,13.0,,,7.0,222.0,,10.0,9.0,,,73.0,,3.0,4.0,,11.0,11.0,18.0,,13.0,,,,2.0,35.0,65.0,154.0,4.0,3.0,,,1.0,2.0,,1.0,5.0,,,,,1.0,,,,,,,,,,,,,34.0,122.0,8.0,1.0,8.0,17.0,6.0,17.0,3.0,4.0,54.0,,2.0,0.0,,,,,,,1.0,1.0,118.0,,2.0,,,,,,
Mexico_Liga_MX,2018-2019,Club León,351nzn9u8g8ju7qnl2cy4codm,J. Díaz,Midfielder,19,8.0,157.0,2.0,3.0,1.0,,50.0,5.0,8.0,,28.0,,1.0,1.0,1.0,,3.0,36.0,9.0,4.0,12.0,50.0,1.0,3.0,3.0,36.0,2.0,3.0,13.0,8.0,,20.0,1.0,9.0,1.0,7.0,1.0,93.0,,4.0,1.0,,21.0,16.0,10.0,10.0,11.0,2.0,,1.0,,2.0,2.0,3.0,26.0,,2.0,8.0,4.0,,,,12.0,18.0,37.0,37.0,5.0,,,,3.0,15.0,1.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,1.0,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,Club León,b0803yb3nzorkuu22yov1mrc9,J. Godínez,Forward,14,1.0,511.0,1.0,11.0,8.0,,121.0,6.0,38.0,1.0,74.0,,1.0,5.0,2.0,,24.0,71.0,23.0,4.0,32.0,129.0,3.0,12.0,2.0,95.0,7.0,9.0,33.0,32.0,6.0,31.0,4.0,19.0,4.0,8.0,3.0,224.0,,15.0,6.0,,48.0,32.0,21.0,10.0,34.0,7.0,,1.0,1.0,13.0,18.0,11.0,90.0,4.0,7.0,1.0,15.0,,,,32.0,27.0,89.0,96.0,42.0,,,,1.0,56.0,3.0,2.0,16.0,,2.0,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,0.0,22.0,2.0,,,,,,,,,,,,,,,
Mexico_Liga_MX,2018-2019,Club León,ev81azzxck1qjnny73v0igp1x,C. González,Forward,31,1.0,69.0,,4.0,,,12.0,,3.0,,4.0,,,,2.0,1.0,4.0,7.0,6.0,,3.0,13.0,,5.0,1.0,10.0,1.0,4.0,3.0,4.0,1.0,4.0,,4.0,,,,23.0,,4.0,2.0,,7.0,3.0,6.0,10.0,6.0,2.0,,,,1.0,4.0,,15.0,,2.0,1.0,4.0,,,,5.0,3.0,9.0,10.0,8.0,,,,,9.0,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,
