liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Carries,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Games Played,Goal Assists,Goals,Goals Conceded,Goals Conceded Outside Box,Goals Openplay,Goals from Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Key Passes (Attempt Assists),Leftside Passes,Offsides,Open Play Passes,Overruns,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Right Foot Goals,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Through balls,Time Played,Times Tackled,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Passes Opposition Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Substitute On,Aerial Duels lost,Foul Won Penalty,Goals Conceded Inside Box,Goals from Inside Box,Hit Woodwork,Left Foot Goals,Other Goals,Tackles Won,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Unsuccessful Passes Own Half,Blocks,GK Successful Distribution,Goal Kicks,Handballs conceded,Interceptions,Penalties Conceded,Penalty Goals Conceded,Red Cards - 2nd Yellow,Successful Launches,Throw Ins to Opposition Player,Throw Ins to Own Player,Total Red Cards,Unsuccessful Launches,Unsuccessful Long Passes,Assists (Intentional),Clean Sheets,Total Big Chances Saved,GK Unsuccessful Distribution,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Attempts from Set Pieces,Corners Taken (incl short corners),Successful Corners into Box,Unsuccessful Corners into Box,Second Goal Assists,Catches,Goalkeeper Smother,Penalties Faced,Headed Goals,Penalties Taken,Clearances Off the Line,Last Player Tackle,Own Goal Scored,Unsuccessful lay-offs,Direct Setpiece Goals,Penalty Goals,Set Pieces Goals,Punches,Straight Red Cards,Drops,Penalties Saved,Saves from Penalty,Penalties Off Target,Saves made - caught,Direct Corner Goals,Crosses not Claimed
USA_MLS_Next_Pro,2026,Huntsville City FC,3t4n5hnbsjw0f3zqctidxzk7o,X. Aguilar,Midfielder,77,5.0,2.0,6.0,12.0,1.0,38.0,1.0,38.0,18.0,20.0,43.0,18.0,3.0,6.0,,1.0,2.0,,,1.0,33.0,15.0,18.0,,9.0,1.0,56.0,1.0,21.0,9.0,5.0,7.0,1.0,17.0,,1.0,2.0,3.0,2.0,,,8.0,,1.0,43.0,30.0,13.0,42.0,2.0,,267.0,8.0,1.0,4.0,4.0,30.0,56.0,3.0,43.0,6.0,7.0,13.0,109.0,1.0,1.0,2.0,10.0,13.0,,0.0,1.0,0.0,3.0,3.0,,2.0,,1.0,,,4.0,,1.0,1.0,4.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Huntsville City FC,d57h8ychz43pjnx9zkp72wys4,G. Alonso,Defender,3,4.0,1.0,2.0,21.0,,19.0,1.0,21.0,10.0,11.0,35.0,20.0,2.0,2.0,,,7.0,,,,17.0,7.0,10.0,3.0,1.0,,60.0,,11.0,5.0,4.0,4.0,,23.0,3.0,2.0,,2.0,1.0,,,3.0,,2.0,53.0,32.0,26.0,56.0,1.0,,164.0,2.0,2.0,2.0,3.0,19.0,65.0,2.0,58.0,4.0,2.0,7.0,109.0,4.0,4.0,2.0,7.0,6.0,1.0,,,0.0,,3.0,,7.0,,,,,3.0,,,,4.0,1.0,,,,1.0,,,,,2.0,9.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Huntsville City FC,5q3wmyaaifu0i6yqbxmbr5ses,P. Amarh,Midfielder,4,,,1.0,,,1.0,,,,,1.0,2.0,,1.0,,,,,,,,,,,2.0,,5.0,,1.0,,,2.0,,1.0,,,,,,,,,,,5.0,4.0,1.0,5.0,,,6.0,,1.0,,,,5.0,,5.0,,,,6.0,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Huntsville City FC,d9cioqeofh2tfg3171r5nlb10,C. Applewhite,Defender,33,,,1.0,1.0,,4.0,,2.0,1.0,1.0,,9.0,1.0,1.0,,,,,,,2.0,1.0,1.0,,13.0,,24.0,,,,,2.0,,2.0,,,,1.0,1.0,,,,,1.0,24.0,4.0,21.0,24.0,,,27.0,,,1.0,1.0,,25.0,,25.0,,,,26.0,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Huntsville City FC,d8rirtgompcqfmqszmy4gn7kk,E. Barrios,Goalkeeper,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Huntsville City FC,bkcpwj3e2cjug5f8vdvl25fys,Z. Barrett,Defender,28,2.0,2.0,2.0,11.0,,29.0,,9.0,2.0,7.0,2.0,67.0,,2.0,,,1.0,,,,7.0,2.0,5.0,,70.0,,166.0,,10.0,,,6.0,,22.0,,,,2.0,2.0,,,,,8.0,148.0,29.0,122.0,143.0,1.0,,123.0,1.0,2.0,1.0,,22.0,170.0,,151.0,5.0,,19.0,182.0,,,,13.0,5.0,,,,0.0,,,,1.0,,,,,4.0,,,,6.0,,1.0,1.0,,2.0,,,,,,,,8.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Huntsville City FC,7hu3h92s5rk1mryesihkbkc9g,C. Brunet,Midfielder,6,2.0,2.0,5.0,68.0,2.0,77.0,2.0,59.0,26.0,33.0,51.0,62.0,6.0,5.0,2.0,,13.0,1.0,,,57.0,26.0,31.0,5.0,79.0,,271.0,2.0,31.0,7.0,5.0,26.0,,79.0,7.0,1.0,1.0,5.0,1.0,3.0,1.0,5.0,9.0,16.0,247.0,110.0,156.0,247.0,2.0,,421.0,6.0,4.0,9.0,14.0,50.0,288.0,2.0,263.0,12.0,2.0,25.0,368.0,6.0,,3.0,25.0,15.0,1.0,,,0.0,,,,12.0,,,,,10.0,1.0,,,6.0,,,,,2.0,2.0,1.0,,,,1.0,,5.0,10.0,1.0,1.0,,,,,,,1.0,7.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Huntsville City FC,tvbjgz0zeq5irumgofxrko44,L. Christiano,Defender,89,14.0,7.0,10.0,70.0,1.0,118.0,,71.0,32.0,39.0,56.0,195.0,1.0,10.0,1.0,3.0,22.0,1.0,2.0,1.0,57.0,25.0,32.0,5.0,45.0,,523.0,1.0,57.0,12.0,6.0,30.0,2.0,239.0,6.0,2.0,4.0,10.0,1.0,2.0,2.0,5.0,,34.0,458.0,137.0,347.0,448.0,1.0,,872.0,10.0,40.0,6.0,17.0,100.0,549.0,6.0,482.0,11.0,11.0,67.0,705.0,1.0,1.0,5.0,52.0,27.0,1.0,2.0,1.0,0.0,,7.0,,21.0,2.0,,1.0,,10.0,2.0,,,16.0,3.0,16.0,16.0,,11.0,,1.0,,3.0,6.0,12.0,,15.0,40.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Huntsville City FC,3c7ia3mxthsolwt8ed68e5xck,K. Coulibaly,Defender,21,3.0,2.0,5.0,8.0,,20.0,,6.0,2.0,4.0,1.0,45.0,,5.0,,,4.0,,,,3.0,1.0,2.0,,24.0,,108.0,,7.0,1.0,1.0,7.0,,42.0,,,,1.0,1.0,,,,,6.0,97.0,30.0,78.0,102.0,,,156.0,,15.0,1.0,2.0,11.0,119.0,,108.0,,,11.0,141.0,,,,9.0,4.0,1.0,,,0.0,4.0,1.0,,4.0,,,,,,,,,2.0,1.0,7.0,7.0,,1.0,,,,1.0,,,,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Huntsville City FC,85in99s7xubh5uixdnztdbcpg,A. Delic,Goalkeeper,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
