liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Open Play Passes,Time Played,Recoveries,Unsuccessful Passes Own Half,Successful Passes Opposition Half,Successful Passes Own Half,Total Passes,Ground Duels won,Starts,Throw Ins to Own Player,Unsuccessful Launches,Ground Duels lost,Aerial Duels lost,Successful Dribbles,Aerial Duels won,Unsuccessful Short Passes,Goals Conceded Inside Box,Unsuccessful Long Passes,Games Played,Aerial Duels,Ground Duels,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Short Passes,Substitute Off,Duels lost,Total Losses Of Possession,Backward Passes,Appearances,Index,Open Play Passes,Successful Long Passes,PutThrough/Blocked Distribution Won,PutThrough/Blocked Distribution,Rightside Passes,Unsuccessful Passes Opposition Half,Overruns,Throw Ins to Opposition Player,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Duels,Unsuccessful Crosses open play,Forward Passes,Duels won,Winning Goal,Times Tackled,Foul Attempted Tackle,Tackles Won,Total Fouls Conceded,Leftside Passes,Total Tackles,Successful Launches,Blocks,Interceptions,Unsuccessful Dribbles,Handballs conceded,Substitute On,Total Shots,Total Fouls Won,Shots On Target ( inc goals ),Yellow Cards,Key Passes (Attempt Assists),Successful Lay-offs,Saves Made,Goal Kicks,GK Successful Distribution,Saves Made from Inside Box,GK Unsuccessful Distribution,Offsides,Shots Off Target (inc woodwork),Through balls,Total Touches In Opposition Box,Tackles Lost,Total Red Cards,Straight Red Cards,Attempts from Set Pieces,Saves Made from Outside Box,Punches,Goals from Outside Box,Goals,Right Foot Goals,Home Goals,Away Goals,Successful Crosses & Corners,Corners Won,Unsuccessful Corners into Box,Successful Crosses open play,Corners Taken (incl short corners),Goal Assists,Successful Corners into Box,Blocked Shots,Saves made - parried,Goalkeeper Smother,Assists (Intentional),Red Cards - 2nd Yellow,Goals from Inside Box,Headed Goals,Own Goal Scored,Catches,Clean Sheets,Hit Woodwork,Unsuccessful lay-offs,Penalty Goals Conceded,Left Foot Goals,Foul Won Penalty,Penalties Taken,Penalty Goals,Clearances Off the Line,Other Goals,Penalties Faced,Penalties Conceded,Goals Conceded Outside Box,Saves made - caught,Carries,Final Third Touches,Progressive Carries,Total Big Chances Saved,Total Big Chances Missed,Goals Openplay,Total Big Chances Created,Total Big Chances Scored,Direct Setpiece Goals,Set Pieces Goals,Penalties Off Target,Drops,Second Goal Assists,Penalties Saved,Saves from Penalty
USA_US_Open_Cup,2024,Hartford Athletic,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,Defender,3,50.0,64.0,5.0,,13.0,39.0,61.0,2.0,1.0,,3.0,2.0,,1.0,,3.0,1.0,7.0,1.0,,4.0,51.0,47.0,1.0,2.0,10.0,6.0,1.0,10.0,60.0,4.0,,,12.0,10.0,,,10.0,64.0,,1.0,,4.0,,18.0,2.0,0.0,,,,,25.0,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Hartford Athletic,7q4366dkzgdafd4go7xbcvaw9,A. Asiedu,Midfielder,12,12.0,30.0,4.0,,7.0,6.0,14.0,1.0,,,,3.0,,,,1.0,2.0,,1.0,,4.0,13.0,11.0,,3.0,2.0,1.0,1.0,10.0,13.0,2.0,,,4.0,2.0,,,1.0,18.0,,2.0,1.0,4.0,1.0,2.0,1.0,0.0,,1.0,,1.0,7.0,,,,2.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Hartford Athletic,a8q0m9uczyvjyn6cfzkaxkp1x,D. Barrera,Midfielder,10,29.0,67.0,4.0,,25.0,8.0,36.0,1.0,1.0,,,3.0,1.0,1.0,,4.0,1.0,1.0,1.0,1.0,4.0,31.0,31.0,1.0,4.0,12.0,11.0,1.0,10.0,34.0,,,,10.0,10.0,,,5.0,48.0,,1.0,5.0,5.0,2.0,10.0,1.0,0.0,1.0,,,2.0,5.0,,,,2.0,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,1.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Hartford Athletic,b7pzjfl5fuvivmc2x9defzfmx,D. Beckford,Forward,31,9.0,52.0,,2.0,7.0,2.0,15.0,5.0,,,,5.0,,4.0,,5.0,2.0,1.0,1.0,,10.0,9.0,8.0,,5.0,16.0,7.0,1.0,10.0,15.0,1.0,,1.0,6.0,7.0,2.0,,6.0,32.0,,2.0,3.0,10.0,3.0,2.0,5.0,0.0,3.0,2.0,,2.0,,,,,,,,1.0,2.0,1.0,1.0,,1.0,,,,,,,1.0,1.0,,6.0,,1.0,1.0,,,,,1.0,1.0,1.0,0.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Hartford Athletic,5ynru0652guk8hl45ltxo0dwq,R. Buckmaster,Defender,19,68.0,120.0,7.0,2.0,41.0,33.0,75.0,2.0,1.0,13.0,1.0,1.0,,,,1.0,3.0,2.0,1.0,,3.0,72.0,65.0,,1.0,6.0,21.0,1.0,10.0,71.0,7.0,,1.0,2.0,1.0,,,3.0,99.0,,3.0,,3.0,,31.0,2.0,0.0,1.0,,,,21.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,1.0,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,2.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Hartford Athletic,9izknjlz6zunwjpo4u94q855g,M. Dieng,Forward,33,14.0,120.0,4.0,1.0,13.0,6.0,25.0,2.0,1.0,,,6.0,3.0,1.0,2.0,5.0,3.0,1.0,1.0,5.0,8.0,19.0,18.0,,9.0,14.0,7.0,1.0,10.0,20.0,1.0,,,7.0,5.0,,,6.0,46.0,,3.0,,13.0,,7.0,4.0,0.0,5.0,,,,4.0,,,,,3.0,,,8.0,1.0,3.0,,2.0,,,,,,,1.0,5.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Hartford Athletic,csx9pmpibyblftludnkd6j36x,M. Epps,Forward,7,15.0,52.0,3.0,,10.0,6.0,20.0,7.0,,1.0,1.0,3.0,,3.0,,4.0,2.0,1.0,1.0,,10.0,15.0,15.0,,3.0,17.0,6.0,1.0,10.0,20.0,,,1.0,,12.0,,,5.0,43.0,,2.0,7.0,10.0,6.0,3.0,7.0,0.0,3.0,,1.0,,11.0,2.0,,,,,,1.0,,2.0,,,2.0,,,,,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,1.0,2.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Hartford Athletic,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,Defender,15,42.0,56.0,3.0,2.0,17.0,26.0,51.0,2.0,,,1.0,2.0,1.0,,2.0,4.0,2.0,4.0,1.0,3.0,4.0,43.0,38.0,,3.0,9.0,3.0,1.0,10.0,50.0,5.0,1.0,1.0,10.0,6.0,,,8.0,60.0,1.0,2.0,,7.0,,20.0,4.0,0.0,1.0,,1.0,,18.0,2.0,,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Hartford Athletic,6a6bagymcckyt43w6b31irsvd,T. Hodge,Defender,5,43.0,56.0,2.0,,16.0,28.0,45.0,1.0,,,,4.0,1.0,,1.0,,2.0,1.0,1.0,2.0,5.0,44.0,41.0,,5.0,3.0,2.0,1.0,10.0,44.0,3.0,,,16.0,2.0,,,1.0,48.0,,2.0,1.0,7.0,,14.0,2.0,0.0,,3.0,,3.0,13.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Hartford Athletic,9blzzcpytqe7o9rdte1s6mw6i,B. Makangila,Midfielder,6,53.0,90.0,7.0,,28.0,27.0,59.0,3.0,1.0,,,2.0,,,,2.0,1.0,2.0,1.0,,5.0,55.0,50.0,1.0,2.0,4.0,8.0,1.0,10.0,57.0,5.0,3.0,3.0,13.0,4.0,,,4.0,75.0,1.0,1.0,,5.0,,18.0,3.0,0.0,,,1.0,1.0,20.0,1.0,,,7.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
