liga,temporada,equipo,id,nombre,posicion,dorsal,PutThrough/Blocked Distribution,Tackles Won,Duels,Total Shots,Unsuccessful Launches,Goals Conceded Inside Box,Blocked Shots,Successful Passes Own Half,Handballs conceded,Goals Conceded Outside Box,Unsuccessful Dribbles,Duels lost,Index,Unsuccessful Short Passes,Substitute Off,Total Losses Of Possession,Successful Long Passes,Time Played,Aerial Duels won,Successful Open Play Passes,Aerial Duels,Duels won,Ground Duels lost,Leftside Passes,Corners Won,Total Fouls Conceded,Unsuccessful Crosses open play,Open Play Passes,Touches,Total Successful Passes ( Excl Crosses & Corners ) ,Total Clearances,Shots On Target ( inc goals ),Forward Passes,Offsides,Total Tackles,Successful Short Passes,Rightside Passes,Key Passes (Attempt Assists),Foul Attempted Tackle,Ground Duels,Total Fouls Won,Successful Dribbles,Games Played,Appearances,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Crosses & Corners,Starts,Successful Lay-offs,Recoveries,Backward Passes,Throw Ins to Own Player,Unsuccessful Passes Own Half,Total Passes,Yellow Cards,Successful Passes Opposition Half,Goals Conceded,Unsuccessful Passes Opposition Half,Ground Duels won,Times Tackled,Aerial Duels lost,Unsuccessful Long Passes,Total Touches In Opposition Box,Winning Goal,Interceptions,Blocks,Goals,Goals from Inside Box,Substitute On,Tackles Lost,Shots Off Target (inc woodwork),Headed Goals,Home Goals,Away Goals,Goals from Outside Box,Right Foot Goals,Goals Openplay,Successful Launches,Goal Assists,Assists (Intentional),Overruns,Corners Taken (incl short corners),Unsuccessful Corners into Box,Successful Crosses & Corners,Successful Crosses open play,PutThrough/Blocked Distribution Won,Attempts from Set Pieces,Goal Kicks,GK Successful Distribution,Unsuccessful lay-offs,Other Goals,Successful Corners into Box,Throw Ins to Opposition Player,Punches,Saves Made from Inside Box,Saves made - parried,GK Unsuccessful Distribution,Saves Made,Saves Made from Outside Box,Catches,Foul Won Penalty,Penalty Goals,Penalties Taken,Left Foot Goals,Goalkeeper Smother,Penalties Conceded,Penalty Goals Conceded,Straight Red Cards,Through balls,Total Red Cards,Clearances Off the Line,Set Pieces Goals,Last Player Tackle,Hit Woodwork,Penalties Saved,Saves from Penalty,Penalties Faced,Clean Sheets,Saves made - caught,Second Goal Assists,Drops,Own Goal Scored,Red Cards - 2nd Yellow,Penalties Off Target,Crosses not Claimed
USA_USL_Cup,2025,Miami FC,8gnvbaqsuet4v3x6orkm20b56,A. Acloque,Midfielder,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Miami FC,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,Defender,21,8.0,2.0,23.0,,4.0,6.0,,120.0,,3.0,,12.0,10.0,12.0,,33.0,7.0,360.0,4.0,173.0,8.0,11.0,8.0,26.0,,3.0,,195.0,255.0,174.0,14.0,,72.0,,5.0,167.0,81.0,,3.0,15.0,2.0,,4.0,4.0,24.0,,4.0,1.0,14.0,19.0,2.0,7.0,198.0,2.0,54.0,9.0,17.0,7.0,3.0,4.0,12.0,1.0,0.0,5.0,3.0,,,,3.0,,,,,,,,1.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Miami FC,9w4hxsqx1uixdvlo4lp47gums,V. Arana,Defender,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Miami FC,cefb3xpf94kmg4rk0v1mkk2l0,B. Bent,Forward,35,1.0,1.0,1.0,1.0,,,,4.0,,,,,10.0,,,1.0,,11.0,,9.0,,1.0,,,,,,9.0,13.0,9.0,,1.0,5.0,,1.0,9.0,3.0,1.0,,1.0,,,1.0,1.0,,,,,,1.0,,,9.0,,5.0,,,1.0,,,,3.0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Miami FC,e5nj82ezbq0x6zdzdh4quyxn9,S. Blanco,Midfielder,10,3.0,1.0,18.0,4.0,,5.0,,32.0,,3.0,,9.0,10.0,36.0,3.0,68.0,14.0,299.0,,111.0,1.0,9.0,8.0,27.0,2.0,4.0,8.0,158.0,212.0,116.0,3.0,2.0,57.0,,1.0,102.0,56.0,6.0,2.0,17.0,4.0,4.0,4.0,4.0,47.0,12.0,4.0,2.0,10.0,23.0,2.0,1.0,163.0,,88.0,8.0,58.0,9.0,2.0,1.0,11.0,7.0,0.0,,,1.0,1.0,,,2.0,,0.0,1.0,,1.0,,,1.0,1.0,,5.0,3.0,4.0,2.0,1.0,,,,1.0,,1.0,,,,,,,,,,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Miami FC,am7umg00yxt40mndzo6e0u3o4,F. Bonfiglio,Forward,9,5.0,1.0,64.0,6.0,1.0,6.0,1.0,25.0,3.0,3.0,5.0,44.0,10.0,20.0,1.0,45.0,4.0,357.0,8.0,70.0,34.0,20.0,18.0,19.0,1.0,13.0,1.0,92.0,153.0,77.0,,3.0,26.0,2.0,3.0,73.0,26.0,3.0,3.0,30.0,6.0,3.0,4.0,4.0,22.0,1.0,4.0,5.0,12.0,28.0,1.0,,99.0,2.0,52.0,9.0,23.0,12.0,9.0,26.0,2.0,18.0,0.0,3.0,1.0,,,,2.0,3.0,,,,,,,,2.0,1.0,2.0,,,,,2.0,,,,3.0,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,
USA_USL_Cup,2025,Miami FC,1460tac94fhhy43lmohs4fj3e,N. Cardona,Defender,4,3.0,,15.0,,2.0,3.0,,40.0,,2.0,,11.0,10.0,9.0,,18.0,2.0,180.0,,58.0,6.0,4.0,5.0,23.0,,2.0,4.0,70.0,98.0,59.0,4.0,,23.0,,1.0,57.0,19.0,,1.0,9.0,1.0,2.0,2.0,2.0,12.0,4.0,2.0,,6.0,6.0,8.0,3.0,71.0,1.0,20.0,5.0,13.0,4.0,,6.0,3.0,1.0,0.0,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Miami FC,c14ntw6zvozswy685dztldl1x,F. Celeste,Midfielder,22,2.0,1.0,8.0,1.0,,,2.0,6.0,,,2.0,6.0,10.0,4.0,,7.0,1.0,69.0,,31.0,2.0,2.0,4.0,8.0,1.0,2.0,,35.0,48.0,31.0,1.0,,10.0,,2.0,30.0,11.0,,,6.0,,,2.0,2.0,4.0,1.0,,2.0,3.0,6.0,,1.0,35.0,,25.0,,4.0,2.0,2.0,2.0,,2.0,0.0,,,,,2.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Miami FC,bbic10tw6eaf7rgpogt37rgtl,G. Díaz,Midfielder,16,,,1.0,,,,,4.0,,,,,10.0,,,3.0,2.0,22.0,,7.0,,1.0,,4.0,,,,8.0,12.0,7.0,,,2.0,,,5.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,,8.0,,3.0,,1.0,1.0,,,1.0,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Miami FC,6mcj6w4or747a0z7s2qw5to7p,C. García,Defender,93,1.0,1.0,11.0,,,2.0,,24.0,,,,8.0,10.0,5.0,,7.0,3.0,90.0,2.0,41.0,4.0,3.0,6.0,4.0,,4.0,,48.0,59.0,42.0,2.0,,20.0,,1.0,39.0,23.0,1.0,2.0,7.0,,,1.0,1.0,7.0,,1.0,1.0,5.0,2.0,,4.0,49.0,1.0,19.0,2.0,3.0,1.0,,2.0,2.0,,0.0,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
