liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Foul Attempted Tackle,Unsuccessful Corners into Box,Successful Passes Own Half,Ground Duels lost,Starts,Unsuccessful Passes Opposition Half,Interceptions,Total Fouls Conceded,Recoveries,Ground Duels,Goals Conceded Inside Box,Unsuccessful Crosses & Corners,Key Passes (Attempt Assists),Appearances,Rightside Passes,Aerial Duels,PutThrough/Blocked Distribution,Total Passes,Index,Successful Launches,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Short Passes,Total Fouls Won,Unsuccessful Launches,Penalties Conceded,Throw Ins to Opposition Player,Unsuccessful Short Passes,Total Touches In Opposition Box,Corners Taken (incl short corners),Duels,Total Unsuccessful Passes ( Excl Crosses & Corners ),Duels won,Total Tackles,Touches,Aerial Duels won,Throw Ins to Own Player,Backward Passes,Successful Open Play Passes,Successful Long Passes,Open Play Passes,Successful Passes Opposition Half,Unsuccessful Long Passes,Ground Duels won,Duels lost,Times Tackled,Time Played,Forward Passes,Aerial Duels lost,PutThrough/Blocked Distribution Won,Successful Dribbles,Unsuccessful Crosses open play,Penalty Goals Conceded,Tackles Lost,Leftside Passes,Unsuccessful Passes Own Half,Goals Conceded,Total Clearances,Tackles Won,Total Losses Of Possession,Winning Goal,Blocks,Shots Off Target (inc woodwork),Successful Crosses & Corners,Successful Corners into Box,Total Shots,Unsuccessful Dribbles,Corners Won,Shots On Target ( inc goals ),Offsides,Saves Made from Inside Box,Catches,Saves Made,Saves made - parried,Penalties Faced,GK Successful Distribution,GK Unsuccessful Distribution,Goal Kicks,Punches,Successful Crosses open play,Blocked Shots,Successful Lay-offs,Goals Conceded Outside Box,Attempts from Set Pieces,Right Foot Goals,Clean Sheets,Goals from Inside Box,Home Goals,Away Goals,Overruns,Goal Assists,Assists (Intentional),Hit Woodwork,Through balls,Left Foot Goals,Unsuccessful lay-offs,Saves Made from Outside Box,Headed Goals,Handballs conceded,Own Goal Scored,Goals from Outside Box,Last Player Tackle,Drops,Saves from Penalty,Goalkeeper Smother,Penalties Saved,Second Goal Assists,Foul Won Penalty,Penalty Goals,Penalties Taken,Set Pieces Goals,Saves made - caught,Clearances Off the Line,Crosses not Claimed
Concacaf_Concacaf_Champions_Cup,2025,CF Monterrey,aevk7yjo0gjbppcpqeb0siead,É. Aguirre,Midfielder,14.0,1.0,,,,,,,1.0,1.0,,6.0,5.0,1.0,8.0,,2.0,1.0,6.0,,1.0,,1.0,,1.0,1.0,22.0,10.0,,11.0,8.0,,1.0,,1.0,8.0,,,7.0,11.0,1.0,1.0,31.0,,4.0,3.0,10.0,3.0,21.0,5.0,3.0,1.0,6.0,1.0,60.0,13.0,1.0,1.0,,1.0,,1.0,6.0,4.0,,,,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,CF Monterrey,bei486ox42219hyokmlee8kq1,A. Alvarado,Forward,11.0,3.0,,,,,,1.0,1.0,1.0,,4.0,8.0,2.0,5.0,1.0,3.0,3.0,9.0,1.0,2.0,2.0,3.0,13.0,8.0,4.0,32.0,10.0,,27.0,25.0,1.0,,,,4.0,6.0,,17.0,5.0,2.0,,56.0,1.0,,7.0,25.0,2.0,30.0,23.0,1.0,1.0,15.0,4.0,195.0,8.0,7.0,2.0,,2.0,,,4.0,2.0,1.0,1.0,,18.0,0.0,,2.0,,,2.0,4.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,CF Monterrey,2ufp5icqczg2wvcxl5axnxu96,F. Ambríz,Midfielder,5.0,2.0,,1.0,,,,,1.0,3.0,,21.0,5.0,2.0,4.0,2.0,3.0,8.0,14.0,1.0,1.0,1.0,2.0,21.0,4.0,3.0,55.0,10.0,,46.0,45.0,3.0,2.0,,,7.0,1.0,,18.0,9.0,11.0,6.0,92.0,2.0,,6.0,46.0,1.0,55.0,25.0,2.0,9.0,7.0,,166.0,17.0,2.0,3.0,,1.0,,3.0,11.0,6.0,1.0,14.0,3.0,10.0,0.0,3.0,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,CF Monterrey,5e1an2e7bnk0269e1tvislv4l,E. Andrada,Goalkeeper,1.0,2.0,,,,,,,,,,46.0,,2.0,13.0,,,20.0,,3.0,,,2.0,16.0,3.0,1.0,71.0,10.0,5.0,52.0,38.0,,4.0,,,2.0,,,3.0,19.0,3.0,,96.0,3.0,,,35.0,14.0,42.0,6.0,17.0,,,,180.0,38.0,,1.0,,,,,17.0,6.0,3.0,2.0,,20.0,0.0,,,,,,,,,,6.0,3.0,6.0,,,23.0,7.0,19.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,CF Monterrey,d1rgv9cgncdgr1h61phrxoc89,G. Arteaga,Defender,3.0,2.0,,,,,,,,,,17.0,3.0,2.0,9.0,2.0,,6.0,7.0,,2.0,3.0,2.0,29.0,1.0,,76.0,10.0,2.0,66.0,63.0,1.0,6.0,,1.0,4.0,4.0,,8.0,10.0,4.0,2.0,115.0,,14.0,14.0,65.0,3.0,75.0,49.0,6.0,4.0,4.0,3.0,180.0,31.0,1.0,,1.0,2.0,,1.0,2.0,3.0,,3.0,1.0,17.0,0.0,1.0,1.0,,,3.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,CF Monterrey,4kcb2tbdazorfc5fqejh8sbo4,L. Basulto,Defender,36.0,2.0,,,,,,2.0,,,,7.0,,,5.0,2.0,,,,1.0,,,2.0,5.0,1.0,1.0,18.0,10.0,1.0,12.0,11.0,,2.0,,,3.0,,,1.0,6.0,,,25.0,,,,12.0,1.0,17.0,5.0,3.0,,1.0,,56.0,10.0,1.0,,,,,,3.0,1.0,1.0,3.0,,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,CF Monterrey,bfwr4kqbk0sqnlv8he4hyezft,G. Berterame,Forward,7.0,3.0,2.0,,,,,1.0,1.0,,,8.0,2.0,2.0,4.0,,,,6.0,3.0,,3.0,3.0,7.0,14.0,,24.0,10.0,,19.0,19.0,3.0,,,,5.0,13.0,,20.0,5.0,9.0,1.0,44.0,5.0,,12.0,15.0,,20.0,11.0,,4.0,11.0,2.0,157.0,2.0,9.0,,1.0,,,,3.0,1.0,3.0,1.0,1.0,8.0,1.0,,5.0,,,7.0,2.0,2.0,2.0,,,,,,,,,,,,,2.0,,,1.0,,2.0,2.0,0.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,CF Monterrey,75079gtd2efpviyo605ozsd79,Sergio Canales,Midfielder,10.0,3.0,1.0,,,,,1.0,1.0,,3.0,18.0,6.0,2.0,18.0,,1.0,6.0,10.0,2.0,8.0,5.0,3.0,25.0,1.0,2.0,103.0,10.0,,92.0,89.0,3.0,,,,6.0,7.0,8.0,11.0,11.0,4.0,1.0,141.0,,1.0,16.0,88.0,3.0,99.0,78.0,5.0,4.0,7.0,6.0,143.0,18.0,1.0,1.0,,3.0,,,44.0,1.0,2.0,,1.0,29.0,0.0,,2.0,4.0,4.0,5.0,2.0,2.0,3.0,,,,,,,,,,,,2.0,,,1.0,1.0,,1.0,1.0,0.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,CF Monterrey,ctiesvd76yq85nbnwfxvll39x,R. Chávez,Defender,2.0,4.0,,2.0,,,,1.0,2.0,5.0,,35.0,12.0,3.0,35.0,5.0,9.0,10.0,24.0,3.0,13.0,2.0,4.0,6.0,7.0,10.0,120.0,10.0,1.0,89.0,85.0,1.0,3.0,,5.0,23.0,4.0,,31.0,31.0,18.0,9.0,200.0,6.0,21.0,13.0,88.0,4.0,119.0,56.0,8.0,12.0,13.0,2.0,249.0,59.0,1.0,3.0,2.0,13.0,,1.0,42.0,9.0,3.0,7.0,8.0,54.0,0.0,,,2.0,,1.0,1.0,3.0,1.0,,,,,,,,,,,2.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2025,CF Monterrey,aaw54l5a40rviv8w0um4h12ol,J. Corona,Midfielder,17.0,1.0,,,,,,,1.0,,2.0,5.0,4.0,1.0,7.0,,,3.0,4.0,,3.0,,1.0,6.0,,,23.0,10.0,,19.0,18.0,,,,,4.0,6.0,2.0,4.0,4.0,,,35.0,,1.0,8.0,19.0,1.0,23.0,14.0,,,4.0,4.0,45.0,2.0,,,,1.0,,,7.0,,,,,13.0,0.0,,1.0,,,2.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
