liga,temporada,equipo,id,nombre,posicion,dorsal,Goals Conceded,Forward Passes,Interceptions,Substitute On,Total Losses Of Possession,Total Passes,Successful Launches,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Open Play Passes,Unsuccessful Passes Opposition Half,Throw Ins to Own Player,Own Goal Scored,Games Played,Unsuccessful Launches,Open Play Passes,Blocks,Goals Conceded Inside Box,Successful Long Passes,Unsuccessful Long Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Time Played,Successful Passes Opposition Half,Touches,Index,Appearances,Winning Goal,Goal Kicks,Saves made - parried,Penalties Faced,Successful Passes Own Half,Total Clearances,GK Successful Distribution,Penalty Goals Conceded,Rightside Passes,GK Unsuccessful Distribution,Recoveries,Unsuccessful Passes Own Half,Goals Conceded Outside Box,Successful Short Passes,Saves Made from Inside Box,Punches,Duels,Duels won,Aerial Duels,Starts,Saves Made,Aerial Duels won,Saves Made from Outside Box,Leftside Passes,Tackles Won,Foul Attempted Tackle,Tackles Lost,Total Tackles,Total Fouls Conceded,Handballs conceded,Duels lost,Total Touches In Opposition Box,Ground Duels lost,Ground Duels won,Substitute Off,Aerial Duels lost,Unsuccessful Short Passes,Ground Duels,Successful Lay-offs,Shots Off Target (inc woodwork),Clean Sheets,Backward Passes,Yellow Cards,Offsides,PutThrough/Blocked Distribution,Total Shots,Shots On Target ( inc goals ),PutThrough/Blocked Distribution Won,Unsuccessful Dribbles,Unsuccessful lay-offs,Times Tackled,Successful Dribbles,Unsuccessful Crosses & Corners,Corners Taken (incl short corners),Successful Crosses & Corners,Unsuccessful Crosses open play,Total Fouls Won,Successful Corners into Box,Through balls,Penalties Conceded,Blocked Shots,Penalties Taken,Throw Ins to Opposition Player,Clearances Off the Line,Overruns,Key Passes (Attempt Assists),Catches,Crosses not Claimed,Last Player Tackle,Right Foot Goals,Goals from Inside Box,Goals,Corners Won,Penalty Goals,Home Goals,Away Goals,Assists (Intentional),Attempts from Set Pieces,Unsuccessful Corners into Box,Goal Assists,Successful Crosses open play,Goals from Outside Box,Saves from Penalty,Penalties Saved,Total Red Cards,Straight Red Cards,Saves made - caught,Headed Goals,Second Goal Assists,Goalkeeper Smother,Foul Won Penalty,Red Cards - 2nd Yellow,Penalties Off Target,Hit Woodwork,Left Foot Goals,Carries,Progressive Carries,Total Big Chances Created,Total Big Chances Scored,Final Third Touches,Total Big Chances Missed,Drops,Total Big Chances Saved,Goals Openplay,Set Pieces Goals,Direct Setpiece Goals
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Dominican Republic,5odxbaomg8y0lxr5iufzj45xw,B. Ademán,Defender,0,,24.0,1.0,1.0,6.0,73.0,,5.0,68.0,4.0,1.0,,2.0,1.0,73.0,,,2.0,1.0,68.0,98.0,27.0,82.0,33.0,2.0,0.0,,,,41.0,1.0,,,6.0,,4.0,1.0,,66.0,,,6.0,2.0,1.0,1.0,,1.0,,41.0,,,,,1.0,,4.0,4.0,4.0,1.0,,,4.0,5.0,,1.0,1.0,2.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Dominican Republic,65jctzcct9irz3wre08c2v2wa,E. Azcona,Midfielder,13,,9.0,1.0,1.0,23.0,42.0,,9.0,31.0,10.0,2.0,,2.0,1.0,40.0,,,3.0,3.0,33.0,129.0,24.0,78.0,21.0,2.0,0.0,,,,11.0,,,,14.0,,3.0,,,30.0,,,24.0,13.0,1.0,1.0,,,,7.0,,1.0,4.0,4.0,1.0,,11.0,5.0,10.0,13.0,1.0,1.0,6.0,23.0,,,,12.0,,,4.0,1.0,1.0,3.0,2.0,,8.0,4.0,1.0,3.0,2.0,,5.0,1.0,,,,,,,1.0,3.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Dominican Republic,dmq2pvhr3bsc5pnfnjfr8oxzo,M. Beltré,Defender,15,,13.0,,1.0,2.0,28.0,,2.0,25.0,2.0,,,1.0,,27.0,,,,,26.0,45.0,16.0,30.0,10.0,1.0,0.0,,,,10.0,1.0,,,3.0,,,,,26.0,,,2.0,1.0,,,,,,11.0,,,1.0,1.0,1.0,,1.0,,1.0,1.0,,,2.0,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Dominican Republic,b69evxema6xgnbfym5z59ojkk,L. Bretón,Midfielder,20,,3.0,1.0,1.0,4.0,13.0,,,13.0,1.0,,,1.0,,13.0,,,,,13.0,14.0,6.0,20.0,10.0,1.0,0.0,,,,7.0,,,,5.0,,3.0,,,13.0,,,2.0,,,,,,,4.0,,,,,,,2.0,,2.0,,,,,2.0,,,,1.0,,,,,,,2.0,,2.0,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Dominican Republic,2a3ivo63c237e10hzfp3pud0q,J. de la Cruz,Defender,0,,5.0,,2.0,3.0,23.0,,1.0,22.0,1.0,,,2.0,,23.0,,,1.0,,22.0,23.0,11.0,28.0,31.0,2.0,0.0,,,,11.0,,,,3.0,,1.0,,,21.0,,,4.0,3.0,2.0,,,2.0,,7.0,,,,,,,1.0,,1.0,1.0,,,1.0,2.0,1.0,,,8.0,,,1.0,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Dominican Republic,28cixms5w9uu1e38kcc8o2j9w,N. Dollenmayer,Defender,5,4.0,39.0,5.0,,15.0,89.0,,13.0,75.0,9.0,7.0,,2.0,3.0,88.0,,3.0,3.0,6.0,76.0,180.0,27.0,125.0,10.0,2.0,0.0,,,,49.0,10.0,,,30.0,,9.0,4.0,1.0,73.0,,,16.0,13.0,8.0,2.0,,8.0,,10.0,3.0,2.0,1.0,4.0,2.0,,3.0,3.0,3.0,5.0,,,7.0,8.0,,1.0,1.0,10.0,,,1.0,2.0,1.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,1.0,0.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Dominican Republic,aoj8v773nfzpcll6qc06oaw2x,J. Familia-Castillo,Defender,21,4.0,9.0,1.0,1.0,13.0,27.0,,4.0,23.0,5.0,5.0,,2.0,1.0,27.0,,3.0,,2.0,23.0,92.0,16.0,50.0,10.0,2.0,0.0,,,,8.0,3.0,,,12.0,,3.0,2.0,1.0,23.0,,,5.0,,2.0,1.0,,,,1.0,,1.0,,,2.0,,5.0,2.0,3.0,,1.0,2.0,2.0,3.0,2.0,,,5.0,,,,,,,,,1.0,,3.0,,1.0,3.0,,,,,,,3.0,,,4.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Dominican Republic,9rfwfsz5cmckyjripqgtbc7op,J. Firpo,Defender,3,1.0,19.0,3.0,,28.0,61.0,,10.0,51.0,9.0,12.0,,2.0,,61.0,,1.0,2.0,,51.0,180.0,37.0,114.0,39.0,2.0,0.0,,,,14.0,5.0,,,23.0,,12.0,3.0,,49.0,,,26.0,12.0,3.0,2.0,,2.0,,9.0,1.0,3.0,2.0,3.0,4.0,,14.0,8.0,13.0,10.0,,1.0,10.0,23.0,,,1.0,10.0,,1.0,3.0,,,,3.0,,7.0,2.0,2.0,,,2.0,5.0,,,,1.0,,4.0,,1.0,3.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Dominican Republic,92vqvzjlb9mf03ci2f7c5q25m,D. Flores,Midfielder,0,,2.0,,1.0,,11.0,,,11.0,,,,1.0,,11.0,,,2.0,,11.0,22.0,7.0,11.0,46.0,1.0,0.0,,,,4.0,,,,5.0,,1.0,,,9.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_World_Cup_Qualifiers,2026 Canada-Mexico-USA,Dominican Republic,6mcj6w4or747a0z7s2qw5to7p,C. García,Defender,0,1.0,12.0,1.0,,9.0,21.0,1.0,6.0,13.0,5.0,6.0,,1.0,3.0,19.0,,1.0,3.0,4.0,15.0,82.0,6.0,36.0,19.0,1.0,0.0,,,,9.0,2.0,,,2.0,,3.0,3.0,,12.0,,,5.0,2.0,2.0,1.0,,,,6.0,,,1.0,1.0,,,3.0,,1.0,2.0,1.0,2.0,2.0,3.0,1.0,,,1.0,,,2.0,,,1.0,,,,,2.0,,,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
