liga,temporada,equipo,id,nombre,posicion,dorsal,PutThrough/Blocked Distribution,Tackles Won,Duels,Total Shots,Unsuccessful Launches,Goals Conceded Inside Box,Blocked Shots,Successful Passes Own Half,Handballs conceded,Goals Conceded Outside Box,Unsuccessful Dribbles,Duels lost,Index,Unsuccessful Short Passes,Substitute Off,Total Losses Of Possession,Successful Long Passes,Time Played,Aerial Duels won,Successful Open Play Passes,Aerial Duels,Duels won,Ground Duels lost,Leftside Passes,Corners Won,Total Fouls Conceded,Unsuccessful Crosses open play,Open Play Passes,Touches,Total Successful Passes ( Excl Crosses & Corners ) ,Total Clearances,Shots On Target ( inc goals ),Forward Passes,Offsides,Total Tackles,Successful Short Passes,Rightside Passes,Key Passes (Attempt Assists),Foul Attempted Tackle,Ground Duels,Total Fouls Won,Successful Dribbles,Games Played,Appearances,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Crosses & Corners,Starts,Successful Lay-offs,Recoveries,Backward Passes,Throw Ins to Own Player,Unsuccessful Passes Own Half,Total Passes,Yellow Cards,Successful Passes Opposition Half,Goals Conceded,Unsuccessful Passes Opposition Half,Ground Duels won,Times Tackled,Aerial Duels lost,Unsuccessful Long Passes,Total Touches In Opposition Box,Winning Goal,Interceptions,Blocks,Goals,Goals from Inside Box,Substitute On,Tackles Lost,Shots Off Target (inc woodwork),Headed Goals,Home Goals,Away Goals,Goals from Outside Box,Right Foot Goals,Goals Openplay,Successful Launches,Goal Assists,Assists (Intentional),Overruns,Corners Taken (incl short corners),Unsuccessful Corners into Box,Successful Crosses & Corners,Successful Crosses open play,PutThrough/Blocked Distribution Won,Attempts from Set Pieces,Goal Kicks,GK Successful Distribution,Unsuccessful lay-offs,Other Goals,Successful Corners into Box,Throw Ins to Opposition Player,Punches,Saves Made from Inside Box,Saves made - parried,GK Unsuccessful Distribution,Saves Made,Saves Made from Outside Box,Catches,Foul Won Penalty,Penalty Goals,Penalties Taken,Left Foot Goals,Goalkeeper Smother,Penalties Conceded,Penalty Goals Conceded,Straight Red Cards,Through balls,Total Red Cards,Clearances Off the Line,Set Pieces Goals,Last Player Tackle,Hit Woodwork,Penalties Saved,Saves from Penalty,Penalties Faced,Clean Sheets,Saves made - caught,Second Goal Assists,Drops,Own Goal Scored,Red Cards - 2nd Yellow,Penalties Off Target,Crosses not Claimed
USA_USL_Cup,2025,Forward Madison FC,5o2437unwy8z2k2k2ers86dbd,I. Angking,Midfielder,80,3.0,1.0,8.0,1.0,,,,6.0,,1.0,,4.0,10.0,3.0,,6.0,1.0,40.0,1.0,16.0,2.0,4.0,3.0,3.0,1.0,,,20.0,33.0,18.0,,1.0,9.0,,2.0,17.0,6.0,1.0,,6.0,1.0,,2.0,2.0,4.0,1.0,,1.0,1.0,4.0,,1.0,22.0,,12.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,,1.0,,2.0,1.0,,,0.0,1.0,1.0,,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Forward Madison FC,caig6rkgf5x70gzr20s4gr4rt,N. Bartman,Forward,24,1.0,1.0,5.0,,1.0,,,20.0,,,1.0,3.0,10.0,8.0,1.0,15.0,3.0,96.0,1.0,30.0,2.0,2.0,2.0,5.0,,,1.0,39.0,53.0,30.0,,,14.0,,1.0,27.0,9.0,,,3.0,,,3.0,3.0,9.0,1.0,1.0,,4.0,11.0,2.0,,39.0,,10.0,,10.0,1.0,2.0,1.0,1.0,,0.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Forward Madison FC,2pfa25oqak0a20eafqxavppuc,R. Binns,Midfielder,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Forward Madison FC,455giqy5a93c8qxrsjx3vzlgq,D. Boyce,Midfielder,8,7.0,1.0,32.0,2.0,3.0,5.0,1.0,25.0,,1.0,1.0,21.0,10.0,16.0,1.0,37.0,2.0,230.0,5.0,76.0,17.0,11.0,9.0,19.0,2.0,4.0,5.0,95.0,139.0,76.0,,1.0,29.0,1.0,2.0,74.0,27.0,3.0,,15.0,4.0,,4.0,4.0,19.0,6.0,2.0,2.0,8.0,20.0,1.0,6.0,95.0,,52.0,6.0,19.0,6.0,3.0,12.0,3.0,7.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,,0.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Forward Madison FC,9m2l2wpu8cht54izobml845t6,N. Brown,Forward,77,2.0,1.0,27.0,,1.0,1.0,1.0,21.0,1.0,,5.0,10.0,10.0,11.0,2.0,28.0,,167.0,6.0,48.0,8.0,17.0,8.0,3.0,2.0,3.0,4.0,60.0,98.0,49.0,3.0,,16.0,1.0,3.0,49.0,22.0,1.0,,19.0,5.0,3.0,4.0,4.0,12.0,4.0,2.0,,6.0,20.0,1.0,4.0,61.0,,29.0,1.0,12.0,11.0,6.0,2.0,1.0,2.0,0.0,,,,,2.0,2.0,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Forward Madison FC,eecchw0xji02pxoauns30bm5l,J. Carrera,Midfielder,21,1.0,1.0,8.0,1.0,1.0,4.0,,26.0,,,,6.0,10.0,4.0,,8.0,3.0,135.0,1.0,52.0,3.0,2.0,4.0,16.0,,2.0,,59.0,69.0,52.0,3.0,1.0,20.0,,1.0,49.0,16.0,,1.0,5.0,,,2.0,2.0,7.0,,1.0,,3.0,7.0,,1.0,59.0,,26.0,4.0,6.0,1.0,,2.0,3.0,,0.0,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
USA_USL_Cup,2025,Forward Madison FC,5a14hgcyexcxegx7yxswuh562,M. Chilaka,Defender,2,3.0,5.0,25.0,1.0,5.0,6.0,,76.0,,1.0,,6.0,10.0,11.0,,32.0,2.0,279.0,8.0,105.0,9.0,19.0,5.0,55.0,,5.0,1.0,124.0,201.0,114.0,21.0,,59.0,,6.0,112.0,5.0,,1.0,16.0,4.0,1.0,4.0,4.0,20.0,1.0,3.0,,7.0,15.0,12.0,8.0,134.0,,38.0,7.0,13.0,11.0,,1.0,9.0,2.0,0.0,3.0,3.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Forward Madison FC,a8nwfr7qx711qnvi49q2tfp7u,J. Crull,Defender,16,10.0,3.0,36.0,,15.0,6.0,,104.0,,1.0,1.0,20.0,10.0,27.0,,78.0,10.0,360.0,6.0,144.0,12.0,16.0,14.0,17.0,1.0,6.0,6.0,197.0,312.0,159.0,14.0,,110.0,,7.0,149.0,64.0,,1.0,24.0,3.0,1.0,4.0,4.0,55.0,8.0,4.0,,18.0,23.0,25.0,20.0,214.0,1.0,56.0,7.0,43.0,10.0,3.0,6.0,28.0,,0.0,6.0,1.0,,,,4.0,,,,,,,,4.0,,,,3.0,2.0,1.0,,4.0,,,,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,
USA_USL_Cup,2025,Forward Madison FC,35gw2u5bmazcn9vfiti4puy21,J. Dietrich,Midfielder,7,1.0,,6.0,,,1.0,,8.0,,,,3.0,10.0,4.0,1.0,6.0,,54.0,2.0,26.0,2.0,3.0,3.0,9.0,,1.0,1.0,30.0,38.0,27.0,,,7.0,,,27.0,11.0,1.0,,4.0,1.0,,2.0,2.0,4.0,1.0,1.0,,1.0,4.0,,2.0,31.0,1.0,19.0,1.0,3.0,1.0,,,,,0.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Cup,2025,Forward Madison FC,18wgo4h0t9f3tbt8iq0tmkl7u,L. Dourado,Forward,70,3.0,,7.0,,,,,1.0,,1.0,2.0,4.0,10.0,1.0,,5.0,,57.0,,3.0,,3.0,4.0,,,2.0,,4.0,17.0,4.0,,,2.0,,,4.0,,,,7.0,2.0,1.0,2.0,2.0,1.0,,,2.0,,3.0,,,5.0,,3.0,1.0,1.0,3.0,2.0,,,,0.0,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
