liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels won,Total Clearances,Successful Passes Own Half,Successful Launches,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Passes Opposition Half,Interceptions,PutThrough/Blocked Distribution,Open Play Passes,Times Tackled,Total Fouls Conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Throw Ins to Own Player,Duels,Time Played,Rightside Passes,Total Tackles,Unsuccessful Crosses open play,Unsuccessful Corners into Box,Total Touches In Opposition Box,PutThrough/Blocked Distribution Won,Unsuccessful Launches,Total Passes,Successful Crosses open play,Substitute Off,Ground Duels,Shots Off Target (inc woodwork),Successful Dribbles,Aerial Duels,Goals Conceded,Corners Won,Total Losses Of Possession,GK Successful Distribution,Throw Ins to Opposition Player,Games Played,Ground Duels won,Unsuccessful Dribbles,Total Fouls Won,Blocks,Forward Passes,Unsuccessful Long Passes,Ground Duels lost,Tackles Lost,Assists (Intentional),Touches,Goals Conceded Inside Box,Duels lost,Total Shots,Unsuccessful Passes Own Half,Successful Short Passes,Unsuccessful Short Passes,Goals Conceded Outside Box,Backward Passes,Successful Long Passes,Yellow Cards,Key Passes (Attempt Assists),Recoveries,Corners Taken (incl short corners),Appearances,Tackles Won,Shots On Target ( inc goals ),Leftside Passes,Successful Open Play Passes,Aerial Duels lost,Successful Passes Opposition Half,Foul Attempted Tackle,Goal Assists,Duels won,Successful Crosses & Corners,Unsuccessful Crosses & Corners,Index,Starts,Home Goals,Away Goals,Winning Goal,Hit Woodwork,Headed Goals,Goals from Inside Box,Penalty Goals Conceded,Goals,Offsides,Blocked Shots,Right Foot Goals,Substitute On,Through balls,Fifty Fifty,Successful Fifty Fifty,Successful Lay-offs,Saves made - parried,Saves Made,Saves Made from Inside Box,Goalkeeper Smother,GK Unsuccessful Distribution,Catches,Saves Made from Outside Box,Successful Corners into Box,Handballs conceded,Red Cards - 2nd Yellow,Clean Sheets,Straight Red Cards,Own Goal Scored,Total Red Cards,Left Foot Goals,Unsuccessful lay-offs,Attempts from Set Pieces,Punches,Saves from Penalty,Penalties Faced,Penalties Saved,Last Man Tackle,Clearances Off the Line,Penalties Conceded,Second Goal Assists,Foul Won Penalty,Drops,Saves made - caught,Penalty Goals,Penalties Taken,Goals from Outside Box,Crosses not Claimed,Other Goals,Set Pieces Goals,Penalties Off Target
USA_USL_Championship,2022,Loudoun United FC,agl19e1fx5123lk28avksxb3e,A. Aboukoura,Midfielder,35,,3.0,40.0,,31.0,33.0,3.0,5.0,143.0,43.0,5.0,119.0,3.0,81.0,521.0,30.0,6.0,3.0,,18.0,2.0,,150.0,,6.0,75.0,3.0,10.0,6.0,11.0,4.0,95.0,,,13.0,19.0,31.0,3.0,1.0,44.0,5.0,56.0,3.0,1.0,270.0,10.0,62.0,10.0,2.0,112.0,26.0,1.0,47.0,7.0,1.0,6.0,21.0,1.0,13.0,3.0,7.0,29.0,112.0,6.0,80.0,,1.0,19.0,1.0,4.0,10.0,6.0,3.0,1.0,1.0,,,2.0,1.0,4.0,2.0,2.0,4.0,7.0,2.0,,,3.0,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,2.0,,,,
USA_USL_Championship,2022,Loudoun United FC,6qsj0qaeroaoxi5o41d8sz310,M. Akinmboni,Defender,41,4.0,8.0,63.0,2.0,24.0,19.0,4.0,4.0,110.0,,2.0,93.0,11.0,18.0,208.0,41.0,6.0,2.0,,,2.0,6.0,117.0,,2.0,13.0,,,5.0,6.0,,27.0,,,6.0,6.0,,,1.0,55.0,11.0,7.0,4.0,,159.0,6.0,8.0,,7.0,84.0,13.0,,14.0,9.0,1.0,,12.0,,6.0,2.0,,7.0,86.0,1.0,30.0,1.0,,10.0,,2.0,10.0,2.0,0.0,0.0,0.0,,,,2.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Loudoun United FC,9j0elw8n4kim08eemmmz45kb8,I. Alem,Midfielder,37,1.0,,4.0,,1.0,1.0,,,4.0,2.0,,5.0,,12.0,39.0,1.0,1.0,,,1.0,,,6.0,,,9.0,,2.0,3.0,3.0,1.0,7.0,,,5.0,7.0,2.0,4.0,,,,2.0,,,25.0,3.0,4.0,1.0,,5.0,1.0,,3.0,,1.0,,2.0,,5.0,1.0,1.0,2.0,3.0,2.0,1.0,,,8.0,,,10.0,,0.0,0.0,0.0,,,,1.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Loudoun United FC,7bwptczvil4sn808f08nohlg,H. Aqboub,Midfielder,25,,,1.0,,3.0,3.0,,,6.0,2.0,1.0,3.0,,8.0,30.0,3.0,1.0,,,2.0,,,6.0,,,8.0,,,,1.0,,6.0,,,1.0,4.0,2.0,3.0,,2.0,,4.0,1.0,,13.0,1.0,4.0,,,3.0,3.0,,,,,,,,1.0,,,1.0,3.0,,2.0,1.0,,4.0,,,10.0,,0.0,0.0,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Loudoun United FC,7wkvjx1b8fg5bxhuf6s2gsij9,J. Benteke,Forward,9,5.0,,13.0,,8.0,6.0,,1.0,30.0,3.0,,30.0,,13.0,143.0,12.0,,,,8.0,1.0,,38.0,,1.0,7.0,4.0,,6.0,8.0,1.0,14.0,,,5.0,3.0,3.0,3.0,1.0,1.0,,4.0,,,60.0,7.0,5.0,5.0,2.0,29.0,8.0,1.0,17.0,1.0,,1.0,1.0,,5.0,,1.0,8.0,22.0,1.0,17.0,,,8.0,,,10.0,1.0,1.0,0.0,0.0,1.0,,1.0,1.0,1.0,,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,
USA_USL_Championship,2022,Loudoun United FC,8giwwtmtsoyfzqu80zm9rmc5w,B. Chavez,Defender,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Loudoun United FC,ijxfsi6dbwoinciuevvie9lg,J. Clark,Defender,32,4.0,2.0,19.0,,17.0,9.0,4.0,,42.0,5.0,3.0,26.0,2.0,20.0,84.0,5.0,3.0,,,4.0,,2.0,43.0,,,12.0,,,8.0,2.0,2.0,24.0,,,5.0,4.0,3.0,1.0,1.0,20.0,4.0,8.0,1.0,,68.0,2.0,12.0,2.0,8.0,24.0,13.0,,3.0,2.0,2.0,1.0,5.0,,5.0,2.0,2.0,15.0,26.0,4.0,7.0,3.0,,8.0,,,10.0,,0.0,0.0,0.0,,,,,,,,,5.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Loudoun United FC,ed1zepfsh6or1ecaomepc2ane,A. Dexter,Midfielder,46,4.0,9.0,55.0,2.0,42.0,34.0,6.0,14.0,153.0,5.0,6.0,112.0,32.0,49.0,503.0,43.0,11.0,7.0,,16.0,6.0,2.0,154.0,2.0,3.0,39.0,3.0,8.0,10.0,13.0,1.0,75.0,,4.0,13.0,21.0,3.0,2.0,,42.0,8.0,18.0,2.0,,279.0,11.0,24.0,5.0,15.0,107.0,34.0,2.0,28.0,5.0,1.0,4.0,22.0,,13.0,9.0,2.0,41.0,111.0,6.0,59.0,2.0,,25.0,2.0,7.0,10.0,4.0,1.0,0.0,0.0,,,1.0,1.0,1.0,,1.0,,9.0,,1.0,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Loudoun United FC,epbbvu6vltu35gyr8rdf3huz8,Zoumana Diarra,Midfielder,12,3.0,7.0,97.0,,68.0,59.0,11.0,24.0,306.0,22.0,12.0,244.0,11.0,104.0,994.0,65.0,22.0,9.0,1.0,45.0,9.0,5.0,312.0,1.0,7.0,88.0,9.0,8.0,16.0,22.0,4.0,120.0,,1.0,20.0,46.0,10.0,16.0,2.0,69.0,12.0,42.0,6.0,2.0,490.0,19.0,55.0,15.0,19.0,236.0,56.0,3.0,94.0,8.0,4.0,15.0,59.0,2.0,20.0,16.0,6.0,84.0,238.0,13.0,148.0,6.0,2.0,49.0,1.0,10.0,10.0,10.0,0.0,1.0,0.0,1.0,,1.0,5.0,1.0,11.0,8.0,1.0,10.0,3.0,,,2.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2022,Loudoun United FC,1aru75rqlnb9ocgyleyikw2ui,M. Downs,Midfielder,15,16.0,39.0,1037.0,4.0,141.0,88.0,45.0,33.0,1708.0,15.0,33.0,1643.0,7.0,199.0,2939.0,530.0,65.0,2.0,2.0,9.0,19.0,18.0,1784.0,2.0,5.0,174.0,3.0,5.0,25.0,72.0,2.0,189.0,,,34.0,85.0,2.0,15.0,8.0,430.0,40.0,89.0,24.0,2.0,2094.0,64.0,98.0,7.0,60.0,1560.0,101.0,8.0,374.0,83.0,7.0,14.0,227.0,4.0,34.0,41.0,4.0,450.0,1571.0,9.0,609.0,22.0,2.0,101.0,3.0,7.0,10.0,34.0,0.0,0.0,0.0,,,,8.0,,,2.0,,,1.0,1.0,,7.0,,,,,,,,1.0,1.0,,6.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
