liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Games Played,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Open Play Passes,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Starts,Substitute Off,Successful Launches,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Time Played,Times Tackled,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Winning Goal,Corners Won,Overruns,Substitute On,Successful Dribbles,Throw Ins to Own Player,Total Big Chances Created,Throw Ins to Opposition Player,Handballs conceded,Penalties Conceded,Shots Off Target (inc woodwork),Total Shots,Unsuccessful Dribbles,Goals,Goals Openplay,Goals from Inside Box,Hit Woodwork,Offsides,Right Foot Goals,Shots On Target ( inc goals ),Total Big Chances Missed,Unsuccessful lay-offs,Home Goals,Away Goals,Assists (Intentional),Corners Taken (incl short corners),Goal Assists,Successful Crosses & Corners,Successful Crosses open play,Through balls,Unsuccessful Corners into Box,Red Cards - 2nd Yellow,Total Red Cards,GK Successful Distribution,Goal Kicks,Total Big Chances Saved,Left Foot Goals,Catches,Drops,GK Unsuccessful Distribution,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - caught,Saves made - parried,Total Big Chances Scored,Penalties Taken,Penalty Goals,Successful Corners into Box,Attempts from Set Pieces,Second Goal Assists,Foul Won Penalty,Goals Conceded Outside Box,Goals from Outside Box,Own Goal Scored,Last Player Tackle,Headed Goals,Direct Setpiece Goals,Set Pieces Goals,Clearances Off the Line,Crosses not Claimed,Goalkeeper Smother,Straight Red Cards,Penalties Off Target,Penalties Saved,Saves from Penalty,Other Goals
USA_USL_Championship,2026,Las Vegas Lights FC,4avmtni30rahy4h40ffg89q6t,O. Anderson,Forward,25,2.0,1.0,1.0,3.0,11.0,1.0,1.0,23.0,,20.0,9.0,11.0,29.0,2.0,3.0,3.0,5.0,3.0,18.0,8.0,10.0,3.0,1.0,2.0,23.0,1.0,16.0,1.0,1.0,2.0,9.0,1.0,2.0,2.0,,1.0,2.0,18.0,14.0,6.0,17.0,,3.0,174.0,4.0,1.0,4.0,4.0,20.0,24.0,19.0,3.0,9.0,5.0,62.0,7.0,7.0,,,12.0,,5.0,1.0,0.0,1.0,1.0,1.0,3.0,,,,,,1.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,,0.0,2.0,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,
USA_USL_Championship,2026,Las Vegas Lights FC,6wbtc3di25kcbqrat4pcwo5m2,T. Antonoglou,Defender,81,8.0,7.0,1.0,9.0,68.0,,1.0,95.0,1.0,56.0,28.0,28.0,112.0,140.0,4.0,9.0,17.0,14.0,48.0,21.0,27.0,14.0,12.0,7.0,295.0,1.0,46.0,12.0,3.0,35.0,85.0,13.0,8.0,3.0,4.0,,21.0,249.0,140.0,127.0,233.0,5.0,9.0,734.0,10.0,22.0,6.0,9.0,100.0,300.0,254.0,14.0,2.0,46.0,500.0,27.0,11.0,12.0,22.0,61.0,12.0,24.0,,0.0,6.0,,1.0,4.0,57.0,2.0,13.0,,,,,6.0,,,,,,,,,,,,1.0,16.0,1.0,13.0,6.0,,11.0,,,,,,,,,,,,,,,,,,,,5.0,,,,3.0,,,,,,,,,,,,,,
USA_USL_Championship,2026,Las Vegas Lights FC,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,Forward,9,20.0,10.0,10.0,7.0,17.0,1.0,1.0,16.0,,38.0,18.0,20.0,47.0,16.0,5.0,7.0,8.0,6.0,18.0,8.0,10.0,,2.0,10.0,55.0,,4.0,6.0,4.0,6.0,17.0,2.0,3.0,3.0,,3.0,2.0,39.0,30.0,14.0,42.0,2.0,4.0,272.0,3.0,2.0,5.0,4.0,31.0,60.0,44.0,6.0,6.0,16.0,109.0,1.0,1.0,,1.0,13.0,4.0,15.0,2.0,0.0,4.0,,4.0,1.0,2.0,,1.0,,,2.0,6.0,1.0,,,,,3.0,,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,1.0,2.0,,,,,,,,,,,1.0,,,
USA_USL_Championship,2026,Las Vegas Lights FC,65jctzcct9irz3wre08c2v2wa,E. Azcona,Midfielder,10,,,,2.0,6.0,,,8.0,,12.0,7.0,5.0,12.0,4.0,1.0,2.0,,,12.0,7.0,5.0,,1.0,2.0,18.0,,2.0,1.0,,4.0,6.0,1.0,,,,1.0,,16.0,7.0,9.0,16.0,,,22.0,5.0,,2.0,4.0,9.0,18.0,16.0,,,2.0,33.0,2.0,1.0,,,4.0,,2.0,,0.0,,,2.0,1.0,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2026,Las Vegas Lights FC,8t08t0apxw269hv16vhxaycbt,H. Bwana,Forward,26,2.0,2.0,,2.0,6.0,,,9.0,,5.0,5.0,,13.0,5.0,1.0,2.0,2.0,2.0,3.0,3.0,,1.0,,4.0,23.0,,5.0,1.0,1.0,4.0,9.0,,2.0,2.0,,3.0,2.0,20.0,11.0,10.0,19.0,,,124.0,1.0,,1.0,,10.0,24.0,21.0,,,3.0,35.0,1.0,1.0,,,3.0,1.0,3.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2026,Las Vegas Lights FC,6bg69aksa8wb6wmu7w81is8yy,J. Forbes,Defender,2,,,,1.0,,,,4.0,,1.0,1.0,,1.0,3.0,1.0,1.0,,,1.0,1.0,,,,,4.0,,2.0,,,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,8.0,,,1.0,,3.0,4.0,1.0,,1.0,3.0,4.0,,,,,3.0,,3.0,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2026,Las Vegas Lights FC,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,Defender,33,15.0,3.0,12.0,9.0,39.0,1.0,6.0,115.0,1.0,49.0,17.0,32.0,18.0,174.0,4.0,9.0,17.0,14.0,34.0,14.0,20.0,6.0,1.0,108.0,429.0,,58.0,3.0,1.0,23.0,144.0,1.0,9.0,1.0,6.0,2.0,40.0,375.0,118.0,290.0,366.0,2.0,4.0,765.0,2.0,45.0,12.0,12.0,72.0,465.0,406.0,6.0,1.0,59.0,577.0,3.0,3.0,13.0,37.0,48.0,14.0,22.0,2.0,0.0,,,,2.0,7.0,,1.0,,,,1.0,,1.0,,,,,,1.0,,,1.0,0.0,,,,2.0,2.0,,,,,6.0,8.0,,1.0,,,2.0,,,,,,,,,,,,,,,3.0,1.0,,1.0,,,,,,,,,,,
USA_USL_Championship,2026,Las Vegas Lights FC,8i5k1tx7x5hx4kk3qzyvrfj84,E. Gärtig,Defender,5,4.0,1.0,3.0,4.0,5.0,,1.0,21.0,,10.0,6.0,4.0,3.0,51.0,2.0,4.0,7.0,6.0,6.0,5.0,1.0,2.0,1.0,43.0,110.0,1.0,8.0,1.0,,7.0,16.0,1.0,2.0,1.0,1.0,,11.0,97.0,37.0,64.0,89.0,1.0,,192.0,,14.0,4.0,,15.0,115.0,100.0,1.0,2.0,15.0,137.0,,,3.0,10.0,13.0,2.0,5.0,,0.0,,,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
USA_USL_Championship,2026,Las Vegas Lights FC,8p3y7tm4lzwp39tojonnohaay,N. Jones,Defender,3,34.0,17.0,17.0,8.0,39.0,,6.0,136.0,1.0,63.0,27.0,36.0,11.0,143.0,3.0,8.0,15.0,13.0,29.0,10.0,19.0,12.0,,122.0,403.0,1.0,60.0,7.0,5.0,28.0,108.0,,8.0,2.0,4.0,,25.0,348.0,94.0,263.0,332.0,7.0,8.0,695.0,,37.0,11.0,3.0,69.0,412.0,357.0,15.0,7.0,55.0,519.0,,,13.0,27.0,41.0,14.0,28.0,1.0,0.0,,,,1.0,1.0,,,1.0,1.0,1.0,2.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,
USA_USL_Championship,2026,Las Vegas Lights FC,a4c4qtuf63j5dcfiaiev7z0x6,C. Lanphier,Goalkeeper,13,,,,3.0,,,,16.0,,,,,,51.0,,3.0,5.0,3.0,,,,,,19.0,65.0,,,,,19.0,19.0,,3.0,,5.0,,11.0,54.0,6.0,59.0,54.0,,,270.0,,3.0,,,24.0,89.0,65.0,,,24.0,111.0,,,10.0,23.0,18.0,6.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,19.0,2.0,,1.0,,9.0,,1.0,8.0,5.0,3.0,,3.0,,,,,,,,2.0,,,,,,,,,,,,,,
