liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Clearances Off the Line,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,GK Successful Distribution,Games Played,Goal Kicks,Goals,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Goals from Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Headed Goals,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Offsides,Open Play Passes,Other Goals,Overruns,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Successful Dribbles,Successful Launches,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Saved,Total Big Chances Scored,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Unsuccessful lay-offs,Yellow Cards,Home Goals,Away Goals,Winning Goal,Attempts from Set Pieces,Corners Taken (incl short corners),Goals Openplay,Handballs conceded,Penalties Taken,Penalty Goals,Right Foot Goals,Second Goal Assists,Substitute Off,Substitute On,Successful Lay-offs,Through balls,Unsuccessful Corners into Box,Foul Won Penalty,Goal Assists,Penalties Conceded,Successful Crosses & Corners,Successful Crosses open play,Throw Ins to Opposition Player,Assists (Intentional),Hit Woodwork,Successful Corners into Box,Left Foot Goals,Direct Setpiece Goals,Goals from Outside Box,Set Pieces Goals,Last Player Tackle,Own Goal Scored,Straight Red Cards,Total Red Cards,Red Cards - 2nd Yellow,GK Unsuccessful Distribution,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Catches,Drops,Goalkeeper Smother,Penalties Faced,Penalties Saved,Punches,Saves from Penalty,Saves made - caught,Saves made - parried,Penalties Off Target
Mexico_Liga_MX,2025-2026,CF América,9xaps7t7xtt5x3grjpbgxtfit,R. Aguirre,Forward,27,77.0,47.0,30.0,15.0,43.0,2.0,1.0,49.0,1.0,,9.0,149.0,100.0,49.0,130.0,32.0,15.0,,15.0,,1.0,9.0,5.0,4.0,1.0,72.0,53.0,19.0,1.0,1.0,4.0,40.0,3.0,134.0,,2.0,,25.0,8.0,4.0,19.0,33.0,6.0,7.0,8.0,13.0,4.0,,2.0,79.0,55.0,42.0,91.0,1.0,8.0,1.0,1012.0,25.0,1.0,1.0,,1.0,5.0,24.0,6.0,120.0,148.0,15.0,93.0,9.0,35.0,55.0,293.0,8.0,8.0,6.0,1.0,5.0,52.0,11.0,50.0,3.0,4.0,1.0,0.0,0.0,,,1.0,,,,,,10.0,2.0,8.0,,,,2.0,,4.0,4.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,CF América,c2sm93wtigxc9gl3ayobtucph,N. Araújo,Defender,14,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,1.0,,1.0,,,,,,,,,,1.0,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,CF América,csvbc0k1f54418nn8pjhg8ull,C. Borja,Defender,26,18.0,11.0,7.0,17.0,108.0,2.0,4.0,192.0,6.0,1.0,7.0,100.0,42.0,58.0,244.0,229.0,7.0,,17.0,,,16.0,14.0,2.0,,82.0,31.0,51.0,,14.0,16.0,53.0,3.0,661.0,,,2.0,109.0,16.0,2.0,59.0,283.0,17.0,7.0,3.0,16.0,7.0,4.0,45.0,584.0,317.0,289.0,550.0,8.0,20.0,110.0,1313.0,9.0,1.0,1.0,1.0,,22.0,16.0,16.0,146.0,673.0,10.0,595.0,28.0,16.0,78.0,993.0,26.0,26.0,2.0,9.0,22.0,81.0,23.0,56.0,,1.0,,,0.0,1.0,,,,,,,,5.0,1.0,1.0,,,,1.0,1.0,11.0,11.0,15.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,CF América,87gmnnxvwtr265s3efeziwrft,A. Cervantes,Midfielder,13,3.0,1.0,2.0,6.0,25.0,,,37.0,,,,11.0,3.0,8.0,18.0,27.0,,,6.0,,,2.0,2.0,,,8.0,2.0,6.0,,3.0,1.0,46.0,,126.0,,,,20.0,,,10.0,28.0,1.0,,,1.0,,,6.0,119.0,69.0,50.0,113.0,1.0,2.0,1.0,127.0,2.0,1.0,,,,1.0,,3.0,12.0,126.0,,119.0,3.0,2.0,7.0,149.0,1.0,1.0,1.0,,,6.0,2.0,7.0,,,,,0.0,,,,,,,,,,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,CF América,5jj07az7i7svdgh5egd1s5dqt,R. Cota,Goalkeeper,30,5.0,,5.0,10.0,,,,55.0,1.0,,,11.0,,11.0,,137.0,,102.0,10.0,46.0,,14.0,10.0,4.0,,6.0,,6.0,,,1.0,67.0,,184.0,,,1.0,23.0,,,101.0,49.0,1.0,,,10.0,,9.0,35.0,145.0,18.0,174.0,157.0,,1.0,,900.0,,,,1.0,,16.0,,6.0,62.0,253.0,,192.0,1.0,,61.0,378.0,,,,39.0,60.0,34.0,27.0,1.0,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,9.0,22.0,12.0,10.0,10.0,1.0,1.0,1.0,,10.0,,,4.0,
Mexico_Liga_MX,2025-2026,CF América,claujooxyw4dzynzmy752r3l5,S. Cáceres,Defender,4,45.0,19.0,26.0,13.0,45.0,,7.0,195.0,3.0,,1.0,86.0,35.0,51.0,32.0,277.0,2.0,11.0,13.0,11.0,,16.0,14.0,2.0,,41.0,16.0,25.0,,14.0,,232.0,1.0,732.0,,2.0,2.0,89.0,6.0,1.0,51.0,209.0,,,,12.0,2.0,3.0,34.0,639.0,190.0,476.0,631.0,4.0,10.0,3.0,1092.0,4.0,,,,,61.0,6.0,10.0,110.0,763.0,,665.0,14.0,6.0,98.0,916.0,,,1.0,15.0,43.0,62.0,36.0,55.0,,2.0,,,0.0,,,,1.0,,,,,2.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,CF América,16trid756c0hhbd01arr5h250,D. Reyes,Forward,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,CF América,30q9d8i2c8kgscpgze0x5h0b9,V. Dávila,Forward,11,8.0,6.0,2.0,9.0,38.0,3.0,,38.0,,,,36.0,18.0,18.0,56.0,16.0,7.0,,9.0,,2.0,5.0,5.0,,2.0,28.0,12.0,16.0,,3.0,1.0,40.0,3.0,108.0,,,1.0,8.0,8.0,5.0,14.0,22.0,1.0,3.0,5.0,5.0,1.0,,3.0,95.0,47.0,55.0,99.0,2.0,3.0,2.0,374.0,4.0,,,,,1.0,8.0,11.0,27.0,116.0,8.0,102.0,5.0,10.0,14.0,176.0,2.0,2.0,,,2.0,11.0,5.0,12.0,,1.0,1.0,1.0,0.0,,,2.0,,,,1.0,,5.0,4.0,10.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,CF América,ae7jup113m2kspinibc4e19uc,T. Espinosa,Defender,22,3.0,2.0,1.0,5.0,6.0,,1.0,16.0,,,1.0,16.0,6.0,10.0,38.0,19.0,2.0,,5.0,,,2.0,2.0,,,13.0,4.0,9.0,,,3.0,1.0,,53.0,,1.0,1.0,15.0,3.0,,1.0,29.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,40.0,28.0,18.0,40.0,1.0,,13.0,114.0,1.0,,,,,4.0,3.0,6.0,32.0,55.0,2.0,42.0,1.0,3.0,13.0,110.0,8.0,8.0,,2.0,4.0,16.0,5.0,9.0,,1.0,,,0.0,,,,,,,,,1.0,4.0,,,,,,,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,CF América,9vy0gclovljnladztpsu1usr8,D. Espinoza,Midfielder,34,1.0,,1.0,1.0,7.0,,1.0,12.0,,1.0,1.0,7.0,2.0,5.0,21.0,21.0,,,1.0,,,3.0,3.0,,,6.0,2.0,4.0,,,1.0,14.0,,46.0,,,,8.0,,,5.0,4.0,1.0,1.0,,1.0,4.0,,1.0,41.0,31.0,11.0,40.0,,,4.0,75.0,2.0,,1.0,1.0,,1.0,,,7.0,46.0,1.0,41.0,,1.0,5.0,62.0,,,1.0,,1.0,3.0,2.0,4.0,,,,,0.0,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
