root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Successful Open Play Passes,Substitute On,Aerial Duels,Forward Passes,Total Clearances,Games Played,Goals Conceded Outside Box,Ground Duels lost,Appearances,Successful Crosses open play,Successful Long Passes,Time Played,GK Successful Distribution,Ground Duels,Total Shots,Successful Passes Own Half,Aerial Duels lost,Index,Key Passes (Attempt Assists),Total Touches In Opposition Box,Blocks,Open Play Passes,Successful Passes Opposition Half,Starts,Ground Duels won,Goals Conceded Inside Box,Shots Off Target (inc woodwork),Touches,Unsuccessful Short Passes,Tackles Won,Substitute Off,Leftside Passes,Backward Passes,Unsuccessful Crosses open play,PutThrough/Blocked Distribution Won,Unsuccessful Passes Own Half,Total Fouls Conceded,Duels,Aerial Duels won,Throw Ins to Own Player,Tackles Lost,Goal Assists,Interceptions,Unsuccessful Passes Opposition Half,Assists (Intentional),Duels lost,Goals Conceded,Unsuccessful Launches,Total Fouls Won,Goal Kicks,Duels won,Foul Attempted Tackle,Total Losses Of Possession,Successful Launches,Unsuccessful Long Passes,Recoveries,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Short Passes,Unsuccessful Crosses & Corners,Rightside Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Crosses & Corners,Total Passes,Times Tackled,PutThrough/Blocked Distribution,Unsuccessful Dribbles,Throw Ins to Opposition Player,Total Tackles,Winning Goal,Successful Lay-offs,Blocked Shots,Penalties Taken,Corners Won,Clean Sheets,Penalty Goals Conceded,Through balls,Foul Won Penalty,Handballs conceded,Penalty Goals,Yellow Cards,Right Foot Goals,Goals from Inside Box,Left Foot Goals,Goals,Successful Dribbles,Offsides,Headed Goals,Shots On Target ( inc goals ),Overruns,Home Goals,Away Goals,Unsuccessful Corners into Box,Corners Taken (incl short corners),Successful Corners into Box,Straight Red Cards,Total Red Cards,Unsuccessful lay-offs,Penalties Conceded,Own Goal Scored,Hit Woodwork,Catches,Punches,GK Unsuccessful Distribution,Saves made - parried,Saves Made from Inside Box,Saves Made,Saves Made from Outside Box,Goals from Outside Box,Drops,Saves made - caught,Penalties Faced,Penalties Saved,Saves from Penalty,Red Cards - 2nd Yellow,Crosses not Claimed,Last Player Tackle,Attempts from Set Pieces,Other Goals,Clearances Off the Line,Set Pieces Goals,Penalties Off Target,Last Man Tackle,Goalkeeper Smother,Second Goal Assists
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Orlando City B,Orlando_City_B,ebik6jxp20k3m9u3hj1c1j5zo,C. Acuña,Forward,57,42.0,11.0,29.0,19.0,6.0,18.0,2.0,53.0,18.0,,,672.0,,69.0,15.0,17.0,19.0,10.0,5.0,32.0,1.0,70.0,33.0,7.0,16.0,9.0,6.0,192.0,25.0,4.0,4.0,11.0,32.0,2.0,5.0,6.0,27.0,98.0,10.0,2.0,,1.0,2.0,24.0,1.0,72.0,11.0,1.0,7.0,,26.0,8.0,79.0,,3.0,15.0,50.0,50.0,2.0,16.0,28.0,,78.0,19.0,7.0,8.0,,4.0,2.0,8.0,4.0,1.0,5.0,,1.0,,,,1.0,3.0,2.0,3.0,1.0,3.0,5.0,4.0,,9.0,1.0,1.0,2.0,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Orlando City B,Orlando_City_B,6b1p9hzznyykqsap5f065i0yy,G. Agustoni-Chagas,Defender,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Orlando City B,Orlando_City_B,i5wj5hcg2r9934e7gauxtgmi,I. Almaguer,Midfielder,53,903.0,,23.0,408.0,29.0,28.0,7.0,60.0,28.0,10.0,58.0,2386.0,,154.0,12.0,427.0,17.0,10.0,29.0,6.0,11.0,1052.0,533.0,28.0,94.0,50.0,8.0,1517.0,109.0,25.0,8.0,418.0,165.0,17.0,17.0,44.0,17.0,177.0,6.0,100.0,15.0,3.0,29.0,130.0,3.0,77.0,57.0,8.0,35.0,,100.0,9.0,233.0,5.0,41.0,103.0,942.0,884.0,24.0,101.0,150.0,18.0,1092.0,21.0,41.0,13.0,1.0,40.0,0.0,2.0,7.0,,9.0,1.0,7.0,1.0,,,,5.0,1.0,,,1.0,19.0,,,4.0,2.0,1.0,0.0,3.0,14.0,5.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Orlando City B,Orlando_City_B,32epb58v3pjg6dndvwaw5g5qs,D. Bell,Defender,63,,1.0,,,,1.0,,,1.0,,,1.0,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Orlando City B,Orlando_City_B,595bi39ikp8s9sfw6q5981mvo,T. Bowe,Forward,62,7.0,2.0,,3.0,,2.0,,,2.0,,,11.0,,2.0,,2.0,,10.0,,5.0,,9.0,5.0,,2.0,,,13.0,2.0,2.0,,2.0,2.0,,1.0,,,2.0,,,,,,2.0,,,,,,,2.0,,3.0,,,1.0,7.0,7.0,,2.0,2.0,,9.0,,1.0,,,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Orlando City B,Orlando_City_B,172v1833vp0m9ffu399j6l9ed,Felipe Martins,Midfielder,8,46.0,,,24.0,,1.0,,4.0,1.0,,6.0,90.0,,5.0,1.0,27.0,,10.0,7.0,1.0,,52.0,32.0,1.0,1.0,5.0,,73.0,4.0,,,5.0,9.0,,,,1.0,5.0,,,,1.0,1.0,8.0,1.0,4.0,5.0,,1.0,,1.0,1.0,11.0,,4.0,5.0,51.0,45.0,,21.0,8.0,8.0,59.0,2.0,,,,,0.0,,,,2.0,,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Orlando City B,Orlando_City_B,9i60t83fgo33shehp43yxwdn8,O. Drummond,Defender,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Orlando City B,Orlando_City_B,6g7i7z6m8vts105dny1g6z3hm,A. Freeman,Defender,30,553.0,2.0,67.0,179.0,35.0,25.0,5.0,71.0,25.0,7.0,14.0,1944.0,,165.0,18.0,267.0,31.0,10.0,11.0,68.0,1.0,700.0,307.0,23.0,94.0,44.0,7.0,1193.0,125.0,30.0,10.0,323.0,183.0,30.0,17.0,56.0,23.0,232.0,36.0,120.0,15.0,3.0,40.0,121.0,2.0,102.0,49.0,7.0,27.0,,130.0,12.0,251.0,1.0,22.0,107.0,567.0,553.0,30.0,29.0,147.0,7.0,714.0,30.0,36.0,12.0,11.0,45.0,1.0,4.0,7.0,,14.0,2.0,7.0,,1.0,2.0,,4.0,2.0,3.0,2.0,4.0,22.0,10.0,,11.0,3.0,3.0,1.0,,,,,,1.0,3.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Orlando City B,Orlando_City_B,xcadelq7wz6yspew25xyg2dw,I. Garrett,Midfielder,47,10.0,1.0,1.0,4.0,,1.0,,5.0,1.0,,1.0,33.0,,9.0,,4.0,,10.0,,1.0,,11.0,6.0,,4.0,,,28.0,1.0,3.0,,,1.0,1.0,,,2.0,10.0,1.0,2.0,,,3.0,2.0,,5.0,,,,,5.0,2.0,8.0,,,2.0,10.0,9.0,1.0,6.0,1.0,,11.0,2.0,,1.0,3.0,3.0,0.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Orlando City B,Orlando_City_B,d0neh5vcdezvb0ful49zguiok,Alejandro Granados,Midfielder,59,346.0,4.0,5.0,144.0,7.0,11.0,2.0,32.0,11.0,,11.0,656.0,,56.0,3.0,232.0,1.0,10.0,8.0,5.0,1.0,385.0,132.0,7.0,24.0,17.0,,487.0,26.0,8.0,5.0,53.0,44.0,2.0,6.0,15.0,16.0,61.0,4.0,4.0,3.0,1.0,7.0,32.0,1.0,33.0,19.0,2.0,12.0,,28.0,8.0,63.0,1.0,15.0,38.0,363.0,352.0,6.0,163.0,41.0,1.0,404.0,10.0,10.0,4.0,,11.0,0.0,,,,1.0,,1.0,,,,,5.0,,,,,2.0,,,3.0,,,,4.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
