liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Games Played,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Open Play Passes,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Starts,Substitute Off,Successful Launches,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Time Played,Times Tackled,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Winning Goal,Corners Won,Overruns,Substitute On,Successful Dribbles,Throw Ins to Own Player,Total Big Chances Created,Throw Ins to Opposition Player,Handballs conceded,Penalties Conceded,Shots Off Target (inc woodwork),Total Shots,Unsuccessful Dribbles,Goals,Goals Openplay,Goals from Inside Box,Hit Woodwork,Offsides,Right Foot Goals,Shots On Target ( inc goals ),Total Big Chances Missed,Unsuccessful lay-offs,Home Goals,Away Goals,Assists (Intentional),Corners Taken (incl short corners),Goal Assists,Successful Crosses & Corners,Successful Crosses open play,Through balls,Unsuccessful Corners into Box,Red Cards - 2nd Yellow,Total Red Cards,GK Successful Distribution,Goal Kicks,Total Big Chances Saved,Left Foot Goals,Catches,Drops,GK Unsuccessful Distribution,Penalties Faced,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - caught,Saves made - parried,Total Big Chances Scored,Penalties Taken,Penalty Goals,Successful Corners into Box,Attempts from Set Pieces,Second Goal Assists,Foul Won Penalty,Goals Conceded Outside Box,Goals from Outside Box,Own Goal Scored,Last Player Tackle,Headed Goals,Direct Setpiece Goals,Set Pieces Goals,Clearances Off the Line,Crosses not Claimed,Goalkeeper Smother,Straight Red Cards,Penalties Off Target,Penalties Saved,Saves from Penalty,Other Goals
USA_USL_Championship,2026,Louisville City FC,42hi96pvzz8f69ixlcncn0549,K. Adams,Defender,32,59.0,20.0,39.0,9.0,24.0,,5.0,103.0,2.0,88.0,31.0,57.0,51.0,261.0,,9.0,13.0,9.0,29.0,11.0,18.0,9.0,3.0,76.0,537.0,,55.0,8.0,3.0,35.0,196.0,3.0,9.0,2.0,10.0,1.0,51.0,428.0,221.0,228.0,395.0,4.0,7.0,792.0,3.0,33.0,5.0,5.0,123.0,557.0,446.0,11.0,3.0,111.0,678.0,1.0,1.0,28.0,47.0,78.0,34.0,64.0,1.0,1.0,1.0,,,2.0,22.0,,4.0,,,,1.0,1.0,1.0,,1.0,,,,1.0,,,1.0,0.0,,,,3.0,3.0,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,4.0,,,,1.0,,,,,,,,,,
USA_USL_Championship,2026,Louisville City FC,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,Forward,47,,,,5.0,17.0,1.0,,21.0,,11.0,5.0,6.0,39.0,11.0,3.0,5.0,1.0,1.0,11.0,5.0,6.0,,2.0,15.0,45.0,,9.0,3.0,1.0,7.0,4.0,2.0,1.0,1.0,,1.0,,37.0,26.0,14.0,39.0,1.0,,118.0,2.0,,3.0,3.0,16.0,47.0,39.0,1.0,5.0,8.0,70.0,1.0,1.0,,,9.0,,8.0,,0.0,,1.0,4.0,2.0,,,,,,,2.0,1.0,1.0,1.0,1.0,,,,2.0,,,0.0,1.0,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
USA_USL_Championship,2026,Louisville City FC,2ekg8ntkxc3szd8d9bnv20npw,B. Dayes,Defender,5,52.0,22.0,30.0,7.0,11.0,,3.0,96.0,1.0,79.0,31.0,48.0,32.0,135.0,1.0,7.0,11.0,8.0,27.0,9.0,18.0,7.0,1.0,147.0,397.0,,51.0,4.0,3.0,32.0,112.0,1.0,7.0,1.0,5.0,,17.0,348.0,136.0,221.0,339.0,6.0,5.0,619.0,4.0,32.0,2.0,5.0,62.0,405.0,356.0,11.0,7.0,49.0,505.0,3.0,3.0,13.0,20.0,34.0,18.0,29.0,1.0,0.0,1.0,,,2.0,8.0,,1.0,,,5.0,6.0,2.0,1.0,,1.0,,,,1.0,1.0,,0.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,3.0,,,,1.0,,,,,,,,,,
USA_USL_Championship,2026,Louisville City FC,7f1q3d59u9n16v9xrskfxqsq1,A. Dia,Defender,13,8.0,2.0,6.0,4.0,12.0,1.0,1.0,17.0,,18.0,7.0,11.0,22.0,20.0,1.0,4.0,4.0,4.0,10.0,5.0,5.0,2.0,2.0,5.0,50.0,,10.0,1.0,,7.0,14.0,2.0,2.0,2.0,1.0,,3.0,39.0,25.0,16.0,37.0,1.0,1.0,144.0,,4.0,3.0,3.0,18.0,51.0,40.0,2.0,3.0,11.0,86.0,1.0,1.0,3.0,4.0,8.0,4.0,7.0,1.0,0.0,,,2.0,,9.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
USA_USL_Championship,2026,Louisville City FC,6t625vlq8y9po4hbvz97qx6ok,C. Donovan,Forward,9,45.0,19.0,26.0,9.0,37.0,2.0,,41.0,,82.0,44.0,38.0,120.0,25.0,2.0,9.0,8.0,5.0,37.0,25.0,12.0,2.0,6.0,26.0,109.0,,22.0,6.0,4.0,9.0,32.0,8.0,5.0,2.0,,11.0,1.0,73.0,57.0,28.0,83.0,2.0,1.0,579.0,15.0,7.0,7.0,5.0,74.0,120.0,84.0,3.0,35.0,36.0,214.0,1.0,1.0,,,34.0,3.0,36.0,2.0,0.0,1.0,,4.0,6.0,,,,,,8.0,14.0,9.0,1.0,,1.0,,,,6.0,7.0,1.0,1.0,0.0,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,3.0,,,,1.0,,,,,,,,,,
USA_USL_Championship,2026,Louisville City FC,9qhpi9y9iujvkbocafhgrj04q,C. Duke,Midfielder,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2026,Louisville City FC,869lv47g5aohwwzeyzx9xmt7u,Z. Duncan,Midfielder,6,19.0,6.0,13.0,9.0,43.0,3.0,,54.0,,68.0,26.0,42.0,116.0,100.0,5.0,9.0,9.0,6.0,49.0,20.0,29.0,8.0,3.0,43.0,253.0,,22.0,9.0,5.0,22.0,70.0,3.0,7.0,7.0,4.0,5.0,14.0,194.0,127.0,70.0,183.0,5.0,6.0,576.0,5.0,6.0,12.0,14.0,80.0,256.0,197.0,11.0,13.0,59.0,360.0,6.0,5.0,9.0,12.0,54.0,11.0,47.0,1.0,0.0,2.0,1.0,2.0,5.0,,,,,,9.0,13.0,2.0,1.0,1.0,1.0,,,1.0,4.0,1.0,,1.0,0.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,3.0,,,,,,,,,,,,,,
USA_USL_Championship,2026,Louisville City FC,486r7pszrdk085ot7cy2008dm,E. Davila,Midfielder,27,9.0,7.0,2.0,7.0,15.0,2.0,,25.0,,26.0,17.0,9.0,79.0,23.0,3.0,7.0,4.0,3.0,17.0,10.0,7.0,3.0,8.0,20.0,65.0,,13.0,10.0,3.0,7.0,11.0,8.0,2.0,2.0,,1.0,2.0,50.0,53.0,8.0,52.0,2.0,1.0,227.0,6.0,2.0,3.0,4.0,37.0,69.0,54.0,3.0,11.0,15.0,127.0,8.0,7.0,1.0,1.0,19.0,4.0,14.0,1.0,0.0,2.0,,5.0,,3.0,1.0,,,,,2.0,3.0,1.0,1.0,1.0,,1.0,,2.0,,,0.0,1.0,,8.0,,7.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,5.0,,,,1.0,,,,1.0,,,,,,,,,,
USA_USL_Championship,2026,Louisville City FC,hglsr5ybsi6bsl178ge0c31m,D. Faundez,Goalkeeper,12,1.0,,1.0,2.0,,,,6.0,,1.0,,1.0,,33.0,,2.0,4.0,3.0,,,,,,6.0,30.0,,,,,21.0,9.0,,2.0,,4.0,,13.0,21.0,10.0,20.0,17.0,,,180.0,,5.0,,,18.0,48.0,30.0,,,18.0,64.0,,,10.0,17.0,16.0,2.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,10.0,,,,,4.0,,3.0,2.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,
USA_USL_Championship,2026,Louisville City FC,7lmf6beyvhncglhw9avm40qju,H. Fauroux,Goalkeeper,1,2.0,,2.0,5.0,,,,15.0,2.0,4.0,1.0,3.0,,71.0,,5.0,7.0,6.0,2.0,1.0,1.0,,,13.0,52.0,,4.0,,,46.0,12.0,,5.0,,5.0,,11.0,39.0,7.0,44.0,40.0,,,450.0,,3.0,,3.0,46.0,96.0,51.0,,,45.0,135.0,,,19.0,45.0,41.0,4.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,24.0,1.0,,,,15.0,,,11.0,5.0,6.0,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,
