root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Unsuccessful Passes Own Half,Successful Open Play Passes,Ground Duels lost,Aerial Duels,Successful Dribbles,Duels won,Backward Passes,Key Passes (Attempt Assists),Throw Ins to Own Player,Tackles Won,Total Unsuccessful Passes ( Excl Crosses & Corners ),Shots On Target ( inc goals ),Substitute On,Forward Passes,Blocked Shots,Aerial Duels lost,Unsuccessful Crosses & Corners,Throw Ins to Opposition Player,Corners Won,Open Play Passes,Handballs conceded,Aerial Duels won,Foul Attempted Tackle,Rightside Passes,Unsuccessful Passes Opposition Half,Unsuccessful Dribbles,Successful Crosses open play,Goals Conceded,Shots Off Target (inc woodwork),Successful Long Passes,Offsides,Unsuccessful Crosses open play,Duels,Total Fouls Conceded,Goals Conceded Inside Box,Yellow Cards,Total Fouls Won,Successful Passes Own Half,Successful Passes Opposition Half,Unsuccessful Short Passes,Total Losses Of Possession,Ground Duels,Index,Successful Crosses & Corners,Penalties Conceded,Penalty Goals Conceded,Successful Lay-offs,Touches,Goals Conceded Outside Box,Leftside Passes,Total Touches In Opposition Box,Total Tackles,Unsuccessful Long Passes,Appearances,Total Successful Passes ( Excl Crosses & Corners ) ,Recoveries,Time Played,Successful Short Passes,PutThrough/Blocked Distribution Won,PutThrough/Blocked Distribution,Games Played,Ground Duels won,Total Shots,Total Passes,Total Clearances,Tackles Lost,Interceptions,Through balls,Unsuccessful Launches,Times Tackled,Blocks,Duels lost,Starts,Home Goals,Away Goals,Winning Goal,Assists (Intentional),Goal Assists,Successful Launches,Substitute Off,Right Foot Goals,Goals,Goals from Inside Box,Left Foot Goals,Red Cards - 2nd Yellow,Foul Won Penalty,Hit Woodwork,Total Red Cards,Penalty Goals,Penalties Taken,Set Pieces Goals,Attempts from Set Pieces,Unsuccessful lay-offs,Headed Goals,Penalties Faced,Last Man Tackle,GK Successful Distribution,Saves Made from Outside Box,Punches,Saves Made from Inside Box,Drops,Clean Sheets,Saves Made,Corners Taken (incl short corners),Catches,Saves made - parried,Saves from Penalty,Saves made - caught,GK Unsuccessful Distribution,Unsuccessful Corners into Box,Penalties Saved,Straight Red Cards,Successful Corners into Box,Second Goal Assists,Goalkeeper Smother,Goals from Outside Box,Clearances Off the Line,Own Goal Scored,Other Goals,Crosses not Claimed,Penalties Off Target
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Inter Miami CF II,Inter_Miami_CF_II,ay31zbgg1642dx463wmt6l0q1,G. Acosta,Midfielder,30,15.0,197.0,29.0,2.0,10.0,26.0,47.0,9.0,6.0,1.0,53.0,5.0,2.0,82.0,5.0,1.0,6.0,,4.0,250.0,,1.0,3.0,75.0,44.0,6.0,1.0,7.0,9.0,25.0,3.0,4.0,56.0,5.0,6.0,2.0,9.0,86.0,126.0,34.0,82.0,54.0,10.0,4.0,,1.0,3.0,363.0,1.0,57.0,10.0,6.0,19.0,9.0,208.0,35.0,561.0,183.0,4.0,9.0,9.0,25.0,14.0,261.0,1.0,5.0,5.0,2.0,4.0,17.0,,30.0,7.0,1.0,0.0,0.0,1.0,1.0,,5.0,1.0,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,1.0,,3.0,,,,,,1.0,,,2.0,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Inter Miami CF II,Inter_Miami_CF_II,3oqz86s2ngipsrb1jbb36buqy,N. Allen,Defender,32,49.0,436.0,38.0,23.0,13.0,56.0,100.0,5.0,99.0,22.0,105.0,1.0,1.0,228.0,1.0,14.0,25.0,11.0,9.0,539.0,,9.0,8.0,210.0,81.0,8.0,6.0,28.0,2.0,29.0,2.0,25.0,108.0,12.0,21.0,3.0,6.0,271.0,183.0,70.0,167.0,85.0,10.0,6.0,,1.0,,846.0,7.0,15.0,12.0,28.0,35.0,15.0,448.0,64.0,1232.0,419.0,10.0,25.0,15.0,47.0,3.0,553.0,32.0,6.0,16.0,,19.0,12.0,4.0,52.0,14.0,0.0,0.0,0.0,2.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Inter Miami CF II,Inter_Miami_CF_II,7x098qxoirgwlu38q1v969s6h,C. dos Santos,Goalkeeper,29,43.0,266.0,1.0,2.0,,5.0,,,,,98.0,,,193.0,,,,,,339.0,,2.0,,130.0,55.0,,,35.0,,89.0,,,6.0,,28.0,1.0,1.0,380.0,32.0,10.0,103.0,4.0,10.0,,,3.0,,704.0,7.0,187.0,,2.0,88.0,15.0,412.0,143.0,1350.0,323.0,1.0,4.0,15.0,3.0,,510.0,11.0,2.0,1.0,,26.0,,,1.0,15.0,0.0,0.0,0.0,,,15.0,,,,,,,,,,,,,,,,3.0,,201.0,24.0,5.0,41.0,1.0,3.0,65.0,,9.0,19.0,,3.0,15.0,,,,,,4.0,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Inter Miami CF II,Inter_Miami_CF_II,65jctzcct9irz3wre08c2v2wa,E. Azcona,Midfielder,28,7.0,81.0,27.0,1.0,6.0,21.0,24.0,,3.0,1.0,21.0,3.0,1.0,32.0,3.0,1.0,5.0,1.0,6.0,102.0,1.0,,4.0,34.0,19.0,8.0,1.0,6.0,2.0,5.0,2.0,5.0,49.0,8.0,4.0,1.0,12.0,41.0,42.0,17.0,53.0,48.0,10.0,1.0,,1.0,,177.0,2.0,13.0,14.0,3.0,4.0,6.0,82.0,10.0,346.0,77.0,3.0,6.0,6.0,21.0,5.0,103.0,1.0,2.0,2.0,,,17.0,,28.0,5.0,0.0,0.0,0.0,,,,3.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Inter Miami CF II,Inter_Miami_CF_II,2iivq7awjlpq1dvbvv2dhezxm,T. Bagley,Forward,48,14.0,158.0,24.0,4.0,4.0,27.0,38.0,6.0,18.0,6.0,42.0,4.0,7.0,63.0,1.0,2.0,29.0,5.0,7.0,199.0,,2.0,2.0,88.0,57.0,7.0,2.0,18.0,3.0,11.0,3.0,18.0,53.0,2.0,13.0,1.0,7.0,87.0,92.0,30.0,103.0,49.0,10.0,8.0,,,3.0,367.0,5.0,24.0,14.0,14.0,12.0,15.0,171.0,38.0,671.0,160.0,5.0,7.0,15.0,25.0,7.0,213.0,10.0,8.0,4.0,,5.0,15.0,3.0,26.0,8.0,1.0,1.0,1.0,,1.0,2.0,6.0,2.0,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,24.0,,,,,,10.0,,,6.0,,,1.0,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Inter Miami CF II,Inter_Miami_CF_II,1ss7pdaxmlk0sijax5brwpkyy,L. Batiste,Defender,42,40.0,243.0,48.0,12.0,4.0,43.0,67.0,2.0,77.0,16.0,103.0,1.0,6.0,171.0,1.0,6.0,9.0,23.0,3.0,345.0,,6.0,10.0,28.0,72.0,19.0,,21.0,2.0,35.0,,8.0,97.0,14.0,17.0,1.0,11.0,179.0,81.0,48.0,173.0,85.0,10.0,,1.0,2.0,,627.0,4.0,97.0,2.0,22.0,55.0,16.0,260.0,57.0,943.0,225.0,10.0,18.0,16.0,37.0,3.0,363.0,23.0,6.0,23.0,,22.0,26.0,4.0,54.0,10.0,0.0,0.0,0.0,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Inter Miami CF II,Inter_Miami_CF_II,ard35mwah43r1uzxsgrs14xzo,R. Beckham,Forward,37,44.0,257.0,95.0,14.0,7.0,77.0,80.0,30.0,14.0,28.0,151.0,8.0,1.0,126.0,9.0,11.0,112.0,1.0,22.0,402.0,,3.0,18.0,11.0,219.0,25.0,17.0,40.0,6.0,26.0,12.0,61.0,183.0,29.0,33.0,5.0,22.0,105.0,195.0,124.0,336.0,169.0,10.0,32.0,,3.0,2.0,812.0,7.0,202.0,31.0,45.0,27.0,20.0,268.0,83.0,1693.0,242.0,14.0,42.0,20.0,74.0,14.0,419.0,8.0,17.0,17.0,1.0,8.0,36.0,,106.0,19.0,0.0,2.0,0.0,9.0,10.0,2.0,4.0,2.0,2.0,1.0,,,,,1.0,1.0,1.0,1.0,8.0,2.0,,,,,,,,,3.0,,50.0,,,,,,29.0,,1.0,15.0,,,1.0,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Inter Miami CF II,Inter_Miami_CF_II,40za2m92ngp5og8pxyrkxl3is,I. Boatwright,Midfielder,62,11.0,96.0,8.0,2.0,5.0,14.0,29.0,2.0,19.0,5.0,25.0,1.0,3.0,51.0,1.0,2.0,2.0,6.0,,120.0,,,3.0,8.0,16.0,1.0,,5.0,,3.0,,2.0,24.0,4.0,4.0,1.0,2.0,60.0,38.0,17.0,43.0,22.0,10.0,,,,,192.0,1.0,35.0,2.0,7.0,8.0,5.0,98.0,10.0,261.0,95.0,2.0,6.0,5.0,14.0,1.0,123.0,9.0,2.0,,,4.0,3.0,3.0,10.0,2.0,1.0,0.0,0.0,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Inter Miami CF II,Inter_Miami_CF_II,ju24rgwcctj5yizl54o91gfe,S. Borgelin,Midfielder,49,17.0,148.0,76.0,79.0,14.0,109.0,97.0,9.0,1.0,4.0,80.0,28.0,8.0,54.0,9.0,33.0,5.0,,7.0,227.0,1.0,46.0,18.0,63.0,68.0,11.0,1.0,37.0,13.0,3.0,12.0,5.0,218.0,40.0,31.0,4.0,43.0,80.0,110.0,72.0,174.0,139.0,10.0,1.0,,3.0,2.0,537.0,6.0,55.0,89.0,8.0,8.0,23.0,189.0,23.0,1520.0,186.0,6.0,7.0,23.0,63.0,41.0,269.0,14.0,4.0,2.0,,3.0,31.0,2.0,109.0,15.0,10.0,4.0,4.0,3.0,3.0,,3.0,10.0,14.0,12.0,2.0,,2.0,4.0,,1.0,1.0,,,2.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,Inter Miami CF II,Inter_Miami_CF_II,a0r2fx204amflk1vjf5evgx2i,A. Caputo,Midfielder,36,56.0,1045.0,43.0,20.0,9.0,75.0,84.0,2.0,2.0,28.0,123.0,,2.0,431.0,,12.0,1.0,,1.0,1168.0,,8.0,3.0,439.0,68.0,2.0,,40.0,3.0,89.0,,1.0,130.0,21.0,32.0,5.0,16.0,831.0,254.0,61.0,155.0,110.0,10.0,,,2.0,2.0,1448.0,8.0,254.0,1.0,43.0,62.0,24.0,1085.0,116.0,1988.0,996.0,9.0,18.0,24.0,67.0,3.0,1208.0,53.0,15.0,34.0,,20.0,10.0,17.0,55.0,22.0,0.0,0.0,1.0,,,6.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,5.0,,,,,,,,,,,,,,,1.0,,,,
