liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Appearances,Total Unsuccessful Passes ( Excl Crosses & Corners ),Ground Duels won,Tackles Lost,Unsuccessful Passes Opposition Half,Goals Conceded Inside Box,Blocks,Total Shots,Open Play Passes,Aerial Duels lost,Successful Long Passes,Aerial Duels,Total Touches In Opposition Box,Goals Conceded,Unsuccessful Passes Own Half,Duels lost,Duels won,Touches,Rightside Passes,Unsuccessful Launches,Successful Passes Opposition Half,Games Played,Ground Duels lost,Recoveries,Shots Off Target (inc woodwork),Successful Short Passes,Total Passes,Total Fouls Won,Total Tackles,Backward Passes,Unsuccessful Long Passes,Aerial Duels won,Unsuccessful Short Passes,Successful Launches,Index,Duels,Forward Passes,Tackles Won,Interceptions,Ground Duels,Successful Passes Own Half,Starts,Throw Ins to Own Player,Total Clearances,Total Fouls Conceded,Foul Attempted Tackle,Successful Open Play Passes,Leftside Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Total Losses Of Possession,Yellow Cards,Home Goals,Away Goals,Winning Goal,Substitute Off,Times Tackled,Unsuccessful Crosses & Corners,PutThrough/Blocked Distribution,Substitute On,Unsuccessful Crosses open play,PutThrough/Blocked Distribution Won,Offsides,Corners Won,Shots On Target ( inc goals ),Successful Corners into Box,Key Passes (Attempt Assists),Blocked Shots,Successful Dribbles,Unsuccessful Corners into Box,Unsuccessful Dribbles,Successful Crosses & Corners,Corners Taken (incl short corners),Throw Ins to Opposition Player,Successful Crosses open play,Punches,Saves Made,Saves Made from Inside Box,Saves made - parried,Catches,GK Unsuccessful Distribution,GK Successful Distribution,Goal Assists,Assists (Intentional),Straight Red Cards,Total Red Cards,Goals,Goals from Inside Box,Right Foot Goals,Saves Made from Outside Box,Penalty Goals Conceded,Left Foot Goals,Clean Sheets,Hit Woodwork,Headed Goals,Goals from Outside Box,Penalties Conceded,Second Goal Assists,Successful Lay-offs,Penalties Taken,Through balls,Penalty Goals,Foul Won Penalty,Penalties Faced,Attempts from Set Pieces,Red Cards - 2nd Yellow,Handballs conceded,Goals Conceded Outside Box,Overruns,Saves made - caught,Goal Kicks,Drops,Clearances Off the Line,Last Man Tackle,Goalkeeper Smother,Unsuccessful lay-offs,Set Pieces Goals,Own Goal Scored,Saves from Penalty,Penalties Saved,Crosses not Claimed
USA_US_Open_Cup,2022,Inter Miami CF,9i90uqmmz5zmi5m9tod2yse7d,Mohammed Adams,Midfielder,6,149.0,2.0,9.0,16.0,4.0,7.0,1.0,,,82.0,1.0,8.0,1.0,,1.0,2.0,8.0,16.0,118.0,20.0,1.0,32.0,2.0,7.0,17.0,,70.0,87.0,5.0,9.0,21.0,4.0,,5.0,,10.0,24.0,20.0,5.0,1.0,23.0,46.0,2.0,,1.0,1.0,1.0,73.0,26.0,78.0,13.0,2.0,,,0.0,1.0,4.0,,3.0,,,2.0,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Inter Miami CF,3oqz86s2ngipsrb1jbb36buqy,N. Allen,Defender,32,51.0,2.0,8.0,1.0,,5.0,1.0,1.0,,30.0,1.0,1.0,1.0,,1.0,3.0,6.0,1.0,45.0,12.0,2.0,7.0,2.0,5.0,5.0,,22.0,31.0,,,7.0,3.0,,5.0,,10.0,7.0,10.0,,1.0,6.0,16.0,1.0,3.0,1.0,2.0,,22.0,2.0,23.0,14.0,1.0,,,0.0,1.0,2.0,,2.0,1.0,,1.0,,,,,,,1.0,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Inter Miami CF,29rxabx4plofa06zgwuxlejca,D. Callender,Goalkeeper,1,300.0,3.0,30.0,1.0,,17.0,2.0,,,49.0,,15.0,,,2.0,13.0,,1.0,142.0,18.0,9.0,5.0,3.0,,28.0,,53.0,98.0,1.0,,,28.0,,2.0,3.0,10.0,1.0,54.0,,,1.0,63.0,3.0,,8.0,,,39.0,26.0,68.0,30.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,13.0,8.0,10.0,,15.0,46.0,,,,,,,,5.0,,,1.0,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,
USA_US_Open_Cup,2022,Inter Miami CF,cill28qniq1r7s5xy7eli31wq,L. Campana,Forward,9,136.0,2.0,9.0,5.0,,9.0,1.0,,5.0,39.0,3.0,2.0,4.0,8.0,1.0,,15.0,6.0,63.0,12.0,,25.0,2.0,12.0,5.0,2.0,31.0,42.0,1.0,4.0,13.0,,1.0,9.0,,10.0,21.0,7.0,4.0,,17.0,8.0,1.0,,,7.0,4.0,30.0,10.0,33.0,17.0,,0.0,1.0,1.0,,4.0,,2.0,1.0,,1.0,1.0,2.0,3.0,,3.0,1.0,,,3.0,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Inter Miami CF,8x7ureyddmuodp6nl4rxfudw5,C. Diop,Goalkeeper,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Inter Miami CF,c3dtl72eb5ejh6h7ujaspomsq,B. Duke,Midfielder,8,166.0,3.0,11.0,13.0,2.0,13.0,2.0,1.0,,58.0,2.0,3.0,2.0,1.0,2.0,4.0,17.0,13.0,105.0,19.0,,26.0,3.0,15.0,10.0,,49.0,63.0,5.0,6.0,16.0,2.0,,9.0,,10.0,30.0,16.0,4.0,,28.0,28.0,1.0,,,3.0,3.0,47.0,12.0,52.0,33.0,1.0,,,0.0,1.0,10.0,6.0,2.0,2.0,2.0,1.0,,1.0,,1.0,3.0,,2.0,3.0,3.0,2.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Inter Miami CF,d3w4np40y5dshxm58rr67ld5h,G. Higuaín,Forward,10,119.0,2.0,1.0,1.0,,1.0,,2.0,2.0,24.0,1.0,2.0,1.0,4.0,,,7.0,1.0,45.0,4.0,,14.0,2.0,6.0,5.0,2.0,23.0,26.0,,,12.0,,,1.0,,10.0,8.0,3.0,,,7.0,11.0,2.0,,1.0,1.0,1.0,23.0,7.0,25.0,9.0,,,,0.0,2.0,3.0,,,,,,1.0,,,,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Inter Miami CF,5f5x4oq6vmje8sn32ii6wsij9,J. Jones,Defender,33,130.0,2.0,9.0,15.0,4.0,5.0,1.0,,,68.0,,4.0,,3.0,1.0,6.0,3.0,15.0,104.0,28.0,3.0,22.0,2.0,3.0,7.0,,55.0,68.0,5.0,6.0,18.0,5.0,,4.0,,10.0,18.0,20.0,2.0,2.0,18.0,37.0,1.0,10.0,2.0,1.0,,59.0,2.0,59.0,15.0,,,,0.0,1.0,2.0,2.0,,1.0,2.0,,,1.0,,,,,4.0,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Inter Miami CF,206pq3zqgobudaa5dfy93psr9,A. Lassiter,Forward,11,164.0,3.0,11.0,8.0,,13.0,2.0,,2.0,46.0,,2.0,,8.0,2.0,1.0,9.0,8.0,78.0,8.0,,25.0,3.0,9.0,4.0,,33.0,46.0,5.0,,12.0,1.0,,10.0,1.0,10.0,17.0,8.0,,,17.0,10.0,1.0,2.0,,4.0,1.0,35.0,18.0,35.0,28.0,,2.0,0.0,0.0,,5.0,3.0,2.0,2.0,3.0,,2.0,1.0,2.0,,1.0,1.0,3.0,,2.0,,,,,,,,,,,,,,,,2.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,Inter Miami CF,9ev8f4qxozcykzs80sc40andh,D. Lowe,Defender,31,209.0,2.0,15.0,5.0,2.0,11.0,1.0,1.0,1.0,116.0,2.0,21.0,4.0,1.0,1.0,4.0,6.0,7.0,146.0,21.0,8.0,20.0,2.0,4.0,15.0,,84.0,120.0,2.0,3.0,7.0,14.0,2.0,1.0,3.0,10.0,13.0,43.0,1.0,2.0,9.0,85.0,2.0,,10.0,4.0,3.0,102.0,49.0,105.0,17.0,1.0,,,0.0,,,,4.0,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
