liga,temporada,equipo,id,nombre,posicion,dorsal,Shots Off Target (inc woodwork),Unsuccessful Short Passes,Starts,Recoveries,Successful Corners into Box,Tackles Won,Successful Passes Own Half,Aerial Duels lost,Aerial Duels,Right Foot Goals,Unsuccessful Crosses & Corners,Goals from Outside Box,Leftside Passes,Unsuccessful Passes Opposition Half,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Fifty Fifty,PutThrough/Blocked Distribution,Assists (Intentional),Total Unsuccessful Passes ( Excl Crosses & Corners ),Second Goal Assists,Open Play Passes,Blocked Shots,Successful Short Passes,Ground Duels lost,Clean Sheets,Time Played,Duels,Throw Ins to Own Player,Total Fouls Conceded,Goal Assists,Total Fouls Won,Corners Won,Handballs conceded,Unsuccessful lay-offs,Unsuccessful Passes Own Half,Rightside Passes,Total Tackles,Total Clearances,Unsuccessful Dribbles,Unsuccessful Corners into Box,Successful Passes Opposition Half,Appearances,Corners Taken (incl short corners),Successful Dribbles,Hit Woodwork,Goals Conceded Inside Box,Forward Passes,Aerial Duels won,Straight Red Cards,Key Passes (Attempt Assists),Goals,Total Touches In Opposition Box,Times Tackled,Index,Penalty Goals Conceded,Goals Conceded,Goals Conceded Outside Box,Unsuccessful Long Passes,Successful Crosses & Corners,Substitute Off,Total Red Cards,Unsuccessful Launches,Successful Long Passes,Successful Crosses open play,Goals from Inside Box,Attempts from Set Pieces,Successful Lay-offs,Touches,Tackles Lost,Yellow Cards,Substitute On,Interceptions,PutThrough/Blocked Distribution Won,Backward Passes,Ground Duels won,Successful Open Play Passes,Ground Duels,Duels lost,Unsuccessful Crosses open play,Games Played,Through balls,Total Losses Of Possession,Fifty Fifty,Duels won,Total Passes,Total Shots,Foul Attempted Tackle,Shots On Target ( inc goals ),Home Goals,Away Goals,Winning Goal,Blocks,Successful Launches,GK Successful Distribution,Clearances Off the Line,Offsides,Left Foot Goals,Throw Ins to Opposition Player,Headed Goals,GK Unsuccessful Distribution,Last Man Tackle,Saves Made from Outside Box,Drops,Penalties Faced,Penalties Conceded,Saves Made,Punches,Saves made - parried,Catches,Saves Made from Inside Box,Goalkeeper Smother,Saves made - caught,Set Pieces Goals,Foul Won Penalty,Penalties Taken,Penalty Goals,Red Cards - 2nd Yellow,Own Goal Scored,Crosses not Claimed,Penalties Saved,Saves from Penalty,Goal Kicks,Overruns,Last Player Tackle,Goals Openplay,Penalties Off Target,Other Goals,Carries,Progressive Carries,Final Third Touches,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Total Big Chances Saved
USA_MLS,2022,Vancouver Whitecaps FC,9r5wts47bv195z3rm8gajztg,A. Ahmed,Midfielder,51,,3.0,,7.0,,,12.0,,1.0,,1.0,,1.0,3.0,20.0,1.0,1.0,,3.0,,22.0,1.0,19.0,2.0,,54.0,7.0,5.0,,,4.0,,,,1.0,14.0,,,,,8.0,2.0,,,,1.0,3.0,1.0,,1.0,,3.0,1.0,53.0,,1.0,,,,,,,1.0,,,,,39.0,,,2.0,1.0,,5.0,4.0,19.0,6.0,2.0,1.0,2.0,,6.0,1.0,5.0,23.0,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Vancouver Whitecaps FC,6cdhdb44atdm9b3n7swgi002y,M. Anchor,Goalkeeper,50,,,1.0,7.0,,,7.0,,1.0,,,,4.0,3.0,7.0,,,,5.0,,6.0,,4.0,,,90.0,1.0,,,,,,,,2.0,,,2.0,,,,1.0,,,,2.0,8.0,1.0,,,,,,31.0,,2.0,,5.0,,,,,3.0,,,,,26.0,,,,,,,,4.0,,,,1.0,,6.0,,1.0,12.0,,,,,,0.0,,2.0,9.0,,,,,,2.0,,2.0,1.0,,,4.0,2.0,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Vancouver Whitecaps FC,2jwbnsl7zicnbgutmpop29d61,M. Baldisimo,Midfielder,33,,29.0,4.0,39.0,,8.0,101.0,6.0,9.0,,1.0,,64.0,32.0,196.0,7.0,2.0,,41.0,,231.0,1.0,173.0,37.0,,450.0,71.0,,15.0,,4.0,1.0,,,10.0,58.0,14.0,7.0,2.0,1.0,95.0,13.0,1.0,7.0,,9.0,76.0,3.0,,3.0,,3.0,11.0,45.0,1.0,10.0,1.0,12.0,,4.0,,1.0,23.0,,,,2.0,308.0,6.0,2.0,9.0,2.0,2.0,39.0,25.0,190.0,62.0,43.0,,13.0,,58.0,14.0,28.0,237.0,2.0,11.0,2.0,,,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Vancouver Whitecaps FC,2xewnia49fvj3u2x3y8tfq2ju,S. Becher,Forward,29,,,,,,,1.0,,,1.0,,,1.0,,1.0,,,,,,1.0,,1.0,,,8.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,100.0,,,,,,,,,,,1.0,,,2.0,,,1.0,,,,,1.0,,,,1.0,,,1.0,,1.0,1.0,,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Vancouver Whitecaps FC,54b4j04ondrq28e4eenma1rai,S. Berhalter,Midfielder,16,3.0,79.0,11.0,93.0,4.0,20.0,201.0,10.0,16.0,,24.0,,140.0,105.0,412.0,25.0,26.0,,122.0,,504.0,6.0,353.0,39.0,,1024.0,108.0,1.0,19.0,,15.0,6.0,2.0,,41.0,139.0,32.0,13.0,3.0,6.0,216.0,18.0,10.0,7.0,,18.0,164.0,6.0,,8.0,,10.0,8.0,30.0,1.0,20.0,2.0,43.0,5.0,7.0,,13.0,59.0,,,,4.0,731.0,12.0,5.0,7.0,24.0,15.0,91.0,53.0,387.0,92.0,49.0,11.0,18.0,,169.0,40.0,59.0,534.0,7.0,12.0,4.0,,,0.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Vancouver Whitecaps FC,vw73lu7w6gr72789vp49zmc5,Janio Bikel,Midfielder,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Vancouver Whitecaps FC,3qw81ws1dvf6ye83m2sd9vje1,T. Blackmon,Defender,6,7.0,122.0,23.0,130.0,,16.0,558.0,27.0,62.0,,1.0,,227.0,135.0,912.0,16.0,10.0,,219.0,,1091.0,2.0,833.0,23.0,5.0,2134.0,130.0,35.0,14.0,,11.0,,1.0,,85.0,271.0,27.0,78.0,5.0,,355.0,28.0,,7.0,1.0,33.0,597.0,35.0,,4.0,1.0,23.0,6.0,26.0,2.0,39.0,6.0,97.0,1.0,4.0,,27.0,79.0,1.0,1.0,,,1428.0,11.0,5.0,5.0,32.0,5.0,36.0,45.0,881.0,68.0,50.0,1.0,28.0,1.0,255.0,24.0,80.0,1131.0,12.0,8.0,5.0,0.0,1.0,0.0,20.0,11.0,,,3.0,1.0,16.0,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Vancouver Whitecaps FC,1g87lk1nglquvmvpowjfpcpre,I. Boehmer,Goalkeeper,60,,,2.0,26.0,,,15.0,,,,,,8.0,20.0,32.0,,1.0,,25.0,,20.0,,12.0,,,225.0,2.0,,,,2.0,,,,5.0,3.0,,1.0,,,17.0,3.0,,,,3.0,46.0,,,,,,,80.0,1.0,4.0,1.0,25.0,,,,4.0,20.0,,,,,91.0,,,1.0,,,,2.0,11.0,2.0,,,3.0,,25.0,,2.0,57.0,,,,,,0.0,,3.0,36.0,,,,,,12.0,,2.0,,1.0,,8.0,1.0,5.0,3.0,6.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Vancouver Whitecaps FC,be9sc0agihppgixcq4sx4ihre,E. Brienza,Forward,49,1.0,1.0,,,,,3.0,1.0,1.0,,,,3.0,,5.0,,,,1.0,,5.0,,5.0,,,2.0,1.0,,,,,,,,1.0,1.0,,,,,2.0,1.0,,,,,1.0,,,,,1.0,,10.0,,,,,,,,,,,,,,8.0,,,1.0,,,1.0,,4.0,,1.0,,1.0,,1.0,,,6.0,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2022,Vancouver Whitecaps FC,2fyga1shd4mwcn90mze2pe4tl,J. Brown,Defender,23,5.0,121.0,22.0,139.0,,25.0,441.0,31.0,62.0,1.0,38.0,,278.0,150.0,707.0,17.0,33.0,,188.0,1.0,869.0,3.0,664.0,48.0,6.0,1862.0,165.0,87.0,19.0,,9.0,9.0,,,76.0,106.0,38.0,57.0,8.0,,279.0,27.0,,8.0,,30.0,393.0,31.0,,16.0,1.0,23.0,16.0,46.0,3.0,38.0,8.0,67.0,13.0,9.0,,27.0,43.0,13.0,1.0,,,1318.0,13.0,4.0,5.0,21.0,9.0,118.0,55.0,685.0,103.0,79.0,38.0,27.0,3.0,285.0,28.0,86.0,895.0,7.0,10.0,2.0,0.0,1.0,0.0,21.0,7.0,,2.0,2.0,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
