liga,temporada,equipo,id,nombre,posicion,dorsal,Through balls,Time Played,Shots On Target ( inc goals ),Successful Short Passes,Ground Duels lost,Aerial Duels lost,Handballs conceded,Headed Goals,Duels,Goal Assists,Aerial Duels won,Total Losses Of Possession,Penalty Goals Conceded,Total Fouls Won,Successful Long Passes,Yellow Cards,Goals Conceded Inside Box,Forward Passes,Foul Attempted Tackle,Ground Duels,Goals from Inside Box,Throw Ins to Opposition Player,Total Unsuccessful Passes ( Excl Crosses & Corners ),Shots Off Target (inc woodwork),Total Successful Passes ( Excl Crosses & Corners ) ,Clean Sheets,Duels won,Rightside Passes,Games Played,Right Foot Goals,Total Fouls Conceded,Unsuccessful Long Passes,Successful Passes Opposition Half,Tackles Won,Leftside Passes,Substitute On,Open Play Passes,Ground Duels won,Unsuccessful Short Passes,Starts,Unsuccessful Passes Own Half,PutThrough/Blocked Distribution Won,Tackles Lost,Successful Passes Own Half,Blocked Shots,Key Passes (Attempt Assists),Goals Conceded,Overruns,Successful Launches,Goals,Unsuccessful Crosses & Corners,Interceptions,Recoveries,Index,PutThrough/Blocked Distribution,Hit Woodwork,Unsuccessful lay-offs,Total Touches In Opposition Box,Assists (Intentional),Unsuccessful Crosses open play,Aerial Duels,Unsuccessful Passes Opposition Half,Total Passes,Total Clearances,Duels lost,Blocks,Total Shots,Successful Crosses & Corners,Unsuccessful Launches,Successful Crosses open play,Corners Won,Times Tackled,Goals Conceded Outside Box,Touches,Appearances,Offsides,Successful Open Play Passes,Throw Ins to Own Player,Total Tackles,Substitute Off,Unsuccessful Dribbles,Backward Passes,Successful Dribbles,Successful Lay-offs,Home Goals,Away Goals,Winning Goal,Left Foot Goals,Goals from Outside Box,Clearances Off the Line,Penalties Conceded,Penalty Goals,Penalties Taken,Attempts from Set Pieces,Foul Won Penalty,Successful Corners into Box,Corners Taken (incl short corners),Set Pieces Goals,Unsuccessful Corners into Box,GK Successful Distribution,Goal Kicks,Own Goal Scored,Total Red Cards,Red Cards - 2nd Yellow,Other Goals,Second Goal Assists,Catches,Saves Made from Outside Box,GK Unsuccessful Distribution,Drops,Punches,Saves Made,Saves Made from Inside Box,Penalties Faced,Saves made - caught,Saves made - parried,Saves from Penalty,Penalties Saved,Goalkeeper Smother,Straight Red Cards,Last Man Tackle,Penalties Off Target,Last Player Tackle,Crosses not Claimed
USA_USL_Championship,2023,Charleston Battery,14oq6mvlh5e51d9y20nbpok4p,C. Allan,Midfielder,4,2.0,3150.0,6.0,1220.0,111.0,23.0,1.0,,256.0,1.0,17.0,339.0,5.0,16.0,100.0,6.0,35.0,475.0,29.0,216.0,,,243.0,12.0,1320.0,10.0,122.0,438.0,37.0,,49.0,108.0,651.0,39.0,370.0,1.0,1511.0,105.0,135.0,36.0,61.0,32.0,13.0,676.0,8.0,26.0,39.0,4.0,4.0,,22.0,44.0,237.0,10.0,65.0,1.0,,17.0,,22.0,40.0,204.0,1563.0,30.0,134.0,10.0,18.0,7.0,25.0,7.0,8.0,30.0,4.0,1982.0,37.0,1.0,1271.0,2.0,52.0,10.0,16.0,280.0,37.0,7.0,,,0.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Charleston Battery,dxfxrbvl0452fu9o033carm22,A. Apodaca,Forward,17,1.0,82.0,,25.0,8.0,2.0,,,16.0,,3.0,19.0,,1.0,1.0,1.0,2.0,9.0,1.0,11.0,,,10.0,,26.0,,6.0,7.0,7.0,,3.0,1.0,14.0,2.0,6.0,7.0,35.0,3.0,9.0,,3.0,,,12.0,,1.0,2.0,,,,1.0,2.0,5.0,10.0,1.0,,,6.0,,1.0,5.0,8.0,36.0,1.0,10.0,,,,1.0,,,4.0,,53.0,7.0,,25.0,,2.0,,2.0,14.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Charleston Battery,ani26vxlo22iw1u9oexptml05,L. Archer,Defender,5,,2833.0,3.0,1194.0,45.0,28.0,,1.0,167.0,,52.0,251.0,2.0,12.0,107.0,1.0,28.0,543.0,6.0,87.0,1.0,,233.0,3.0,1301.0,10.0,94.0,294.0,33.0,,35.0,135.0,338.0,15.0,597.0,,1448.0,42.0,98.0,33.0,78.0,14.0,12.0,963.0,1.0,7.0,32.0,1.0,8.0,1.0,3.0,22.0,150.0,10.0,19.0,,,12.0,,3.0,80.0,158.0,1534.0,164.0,73.0,18.0,6.0,,34.0,,2.0,5.0,4.0,1846.0,33.0,1.0,1226.0,1.0,27.0,2.0,1.0,100.0,3.0,1.0,1.0,0.0,0.0,,,,1.0,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,
USA_USL_Championship,2023,Charleston Battery,cqmvrx028gh19yh8qh7w01y0a,R. Avila,Forward,69,2.0,1367.0,6.0,202.0,107.0,53.0,,1.0,305.0,1.0,32.0,211.0,3.0,68.0,4.0,5.0,20.0,86.0,16.0,220.0,3.0,,92.0,17.0,206.0,,145.0,44.0,26.0,2.0,29.0,10.0,153.0,21.0,81.0,11.0,283.0,113.0,82.0,15.0,16.0,30.0,11.0,56.0,9.0,14.0,22.0,7.0,,3.0,6.0,8.0,58.0,10.0,44.0,1.0,3.0,52.0,1.0,5.0,85.0,82.0,298.0,6.0,160.0,,23.0,3.0,5.0,3.0,10.0,58.0,2.0,661.0,26.0,5.0,191.0,7.0,32.0,14.0,27.0,87.0,14.0,12.0,2.0,1.0,1.0,,,,,,,,1.0,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Charleston Battery,42w1fj2n8ubc7of8feg5z5p90,F. Barajas,Midfielder,11,3.0,2127.0,10.0,356.0,94.0,21.0,1.0,,173.0,11.0,9.0,365.0,3.0,12.0,10.0,3.0,31.0,167.0,8.0,143.0,4.0,,133.0,18.0,366.0,,58.0,83.0,32.0,1.0,20.0,19.0,322.0,9.0,114.0,4.0,489.0,49.0,114.0,28.0,31.0,22.0,4.0,81.0,12.0,28.0,34.0,10.0,2.0,5.0,89.0,15.0,80.0,10.0,48.0,2.0,,71.0,9.0,42.0,30.0,191.0,499.0,7.0,115.0,1.0,28.0,37.0,11.0,20.0,28.0,58.0,3.0,954.0,32.0,7.0,356.0,4.0,13.0,25.0,33.0,135.0,24.0,7.0,4.0,1.0,2.0,4.0,1.0,,,,,1.0,,16.0,51.0,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Charleston Battery,ckefp96qi7xs4yt9n329paajt,A. Booth,Midfielder,7,,756.0,3.0,370.0,41.0,11.0,3.0,1.0,93.0,1.0,12.0,90.0,,10.0,24.0,3.0,10.0,121.0,8.0,70.0,2.0,,59.0,6.0,394.0,2.0,41.0,108.0,24.0,,20.0,15.0,220.0,11.0,125.0,17.0,443.0,29.0,44.0,7.0,16.0,7.0,4.0,174.0,6.0,6.0,11.0,,2.0,2.0,2.0,4.0,69.0,10.0,13.0,,,17.0,1.0,2.0,23.0,45.0,453.0,9.0,52.0,3.0,9.0,,3.0,,2.0,14.0,1.0,569.0,24.0,,384.0,1.0,15.0,4.0,4.0,99.0,4.0,3.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Charleston Battery,807o9aah2y5z9bk70c4s0c89h,A. Cochran,Defender,3,,371.0,,162.0,9.0,8.0,,,43.0,,22.0,60.0,,2.0,12.0,2.0,3.0,113.0,2.0,13.0,,,56.0,,174.0,2.0,26.0,51.0,22.0,,6.0,20.0,39.0,,46.0,19.0,223.0,4.0,36.0,3.0,24.0,1.0,3.0,135.0,2.0,2.0,4.0,,2.0,,,4.0,22.0,10.0,3.0,,,5.0,,,30.0,32.0,230.0,21.0,17.0,1.0,,,10.0,,,2.0,1.0,272.0,22.0,,170.0,1.0,3.0,,1.0,20.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Charleston Battery,ngbrldd6l0tg4wpy3lki9eqd,R. Crawford,Midfielder,19,1.0,1544.0,2.0,618.0,83.0,16.0,2.0,,183.0,2.0,15.0,274.0,4.0,12.0,66.0,3.0,23.0,289.0,22.0,152.0,,9.0,163.0,6.0,684.0,5.0,84.0,215.0,33.0,,36.0,74.0,371.0,26.0,148.0,17.0,806.0,69.0,89.0,16.0,29.0,19.0,13.0,332.0,6.0,12.0,23.0,6.0,7.0,,42.0,21.0,118.0,10.0,34.0,,,13.0,2.0,22.0,31.0,176.0,847.0,21.0,99.0,3.0,8.0,19.0,20.0,7.0,12.0,24.0,,1227.0,33.0,1.0,646.0,57.0,39.0,6.0,8.0,195.0,18.0,2.0,,,0.0,,,,,,,,,9.0,26.0,,14.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Charleston Battery,8j8a9aofwcl6fqbvzncsmbxuc,C. Dennis,Midfielder,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Charleston Battery,5g3yur7k1fvc47hjz5y2zrze,D. Dodson,Defender,14,,3433.0,6.0,942.0,108.0,47.0,2.0,1.0,440.0,4.0,70.0,647.0,5.0,102.0,77.0,5.0,40.0,733.0,16.0,323.0,3.0,83.0,404.0,20.0,1019.0,13.0,285.0,40.0,38.0,1.0,31.0,144.0,551.0,56.0,442.0,,1357.0,215.0,260.0,38.0,124.0,38.0,32.0,488.0,13.0,21.0,44.0,4.0,13.0,3.0,79.0,42.0,210.0,10.0,85.0,2.0,,69.0,4.0,79.0,117.0,359.0,1423.0,80.0,155.0,16.0,26.0,20.0,57.0,20.0,28.0,47.0,4.0,2549.0,38.0,3.0,957.0,343.0,88.0,1.0,33.0,208.0,27.0,1.0,1.0,2.0,2.0,1.0,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
