liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Clearances Off the Line,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,GK Successful Distribution,Games Played,Goal Kicks,Goals,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Goals from Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Hit Woodwork,Index,Interceptions,Key Passes (Attempt Assists),Last Player Tackle,Leftside Passes,Offsides,Open Play Passes,Overruns,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Right Foot Goals,Rightside Passes,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Substitute On,Successful Dribbles,Successful Launches,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Through balls,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Saved,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Successful Crosses & Corners,Successful Crosses open play,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Assists (Intentional),Attempts from Set Pieces,Corners Taken (incl short corners),Goal Assists,Goals from Outside Box,Handballs conceded,Second Goal Assists,Throw Ins to Opposition Player,Successful Corners into Box,Unsuccessful Corners into Box,Own Goal Scored,Foul Won Penalty,Goals Openplay,Left Foot Goals,Penalties Conceded,Total Big Chances Scored,Unsuccessful lay-offs,Catches,Drops,GK Unsuccessful Distribution,Goalkeeper Smother,Penalties Faced,Penalties Saved,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves from Penalty,Saves made - caught,Saves made - parried,Red Cards - 2nd Yellow,Total Red Cards,Headed Goals,Penalties Off Target,Penalties Taken,Penalty Goals,Crosses not Claimed,Straight Red Cards,Set Pieces Goals,Other Goals
Canada_Canadian_Premier_League,2025,Atlético Ottawa,6hmakiuv72jj9hoda4coem978,N. Abatneh,Defender,23,51.0,27.0,24.0,25.0,77.0,1.0,15.0,439.0,10.0,1.0,2.0,135.0,55.0,80.0,9.0,562.0,9.0,66.0,25.0,66.0,1.0,23.0,21.0,2.0,1.0,84.0,28.0,56.0,1.0,10.0,25.0,4.0,1.0,625.0,1.0,1890.0,1.0,2.0,262.0,9.0,7.0,72.0,1.0,720.0,6.0,4.0,24.0,3.0,1.0,5.0,11.0,1.0,81.0,1798.0,316.0,1572.0,1807.0,12.0,11.0,1.0,1.0,2186.0,6.0,1.0,2.0,1.0,109.0,15.0,28.0,113.0,1984.0,10.0,1888.0,23.0,15.0,96.0,2258.0,3.0,29.0,55.0,55.0,41.0,41.0,5.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Atlético Ottawa,2a0ruwky9web8r2rm4jsgsx04,A. Álvarez,Forward,24,,,,3.0,3.0,,,17.0,,,1.0,9.0,5.0,4.0,,3.0,,,3.0,,,1.0,1.0,,,9.0,5.0,4.0,1.0,10.0,1.0,1.0,,11.0,,18.0,,,8.0,1.0,,3.0,,1.0,1.0,1.0,,,3.0,1.0,,,,16.0,10.0,7.0,16.0,,,,,57.0,4.0,,,,1.0,,3.0,11.0,18.0,2.0,16.0,,2.0,2.0,37.0,2.0,,1.0,2.0,1.0,1.0,,,,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Atlético Ottawa,622w13rktz2os2jlo286col3p,M. Aparicio,Midfielder,10,48.0,19.0,29.0,30.0,314.0,9.0,7.0,409.0,7.0,,16.0,347.0,168.0,179.0,91.0,556.0,35.0,,30.0,,1.0,27.0,25.0,2.0,,299.0,149.0,150.0,2.0,10.0,43.0,29.0,,526.0,2.0,1875.0,1.0,2.0,165.0,82.0,42.0,169.0,1.0,516.0,22.0,12.0,29.0,9.0,1.0,28.0,4.0,61.0,98.0,1608.0,793.0,855.0,1545.0,33.0,55.0,7.0,37.0,2608.0,50.0,14.0,3.0,,38.0,59.0,34.0,401.0,1912.0,34.0,1643.0,88.0,36.0,269.0,2475.0,16.0,33.0,85.0,224.0,57.0,184.0,6.0,1.0,0.0,0.0,5.0,5.0,12.0,12.0,5.0,5.0,1.0,7.0,1.0,3.0,1.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Atlético Ottawa,8texi81doeqhy7eu6fnhrstbe,J. Assi,Forward,14,,,,5.0,8.0,,,7.0,,,,7.0,5.0,2.0,9.0,8.0,2.0,,5.0,,,2.0,2.0,,,7.0,5.0,2.0,,10.0,,,,6.0,,23.0,,,4.0,1.0,,3.0,,1.0,,,,,5.0,2.0,,,2.0,18.0,10.0,8.0,16.0,,,,1.0,55.0,,,,,3.0,3.0,,6.0,23.0,,18.0,,,5.0,30.0,,1.0,1.0,5.0,1.0,4.0,2.0,,,0.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Atlético Ottawa,90guns09mguhjj0yacn0gsn9x,J. Castro,Midfielder,2,17.0,12.0,5.0,27.0,308.0,6.0,7.0,261.0,2.0,,5.0,157.0,71.0,86.0,37.0,297.0,13.0,,27.0,,,22.0,19.0,3.0,,140.0,59.0,81.0,,10.0,20.0,20.0,,420.0,,1482.0,,2.0,139.0,36.0,13.0,115.0,,489.0,10.0,4.0,27.0,21.0,,24.0,2.0,54.0,87.0,1361.0,612.0,785.0,1306.0,14.0,16.0,3.0,2.0,2124.0,29.0,1.0,,,25.0,22.0,27.0,181.0,1514.0,14.0,1393.0,30.0,8.0,121.0,1779.0,8.0,17.0,43.0,88.0,42.0,78.0,7.0,,,0.0,4.0,1.0,9.0,4.0,1.0,,9.0,4.0,,1.0,,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Atlético Ottawa,55pbfqu5om60d5zehxbvwymi2,L. Cloutier,Defender,28,44.0,18.0,26.0,26.0,139.0,,12.0,413.0,9.0,,2.0,117.0,49.0,68.0,42.0,704.0,8.0,11.0,26.0,11.0,,25.0,24.0,1.0,,73.0,31.0,42.0,,10.0,38.0,7.0,2.0,692.0,,1818.0,1.0,2.0,186.0,27.0,14.0,70.0,,335.0,4.0,1.0,25.0,4.0,1.0,2.0,13.0,,63.0,1647.0,501.0,1193.0,1631.0,9.0,23.0,1.0,67.0,2265.0,8.0,1.0,2.0,,104.0,16.0,8.0,222.0,1870.0,5.0,1694.0,32.0,7.0,176.0,2225.0,4.0,50.0,87.0,118.0,65.0,89.0,2.0,,,0.0,,,7.0,7.0,1.0,,,2.0,,1.0,,25.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Atlético Ottawa,7h7b3ahb5mki2mlfxvh5ftyc4,J. Coulanges,Defender,20,11.0,9.0,2.0,20.0,100.0,,2.0,91.0,,,3.0,94.0,50.0,44.0,47.0,41.0,9.0,,20.0,,2.0,7.0,6.0,1.0,2.0,83.0,41.0,42.0,,10.0,7.0,11.0,,4.0,2.0,226.0,7.0,1.0,55.0,8.0,5.0,31.0,1.0,81.0,2.0,6.0,6.0,6.0,14.0,10.0,1.0,,3.0,188.0,103.0,87.0,185.0,4.0,19.0,,14.0,594.0,21.0,1.0,,,10.0,16.0,9.0,90.0,226.0,8.0,188.0,23.0,26.0,38.0,382.0,12.0,3.0,3.0,33.0,14.0,35.0,1.0,1.0,1.0,0.0,2.0,2.0,9.0,9.0,,,,,,1.0,,1.0,,,,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Atlético Ottawa,c0xmbp19y55o88rgdrcf83p5g,T. Crampton,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Atlético Ottawa,79pboh9mzuchik3r2027wntgp,A. Đidić,Defender,55,9.0,5.0,4.0,4.0,21.0,,2.0,27.0,,,,20.0,12.0,8.0,,80.0,4.0,,4.0,,,4.0,3.0,1.0,,11.0,7.0,4.0,,10.0,6.0,,,77.0,,185.0,,,14.0,4.0,1.0,16.0,,10.0,3.0,,4.0,1.0,,,1.0,,12.0,171.0,33.0,141.0,162.0,1.0,3.0,,5.0,302.0,,,,,14.0,5.0,,21.0,188.0,3.0,174.0,4.0,2.0,14.0,234.0,,2.0,5.0,9.0,5.0,9.0,2.0,,,0.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2025,Atlético Ottawa,2gihyqb3qif9zrn8q6dr3h4o9,R. Ennin,Forward,77,2.0,2.0,,2.0,1.0,,,1.0,,,,6.0,6.0,,9.0,,1.0,,2.0,,1.0,,,,1.0,4.0,4.0,,,10.0,,,,2.0,,3.0,,,1.0,,,1.0,1.0,,,1.0,,,2.0,,,,,2.0,1.0,1.0,2.0,,,,,24.0,1.0,,,,,3.0,,8.0,3.0,1.0,2.0,,5.0,1.0,13.0,,,,,1.0,1.0,,0.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
