root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Total Shots,Total Losses Of Possession,Index,Total Fouls Conceded,Substitute Off,Yellow Cards,Games Played,Foul Attempted Tackle,Successful Passes Own Half,PutThrough/Blocked Distribution Won,Total Tackles,Shots Off Target (inc woodwork),Ground Duels lost,Unsuccessful Long Passes,Total Touches In Opposition Box,Successful Open Play Passes,Substitute On,Unsuccessful Passes Opposition Half,Forward Passes,Penalty Goals Conceded,Tackles Won,Successful Short Passes,Touches,Successful Passes Opposition Half,Ground Duels won,PutThrough/Blocked Distribution,Duels,Recoveries,Backward Passes,Time Played,Duels won,Times Tackled,Unsuccessful Passes Own Half,Ground Duels,Open Play Passes,Goals Conceded,Starts,Leftside Passes,Unsuccessful Dribbles,Unsuccessful Short Passes,Appearances,Shots On Target ( inc goals ),Total Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Aerial Duels lost,Corners Won,Aerial Duels won,Aerial Duels,Rightside Passes,Duels lost,Key Passes (Attempt Assists),Home Goals,Away Goals,Winning Goal,Successful Long Passes,Total Fouls Won,Foul Won Penalty,Tackles Lost,Assists (Intentional),Successful Crosses & Corners,Total Clearances,Successful Dribbles,Hit Woodwork,Offsides,Goals from Inside Box,Goal Assists,Goals,Interceptions,Unsuccessful Crosses open play,Successful Lay-offs,Successful Crosses open play,Unsuccessful Crosses & Corners,Right Foot Goals,Throw Ins to Opposition Player,Throw Ins to Own Player,Blocked Shots,Unsuccessful Launches,Punches,Penalties Saved,Successful Launches,Catches,Saves Made,Saves from Penalty,Clean Sheets,Penalties Faced,Saves Made from Outside Box,GK Unsuccessful Distribution,GK Successful Distribution,Saves Made from Inside Box,Saves made - parried,Through balls,Corners Taken (incl short corners),Blocks,Set Pieces Goals,Unsuccessful Corners into Box,Successful Corners into Box,Attempts from Set Pieces,Goals from Outside Box,Penalties Conceded,Penalty Goals,Unsuccessful lay-offs,Penalties Taken,Handballs conceded,Left Foot Goals,Headed Goals,Goalkeeper Smother,Total Red Cards,Straight Red Cards,Goals Conceded Outside Box,Fifty Fifty,Successful Fifty Fifty,Drops,Clearances Off the Line,Red Cards - 2nd Yellow,Own Goal Scored,Crosses not Claimed,Saves made - caught,Last Man Tackle,Second Goal Assists,Penalties Off Target
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Mexico,Mexico,c2sm93wtigxc9gl3ayobtucph,N. Araújo,Defender,2,1.0,33.0,10.0,6.0,2.0,,5.0,2.0,173.0,,2.0,1.0,7.0,12.0,6.0,244.0,1.0,16.0,72.0,,2.0,235.0,307.0,76.0,6.0,1.0,31.0,18.0,22.0,367.0,17.0,,17.0,13.0,276.0,1.0,4.0,135.0,,20.0,5.0,,281.0,249.0,1.0,32.0,7.0,1.0,11.0,18.0,52.0,14.0,,0.0,0.0,0.0,14.0,5.0,,,,,4.0,,,,,,,2.0,1.0,,,1.0,,,,,7.0,,,4.0,,,,1.0,,,,,,,,,4.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Mexico,Mexico,87gmnnxvwtr265s3efeziwrft,A. Cervantes,Midfielder,13,,1.0,10.0,,,,1.0,,4.0,,,,1.0,,,10.0,1.0,,4.0,,,10.0,11.0,6.0,,,1.0,1.0,,9.0,,,1.0,1.0,11.0,,,4.0,,1.0,1.0,,11.0,10.0,,1.0,,,,,3.0,1.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Mexico,Mexico,aaw54l5a40rviv8w0um4h12ol,J. Corona,Forward,17,6.0,148.0,10.0,6.0,4.0,,6.0,3.0,61.0,,7.0,4.0,34.0,3.0,51.0,188.0,,86.0,45.0,,3.0,188.0,435.0,149.0,40.0,10.0,79.0,27.0,72.0,527.0,42.0,29.0,7.0,74.0,238.0,1.0,6.0,80.0,14.0,47.0,6.0,2.0,244.0,194.0,1.0,50.0,3.0,9.0,2.0,5.0,47.0,37.0,18.0,0.0,0.0,0.0,6.0,17.0,2.0,4.0,1.0,16.0,2.0,16.0,,,,1.0,,8.0,23.0,7.0,5.0,43.0,,1.0,4.0,3.0,1.0,,,,,,,2.0,,,,,,,2.0,31.0,,,18.0,9.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Mexico,Mexico,5jj07az7i7svdgh5egd1s5dqt,R. Cota,Goalkeeper,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Mexico,Mexico,12fkwhjtu3w5l6lo64dkxn74l,R. Funes Mori,Forward,11,25.0,45.0,10.0,7.0,4.0,,6.0,2.0,26.0,2.0,2.0,9.0,15.0,,47.0,94.0,,29.0,21.0,,1.0,102.0,212.0,76.0,12.0,5.0,49.0,9.0,49.0,529.0,23.0,6.0,5.0,27.0,127.0,1.0,6.0,30.0,2.0,33.0,6.0,16.0,135.0,102.0,1.0,33.0,11.0,1.0,11.0,22.0,35.0,26.0,8.0,1.0,2.0,2.0,,7.0,,1.0,,,3.0,3.0,,4.0,3.0,,3.0,2.0,1.0,11.0,,1.0,2.0,,1.0,6.0,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,3.0,,,,1.0,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Mexico,Mexico,306gjy5xp2u15gh9qwrek551x,J. Gallardo,Midfielder,23,5.0,87.0,10.0,6.0,,3.0,6.0,4.0,87.0,4.0,16.0,4.0,18.0,15.0,18.0,212.0,1.0,47.0,104.0,,6.0,202.0,395.0,130.0,21.0,13.0,48.0,25.0,41.0,488.0,27.0,8.0,19.0,39.0,267.0,2.0,5.0,6.0,3.0,41.0,6.0,1.0,271.0,215.0,2.0,56.0,3.0,7.0,6.0,9.0,120.0,21.0,3.0,0.0,0.0,0.0,13.0,3.0,,10.0,,2.0,8.0,3.0,,2.0,,,,4.0,10.0,1.0,2.0,10.0,,2.0,35.0,1.0,12.0,,,4.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Mexico,Mexico,9uuk73i8obc7ji0dnan352nkl,É. Gutiérrez,Midfielder,14,2.0,37.0,10.0,8.0,3.0,1.0,6.0,5.0,56.0,1.0,6.0,1.0,12.0,7.0,6.0,159.0,3.0,24.0,39.0,,2.0,146.0,229.0,110.0,12.0,5.0,26.0,20.0,29.0,269.0,13.0,3.0,1.0,24.0,180.0,1.0,3.0,56.0,1.0,14.0,6.0,1.0,185.0,164.0,1.0,21.0,1.0,1.0,1.0,2.0,61.0,13.0,4.0,0.0,0.0,0.0,18.0,2.0,,4.0,,2.0,1.0,4.0,,,,,,3.0,,5.0,,4.0,,,,2.0,2.0,,,2.0,,,,,,,,,,,2.0,4.0,,,1.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Mexico,Mexico,14vaaznanx198j577pjs74dlh,H. Herrera,Midfielder,16,14.0,92.0,10.0,11.0,2.0,2.0,6.0,5.0,116.0,5.0,5.0,8.0,28.0,18.0,21.0,376.0,,56.0,124.0,,3.0,341.0,570.0,276.0,31.0,12.0,77.0,50.0,57.0,562.0,39.0,11.0,13.0,59.0,434.0,2.0,6.0,122.0,,41.0,6.0,6.0,447.0,388.0,2.0,59.0,10.0,5.0,8.0,18.0,144.0,38.0,17.0,1.0,0.0,1.0,47.0,16.0,,2.0,1.0,4.0,3.0,10.0,1.0,1.0,1.0,2.0,1.0,5.0,8.0,7.0,3.0,10.0,,,3.0,7.0,7.0,,,,,,,2.0,,,,,,,2.0,2.0,2.0,,1.0,1.0,2.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Mexico,Mexico,cen5nxf8sb8binjr7apt9nb2t,H. Lozano,Forward,22,1.0,2.0,10.0,,1.0,,1.0,,1.0,,,,,,1.0,5.0,,1.0,1.0,,,5.0,8.0,4.0,,,,1.0,1.0,18.0,,,,,5.0,,1.0,,,,1.0,1.0,5.0,5.0,,,,,,,3.0,,,0.0,0.0,0.0,,,,,,,,,,2.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Mexico,Mexico,54kqv02lgadahlv9is64l2ggl,H. Moreno,Defender,15,2.0,35.0,10.0,3.0,1.0,,4.0,2.0,130.0,2.0,4.0,2.0,2.0,19.0,4.0,189.0,,22.0,85.0,,3.0,182.0,257.0,71.0,6.0,3.0,19.0,17.0,12.0,314.0,12.0,,13.0,8.0,222.0,1.0,4.0,27.0,,15.0,4.0,,235.0,201.0,1.0,34.0,5.0,,6.0,11.0,111.0,7.0,1.0,0.0,0.0,0.0,19.0,1.0,,1.0,,,6.0,1.0,,1.0,,,,2.0,1.0,,,1.0,,,,,9.0,,,1.0,,,,2.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Mexico,Mexico,4tahxulohx1q6u5aztkauto0l,J. Orozco,Goalkeeper,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Mexico,Mexico,axrchx0095dg0ydpb1ajj19ed,O. Pineda,Midfielder,10,12.0,59.0,10.0,6.0,3.0,,6.0,5.0,38.0,7.0,6.0,5.0,27.0,1.0,26.0,180.0,1.0,27.0,50.0,,2.0,178.0,325.0,151.0,31.0,11.0,67.0,29.0,55.0,465.0,39.0,19.0,6.0,58.0,211.0,1.0,5.0,36.0,10.0,30.0,6.0,7.0,217.0,186.0,1.0,31.0,1.0,4.0,8.0,9.0,76.0,28.0,10.0,2.0,1.0,0.0,8.0,20.0,,4.0,1.0,3.0,2.0,5.0,,1.0,3.0,1.0,3.0,6.0,1.0,4.0,1.0,2.0,1.0,,2.0,3.0,,,,,,,,2.0,,,,,,,2.0,5.0,,,1.0,2.0,,,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Mexico,Mexico,aul0t01lanfx9qbnosguego9h,R. Pizarro,Forward,24,1.0,13.0,10.0,2.0,,,3.0,2.0,2.0,,,,4.0,,7.0,22.0,3.0,9.0,3.0,,,22.0,41.0,20.0,2.0,3.0,11.0,2.0,8.0,61.0,2.0,1.0,,6.0,26.0,1.0,,9.0,,4.0,3.0,1.0,26.0,22.0,1.0,4.0,5.0,2.0,,5.0,6.0,9.0,1.0,0.0,0.0,0.0,,1.0,,,1.0,,,1.0,,,,1.0,,,5.0,1.0,,5.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Mexico,Mexico,936lj4sgmt36ovtu791nd7ys5,A. Pulido,Forward,9,1.0,12.0,10.0,1.0,,1.0,4.0,1.0,1.0,1.0,,,4.0,,3.0,9.0,4.0,6.0,3.0,,,10.0,30.0,9.0,5.0,1.0,11.0,4.0,8.0,41.0,6.0,3.0,,9.0,15.0,1.0,,3.0,1.0,6.0,4.0,1.0,16.0,10.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,5.0,,0.0,0.0,0.0,,3.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Mexico,Mexico,1tvahhuutqgqeqgox3sm2wd79,L. Rodríguez,Defender,21,2.0,92.0,10.0,12.0,,1.0,6.0,10.0,89.0,8.0,15.0,1.0,22.0,14.0,20.0,256.0,,57.0,104.0,,9.0,243.0,477.0,173.0,33.0,17.0,63.0,35.0,40.0,570.0,39.0,6.0,16.0,55.0,307.0,2.0,6.0,139.0,2.0,38.0,6.0,1.0,310.0,258.0,2.0,52.0,2.0,8.0,6.0,8.0,27.0,24.0,10.0,1.0,0.0,1.0,15.0,7.0,,6.0,2.0,4.0,11.0,11.0,,,1.0,2.0,1.0,14.0,21.0,1.0,4.0,21.0,,6.0,46.0,3.0,9.0,,,3.0,,,,4.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Mexico,Mexico,ayzzitkww58cz1w3b64f65a6t,O. Rodríguez,Defender,5,,23.0,10.0,1.0,1.0,,3.0,,19.0,2.0,3.0,,3.0,3.0,2.0,76.0,2.0,15.0,37.0,,,76.0,120.0,59.0,6.0,6.0,15.0,8.0,10.0,116.0,10.0,,8.0,9.0,90.0,1.0,1.0,10.0,,11.0,3.0,,91.0,77.0,1.0,14.0,2.0,2.0,4.0,6.0,34.0,5.0,1.0,0.0,0.0,0.0,1.0,3.0,,3.0,,1.0,,,,,,,,,9.0,,1.0,9.0,,,8.0,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Mexico,Mexico,6l97gjz7cqyesvghutj2k3nbp,C. Salcedo,Defender,3,3.0,38.0,10.0,10.0,2.0,1.0,6.0,4.0,170.0,1.0,6.0,2.0,13.0,18.0,3.0,287.0,2.0,21.0,123.0,,5.0,266.0,388.0,134.0,8.0,4.0,37.0,23.0,17.0,401.0,18.0,2.0,13.0,21.0,321.0,1.0,4.0,99.0,,16.0,6.0,1.0,338.0,304.0,1.0,34.0,6.0,,10.0,16.0,99.0,19.0,2.0,0.0,0.0,0.0,38.0,1.0,,1.0,,,14.0,2.0,,,,,,7.0,,,,,,,2.0,,7.0,,,2.0,,,,2.0,,,,,,,,,4.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Gold_Cup,2021,Mexico,Mexico,cpg8165qhgz3a2f516gptktbe,G. Sepúlveda,Defender,19,,6.0,10.0,2.0,,,2.0,1.0,11.0,,,,2.0,1.0,1.0,14.0,2.0,2.0,9.0,,,13.0,21.0,3.0,,,6.0,1.0,,22.0,4.0,,3.0,2.0,19.0,1.0,,6.0,,4.0,2.0,,19.0,14.0,1.0,5.0,,,4.0,4.0,4.0,2.0,,0.0,0.0,0.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
