liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Substitute On,Successful Lay-offs,Successful Launches,Goals,Right Foot Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Throw Ins to Own Player,Throw Ins to Opposition Player,Offsides,Goals from Outside Box,Attempts from Set Pieces,Left Foot Goals,Headed Goals,Handballs conceded,Hit Woodwork,Penalties Taken,Penalty Goals,GK Successful Distribution,Total Red Cards,Red Cards - 2nd Yellow,Penalties Conceded,Unsuccessful lay-offs,Saves Made,Crosses not Claimed,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Own Goal Scored,Clearances Off the Line,Straight Red Cards,Penalties Saved,Saves from Penalty,Set Pieces Goals,Foul Won Penalty,Last Man Tackle,Second Goal Assists,Penalties Off Target,Times Tackled,Penalty Goals Conceded,Home Goals,Away Goals,Winning Goal,Overruns,Goal Kicks,Other Goals
Mexico_Liga_MX,2016-2017,CF América,14bw0a2azjioiorlbhhhbul05,P. Aguilar,Defender,12,1.0,810.0,,1.0,2.0,,,356.0,1.0,26.0,,100.0,11.0,3.0,29.0,2.0,6.0,4.0,10.0,89.0,188.0,10.0,51.0,368.0,,12.0,,269.0,6.0,7.0,80.0,,131.0,4.0,51.0,1.0,41.0,9.0,6.0,30.0,506.0,,9.0,7.0,5.0,29.0,155.0,12.0,10.0,42.0,1.0,19.0,,3.0,30.0,1.0,69.0,38.0,10.0,1.0,9.0,,,17.0,56.0,,278.0,288.0,40.0,4.0,,,9.0,27.0,1.0,24.0,12.0,30.0,4.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,CF América,9l8qfxmpixwldis1pfua1fs2d,P. Aguilar,Defender,22,4.0,405.0,,1.0,1.0,,,148.0,7.0,22.0,1.0,79.0,,1.0,9.0,4.0,1.0,1.0,4.0,51.0,41.0,11.0,20.0,148.0,1.0,7.0,2.0,107.0,6.0,4.0,29.0,,9.0,1.0,27.0,3.0,17.0,5.0,4.0,6.0,257.0,,5.0,1.0,2.0,31.0,63.0,8.0,10.0,23.0,3.0,12.0,1.0,4.0,8.0,1.0,43.0,6.0,7.0,4.0,5.0,,,16.0,54.0,,119.0,119.0,12.0,1.0,,,9.0,20.0,2.0,10.0,15.0,33.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,CF América,2no70cbu5f35u2cb4z51jgwrt,L. Amador,Midfielder,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,CF América,2cfx91xbtxd0t0loo83huz1lh,M. Arroyo,Forward,11,6.0,927.0,3.0,9.0,,1.0,1.0,324.0,20.0,72.0,14.0,202.0,3.0,3.0,7.0,1.0,18.0,4.0,1.0,151.0,90.0,7.0,59.0,344.0,4.0,23.0,16.0,254.0,9.0,26.0,66.0,13.0,150.0,23.0,93.0,11.0,31.0,10.0,4.0,15.0,533.0,54.0,13.0,8.0,,78.0,82.0,43.0,10.0,40.0,8.0,24.0,1.0,13.0,4.0,7.0,83.0,1.0,13.0,42.0,13.0,31.0,2.0,42.0,40.0,1.0,258.0,278.0,5.0,2.0,3.0,,5.0,43.0,2.0,2.0,36.0,4.0,,2.0,,15.0,,,1.0,1.0,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,CF América,av5uo0p5jq933l06f12zt9mtx,G. Burón,Defender,3,2.0,113.0,1.0,,2.0,,,32.0,,8.0,,15.0,,1.0,,3.0,,,,14.0,9.0,6.0,8.0,32.0,2.0,3.0,,21.0,1.0,,8.0,,,,8.0,,4.0,2.0,4.0,2.0,61.0,,3.0,2.0,,13.0,12.0,1.0,10.0,8.0,,3.0,,2.0,,,13.0,4.0,1.0,2.0,3.0,,,5.0,12.0,,24.0,24.0,,,,,4.0,5.0,2.0,1.0,8.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,CF América,binlfixspmuzid9947vx0xsyd,William,Midfielder,7,1.0,1516.0,,4.0,,,,557.0,4.0,71.0,,280.0,3.0,6.0,21.0,14.0,14.0,6.0,9.0,125.0,213.0,33.0,55.0,569.0,1.0,27.0,23.0,455.0,13.0,22.0,76.0,,191.0,11.0,61.0,4.0,94.0,17.0,22.0,17.0,768.0,,17.0,20.0,2.0,141.0,137.0,7.0,10.0,74.0,8.0,38.0,,15.0,3.0,11.0,153.0,7.0,19.0,2.0,17.0,,,70.0,170.0,,483.0,493.0,12.0,7.0,1.0,,18.0,79.0,15.0,16.0,71.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,CF América,cfth80ffvgnveork3pqd14atx,C. Domínguez,Forward,10,6.0,466.0,,3.0,,3.0,1.0,116.0,5.0,32.0,11.0,78.0,,,4.0,1.0,4.0,2.0,3.0,92.0,24.0,7.0,33.0,128.0,2.0,8.0,13.0,83.0,2.0,11.0,37.0,11.0,47.0,14.0,49.0,3.0,20.0,6.0,5.0,3.0,263.0,20.0,6.0,,,73.0,28.0,21.0,10.0,41.0,7.0,8.0,1.0,21.0,2.0,11.0,78.0,1.0,4.0,15.0,6.0,7.0,,34.0,21.0,3.0,80.0,91.0,5.0,2.0,,2.0,6.0,37.0,1.0,4.0,39.0,2.0,1.0,2.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,CF América,5ot0lp51oh0zuxmuiah55b7px,P. Goltz,Defender,2,1.0,810.0,,,1.0,,,472.0,1.0,23.0,,123.0,10.0,1.0,26.0,8.0,4.0,4.0,14.0,50.0,315.0,14.0,20.0,484.0,,7.0,2.0,399.0,6.0,5.0,46.0,,143.0,2.0,33.0,4.0,31.0,9.0,9.0,14.0,594.0,,9.0,3.0,7.0,33.0,162.0,10.0,10.0,32.0,1.0,39.0,,6.0,10.0,,57.0,27.0,10.0,1.0,9.0,,,11.0,156.0,,428.0,438.0,24.0,4.0,,,9.0,25.0,5.0,21.0,22.0,3.0,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,CF América,e5fjov7uu4d5wbbdo7uayn5cl,J. Guerrero,Defender,21,,1150.0,3.0,8.0,3.0,,,691.0,,83.0,1.0,302.0,16.0,5.0,26.0,6.0,,5.0,12.0,118.0,318.0,38.0,67.0,712.0,4.0,14.0,8.0,576.0,10.0,,93.0,,157.0,3.0,69.0,,63.0,13.0,15.0,24.0,888.0,,16.0,10.0,4.0,88.0,242.0,1.0,10.0,63.0,,43.0,1.0,10.0,7.0,,107.0,26.0,15.0,,16.0,,,32.0,230.0,,599.0,619.0,19.0,6.0,,,29.0,44.0,9.0,25.0,56.0,23.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,CF América,dh9uepuoe9cudkwnspfq3v4r9,J. Güémez,Midfielder,5,1.0,218.0,7.0,6.0,,,,100.0,,18.0,,43.0,2.0,1.0,5.0,1.0,,1.0,2.0,26.0,36.0,3.0,17.0,101.0,1.0,5.0,1.0,71.0,2.0,1.0,22.0,,26.0,,18.0,,13.0,1.0,2.0,5.0,130.0,,8.0,3.0,,17.0,34.0,2.0,10.0,13.0,1.0,8.0,,6.0,3.0,,22.0,6.0,3.0,1.0,8.0,,,7.0,23.0,,79.0,79.0,5.0,,,,3.0,9.0,,5.0,10.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
