liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Successful Launches,Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Set Pieces Goals,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Substitute On,Successful Lay-offs,Shots Off Target (inc woodwork),Foul Attempted Tackle,Blocks,Goal Assists,Through balls,Unsuccessful lay-offs,Saves Made,GK Successful Distribution,Punches,Goalkeeper Smother,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Right Foot Goals,Penalties Off Target,Foul Won Penalty,Hit Woodwork,Assists (Intentional),Goals from Inside Box,Penalties Taken,Penalty Goals,Clean Sheets,Drops,Penalties Faced,Penalties Conceded,Own Goal Scored,Total Red Cards,Red Cards - 2nd Yellow,Headed Goals,Clearances Off the Line,Straight Red Cards,Second Goal Assists,Penalty Goals Conceded,Other Goals,Crosses not Claimed,Penalties Saved,Saves from Penalty,Last Man Tackle,Times Tackled,Home Goals,Away Goals,Winning Goal,Goal Kicks
USA_USL_Championship,2018,Pittsburgh Riverhounds SC,cnyz9by7c5ws261h9i0t03xl,T. Adewole,Defender,2,3.0,,1797.0,1.0,11.0,1.0,742.0,1.0,47.0,,190.0,48.0,1.0,90.0,16.0,1.0,48.0,224.0,376.0,25.0,,108.0,764.0,1.0,17.0,4.0,510.0,18.0,4.0,198.0,,249.0,1.0,136.0,2.0,4.0,80.0,20.0,25.0,65.0,1039.0,,24.0,92.0,,348.0,16.0,10.0,139.0,2.0,,56.0,,35.0,77.0,,217.0,94.0,19.0,,3.0,24.0,,,30.0,120.0,549.0,566.0,125.0,18.0,78.0,7.0,40.0,62.0,4.0,,2.0,5.0,7.0,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,8.0,,,,,,,,2.0,,,,,,,,,,,,,
USA_USL_Championship,2018,Pittsburgh Riverhounds SC,9vxqs0m1761e826smkvzcxp05,O. Banjo,Forward,18,1.0,2.0,472.0,,,1.0,136.0,9.0,35.0,,62.0,,,5.0,3.0,1.0,33.0,97.0,29.0,2.0,,51.0,147.0,3.0,7.0,4.0,85.0,6.0,8.0,56.0,,30.0,7.0,55.0,1.0,,17.0,4.0,10.0,2.0,222.0,,14.0,29.0,,49.0,28.0,10.0,25.0,2.0,,6.0,,8.0,12.0,2.0,74.0,1.0,7.0,1.0,1.0,14.0,,1.0,16.0,33.0,80.0,91.0,45.0,1.0,49.0,1.0,,13.0,10.0,7.0,6.0,3.0,,1.0,2.0,1.0,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2018,Pittsburgh Riverhounds SC,cn8fovjei9tdslashum11dp05,N. Brett,Midfielder,9,13.0,31.0,2327.0,1.0,2.0,15.0,572.0,14.0,175.0,4.0,311.0,11.0,1.0,23.0,14.0,1.0,141.0,334.0,92.0,15.0,,181.0,603.0,9.0,22.0,13.0,380.0,17.0,68.0,204.0,,134.0,26.0,196.0,17.0,1.0,74.0,25.0,31.0,22.0,942.0,1.0,34.0,127.0,2.0,167.0,171.0,10.0,80.0,38.0,1.0,19.0,4.0,25.0,27.0,10.0,295.0,9.0,18.0,5.0,14.0,34.0,1.0,3.0,74.0,127.0,369.0,399.0,168.0,11.0,215.0,4.0,8.0,53.0,9.0,65.0,30.0,3.0,2.0,8.0,5.0,19.0,,,,,,,,,,,8.0,,2.0,,4.0,13.0,1.0,,8.0,,,,,,,2.0,,,,,,,,,,,,,,
USA_USL_Championship,2018,Pittsburgh Riverhounds SC,44eotjblzql8p67hy956c1bkl,D. Chin,Forward,15,,,46.0,,,,17.0,,5.0,,11.0,,,,,,5.0,6.0,3.0,,,3.0,17.0,,,1.0,14.0,,1.0,3.0,,5.0,,3.0,,,1.0,,1.0,,24.0,,5.0,2.0,,3.0,1.0,10.0,1.0,,,,,,,,7.0,,,,,5.0,,,1.0,4.0,14.0,14.0,5.0,,6.0,,,1.0,5.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2018,Pittsburgh Riverhounds SC,4mrcwdc6kac651lpgxt14g44p,M. Dabo,Midfielder,21,1.0,,1940.0,1.0,7.0,1.0,963.0,3.0,115.0,,399.0,28.0,3.0,41.0,22.0,2.0,49.0,212.0,384.0,85.0,,143.0,967.0,,36.0,,723.0,19.0,4.0,184.0,,256.0,7.0,138.0,1.0,,173.0,20.0,34.0,47.0,1212.0,,25.0,158.0,1.0,312.0,1.0,10.0,138.0,2.0,,60.0,,15.0,40.0,1.0,247.0,18.0,21.0,,1.0,25.0,,2.0,60.0,284.0,780.0,783.0,89.0,60.0,109.0,25.0,45.0,98.0,5.0,8.0,2.0,23.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2018,Pittsburgh Riverhounds SC,41jh7hanms801vg697hywz2sp,J. Dover,Midfielder,5,64.0,6.0,2687.0,299.0,14.0,2.0,1164.0,36.0,210.0,4.0,519.0,45.0,5.0,82.0,43.0,3.0,45.0,611.0,320.0,80.0,,256.0,1173.0,5.0,47.0,33.0,794.0,23.0,17.0,338.0,,72.0,16.0,330.0,5.0,83.0,147.0,30.0,91.0,73.0,2107.0,1.0,31.0,270.0,,514.0,71.0,10.0,200.0,9.0,,41.0,4.0,27.0,62.0,17.0,377.0,46.0,26.0,,65.0,31.0,,3.0,132.0,377.0,826.0,835.0,107.0,53.0,177.0,27.0,58.0,138.0,1.0,8.0,8.0,21.0,8.0,,3.0,,,,,,,,,,,,2.0,,1.0,,,2.0,,,11.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2018,Pittsburgh Riverhounds SC,31s3cxxh3ofgnk51208ekx7mx,B. Fitzpatrick,Midfielder,0,,1.0,169.0,,,1.0,56.0,1.0,13.0,,22.0,1.0,,2.0,1.0,,5.0,33.0,13.0,3.0,,19.0,56.0,1.0,6.0,4.0,35.0,1.0,5.0,21.0,,15.0,2.0,15.0,,,21.0,2.0,4.0,6.0,89.0,,3.0,20.0,,18.0,8.0,10.0,12.0,3.0,,,,3.0,2.0,2.0,27.0,,1.0,,,3.0,,,10.0,10.0,35.0,35.0,7.0,2.0,15.0,1.0,1.0,10.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2018,Pittsburgh Riverhounds SC,1gfsz5cm0jooza42rf98iqvo5,K. Forbes,Midfielder,11,37.0,5.0,2757.0,38.0,5.0,4.0,1857.0,23.0,243.0,21.0,974.0,23.0,1.0,91.0,21.0,3.0,47.0,588.0,598.0,56.0,,273.0,1915.0,6.0,37.0,42.0,1415.0,23.0,43.0,364.0,8.0,533.0,50.0,359.0,21.0,2.0,303.0,29.0,55.0,74.0,2543.0,33.0,34.0,260.0,1.0,685.0,70.0,10.0,160.0,22.0,9.0,136.0,10.0,46.0,17.0,22.0,324.0,19.0,26.0,,69.0,34.0,25.0,6.0,117.0,454.0,1500.0,1551.0,64.0,40.0,164.0,16.0,53.0,143.0,5.0,40.0,21.0,13.0,2.0,8.0,8.0,3.0,,,,,,,,,,,4.0,,,,5.0,3.0,3.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2018,Pittsburgh Riverhounds SC,bnzbojx4ox8a4vvxywxep1ln9,N. Franke,Defender,14,8.0,3.0,401.0,15.0,,,125.0,2.0,29.0,4.0,61.0,6.0,,10.0,10.0,,11.0,73.0,36.0,16.0,,23.0,126.0,3.0,4.0,8.0,88.0,2.0,7.0,33.0,1.0,18.0,3.0,35.0,1.0,2.0,34.0,5.0,16.0,8.0,256.0,4.0,8.0,51.0,,41.0,12.0,10.0,41.0,1.0,,5.0,3.0,10.0,7.0,3.0,69.0,3.0,2.0,,10.0,8.0,2.0,2.0,17.0,38.0,92.0,93.0,18.0,10.0,28.0,6.0,8.0,34.0,3.0,4.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2018,Pittsburgh Riverhounds SC,abdlyfqkgv99u6578v3cb1wb9,C. François,Forward,7,89.0,13.0,2608.0,10.0,2.0,4.0,877.0,41.0,209.0,47.0,544.0,13.0,2.0,24.0,32.0,3.0,66.0,616.0,187.0,32.0,,175.0,883.0,12.0,33.0,62.0,657.0,15.0,46.0,199.0,23.0,246.0,54.0,288.0,21.0,4.0,229.0,29.0,68.0,42.0,1663.0,64.0,33.0,331.0,,164.0,146.0,10.0,160.0,22.0,3.0,27.0,22.0,40.0,29.0,63.0,426.0,10.0,18.0,,131.0,33.0,39.0,6.0,200.0,264.0,679.0,684.0,95.0,24.0,266.0,8.0,15.0,131.0,4.0,30.0,24.0,13.0,1.0,5.0,1.0,6.0,,,,,,,,,,,4.0,,,3.0,5.0,4.0,,,7.0,,,,,,,,,,1.0,,,,,,,,,,,
