root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Unsuccessful Passes Own Half,Successful Open Play Passes,Ground Duels lost,Aerial Duels,Successful Dribbles,Duels won,Backward Passes,Key Passes (Attempt Assists),Throw Ins to Own Player,Tackles Won,Total Unsuccessful Passes ( Excl Crosses & Corners ),Shots On Target ( inc goals ),Substitute On,Forward Passes,Blocked Shots,Aerial Duels lost,Unsuccessful Crosses & Corners,Throw Ins to Opposition Player,Corners Won,Open Play Passes,Handballs conceded,Aerial Duels won,Foul Attempted Tackle,Rightside Passes,Unsuccessful Passes Opposition Half,Unsuccessful Dribbles,Successful Crosses open play,Goals Conceded,Shots Off Target (inc woodwork),Successful Long Passes,Offsides,Unsuccessful Crosses open play,Duels,Total Fouls Conceded,Goals Conceded Inside Box,Yellow Cards,Total Fouls Won,Successful Passes Own Half,Successful Passes Opposition Half,Unsuccessful Short Passes,Total Losses Of Possession,Ground Duels,Index,Successful Crosses & Corners,Penalties Conceded,Penalty Goals Conceded,Successful Lay-offs,Touches,Goals Conceded Outside Box,Leftside Passes,Total Touches In Opposition Box,Total Tackles,Unsuccessful Long Passes,Appearances,Total Successful Passes ( Excl Crosses & Corners ) ,Recoveries,Time Played,Successful Short Passes,PutThrough/Blocked Distribution Won,PutThrough/Blocked Distribution,Games Played,Ground Duels won,Total Shots,Total Passes,Total Clearances,Tackles Lost,Interceptions,Through balls,Unsuccessful Launches,Times Tackled,Blocks,Duels lost,Starts,Home Goals,Away Goals,Winning Goal,Assists (Intentional),Goal Assists,Successful Launches,Substitute Off,Right Foot Goals,Goals,Goals from Inside Box,Left Foot Goals,Red Cards - 2nd Yellow,Foul Won Penalty,Hit Woodwork,Total Red Cards,Penalty Goals,Penalties Taken,Set Pieces Goals,Attempts from Set Pieces,Unsuccessful lay-offs,Headed Goals,Penalties Faced,Last Man Tackle,GK Successful Distribution,Saves Made from Outside Box,Punches,Saves Made from Inside Box,Drops,Clean Sheets,Saves Made,Corners Taken (incl short corners),Catches,Saves made - parried,Saves from Penalty,Saves made - caught,GK Unsuccessful Distribution,Unsuccessful Corners into Box,Penalties Saved,Straight Red Cards,Successful Corners into Box,Second Goal Assists,Goalkeeper Smother,Goals from Outside Box,Clearances Off the Line,Own Goal Scored,Other Goals,Crosses not Claimed,Penalties Off Target
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,New York City FC II,New_York_City_FC_II,6nvi3m06o96k6zv97p8veqwru,K. Acito,Defender,60,4.0,105.0,4.0,2.0,2.0,7.0,7.0,,1.0,2.0,13.0,,1.0,37.0,1.0,2.0,,,,118.0,,,1.0,10.0,9.0,,1.0,3.0,,8.0,,,13.0,1.0,3.0,,1.0,80.0,27.0,8.0,15.0,11.0,10.0,1.0,,,,139.0,,65.0,2.0,4.0,5.0,3.0,106.0,8.0,148.0,98.0,1.0,3.0,3.0,7.0,,119.0,4.0,2.0,1.0,,1.0,2.0,,6.0,2.0,0.0,0.0,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,New York City FC II,New_York_City_FC_II,1p4rbf4wumfagv2ntlewdxey,R. Arévalo,Forward,44,,10.0,2.0,1.0,,11.0,3.0,1.0,2.0,3.0,5.0,,4.0,4.0,,,2.0,,,15.0,,1.0,,3.0,7.0,1.0,1.0,1.0,,,,2.0,13.0,,1.0,,6.0,3.0,10.0,4.0,9.0,12.0,10.0,2.0,,,,37.0,,6.0,,4.0,1.0,4.0,11.0,3.0,49.0,11.0,1.0,1.0,4.0,10.0,,16.0,,1.0,1.0,,,1.0,,2.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,New York City FC II,New_York_City_FC_II,d7efidcaz053ml8l4h19i7fmx,L. Barraza,Goalkeeper,13,13.0,140.0,,,,,,,,,44.0,,,78.0,,,,,,173.0,,,,53.0,31.0,,,8.0,,28.0,,,,,8.0,1.0,,162.0,7.0,4.0,48.0,,10.0,,,,,247.0,,82.0,,,40.0,5.0,169.0,26.0,450.0,141.0,,,5.0,,,213.0,3.0,,,,15.0,,,,5.0,0.0,0.0,0.0,,,5.0,,,,,,,,,,,,,,,,1.0,,33.0,2.0,1.0,9.0,,1.0,11.0,,5.0,1.0,1.0,,9.0,,1.0,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,New York City FC II,New_York_City_FC_II,4k6c9nnzytq9qhc9uol64wg7o,S. Bednarsky,Midfielder,37,36.0,722.0,65.0,34.0,5.0,101.0,125.0,11.0,39.0,30.0,142.0,2.0,1.0,274.0,3.0,19.0,7.0,8.0,4.0,863.0,3.0,15.0,21.0,261.0,113.0,4.0,2.0,27.0,3.0,58.0,3.0,5.0,185.0,31.0,25.0,7.0,41.0,341.0,394.0,107.0,197.0,151.0,10.0,2.0,1.0,4.0,2.0,1135.0,2.0,215.0,16.0,40.0,35.0,20.0,733.0,106.0,1722.0,675.0,11.0,29.0,20.0,86.0,5.0,875.0,11.0,10.0,24.0,,11.0,15.0,6.0,84.0,19.0,0.0,0.0,0.0,1.0,2.0,5.0,3.0,,,,,,,1.0,,,,,,,,,,,,,,,5.0,,2.0,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,New York City FC II,New_York_City_FC_II,abhcwxqh35hbgze01m4ihopyi,J. Beer,Midfielder,31,26.0,441.0,47.0,14.0,13.0,56.0,106.0,20.0,,11.0,104.0,12.0,2.0,156.0,7.0,8.0,33.0,,8.0,545.0,,6.0,12.0,120.0,111.0,6.0,7.0,16.0,8.0,30.0,,23.0,111.0,16.0,14.0,2.0,25.0,150.0,310.0,82.0,180.0,97.0,10.0,10.0,1.0,2.0,2.0,755.0,2.0,172.0,32.0,12.0,22.0,19.0,450.0,54.0,1393.0,420.0,6.0,19.0,19.0,50.0,20.0,554.0,4.0,1.0,13.0,1.0,10.0,23.0,1.0,55.0,17.0,1.0,2.0,0.0,2.0,2.0,,10.0,1.0,3.0,2.0,2.0,,,1.0,,,,,3.0,,,,,,,,,,2.0,,9.0,,,,,,3.0,,,3.0,,,1.0,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,New York City FC II,New_York_City_FC_II,8sydisziijh84elb8dprtlduy,N. Benalcázar,Defender,33,59.0,1511.0,31.0,23.0,4.0,63.0,129.0,8.0,22.0,18.0,140.0,2.0,,524.0,1.0,10.0,8.0,,3.0,1648.0,1.0,13.0,6.0,725.0,89.0,1.0,4.0,26.0,2.0,97.0,,8.0,104.0,11.0,24.0,3.0,23.0,1083.0,499.0,87.0,170.0,81.0,10.0,4.0,1.0,4.0,,1952.0,2.0,340.0,10.0,24.0,53.0,21.0,1578.0,147.0,1890.0,1481.0,9.0,15.0,21.0,50.0,4.0,1718.0,45.0,6.0,36.0,1.0,17.0,5.0,12.0,41.0,21.0,0.0,0.0,3.0,2.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,1.0,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,New York City FC II,New_York_City_FC_II,cwyml9l4tfvb4ceh8tv3au0wk,M. Carrizo,Midfielder,0,7.0,63.0,23.0,1.0,5.0,16.0,21.0,3.0,4.0,4.0,29.0,3.0,4.0,26.0,,1.0,8.0,,2.0,89.0,,,1.0,17.0,30.0,7.0,,9.0,2.0,9.0,1.0,1.0,40.0,1.0,9.0,,6.0,24.0,41.0,27.0,65.0,39.0,10.0,1.0,,,,160.0,,29.0,8.0,5.0,2.0,7.0,64.0,9.0,292.0,55.0,2.0,3.0,7.0,16.0,5.0,93.0,1.0,1.0,,,2.0,16.0,,24.0,3.0,0.0,0.0,0.0,,,,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,6.0,,,,,,4.0,,,1.0,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,New York City FC II,New_York_City_FC_II,94tdcabgd9rq3vf901kpxyj8,K. Da Costa,Midfielder,76,,2.0,,1.0,,1.0,,,,,1.0,,1.0,,,,,,,3.0,,1.0,,3.0,1.0,,,,,,,,1.0,,,,,2.0,,1.0,2.0,,10.0,,,,,4.0,,,,,,1.0,2.0,,1.0,2.0,,,1.0,,,3.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,New York City FC II,New_York_City_FC_II,ck71v8brvqxzz905c5o9966ay,J. Denis,Forward,38,17.0,455.0,57.0,13.0,13.0,61.0,181.0,40.0,10.0,16.0,99.0,30.0,3.0,106.0,13.0,7.0,64.0,,30.0,551.0,,6.0,12.0,206.0,146.0,20.0,5.0,19.0,15.0,24.0,9.0,20.0,125.0,13.0,18.0,3.0,22.0,116.0,401.0,84.0,241.0,112.0,10.0,31.0,,4.0,2.0,916.0,1.0,92.0,98.0,20.0,15.0,18.0,486.0,51.0,1351.0,462.0,10.0,29.0,18.0,55.0,45.0,585.0,1.0,4.0,3.0,1.0,,37.0,,64.0,15.0,5.0,9.0,4.0,3.0,3.0,,7.0,13.0,14.0,11.0,1.0,,1.0,2.0,,6.0,6.0,3.0,15.0,1.0,,,,,,,,,1.0,,74.0,,,,,,32.0,,,20.0,,,3.0,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,New York City FC II,New_York_City_FC_II,cf5cnymq2xkzjczfy4zk905qs,F. Di Ponzio,Midfielder,64,15.0,177.0,22.0,7.0,1.0,35.0,46.0,6.0,,5.0,39.0,2.0,5.0,66.0,3.0,4.0,7.0,,4.0,213.0,2.0,3.0,5.0,52.0,31.0,1.0,,12.0,5.0,7.0,3.0,2.0,61.0,8.0,11.0,1.0,15.0,72.0,115.0,30.0,69.0,54.0,10.0,1.0,,1.0,,327.0,1.0,61.0,7.0,16.0,9.0,11.0,186.0,26.0,603.0,179.0,10.0,16.0,11.0,32.0,7.0,225.0,3.0,11.0,9.0,,4.0,7.0,1.0,26.0,6.0,0.0,0.0,0.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,6.0,,,,,,3.0,,,1.0,,,,,,,,
