liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Goals Conceded Inside Box,Starts,Appearances,Index,Goals Conceded,Games Played,Substitute Off,Yellow Cards,Substitute On,Goals,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Open Play Passes,Successful Passes Opposition Half,Aerial Duels lost,Total Passes,Touches,Total Touches In Opposition Box,Successful Long Passes,Duels,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Duels lost,Saves Made,GK Successful Distribution,Unsuccessful Launches,Unsuccessful Long Passes,Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Successful Short Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Unsuccessful Passes Own Half,Catches,Forward Passes,Saves Made from Outside Box,Saves made - parried,Total Clearances,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Throw Ins to Own Player,Backward Passes,Interceptions,Penalties Conceded,Successful Launches,Corners Won,Total Tackles,Total Fouls Conceded,Foul Attempted Tackle,Ground Duels,Duels won,Total Fouls Won,Aerial Duels won,Ground Duels lost,Tackles Won,Ground Duels won,Unsuccessful Crosses open play,Unsuccessful Crosses & Corners,Tackles Lost,PutThrough/Blocked Distribution,Blocks,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Total Shots,Handballs conceded,Successful Crosses & Corners,Successful Corners into Box,Blocked Shots,Corners Taken (incl short corners),Shots On Target ( inc goals ),Unsuccessful Corners into Box,Attempts from Set Pieces,Successful Crosses open play,Successful Dribbles,Throw Ins to Opposition Player,Successful Lay-offs,Right Foot Goals,Unsuccessful Dribbles,Goals from Inside Box,Penalties Taken,Penalty Goals,Hit Woodwork,Foul Won Penalty,Offsides,Through balls,Goals Conceded Outside Box,Assists (Intentional),Goal Assists,Unsuccessful lay-offs,Punches,Drops,Headed Goals,Left Foot Goals,Clean Sheets,Goals from Outside Box,Penalties Off Target,Goalkeeper Smother,Clearances Off the Line,Set Pieces Goals,Times Tackled,Home Goals,Away Goals,Winning Goal,Goal Kicks,Second Goal Assists,Own Goal Scored,Other Goals,Last Man Tackle
USA_US_Open_Cup,2017,Burlingame Dragons FC,731z6wbm566473nzg4itiufop,K. Arramdani,Forward,3.0,72.0,2.0,1.0,1.0,10.0,2.0,1.0,1.0,,,,,,,7.0,2.0,,7.0,18.0,,1.0,7.0,3.0,2.0,2.0,,2.0,,,2.0,3.0,6.0,,2.0,1.0,5.0,,,5.0,2.0,,,3.0,,,1.0,,,,,,1.0,2.0,,,,3.0,,,7.0,5.0,1.0,,2.0,3.0,5.0,,,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Burlingame Dragons FC,3qw81ws1dvf6ye83m2sd9vje1,T. Blackmon,Forward,18.0,90.0,2.0,1.0,1.0,10.0,2.0,1.0,,1.0,,,,,,25.0,9.0,,28.0,47.0,1.0,1.0,6.0,8.0,16.0,19.0,2.0,1.0,,,3.0,3.0,20.0,10.0,6.0,18.0,9.0,3.0,,10.0,3.0,1.0,,12.0,,,1.0,,,,,2.0,5.0,,,1.0,,3.0,1.0,1.0,4.0,5.0,,2.0,1.0,3.0,3.0,2.0,2.0,,,1.0,,,,,,,1.0,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Burlingame Dragons FC,2cu66bftphg0w6ub2dd5afn55,B. Castro,Defender,5.0,90.0,2.0,1.0,1.0,10.0,2.0,1.0,,,,,,,,16.0,6.0,1.0,17.0,34.0,1.0,4.0,7.0,2.0,11.0,12.0,2.0,4.0,,,1.0,1.0,10.0,6.0,4.0,8.0,5.0,4.0,,6.0,1.0,1.0,,10.0,,,3.0,,,,,5.0,1.0,,,2.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,,,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Burlingame Dragons FC,3e6uunkhqejhgqidog3kh8fe1,J. Cervantes,Midfielder,10.0,8.0,,,1.0,10.0,,1.0,,,1.0,,,,,1.0,,,1.0,4.0,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Burlingame Dragons FC,cwdemh6p1duh71o09fgg6pgb9,J. Cox,Midfielder,14.0,90.0,2.0,1.0,1.0,10.0,2.0,1.0,,,,1.0,,,,11.0,3.0,,11.0,19.0,1.0,1.0,2.0,,5.0,5.0,,2.0,,,,2.0,12.0,2.0,4.0,4.0,6.0,4.0,,4.0,,2.0,,4.0,,,,,,,,,3.0,,,,,,,,2.0,,,,2.0,,,,,,1.0,,1.0,,1.0,,,,,,1.0,,,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Burlingame Dragons FC,5awh4n030529lufl6955u02y1,C. Koski,Midfielder,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Burlingame Dragons FC,4509thv388ui91pr6exfdkfkl,J. Morton,Defender,0.0,90.0,2.0,1.0,1.0,10.0,2.0,1.0,,,,,,,,32.0,8.0,,34.0,46.0,,7.0,6.0,9.0,18.0,19.0,1.0,2.0,,,6.0,10.0,17.0,11.0,5.0,12.0,15.0,5.0,,9.0,2.0,6.0,,17.0,,,3.0,,,,,,3.0,1.0,,2.0,,3.0,1.0,1.0,5.0,4.0,1.0,1.0,2.0,2.0,3.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Burlingame Dragons FC,126qsftg5at8fs1x93gpsfw89,M. North,Goalkeeper,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Burlingame Dragons FC,392jplbglhdpwcgfsjgk7ggyx,K. O'Mahoney,Midfielder,0.0,90.0,2.0,1.0,1.0,10.0,2.0,1.0,,,,,,,,21.0,2.0,2.0,21.0,29.0,,,5.0,6.0,12.0,12.0,2.0,3.0,,,2.0,2.0,11.0,10.0,7.0,12.0,9.0,3.0,,4.0,4.0,6.0,,9.0,,,,,,,,1.0,3.0,1.0,,,,1.0,1.0,1.0,3.0,2.0,1.0,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Burlingame Dragons FC,7fs5uzwkxangauzsrg4yfv7xl,E. Odiase,Midfielder,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Burlingame Dragons FC,d1vji3scpnfvmmo8lnkogbld5,R. Onizuka,Midfielder,7.0,18.0,,,1.0,10.0,,1.0,,,1.0,,,,,7.0,1.0,,8.0,10.0,1.0,,1.0,3.0,3.0,3.0,,,,,2.0,3.0,5.0,2.0,2.0,3.0,5.0,2.0,,5.0,,,,3.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Burlingame Dragons FC,5s5uuzodbj23fdihzkxbkfqol,E. Padilla,Forward,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Burlingame Dragons FC,d98qxvxg6sljnoxfwk9aan2zt,J. Partida,Midfielder,2.0,90.0,2.0,1.0,1.0,10.0,2.0,1.0,,,,,,,,17.0,8.0,,18.0,28.0,1.0,1.0,10.0,5.0,11.0,12.0,1.0,5.0,,,2.0,3.0,8.0,5.0,3.0,11.0,6.0,1.0,1.0,6.0,2.0,,,11.0,,,,,,,,,1.0,1.0,,,,3.0,3.0,2.0,9.0,5.0,1.0,1.0,5.0,3.0,4.0,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Burlingame Dragons FC,4nyhwdvoa9cqdql8d0v151cyx,R. Prieur,Goalkeeper,1.0,90.0,2.0,1.0,1.0,10.0,2.0,1.0,,,,,,,,14.0,2.0,,30.0,38.0,1.0,4.0,1.0,3.0,6.0,9.0,,,3.0,3.0,10.0,20.0,22.0,7.0,1.0,5.0,21.0,3.0,,19.0,10.0,2.0,,24.0,2.0,1.0,1.0,1.0,,,11.0,,,,,1.0,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Burlingame Dragons FC,777irocsl9y6fja05sevniy95,C. Riley,Midfielder,20.0,82.0,2.0,1.0,1.0,10.0,2.0,1.0,1.0,,,,,,,17.0,6.0,,18.0,28.0,,2.0,7.0,4.0,10.0,11.0,,5.0,,,1.0,2.0,9.0,5.0,5.0,9.0,7.0,4.0,,6.0,2.0,1.0,,6.0,,,1.0,,,,,4.0,4.0,,,2.0,,1.0,3.0,2.0,7.0,2.0,1.0,,5.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Burlingame Dragons FC,f3rlb9hxfeinp8citbgwk5fc9,G. Silveira,Forward,8.0,90.0,2.0,1.0,1.0,10.0,2.0,1.0,,,,,,,,25.0,7.0,2.0,27.0,35.0,2.0,3.0,9.0,5.0,13.0,14.0,3.0,6.0,,,2.0,2.0,15.0,7.0,11.0,11.0,13.0,5.0,2.0,9.0,,4.0,,12.0,,,,,,,,,5.0,1.0,,2.0,,1.0,3.0,3.0,6.0,3.0,2.0,1.0,4.0,1.0,2.0,,,,2.0,1.0,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Burlingame Dragons FC,1ctss2z2tpm8e1lhettjgr8q1,B. Simon,Midfielder,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2017,Burlingame Dragons FC,5xvd39nk3aus1j6s0m9e1gwdl,M. Wiesenfarth,Forward,19.0,90.0,2.0,1.0,1.0,10.0,2.0,1.0,,,,,,,,10.0,1.0,2.0,11.0,22.0,2.0,1.0,9.0,3.0,4.0,4.0,3.0,4.0,,,2.0,2.0,13.0,3.0,5.0,3.0,7.0,2.0,,7.0,1.0,1.0,,4.0,,,,,,,,,2.0,,,1.0,,2.0,2.0,2.0,6.0,5.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
