liga,temporada,equipo,id,nombre,posicion,dorsal,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Crosses open play,Unsuccessful Crosses & Corners,Through balls,Total Clearances,Penalty Goals Conceded,Unsuccessful Passes Own Half,Successful Long Passes,Index,Clean Sheets,Leftside Passes,Unsuccessful Launches,Successful Dribbles,Open Play Passes,Interceptions,PutThrough/Blocked Distribution Won,Successful Passes Own Half,Successful Open Play Passes,Aerial Duels lost,Total Fouls Won,Key Passes (Attempt Assists),Blocks,Unsuccessful Long Passes,Times Tackled,Tackles Won,Successful Short Passes,Goals Conceded Outside Box,Throw Ins to Own Player,PutThrough/Blocked Distribution,Successful Launches,Goals Conceded Inside Box,Ground Duels lost,Blocked Shots,Total Fouls Conceded,Total Losses Of Possession,Unsuccessful Short Passes,Successful Crosses & Corners,Total Tackles,Starts,Successful Crosses open play,Recoveries,Unsuccessful Passes Opposition Half,Forward Passes,Tackles Lost,Touches,Time Played,Successful Passes Opposition Half,Goals Conceded,Appearances,Substitute Off,Games Played,Duels lost,Aerial Duels,Backward Passes,Substitute On,Foul Attempted Tackle,Corners Won,Total Successful Passes ( Excl Crosses & Corners ) ,Total Passes,Ground Duels,Ground Duels won,Rightside Passes,Duels,Unsuccessful Dribbles,Total Touches In Opposition Box,Duels won,Throw Ins to Opposition Player,Winning Goal,Penalties Faced,Yellow Cards,Saves made - caught,Catches,Goal Kicks,Saves Made from Inside Box,Punches,Saves Made,Saves Made from Outside Box,Crosses not Claimed,Aerial Duels won,GK Unsuccessful Distribution,Drops,Saves made - parried,GK Successful Distribution,Total Shots,Shots Off Target (inc woodwork),Assists (Intentional),Offsides,Foul Won Penalty,Hit Woodwork,Attempts from Set Pieces,Unsuccessful Corners into Box,Goals from Inside Box,Successful Corners into Box,Right Foot Goals,Goals,Shots On Target ( inc goals ),Second Goal Assists,Corners Taken (incl short corners),Headed Goals,Unsuccessful lay-offs,Handballs conceded,Penalties Taken,Successful Lay-offs,Goal Assists,Home Goals,Away Goals,Red Cards - 2nd Yellow,Goals from Outside Box,Total Red Cards,Other Goals,Set Pieces Goals,Penalties Off Target,Penalties Conceded,Own Goal Scored,Left Foot Goals,Clearances Off the Line,Last Man Tackle,Straight Red Cards,Penalty Goals,Saves from Penalty,Penalties Saved,Goalkeeper Smother
USA_USL_League_One,2022,Greenville Triumph SC,5d408zeuijy4sm41rilotlk44,S. Altamirano,Midfielder,16,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2022,Greenville Triumph SC,5ovqq8auluw1j3k3j73x03sb8,J. Biggar,Midfielder,6,1.0,,,,,,,1.0,10.0,,,,,3.0,,1.0,,2.0,1.0,,,,1.0,,,1.0,,1.0,1.0,,,,,,1.0,,,,,,,1.0,3.0,,5.0,2.0,2.0,,1.0,,1.0,1.0,1.0,,1.0,,,2.0,3.0,,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2022,Greenville Triumph SC,9m2l2wpu8cht54izobml845t6,N. Brown,Forward,77,23.0,7.0,7.0,,4.0,1.0,6.0,1.0,10.0,,23.0,2.0,2.0,92.0,1.0,2.0,21.0,69.0,6.0,8.0,4.0,2.0,3.0,20.0,4.0,68.0,2.0,3.0,9.0,1.0,7.0,35.0,4.0,15.0,69.0,20.0,1.0,5.0,4.0,1.0,12.0,24.0,14.0,1.0,189.0,444.0,49.0,9.0,17.0,5.0,17.0,41.0,12.0,36.0,13.0,6.0,10.0,69.0,92.0,50.0,15.0,19.0,62.0,9.0,14.0,21.0,1.0,1.0,,3.0,,,,,,,,,6.0,,,,,2.0,,,,,,,,2.0,,1.0,2.0,2.0,,,1.0,,1.0,,,,2.0,0.0,,,,,,,1.0,,,,,,,,,
USA_USL_League_One,2022,Greenville Triumph SC,9rqg28t19sxq1clyfwa4tej9w,P. Cayelli,Midfielder,21,,1.0,1.0,,,,,,10.0,,,,,3.0,,,1.0,3.0,1.0,,,,,,,3.0,,,,,,,,,1.0,,,,,,,1.0,2.0,,4.0,6.0,2.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,3.0,3.0,,,,1.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2022,Greenville Triumph SC,bj3zanm7fwttsy6stka2l84b9,P. Christensen,Goalkeeper,30,373.0,,,,13.0,3.0,47.0,209.0,10.0,10.0,120.0,96.0,,456.0,3.0,,346.0,297.0,1.0,3.0,1.0,,366.0,1.0,1.0,287.0,7.0,,3.0,36.0,32.0,4.0,,1.0,384.0,7.0,,1.0,31.0,,263.0,326.0,634.0,,1135.0,2790.0,150.0,39.0,31.0,,31.0,5.0,6.0,,,1.0,,496.0,869.0,8.0,4.0,115.0,14.0,1.0,,9.0,,0.0,4.0,1.0,5.0,30.0,241.0,48.0,4.0,76.0,28.0,,5.0,108.0,,18.0,253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,5.0
USA_USL_League_One,2022,Greenville Triumph SC,1obodv132w5wxq4nb008ty06i,Lucas Coutinho,Midfielder,33,68.0,4.0,9.0,11.0,3.0,1.0,14.0,13.0,10.0,,80.0,3.0,22.0,379.0,3.0,11.0,93.0,314.0,19.0,14.0,23.0,,12.0,35.0,10.0,313.0,3.0,1.0,19.0,,13.0,66.0,10.0,18.0,157.0,56.0,2.0,16.0,15.0,,40.0,63.0,117.0,6.0,601.0,1259.0,235.0,16.0,23.0,13.0,23.0,85.0,25.0,100.0,8.0,14.0,7.0,326.0,394.0,118.0,52.0,97.0,143.0,13.0,37.0,58.0,,0.0,,3.0,,,,,,,,,6.0,,,,,14.0,7.0,1.0,1.0,,,,5.0,,2.0,,1.0,7.0,,10.0,,1.0,,,10.0,1.0,0.0,1.0,,1.0,,,,,,,1.0,,,,,,,
USA_USL_League_One,2022,Greenville Triumph SC,3dukfh4bzwt1f43e42kd86jv8,A. Cox-Ashwood,Midfielder,17,26.0,4.0,4.0,1.0,3.0,1.0,5.0,,10.0,,15.0,,3.0,70.0,2.0,2.0,15.0,45.0,21.0,7.0,4.0,,1.0,3.0,2.0,45.0,,,8.0,,6.0,12.0,3.0,10.0,42.0,25.0,1.0,4.0,3.0,1.0,8.0,25.0,24.0,2.0,125.0,299.0,31.0,6.0,14.0,3.0,14.0,33.0,27.0,16.0,11.0,3.0,2.0,45.0,71.0,26.0,14.0,16.0,53.0,1.0,16.0,20.0,,0.0,,1.0,,,,,,,,,6.0,,,,,8.0,3.0,,2.0,,1.0,,,2.0,,,2.0,5.0,,,1.0,,,,2.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,
USA_USL_League_One,2022,Greenville Triumph SC,7ey36fzfv9qmuxhswgnvehilm,V. Evans,Midfielder,19,97.0,20.0,20.0,,14.0,2.0,19.0,9.0,10.0,,103.0,3.0,12.0,325.0,16.0,12.0,80.0,228.0,40.0,17.0,11.0,2.0,20.0,42.0,20.0,224.0,3.0,8.0,28.0,1.0,18.0,68.0,10.0,19.0,199.0,77.0,6.0,25.0,12.0,6.0,63.0,98.0,86.0,5.0,617.0,1195.0,159.0,21.0,25.0,11.0,25.0,108.0,76.0,112.0,13.0,7.0,18.0,233.0,330.0,122.0,54.0,29.0,198.0,22.0,60.0,90.0,1.0,2.0,,1.0,,,,,,,,,36.0,,,,,38.0,18.0,1.0,9.0,,1.0,1.0,,5.0,,4.0,6.0,20.0,,1.0,1.0,1.0,2.0,,2.0,3.0,3.0,3.0,,1.0,,,,,,,1.0,1.0,,,,,,
USA_USL_League_One,2022,Greenville Triumph SC,10jejstwdbphsvtxwugcqtxw,M. Fenton,Midfielder,27,64.0,5.0,5.0,,9.0,1.0,20.0,7.0,10.0,1.0,51.0,9.0,,250.0,4.0,4.0,87.0,186.0,2.0,16.0,9.0,2.0,18.0,1.0,9.0,179.0,3.0,2.0,11.0,,8.0,23.0,,14.0,76.0,46.0,2.0,16.0,5.0,2.0,41.0,49.0,99.0,7.0,331.0,537.0,101.0,11.0,19.0,3.0,19.0,25.0,11.0,37.0,14.0,11.0,,186.0,250.0,55.0,32.0,63.0,66.0,,5.0,41.0,1.0,0.0,,2.0,,,,,,,,,9.0,,,,,6.0,3.0,,,,,,,,,,,3.0,,,,,,,2.0,,,,1.0,,1.0,,,,,,,,,,,,,
USA_USL_League_One,2022,Greenville Triumph SC,8q9i310z2ofsw5x7ox333wxk9,J. Filerman,Defender,2,84.0,21.0,21.0,1.0,19.0,1.0,27.0,24.0,10.0,1.0,8.0,19.0,5.0,248.0,12.0,8.0,68.0,164.0,12.0,11.0,5.0,5.0,33.0,8.0,18.0,144.0,1.0,48.0,15.0,5.0,9.0,35.0,4.0,15.0,137.0,51.0,6.0,30.0,6.0,6.0,47.0,78.0,135.0,12.0,474.0,671.0,106.0,10.0,16.0,3.0,16.0,47.0,30.0,33.0,10.0,7.0,7.0,168.0,252.0,81.0,46.0,76.0,111.0,5.0,19.0,64.0,8.0,0.0,,1.0,,,,,,,,,18.0,,,,,9.0,5.0,1.0,1.0,,,,,,,,,4.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
