liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Crosses open play,Rightside Passes,Penalties Conceded,Blocked Shots,Ground Duels won,Total Shots,Goal Assists,Unsuccessful Crosses open play,Successful Corners into Box,Goals Conceded,Overruns,Foul Attempted Tackle,Clearances Off the Line,Aerial Duels lost,Successful Launches,Goals Conceded Inside Box,Second Goal Assists,Total Losses Of Possession,Yellow Cards,Unsuccessful Corners into Box,Starts,Unsuccessful Passes Own Half,Total Clearances,Corners Taken (incl short corners),Times Tackled,Games Played,Through balls,Successful Lay-offs,PutThrough/Blocked Distribution Won,Unsuccessful Long Passes,Right Foot Goals,Leftside Passes,Penalties Taken,Tackles Won,Successful Short Passes,Successful Long Passes,Blocks,Successful Passes Opposition Half,Backward Passes,Successful Open Play Passes,Index,Penalty Goals Conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Open Play Passes,Attempts from Set Pieces,Corners Won,GK Successful Distribution,Unsuccessful Dribbles,Recoveries,Goals Conceded Outside Box,Throw Ins to Own Player,Offsides,Key Passes (Attempt Assists),Goals from Inside Box,Shots On Target ( inc goals ),Total Tackles,Total Fouls Won,Appearances,Ground Duels lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Goals from Outside Box,Duels won,Assists (Intentional),Aerial Duels won,Total Fouls Conceded,Duels lost,Unsuccessful Short Passes,Forward Passes,Touches,Aerial Duels,Goals,Interceptions,Penalty Goals,PutThrough/Blocked Distribution,Total Passes,Unsuccessful Passes Opposition Half,Total Touches In Opposition Box,Successful Dribbles,Successful Passes Own Half,Clean Sheets,Unsuccessful Launches,Time Played,Duels,Tackles Lost,Shots Off Target (inc woodwork),Successful Crosses & Corners,Goal Kicks,Handballs conceded,Set Pieces Goals,Ground Duels,Unsuccessful Crosses & Corners,Home Goals,Away Goals,Winning Goal,Saves Made from Outside Box,Goalkeeper Smother,GK Unsuccessful Distribution,Punches,Saves made - parried,Saves Made,Saves Made from Inside Box,Drops,Catches,Penalties Faced,Foul Won Penalty,Headed Goals,Hit Woodwork,Substitute Off,Substitute On,Throw Ins to Opposition Player,Last Player Tackle,Left Foot Goals,Own Goal Scored,Unsuccessful lay-offs,Penalties Saved,Saves made - caught,Saves from Penalty,Total Red Cards,Red Cards - 2nd Yellow,Straight Red Cards,Other Goals,Crosses not Claimed,Penalties Off Target
USA_MLS_Next_Pro,2024,Portland Timbers 2,9f9da7iwrsdys8h2083ajcys4,R. Bautista,Midfielder,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Portland Timbers 2,c2tmm1kt6qyna4650kfy4bpm2,R. Bilichuk,Goalkeeper,36,,24.0,,,1.0,,,,,10.0,,,,,9.0,9.0,,53.0,,,6.0,20.0,6.0,,,6.0,,,,48.0,,51.0,,,93.0,20.0,,4.0,,82.0,10.0,,113.0,112.0,,,46.0,,43.0,1.0,,,,,,,2.0,6.0,,51.0,,3.0,,2.0,,,3.0,89.0,217.0,2.0,,,,,164.0,31.0,,,109.0,2.0,31.0,540.0,3.0,,,,31.0,,,1.0,,,,0.0,4.0,1.0,5.0,1.0,7.0,19.0,15.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Portland Timbers 2,5lwarg9t4o7hxcq5exe8gwydw,M. Bunbury,Forward,47,,29.0,,4.0,66.0,17.0,1.0,6.0,,19.0,2.0,11.0,,20.0,,18.0,,102.0,1.0,,12.0,8.0,4.0,,31.0,20.0,,7.0,12.0,4.0,,47.0,,22.0,152.0,3.0,2.0,78.0,78.0,144.0,10.0,3.0,155.0,181.0,,6.0,,15.0,35.0,1.0,,4.0,4.0,3.0,6.0,28.0,26.0,20.0,56.0,37.0,,80.0,,14.0,17.0,76.0,33.0,38.0,389.0,34.0,3.0,3.0,,18.0,192.0,35.0,38.0,13.0,77.0,,2.0,1004.0,156.0,6.0,11.0,,,1.0,,122.0,6.0,3.0,0.0,0.0,,,,,,,,,,,,1.0,1.0,11.0,8.0,,,2.0,,1.0,,,,,,,,,
USA_MLS_Next_Pro,2024,Portland Timbers 2,adfqyqn11jho7djhm3myz9mok,K. Carlson,Defender,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Portland Timbers 2,dv0qqd4mx117y4al165nsdic4,T. Clegg,Defender,39,1.0,380.0,,10.0,52.0,18.0,,2.0,,31.0,2.0,11.0,1.0,21.0,19.0,26.0,,246.0,7.0,,18.0,50.0,79.0,,9.0,22.0,4.0,,11.0,132.0,2.0,245.0,,18.0,853.0,135.0,18.0,307.0,34.0,882.0,10.0,1.0,988.0,1082.0,2.0,6.0,45.0,4.0,95.0,5.0,4.0,2.0,10.0,1.0,8.0,25.0,8.0,22.0,32.0,221.0,2.0,93.0,,41.0,18.0,53.0,89.0,550.0,1479.0,62.0,3.0,24.0,,18.0,1209.0,173.0,25.0,19.0,682.0,4.0,70.0,1560.0,146.0,7.0,10.0,1.0,50.0,,,84.0,2.0,0.0,3.0,0.0,,,5.0,,,,,,,,,,1.0,2.0,4.0,,,1.0,,,,,,1.0,1.0,,,,
USA_MLS_Next_Pro,2024,Portland Timbers 2,euevegdshacpe63wtgbvl9uz8,M. Deisenhofer,Goalkeeper,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Portland Timbers 2,c88etxtac9g49m3usj08lm1hw,M. Eisenberg,Forward,84,3.0,22.0,,5.0,34.0,16.0,,6.0,,9.0,5.0,11.0,,17.0,1.0,5.0,,85.0,3.0,,2.0,4.0,3.0,,28.0,23.0,,3.0,5.0,4.0,,21.0,,10.0,73.0,7.0,,49.0,25.0,75.0,10.0,1.0,80.0,105.0,,4.0,,17.0,25.0,4.0,5.0,6.0,8.0,1.0,4.0,13.0,7.0,23.0,52.0,30.0,,41.0,,7.0,22.0,69.0,26.0,42.0,250.0,24.0,1.0,,,8.0,110.0,32.0,28.0,14.0,34.0,,1.0,420.0,110.0,3.0,12.0,3.0,,1.0,,86.0,6.0,1.0,0.0,1.0,,,,,,,,,,,,1.0,2.0,2.0,21.0,1.0,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Portland Timbers 2,druwx3n136woly4objqgk7tp0,A. Enriquez,Midfielder,46,4.0,297.0,1.0,1.0,100.0,5.0,1.0,4.0,1.0,30.0,1.0,19.0,,9.0,4.0,21.0,,188.0,4.0,,24.0,40.0,22.0,3.0,30.0,25.0,3.0,10.0,20.0,51.0,,284.0,,20.0,822.0,65.0,4.0,364.0,189.0,863.0,10.0,4.0,887.0,999.0,,3.0,,11.0,103.0,9.0,5.0,1.0,16.0,,3.0,39.0,48.0,25.0,78.0,136.0,,107.0,1.0,7.0,30.0,87.0,85.0,253.0,1303.0,16.0,,21.0,,34.0,1023.0,100.0,13.0,13.0,528.0,2.0,19.0,1947.0,194.0,19.0,2.0,5.0,,1.0,,178.0,4.0,,,0.0,,,,,,,,,,,2.0,,,17.0,1.0,,,,,1.0,,,,1.0,1.0,,,,
USA_MLS_Next_Pro,2024,Portland Timbers 2,33l8nq6xbj3pm1lkxo2qs5vfu,K. Ferdinand,Defender,40,,210.0,,3.0,70.0,6.0,2.0,,,42.0,1.0,12.0,1.0,28.0,13.0,32.0,1.0,203.0,5.0,,25.0,69.0,116.0,,15.0,27.0,1.0,,16.0,79.0,,612.0,,26.0,1205.0,79.0,17.0,300.0,97.0,1218.0,10.0,4.0,1284.0,1378.0,,,5.0,3.0,127.0,10.0,6.0,,4.0,1.0,2.0,39.0,21.0,27.0,51.0,169.0,,111.0,,41.0,23.0,79.0,90.0,534.0,1818.0,69.0,1.0,54.0,,27.0,1453.0,100.0,15.0,11.0,984.0,5.0,31.0,2295.0,190.0,13.0,4.0,,5.0,,,121.0,,0.0,1.0,0.0,,,,,,,,,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2024,Portland Timbers 2,63und8xnfpt7bzyxhamx7e9gq,Nathan Fogaça,Forward,99,,21.0,,4.0,11.0,4.0,,,,2.0,1.0,,,,,1.0,,41.0,,1.0,3.0,4.0,,1.0,13.0,3.0,,2.0,2.0,,2.0,3.0,,1.0,39.0,3.0,,24.0,21.0,37.0,10.0,1.0,42.0,55.0,,4.0,,11.0,10.0,1.0,,1.0,5.0,2.0,3.0,5.0,4.0,3.0,17.0,18.0,,15.0,,4.0,1.0,17.0,18.0,15.0,113.0,4.0,2.0,1.0,,4.0,60.0,15.0,13.0,2.0,18.0,1.0,,225.0,32.0,4.0,1.0,,,,,28.0,1.0,2.0,0.0,1.0,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,
