root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Total Touches In Opposition Box,Unsuccessful Launches,Ground Duels,Total Successful Passes ( Excl Crosses & Corners ) ,Total Passes,Substitute On,Unsuccessful Crosses & Corners,Open Play Passes,Total Tackles,Goals Conceded,Successful Dribbles,Successful Crosses open play,Index,Successful Open Play Passes,Rightside Passes,Shots On Target ( inc goals ),Time Played,PutThrough/Blocked Distribution Won,Ground Duels won,Throw Ins to Opposition Player,Foul Attempted Tackle,Successful Passes Opposition Half,Total Losses Of Possession,Duels,Times Tackled,Forward Passes,Tackles Lost,Unsuccessful Short Passes,Leftside Passes,Unsuccessful lay-offs,Duels lost,Tackles Won,Touches,Unsuccessful Passes Own Half,Shots Off Target (inc woodwork),Total Unsuccessful Passes ( Excl Crosses & Corners ),Total Shots,Appearances,Total Fouls Won,Starts,Unsuccessful Long Passes,Throw Ins to Own Player,Successful Launches,Unsuccessful Dribbles,PutThrough/Blocked Distribution,Unsuccessful Crosses open play,Hit Woodwork,Goals Conceded Inside Box,Games Played,Duels won,Unsuccessful Passes Opposition Half,Substitute Off,Successful Long Passes,Successful Lay-offs,Total Clearances,Successful Short Passes,Successful Crosses & Corners,Goals Conceded Outside Box,Aerial Duels lost,Aerial Duels won,Recoveries,Ground Duels lost,Aerial Duels,Total Fouls Conceded,Backward Passes,Overruns,Corners Won,Successful Passes Own Half,Winning Goal,Offsides,Red Cards - 2nd Yellow,Total Red Cards,Key Passes (Attempt Assists),Through balls,Goal Kicks,GK Successful Distribution,Interceptions,Yellow Cards,Second Goal Assists,Successful Corners into Box,Corners Taken (incl short corners),Blocked Shots,Handballs conceded,Clean Sheets,Unsuccessful Corners into Box,Goal Assists,Goals,Assists (Intentional),Goals from Inside Box,Penalty Goals,Left Foot Goals,Penalties Taken,Home Goals,Away Goals,Blocks,Attempts from Set Pieces,Foul Won Penalty,Straight Red Cards,Right Foot Goals,Last Player Tackle,Clearances Off the Line,Goals from Outside Box,Headed Goals,Saves made - parried,Saves Made from Outside Box,Saves made - caught,Drops,Catches,Saves Made from Inside Box,Saves Made,GK Unsuccessful Distribution,Crosses not Claimed,Punches,Set Pieces Goals,Goalkeeper Smother,Penalties Conceded,Penalties Saved,Saves from Penalty,Penalties Faced,Penalty Goals Conceded,Other Goals,Own Goal Scored
testeo_ligas_norteamerica,USA_USL_Cup,2024,Forward Madison FC,Forward_Madison_FC,caig6rkgf5x70gzr20s4gr4rt,N. Bartman,Forward,24,8.0,,19.0,79.0,95.0,2.0,6.0,92.0,1.0,2.0,2.0,,10.0,76.0,30.0,3.0,234.0,,11.0,,2.0,50.0,30.0,20.0,3.0,19.0,1.0,14.0,20.0,,9.0,,127.0,2.0,,16.0,3.0,4.0,8.0,2.0,2.0,1.0,,2.0,2.0,4.0,,1.0,4.0,11.0,20.0,1.0,4.0,2.0,,75.0,,1.0,1.0,,8.0,8.0,1.0,5.0,26.0,,,29.0,0.0,,,,1.0,1.0,,,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Forward Madison FC,Forward_Madison_FC,455giqy5a93c8qxrsjx3vzlgq,D. Boyce,Midfielder,8,16.0,3.0,77.0,281.0,347.0,1.0,29.0,336.0,16.0,8.0,5.0,5.0,10.0,272.0,68.0,6.0,770.0,15.0,40.0,,7.0,203.0,128.0,94.0,14.0,107.0,5.0,58.0,80.0,2.0,48.0,11.0,529.0,13.0,3.0,66.0,9.0,10.0,19.0,9.0,8.0,4.0,4.0,7.0,25.0,10.0,1.0,7.0,10.0,46.0,82.0,3.0,13.0,10.0,2.0,268.0,19.0,1.0,11.0,6.0,24.0,37.0,17.0,15.0,92.0,2.0,10.0,97.0,1.0,,,,22.0,3.0,,,9.0,3.0,,13.0,30.0,4.0,1.0,1.0,15.0,,1.0,,,,,,1.0,0.0,,3.0,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Forward Madison FC,Forward_Madison_FC,a9xcv9evxwsmocgnrzz614w5x,C. Chaney,Forward,9,37.0,,72.0,101.0,139.0,2.0,2.0,126.0,10.0,6.0,7.0,,10.0,88.0,28.0,8.0,606.0,,30.0,,4.0,61.0,102.0,120.0,25.0,26.0,2.0,38.0,36.0,1.0,71.0,8.0,278.0,7.0,7.0,38.0,15.0,9.0,14.0,7.0,,,,9.0,2.0,2.0,,5.0,9.0,49.0,33.0,3.0,1.0,11.0,8.0,100.0,,1.0,29.0,19.0,14.0,42.0,48.0,17.0,49.0,2.0,4.0,40.0,2.0,1.0,1.0,1.0,4.0,1.0,,,,3.0,,,,3.0,1.0,1.0,,1.0,4.0,1.0,4.0,,3.0,,2.0,2.0,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Forward Madison FC,Forward_Madison_FC,5a14hgcyexcxegx7yxswuh562,M. Chilaka,Defender,2,3.0,2.0,34.0,300.0,323.0,3.0,,309.0,10.0,3.0,1.0,,10.0,286.0,69.0,,415.0,3.0,19.0,3.0,2.0,74.0,29.0,48.0,2.0,124.0,1.0,10.0,105.0,,22.0,9.0,384.0,6.0,3.0,23.0,3.0,7.0,8.0,4.0,13.0,9.0,2.0,1.0,3.0,,,2.0,7.0,26.0,17.0,,23.0,,8.0,277.0,,1.0,7.0,7.0,18.0,15.0,14.0,10.0,25.0,,,226.0,0.0,,,,,,2.0,2.0,6.0,1.0,,,,,,2.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Forward Madison FC,Forward_Madison_FC,a8nwfr7qx711qnvi49q2tfp7u,J. Crull,Defender,16,14.0,20.0,31.0,493.0,570.0,,13.0,543.0,8.0,10.0,2.0,5.0,10.0,469.0,234.0,,900.0,7.0,14.0,12.0,2.0,205.0,113.0,71.0,3.0,221.0,,45.0,41.0,,35.0,8.0,756.0,24.0,1.0,77.0,1.0,10.0,4.0,10.0,32.0,61.0,8.0,2.0,15.0,12.0,,9.0,10.0,36.0,66.0,,30.0,,28.0,463.0,5.0,1.0,18.0,22.0,43.0,17.0,40.0,7.0,74.0,,3.0,293.0,0.0,2.0,,,11.0,,,,11.0,3.0,,,1.0,3.0,,3.0,1.0,1.0,,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Forward Madison FC,Forward_Madison_FC,64rloz5jf0cpeqdcfhv62shnu,C. Dieye,Midfielder,11,3.0,1.0,30.0,30.0,45.0,5.0,1.0,45.0,7.0,2.0,5.0,,10.0,30.0,7.0,2.0,136.0,3.0,14.0,,2.0,18.0,32.0,37.0,8.0,13.0,3.0,14.0,12.0,,20.0,4.0,89.0,4.0,5.0,15.0,7.0,6.0,2.0,1.0,1.0,,1.0,4.0,3.0,1.0,,2.0,6.0,17.0,12.0,1.0,2.0,3.0,1.0,28.0,,,4.0,3.0,10.0,16.0,7.0,3.0,13.0,1.0,,12.0,0.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Forward Madison FC,Forward_Madison_FC,1vjsbvreyu98fxmlejopsdsdl,A. Dávila,Forward,20,2.0,,8.0,20.0,27.0,2.0,1.0,24.0,,,1.0,,10.0,17.0,8.0,,109.0,1.0,5.0,,1.0,13.0,13.0,9.0,1.0,6.0,,7.0,4.0,1.0,4.0,,41.0,1.0,,7.0,,3.0,4.0,1.0,,,,,2.0,,,,3.0,5.0,7.0,2.0,1.0,1.0,,19.0,,,1.0,,5.0,3.0,1.0,2.0,9.0,,,7.0,0.0,1.0,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Forward Madison FC,Forward_Madison_FC,d6hinvoq9bazu1j5tnf1dcqju,J. Galindrez,Forward,19,23.0,1.0,30.0,68.0,95.0,5.0,2.0,92.0,,5.0,8.0,,10.0,65.0,30.0,7.0,371.0,1.0,12.0,,4.0,36.0,45.0,47.0,8.0,16.0,,26.0,18.0,1.0,28.0,,155.0,11.0,6.0,27.0,13.0,10.0,4.0,5.0,1.0,1.0,,1.0,10.0,2.0,,5.0,10.0,19.0,18.0,5.0,2.0,8.0,2.0,66.0,,,10.0,7.0,10.0,18.0,17.0,9.0,31.0,,5.0,32.0,1.0,2.0,,,2.0,,,,3.0,2.0,,,,7.0,2.0,,,,1.0,,1.0,,,,0.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Forward Madison FC,Forward_Madison_FC,ltoddlfbimoyb6xgae4b2ktl,D. Gebhard,Forward,17,33.0,1.0,36.0,112.0,135.0,4.0,3.0,135.0,5.0,7.0,2.0,4.0,10.0,112.0,53.0,6.0,543.0,3.0,14.0,,3.0,73.0,61.0,43.0,16.0,23.0,2.0,22.0,14.0,,26.0,3.0,232.0,4.0,5.0,23.0,11.0,10.0,7.0,6.0,1.0,5.0,,7.0,12.0,3.0,,7.0,10.0,17.0,22.0,5.0,,5.0,3.0,112.0,4.0,,4.0,3.0,20.0,22.0,7.0,4.0,45.0,3.0,7.0,43.0,2.0,2.0,,,5.0,,,,2.0,,,,,5.0,1.0,,,,2.0,,2.0,,,,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,Forward Madison FC,Forward_Madison_FC,e9k3zqys07a14ywiy703t9iw9,G. McLaughlin,Forward,12,14.0,,16.0,54.0,62.0,3.0,1.0,59.0,2.0,4.0,1.0,,10.0,51.0,15.0,3.0,214.0,2.0,5.0,,3.0,36.0,15.0,26.0,2.0,12.0,1.0,7.0,13.0,,18.0,1.0,89.0,,1.0,8.0,4.0,5.0,2.0,2.0,1.0,,,1.0,6.0,1.0,1.0,4.0,5.0,8.0,9.0,2.0,1.0,7.0,2.0,53.0,,,7.0,3.0,1.0,11.0,10.0,6.0,22.0,,1.0,18.0,0.0,,,,,,,,,1.0,,,,2.0,,,,,1.0,,1.0,,1.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
