liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Throw Ins to Own Player,Substitute On,Successful Launches,Goals,Open Play Passes,Corners Won,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Games Played,Headed Goals,Ground Duels lost,Leftside Passes,Clearances Off the Line,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Unsuccessful Crosses open play,Offsides,Successful Lay-offs,Right Foot Goals,Successful Crosses & Corners,Successful Corners into Box,Throw Ins to Opposition Player,Corners Taken (incl short corners),Goals from Outside Box,Attempts from Set Pieces,Successful Crosses open play,Left Foot Goals,Unsuccessful Crosses & Corners,Unsuccessful Corners into Box,Handballs conceded,Assists (Intentional),Penalties Taken,Unsuccessful lay-offs,Goal Assists,Penalty Goals,Through balls,Penalties Conceded,Total Red Cards,Straight Red Cards,Hit Woodwork,Last Man Tackle,Red Cards - 2nd Yellow,Saves Made,GK Successful Distribution,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Foul Won Penalty,Second Goal Assists,Own Goal Scored,Set Pieces Goals,Crosses not Claimed,Penalties Off Target,Penalties Saved,Saves from Penalty
USA_USL_League_One,2019,Richmond Kickers,2mxaagzu9rb92z9880yjllbzd,W. Ackwei,Defender,18,2247.0,4.0,,18.0,,1398.0,1.0,110.0,317.0,47.0,7.0,107.0,8.0,11.0,6.0,48.0,282.0,879.0,29.0,136.0,1.0,1435.0,,26.0,6.0,1074.0,23.0,12.0,243.0,336.0,9.0,159.0,4.0,177.0,25.0,14.0,91.0,1747.0,25.0,9.0,13.0,86.0,611.0,20.0,10.0,102.0,1.0,118.0,14.0,55.0,1.0,189.0,97.0,29.0,25.0,,39.0,378.0,1.0,,1158.0,1192.0,103.0,9.0,22.0,87.0,7.0,49.0,47.0,7.0,2.0,,,4.0,,1.0,,,,4.0,,7.0,,2.0,1.0,,,2.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Richmond Kickers,6x9ydxqcwyija847kssj4v9bd,A. Ainscough,Midfielder,12,120.0,10.0,2.0,,,43.0,2.0,7.0,15.0,,1.0,,1.0,1.0,,7.0,24.0,16.0,3.0,13.0,,43.0,2.0,5.0,,29.0,1.0,1.0,13.0,3.0,1.0,15.0,,6.0,2.0,3.0,2.0,72.0,4.0,3.0,,13.0,18.0,1.0,10.0,3.0,,1.0,,,,20.0,1.0,1.0,4.0,,10.0,15.0,,,30.0,30.0,7.0,,1.0,17.0,2.0,1.0,3.0,4.0,,,,1.0,,2.0,,,,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Richmond Kickers,7j0ju51jxeaevvgdsauo29dyh,A. Amankona,Midfielder,8,142.0,,,,,71.0,1.0,14.0,23.0,,,5.0,,,,5.0,28.0,30.0,3.0,13.0,,71.0,1.0,,2.0,52.0,3.0,,18.0,14.0,4.0,16.0,,7.0,2.0,1.0,4.0,93.0,2.0,,2.0,16.0,29.0,3.0,10.0,10.0,,1.0,2.0,3.0,,24.0,,3.0,2.0,,9.0,14.0,,,53.0,53.0,8.0,,1.0,14.0,2.0,1.0,7.0,2.0,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Richmond Kickers,592fsw39jz6u8ql69vl5tbi09,C. Boateng,Forward,77,765.0,,8.0,1.0,2.0,125.0,5.0,52.0,86.0,1.0,5.0,3.0,4.0,11.0,2.0,20.0,74.0,35.0,5.0,19.0,3.0,142.0,2.0,14.0,4.0,116.0,11.0,19.0,22.0,35.0,5.0,19.0,5.0,28.0,7.0,8.0,4.0,275.0,15.0,6.0,,77.0,17.0,35.0,10.0,37.0,8.0,4.0,25.0,3.0,12.0,100.0,1.0,13.0,15.0,,43.0,38.0,,2.0,105.0,120.0,23.0,2.0,4.0,63.0,1.0,1.0,34.0,1.0,6.0,2.0,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Richmond Kickers,cm6wjzc7tloylr7epg0yqpwfe,G. Boehme,Midfielder,28,422.0,,1.0,,,122.0,1.0,27.0,60.0,2.0,,2.0,3.0,2.0,3.0,3.0,41.0,41.0,4.0,23.0,,126.0,3.0,7.0,2.0,98.0,3.0,5.0,25.0,25.0,5.0,19.0,2.0,19.0,6.0,5.0,8.0,183.0,7.0,4.0,1.0,25.0,42.0,6.0,10.0,14.0,3.0,3.0,6.0,4.0,2.0,32.0,3.0,6.0,7.0,,15.0,32.0,,,97.0,101.0,7.0,1.0,4.0,18.0,,8.0,10.0,2.0,,,,,,,1.0,,,,,2.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Richmond Kickers,4qofik4taju14sucl0yuuvkrt,M. Bolduc,Midfielder,11,1522.0,35.0,3.0,1.0,,541.0,8.0,136.0,250.0,6.0,5.0,24.0,10.0,7.0,6.0,22.0,227.0,192.0,28.0,90.0,1.0,554.0,6.0,23.0,35.0,418.0,12.0,13.0,114.0,106.0,11.0,104.0,6.0,87.0,17.0,26.0,31.0,889.0,20.0,15.0,,199.0,159.0,38.0,10.0,113.0,6.0,22.0,41.0,10.0,22.0,231.0,4.0,18.0,20.0,,96.0,153.0,,,427.0,440.0,32.0,5.0,19.0,118.0,9.0,11.0,103.0,20.0,2.0,12.0,,2.0,,3.0,4.0,,,2.0,,21.0,1.0,,4.0,,,6.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Richmond Kickers,ayxlk8drsgkdul0ituz8emesq,M. Broomall,Goalkeeper,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Richmond Kickers,44eotjblzql8p67hy956c1bkl,D. Chin,Forward,15,1554.0,4.0,4.0,,5.0,393.0,15.0,116.0,197.0,2.0,,7.0,6.0,5.0,6.0,56.0,241.0,116.0,16.0,90.0,2.0,408.0,14.0,10.0,32.0,300.0,16.0,21.0,97.0,134.0,17.0,90.0,8.0,49.0,19.0,15.0,15.0,711.0,23.0,6.0,1.0,155.0,92.0,56.0,10.0,104.0,16.0,11.0,33.0,24.0,22.0,235.0,4.0,22.0,23.0,,75.0,66.0,,5.0,296.0,311.0,80.0,1.0,12.0,131.0,4.0,4.0,80.0,8.0,13.0,14.0,2.0,2.0,,,,,,2.0,3.0,8.0,,1.0,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Richmond Kickers,canl5ibahqmkk7ufuzdogookq,J. Eckenrode,Midfielder,22,502.0,34.0,8.0,3.0,,209.0,2.0,40.0,69.0,4.0,4.0,16.0,5.0,2.0,2.0,4.0,81.0,92.0,11.0,38.0,1.0,214.0,2.0,14.0,2.0,143.0,11.0,4.0,54.0,47.0,2.0,54.0,1.0,22.0,5.0,9.0,13.0,326.0,13.0,7.0,,46.0,69.0,7.0,10.0,33.0,2.0,17.0,7.0,13.0,1.0,63.0,7.0,13.0,13.0,,26.0,58.0,,,156.0,160.0,17.0,,5.0,30.0,6.0,5.0,20.0,6.0,,4.0,,1.0,1.0,2.0,6.0,,,,,13.0,5.0,2.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Richmond Kickers,7i7ysz3j5bhwh0vzmijx1hgwl,A. Fitzgerald,Goalkeeper,1,2333.0,,,49.0,,549.0,1.0,,82.0,138.0,2.0,288.0,1.0,,7.0,2.0,302.0,516.0,,7.0,3.0,893.0,,,,433.0,25.0,,295.0,182.0,,192.0,,223.0,26.0,4.0,103.0,1124.0,26.0,,,4.0,540.0,,10.0,19.0,,165.0,6.0,16.0,,22.0,19.0,32.0,26.0,,1.0,171.0,,,388.0,598.0,18.0,9.0,,3.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,73.0,251.0,8.0,6.0,2.0,17.0,39.0,22.0,34.0,3.0,2.0,76.0,,,,,2.0,,,
USA_USL_League_One,2019,Richmond Kickers,5ayndruo1m9cwxp8nlkc2zgmh,J. Gallardo,Midfielder,10,2182.0,5.0,,1.0,6.0,608.0,14.0,145.0,316.0,4.0,6.0,26.0,13.0,22.0,8.0,33.0,391.0,176.0,27.0,134.0,2.0,636.0,6.0,31.0,48.0,437.0,20.0,47.0,160.0,171.0,32.0,187.0,10.0,91.0,25.0,37.0,27.0,1134.0,25.0,22.0,1.0,275.0,194.0,63.0,10.0,143.0,25.0,39.0,51.0,18.0,41.0,326.0,4.0,28.0,25.0,,150.0,126.0,,4.0,458.0,476.0,51.0,6.0,14.0,183.0,13.0,5.0,125.0,30.0,8.0,16.0,5.0,16.0,8.0,1.0,28.0,2.0,11.0,7.0,1.0,54.0,16.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,,,,4.0,,,,,,,,,,,,,,,1.0,,,,,,,
USA_USL_League_One,2019,Richmond Kickers,smy44s6jrhg9xzut6pfgkuay,J. Grove,Midfielder,16,13.0,,3.0,,,3.0,,,3.0,,,,,,,,,,,,,3.0,,,1.0,3.0,,,,,1.0,,,,,,,4.0,3.0,,,1.0,2.0,,10.0,1.0,,,,,,1.0,,,3.0,,,1.0,,,3.0,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
