liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Throw Ins to Own Player,Substitute On,Successful Launches,Goals,Open Play Passes,Corners Won,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Games Played,Headed Goals,Ground Duels lost,Leftside Passes,Clearances Off the Line,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Unsuccessful Crosses open play,Offsides,Successful Lay-offs,Right Foot Goals,Successful Crosses & Corners,Successful Corners into Box,Throw Ins to Opposition Player,Corners Taken (incl short corners),Goals from Outside Box,Attempts from Set Pieces,Successful Crosses open play,Left Foot Goals,Unsuccessful Crosses & Corners,Unsuccessful Corners into Box,Handballs conceded,Assists (Intentional),Penalties Taken,Unsuccessful lay-offs,Goal Assists,Penalty Goals,Through balls,Penalties Conceded,Total Red Cards,Straight Red Cards,Hit Woodwork,Last Man Tackle,Red Cards - 2nd Yellow,Saves Made,GK Successful Distribution,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Foul Won Penalty,Second Goal Assists,Own Goal Scored,Set Pieces Goals,Crosses not Claimed,Penalties Off Target,Penalties Saved,Saves from Penalty
USA_USL_League_One,2019,Richmond Kickers,9d92ur37fcpw5wepb46noiy21,J. Hughes,Midfielder,7,1550.0,38.0,5.0,,2.0,711.0,3.0,165.0,273.0,10.0,3.0,21.0,13.0,5.0,5.0,18.0,181.0,335.0,48.0,99.0,3.0,725.0,5.0,11.0,12.0,582.0,17.0,7.0,120.0,279.0,11.0,78.0,2.0,77.0,17.0,25.0,44.0,1050.0,22.0,6.0,2.0,164.0,162.0,22.0,10.0,131.0,2.0,23.0,46.0,30.0,6.0,212.0,22.0,22.0,22.0,,63.0,119.0,1.0,2.0,591.0,605.0,48.0,5.0,27.0,81.0,21.0,42.0,101.0,2.0,3.0,11.0,2.0,3.0,,4.0,,,,3.0,,2.0,,,1.0,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Richmond Kickers,chli7yw77j3au4vr9uuy3f8ph,D. Jackson,Forward,9,1327.0,2.0,7.0,,4.0,297.0,5.0,116.0,135.0,2.0,,4.0,2.0,9.0,4.0,41.0,169.0,99.0,9.0,83.0,1.0,320.0,6.0,11.0,4.0,229.0,15.0,17.0,87.0,75.0,8.0,72.0,2.0,32.0,15.0,7.0,20.0,475.0,22.0,4.0,1.0,58.0,60.0,41.0,10.0,45.0,8.0,4.0,8.0,24.0,8.0,123.0,5.0,19.0,22.0,,37.0,69.0,,3.0,210.0,233.0,65.0,2.0,5.0,78.0,4.0,1.0,21.0,5.0,7.0,24.0,4.0,1.0,,,,1.0,,1.0,,5.0,,,1.0,,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Richmond Kickers,agw4ksz62ddb0q7h7lon4na0a,A. Keita,Defender,2,194.0,8.0,1.0,2.0,,78.0,,9.0,19.0,4.0,1.0,6.0,,,,4.0,25.0,50.0,5.0,7.0,,82.0,,2.0,,62.0,2.0,,13.0,33.0,,5.0,,14.0,2.0,3.0,9.0,124.0,3.0,2.0,,14.0,37.0,1.0,10.0,16.0,,7.0,4.0,7.0,,25.0,6.0,2.0,3.0,,5.0,3.0,,,65.0,69.0,11.0,1.0,4.0,9.0,1.0,3.0,9.0,1.0,,,,,,3.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Richmond Kickers,9y4qb3exruvm5dacxqvbbvb3d,R. Kraft,Midfielder,98,427.0,1.0,4.0,,,206.0,,40.0,102.0,,,9.0,3.0,1.0,1.0,8.0,43.0,79.0,6.0,18.0,,206.0,2.0,6.0,,164.0,6.0,3.0,27.0,59.0,8.0,28.0,2.0,19.0,4.0,5.0,6.0,263.0,8.0,,,26.0,56.0,5.0,10.0,12.0,2.0,15.0,5.0,1.0,,35.0,,7.0,8.0,,15.0,51.0,,,179.0,179.0,9.0,,4.0,23.0,2.0,7.0,11.0,6.0,2.0,2.0,,2.0,2.0,,3.0,,,,,7.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Richmond Kickers,7l5bn2isqiaucv949g8a5g6lm,E. Lockaby,Defender,17,1989.0,180.0,1.0,3.0,1.0,966.0,9.0,231.0,304.0,21.0,1.0,42.0,8.0,1.0,6.0,27.0,261.0,530.0,27.0,130.0,3.0,1004.0,3.0,9.0,19.0,802.0,18.0,5.0,172.0,89.0,14.0,135.0,1.0,125.0,22.0,26.0,53.0,1462.0,23.0,3.0,8.0,130.0,288.0,21.0,10.0,88.0,4.0,30.0,22.0,20.0,20.0,177.0,24.0,24.0,23.0,,62.0,396.0,1.0,1.0,795.0,832.0,47.0,7.0,20.0,89.0,7.0,32.0,68.0,16.0,3.0,,1.0,2.0,,13.0,1.0,,,2.0,,16.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Richmond Kickers,ctuzcw9agc5bh3kyyuv2grysp,Ivan Magalhães,Defender,4,1533.0,11.0,4.0,16.0,,855.0,1.0,54.0,209.0,61.0,3.0,108.0,8.0,6.0,7.0,24.0,201.0,508.0,22.0,70.0,2.0,893.0,1.0,25.0,7.0,652.0,16.0,7.0,178.0,311.0,1.0,118.0,2.0,95.0,16.0,15.0,67.0,1126.0,20.0,13.0,7.0,78.0,403.0,15.0,10.0,79.0,1.0,63.0,20.0,31.0,1.0,133.0,69.0,23.0,20.0,,30.0,125.0,1.0,,682.0,715.0,55.0,5.0,20.0,54.0,2.0,33.0,48.0,7.0,1.0,,,2.0,1.0,1.0,1.0,,,1.0,,7.0,,1.0,1.0,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Richmond Kickers,e64zc2cxv18iwezfcadcnzai,L. Mendes,Forward,97,38.0,,2.0,,,10.0,,3.0,7.0,,,1.0,1.0,,,,8.0,,2.0,2.0,,10.0,,1.0,1.0,7.0,1.0,,3.0,5.0,,4.0,,2.0,,1.0,,21.0,2.0,1.0,,7.0,2.0,2.0,10.0,3.0,,,,,2.0,7.0,,1.0,2.0,,4.0,,,,7.0,7.0,,,2.0,4.0,,,3.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Richmond Kickers,db72fyxnzir3rkx24yau1gaju,S. Moore,Midfielder,24,1.0,,1.0,,,2.0,,1.0,1.0,,,,,,,1.0,,1.0,1.0,,,2.0,,,,1.0,,,,,,,,,,,,4.0,1.0,,,1.0,1.0,,10.0,1.0,,1.0,,,,2.0,,,1.0,,,,,,2.0,2.0,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Richmond Kickers,cno3hfiqasdrv8qo7i53fbyzt,M. Mwape,Midfielder,80,1578.0,8.0,5.0,,2.0,579.0,9.0,159.0,297.0,4.0,4.0,15.0,13.0,17.0,3.0,14.0,241.0,209.0,31.0,78.0,2.0,588.0,10.0,35.0,43.0,464.0,18.0,27.0,93.0,88.0,19.0,98.0,8.0,98.0,18.0,23.0,22.0,950.0,23.0,23.0,1.0,238.0,131.0,47.0,10.0,108.0,10.0,31.0,30.0,5.0,30.0,257.0,5.0,21.0,23.0,,135.0,210.0,,2.0,488.0,495.0,19.0,4.0,19.0,149.0,12.0,11.0,103.0,15.0,3.0,10.0,1.0,11.0,9.0,1.0,21.0,,1.0,3.0,1.0,27.0,9.0,,3.0,,1.0,4.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Richmond Kickers,2sse0r7p0qv6iah0f6q2454kq,L. Pavone,Defender,20,48.0,,4.0,,,20.0,1.0,5.0,8.0,,,2.0,1.0,1.0,,,12.0,3.0,,7.0,,20.0,,2.0,,9.0,2.0,1.0,9.0,4.0,,10.0,1.0,4.0,,2.0,1.0,31.0,4.0,2.0,,5.0,5.0,3.0,10.0,4.0,,2.0,3.0,2.0,,7.0,,2.0,4.0,,3.0,6.0,,,11.0,11.0,2.0,,,3.0,,,2.0,2.0,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Richmond Kickers,7ge462u9xndl7jsekzdjexrai,Z. Perez,Midfielder,27,64.0,5.0,,,,37.0,,7.0,20.0,,,1.0,,,,1.0,14.0,12.0,3.0,5.0,,38.0,1.0,,,32.0,,,6.0,13.0,,9.0,,4.0,1.0,1.0,1.0,61.0,1.0,,,6.0,18.0,1.0,10.0,6.0,,,3.0,,,7.0,,,1.0,,,,,,31.0,32.0,1.0,,2.0,1.0,1.0,2.0,6.0,4.0,,,,,,2.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Richmond Kickers,at47fga51w5w2sbsxh8d07pt6,N. Retzlaff,Midfielder,14,445.0,2.0,1.0,,,293.0,,34.0,108.0,2.0,,8.0,3.0,2.0,,4.0,63.0,148.0,8.0,40.0,,302.0,2.0,2.0,2.0,238.0,3.0,2.0,48.0,80.0,8.0,39.0,,34.0,5.0,10.0,13.0,358.0,6.0,2.0,1.0,25.0,110.0,1.0,10.0,14.0,,16.0,1.0,3.0,2.0,32.0,5.0,3.0,6.0,,14.0,78.0,,,246.0,254.0,7.0,2.0,6.0,18.0,2.0,6.0,11.0,3.0,,,,2.0,1.0,,2.0,,,,,4.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Richmond Kickers,12ke1ueatva2n6m6h7qdwca5m,J. Rice,Goalkeeper,23,184.0,,1.0,2.0,,36.0,,,2.0,7.0,,18.0,,,1.0,,19.0,42.0,,1.0,,63.0,,,,36.0,2.0,,19.0,19.0,,8.0,,17.0,2.0,,11.0,84.0,3.0,,,3.0,32.0,,10.0,2.0,,8.0,1.0,1.0,,4.0,3.0,3.0,3.0,,2.0,12.0,,,26.0,44.0,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,22.0,1.0,,,3.0,4.0,3.0,2.0,,,5.0,,,,,1.0,,,
USA_USL_League_One,2019,Richmond Kickers,711t32tk6qwl567dngcldfw15,M. Rodriguez,Midfielder,0,1633.0,7.0,4.0,4.0,1.0,1236.0,10.0,196.0,415.0,11.0,4.0,66.0,14.0,7.0,6.0,22.0,333.0,677.0,61.0,166.0,3.0,1319.0,4.0,29.0,25.0,942.0,21.0,10.0,232.0,384.0,17.0,190.0,6.0,159.0,19.0,29.0,62.0,1689.0,23.0,16.0,7.0,222.0,407.0,18.0,10.0,158.0,3.0,145.0,30.0,44.0,16.0,288.0,22.0,27.0,23.0,,108.0,332.0,,1.0,1016.0,1087.0,66.0,3.0,43.0,130.0,18.0,35.0,114.0,7.0,1.0,6.0,1.0,5.0,3.0,,19.0,,1.0,2.0,,20.0,9.0,1.0,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Richmond Kickers,cz020e9g38pwlqaym214tesid,C. Shanosky,Defender,5,1914.0,4.0,,7.0,1.0,1235.0,2.0,73.0,222.0,23.0,3.0,83.0,6.0,5.0,6.0,14.0,180.0,873.0,26.0,85.0,2.0,1263.0,2.0,21.0,3.0,943.0,20.0,7.0,168.0,213.0,5.0,104.0,1.0,119.0,22.0,12.0,64.0,1467.0,22.0,11.0,11.0,60.0,463.0,15.0,10.0,77.0,2.0,152.0,9.0,41.0,1.0,115.0,71.0,26.0,22.0,1.0,24.0,514.0,,1.0,1074.0,1095.0,55.0,6.0,12.0,38.0,14.0,26.0,36.0,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Richmond Kickers,8kdtdvk8xiz9td4qx78v09j2t,S. Thomsen,Defender,3,1585.0,147.0,4.0,7.0,,705.0,8.0,145.0,234.0,30.0,2.0,82.0,11.0,2.0,4.0,20.0,314.0,294.0,33.0,133.0,2.0,734.0,4.0,15.0,7.0,478.0,18.0,4.0,215.0,274.0,16.0,184.0,2.0,96.0,18.0,36.0,71.0,1150.0,22.0,8.0,3.0,118.0,303.0,10.0,10.0,73.0,2.0,41.0,17.0,19.0,7.0,157.0,23.0,22.0,22.0,,64.0,12.0,1.0,,497.0,519.0,39.0,6.0,22.0,84.0,11.0,25.0,54.0,30.0,2.0,,,9.0,7.0,10.0,15.0,,1.0,1.0,,40.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Richmond Kickers,9b7pmftxlo3k5hm96e06cw0yx,B. Troyer,Defender,31,1208.0,30.0,5.0,5.0,1.0,573.0,3.0,79.0,170.0,21.0,6.0,37.0,14.0,4.0,4.0,18.0,124.0,327.0,33.0,63.0,1.0,596.0,3.0,37.0,1.0,464.0,9.0,7.0,100.0,137.0,8.0,65.0,1.0,90.0,13.0,22.0,37.0,793.0,18.0,17.0,5.0,106.0,188.0,4.0,10.0,72.0,3.0,32.0,14.0,24.0,,148.0,26.0,13.0,18.0,1.0,58.0,192.0,,1.0,476.0,496.0,42.0,4.0,25.0,76.0,8.0,13.0,48.0,2.0,,2.0,,1.0,,3.0,,,,1.0,,2.0,,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Richmond Kickers,8384etkcwkfa3udu7917z2h62,K. White,Forward,25,58.0,,1.0,,,2.0,,,,,,,,1.0,,,5.0,1.0,,1.0,,2.0,,2.0,1.0,1.0,,1.0,1.0,,,1.0,,,,,,9.0,1.0,,,5.0,1.0,2.0,10.0,1.0,,,,,2.0,5.0,,,1.0,,4.0,1.0,,,1.0,1.0,,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
