liga,temporada,equipo,id,nombre,posicion,dorsal,Rightside Passes,Fifty Fifty,Backward Passes,Unsuccessful Launches,Substitute On,Starts,Total Losses Of Possession,Ground Duels,Total Unsuccessful Passes ( Excl Crosses & Corners ),Times Tackled,Total Tackles,Duels,Forward Passes,Total Fouls Won,Successful Dribbles,Goals Conceded Outside Box,Interceptions,Duels lost,Goal Assists,Successful Lay-offs,Total Fouls Conceded,Successful Short Passes,Games Played,Unsuccessful Dribbles,Appearances,Unsuccessful Passes Own Half,Unsuccessful Crosses open play,Total Shots,Total Passes,Unsuccessful Short Passes,Successful Fifty Fifty,Aerial Duels won,Aerial Duels lost,Total Successful Passes ( Excl Crosses & Corners ) ,Open Play Passes,Throw Ins to Own Player,Time Played,Yellow Cards,Substitute Off,Duels won,Unsuccessful Passes Opposition Half,Goals Conceded,Successful Passes Opposition Half,Unsuccessful Crosses & Corners,Successful Long Passes,Blocks,Total Clearances,Successful Open Play Passes,Shots Off Target (inc woodwork),Corners Won,Tackles Lost,Foul Attempted Tackle,Index,Goals Conceded Inside Box,Recoveries,Key Passes (Attempt Assists),PutThrough/Blocked Distribution Won,Touches,Aerial Duels,Unsuccessful Long Passes,Tackles Won,Ground Duels won,Ground Duels lost,Assists (Intentional),Leftside Passes,Successful Passes Own Half,PutThrough/Blocked Distribution,Total Touches In Opposition Box,Home Goals,Away Goals,Winning Goal,Throw Ins to Opposition Player,Blocked Shots,Second Goal Assists,Unsuccessful lay-offs,Corners Taken (incl short corners),Right Foot Goals,Goals from Inside Box,Penalties Taken,Successful Corners into Box,Goals from Outside Box,Through balls,Goals,Attempts from Set Pieces,Shots On Target ( inc goals ),Unsuccessful Corners into Box,Offsides,Successful Crosses & Corners,Clean Sheets,Hit Woodwork,Clearances Off the Line,Successful Crosses open play,Left Foot Goals,Successful Launches,Handballs conceded,Foul Won Penalty,Red Cards - 2nd Yellow,Total Red Cards,Last Man Tackle,GK Successful Distribution,Headed Goals,Punches,Saves Made from Outside Box,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Saves made - parried,Goalkeeper Smother,Catches,Saves Made,Crosses not Claimed,Drops,Penalty Goals,Straight Red Cards,Penalty Goals Conceded,Own Goal Scored,Penalties Conceded,Penalties Faced,Overruns,Goal Kicks,Penalties Saved,Saves from Penalty,Set Pieces Goals,Penalties Off Target,Carries,Progressive Carries,Final Third Touches,Goals Openplay,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Last Player Tackle,Total Big Chances Saved,Other Goals
USA_MLS,2020,New England Revolution,5o2437unwy8z2k2k2ers86dbd,I. Angking,Midfielder,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,New England Revolution,6vd4rxmqub05u2dtduy028fyt,E. Boateng,Midfielder,18,54.0,10.0,27.0,2.0,9.0,3.0,47.0,22.0,24.0,7.0,3.0,30.0,25.0,3.0,6.0,,5.0,17.0,,1.0,3.0,88.0,12.0,,12.0,6.0,5.0,4.0,115.0,22.0,6.0,1.0,7.0,91.0,115.0,1.0,344.0,2.0,3.0,13.0,23.0,5.0,69.0,5.0,3.0,1.0,2.0,91.0,2.0,4.0,,1.0,10.0,5.0,22.0,6.0,3.0,180.0,8.0,2.0,3.0,12.0,10.0,,9.0,22.0,8.0,18.0,,,0.0,,,1.0,1.0,,,,,,,,,,2.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,42.0,20.0,,,,2.0,,,,
USA_MLS,2020,New England Revolution,1o1kg75fknvi3w3kgunvnc4id,G. Bou,Forward,7,168.0,29.0,78.0,3.0,4.0,18.0,349.0,180.0,151.0,79.0,18.0,196.0,133.0,18.0,45.0,2.0,12.0,112.0,2.0,10.0,11.0,315.0,22.0,34.0,22.0,10.0,26.0,60.0,513.0,130.0,16.0,3.0,13.0,362.0,486.0,6.0,1681.0,1.0,5.0,84.0,180.0,17.0,307.0,39.0,47.0,2.0,,338.0,31.0,24.0,6.0,9.0,12.0,15.0,71.0,37.0,14.0,966.0,16.0,21.0,12.0,81.0,99.0,2.0,134.0,72.0,43.0,107.0,3.0,5.0,5.0,2.0,25.0,2.0,4.0,26.0,7.0,6.0,,5.0,2.0,3.0,8.0,7.0,29.0,9.0,25.0,17.0,5.0,1.0,,10.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,10.0,,,,,,205.0,79.0,24.0,7.0,6.0,9.0,3.0,,,
USA_MLS,2020,New England Revolution,acx78ftnm61hm01wpmme77hbe,T. Buchanan,Midfielder,17,69.0,47.0,138.0,7.0,12.0,15.0,261.0,224.0,78.0,73.0,37.0,270.0,74.0,47.0,33.0,1.0,15.0,134.0,2.0,7.0,26.0,297.0,27.0,37.0,27.0,27.0,40.0,21.0,383.0,65.0,23.0,19.0,27.0,305.0,383.0,27.0,1360.0,1.0,8.0,136.0,91.0,18.0,180.0,40.0,8.0,2.0,11.0,305.0,7.0,23.0,19.0,13.0,11.0,17.0,89.0,13.0,20.0,850.0,46.0,13.0,18.0,117.0,107.0,2.0,102.0,135.0,42.0,83.0,1.0,2.0,0.0,12.0,11.0,,,,3.0,2.0,,,1.0,,3.0,,14.0,,7.0,10.0,3.0,1.0,,10.0,,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,194.0,119.0,7.0,3.0,3.0,7.0,2.0,,,
USA_MLS,2020,New England Revolution,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,Forward,9,84.0,45.0,90.0,,7.0,20.0,225.0,155.0,109.0,49.0,12.0,322.0,90.0,24.0,22.0,1.0,5.0,182.0,1.0,12.0,36.0,243.0,27.0,15.0,27.0,12.0,3.0,53.0,365.0,103.0,19.0,85.0,82.0,256.0,327.0,,1857.0,5.0,8.0,140.0,100.0,25.0,173.0,3.0,13.0,2.0,13.0,219.0,23.0,16.0,6.0,12.0,11.0,24.0,45.0,18.0,14.0,691.0,167.0,6.0,6.0,55.0,100.0,1.0,101.0,84.0,23.0,111.0,2.0,5.0,2.0,,17.0,1.0,1.0,,2.0,6.0,1.0,,1.0,,7.0,,30.0,,5.0,1.0,1.0,5.0,,1.0,3.0,,2.0,1.0,,,,,2.0,,,,,,,,,,,,,,1.0,,,,2.0,,,,,1.0,100.0,39.0,19.0,5.0,4.0,9.0,4.0,,,
USA_MLS,2020,New England Revolution,250r77nvu1exeyurchatnqnkl,T. Bunbury,Forward,10,142.0,39.0,192.0,4.0,3.0,23.0,246.0,143.0,123.0,43.0,17.0,235.0,101.0,24.0,17.0,,24.0,136.0,1.0,27.0,28.0,413.0,26.0,16.0,26.0,17.0,17.0,28.0,547.0,115.0,18.0,43.0,49.0,424.0,544.0,3.0,1746.0,3.0,16.0,99.0,123.0,19.0,265.0,17.0,11.0,3.0,12.0,422.0,15.0,12.0,4.0,10.0,11.0,19.0,104.0,15.0,17.0,869.0,92.0,8.0,13.0,56.0,87.0,1.0,112.0,159.0,29.0,94.0,2.0,6.0,3.0,1.0,18.0,,4.0,,5.0,7.0,,,1.0,,8.0,,13.0,,7.0,,,,,,1.0,,4.0,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,161.0,68.0,19.0,5.0,1.0,3.0,5.0,,,
USA_MLS,2020,New England Revolution,25pwi3q1y4tx1in9425eyln56,B. Bye,Defender,15,32.0,23.0,113.0,30.0,6.0,18.0,387.0,117.0,214.0,42.0,22.0,240.0,375.0,11.0,20.0,2.0,25.0,105.0,1.0,,16.0,521.0,24.0,23.0,24.0,65.0,60.0,12.0,759.0,159.0,8.0,82.0,41.0,545.0,750.0,221.0,1688.0,2.0,5.0,135.0,209.0,20.0,353.0,60.0,24.0,6.0,54.0,536.0,10.0,14.0,12.0,9.0,11.0,18.0,98.0,16.0,18.0,1390.0,123.0,55.0,10.0,53.0,64.0,1.0,239.0,205.0,55.0,37.0,,,0.0,30.0,1.0,,,,,,,,,,,,2.0,,1.0,13.0,4.0,,,13.0,,5.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,6.0,,,,,,206.0,148.0,19.0,,6.0,,,,,
USA_MLS,2020,New England Revolution,3yq9brnhlfinrzrfbzcv99nmd,A. Büttner,Defender,28,220.0,25.0,144.0,27.0,2.0,15.0,261.0,124.0,128.0,28.0,30.0,151.0,210.0,28.0,11.0,1.0,31.0,71.0,3.0,1.0,11.0,423.0,17.0,14.0,17.0,45.0,45.0,13.0,599.0,76.0,12.0,12.0,15.0,471.0,562.0,120.0,1252.0,,7.0,80.0,149.0,17.0,284.0,66.0,48.0,2.0,23.0,435.0,12.0,12.0,12.0,8.0,12.0,16.0,90.0,23.0,8.0,1063.0,27.0,52.0,18.0,68.0,56.0,2.0,25.0,218.0,19.0,7.0,,,0.0,12.0,1.0,,,31.0,,,,14.0,,,,,1.0,12.0,,31.0,2.0,,,15.0,,4.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,151.0,84.0,16.0,,4.0,,,,,
USA_MLS,2020,New England Revolution,bigiacypufyahxaysge8nybbp,J. Caldwell,Goalkeeper,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2020,New England Revolution,43iq0adnp6o9uxn32482kn845,S. Caldwell,Midfielder,6,231.0,37.0,125.0,18.0,4.0,18.0,128.0,103.0,104.0,11.0,27.0,141.0,284.0,15.0,3.0,1.0,31.0,84.0,,4.0,32.0,694.0,22.0,5.0,22.0,34.0,1.0,1.0,850.0,75.0,17.0,12.0,26.0,746.0,824.0,4.0,1444.0,4.0,10.0,57.0,71.0,16.0,362.0,1.0,52.0,6.0,12.0,720.0,1.0,,11.0,20.0,10.0,15.0,81.0,6.0,15.0,1019.0,38.0,29.0,16.0,45.0,58.0,,210.0,384.0,27.0,3.0,,,0.0,,2.0,,,,,,,,,2.0,,,,,,,5.0,,,,,5.0,2.0,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,186.0,63.0,,,1.0,,,,,
