liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Yellow Cards,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Successful Long Passes,Total Fouls Won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Interceptions,Ground Duels won,Substitute On,Successful Lay-offs,Successful Launches,Goals,Corners Won,Successful Crosses & Corners,Unsuccessful Launches,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Set Pieces Goals,Substitute Off,Successful Corners into Box,Blocked Shots,Throw Ins to Opposition Player,Corners Taken (incl short corners),Goals from Outside Box,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Crosses open play,Aerial Duels won,Left Foot Goals,Unsuccessful Corners into Box,Assists (Intentional),Goal Assists,Tackles Lost,Handballs conceded,Clean Sheets,Through balls,Right Foot Goals,Goals from Inside Box,Unsuccessful lay-offs,Offsides,Foul Won Penalty,Hit Woodwork,Penalties Taken,Penalty Goals,Own Goal Scored,Total Red Cards,Straight Red Cards,Headed Goals,Last Man Tackle,Second Goal Assists,Saves Made,GK Successful Distribution,Crosses not Claimed,Punches,Goalkeeper Smother,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Penalties Conceded,Clearances Off the Line,Penalties Saved,Drops,Saves from Penalty,Red Cards - 2nd Yellow,Penalties Off Target,Other Goals,Times Tackled,Home Goals,Away Goals,Winning Goal,Goal Kicks
USA_USL_Championship,2019,Colorado Springs Switchbacks FC,8qqehla9xvhut6uua4a0zcju2,S. Anderson,Defender,27,3.0,269.0,25.0,97.0,21.0,32.0,2.0,13.0,,1.0,58.0,38.0,7.0,18.0,,101.0,6.0,1.0,65.0,3.0,,31.0,7.0,4.0,28.0,18.0,3.0,6.0,6.0,184.0,3.0,3.0,3.0,28.0,55.0,2.0,10.0,18.0,5.0,8.0,5.0,32.0,5.0,4.0,3.0,3.0,13.0,18.0,67.0,70.0,4.0,5.0,14.0,1.0,15.0,,,,,2.0,,4.0,1.0,1.0,,1.0,,,10.0,,,,,,3.0,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,0.0,
USA_USL_Championship,2019,Colorado Springs Switchbacks FC,8seos5fbgkncxtt4jvu2z6pd5,R. Argueta,Midfielder,6,8.0,2731.0,10.0,1238.0,182.0,621.0,5.0,32.0,6.0,20.0,273.0,500.0,30.0,121.0,5.0,1273.0,44.0,52.0,1043.0,45.0,14.0,153.0,329.0,29.0,134.0,223.0,30.0,40.0,28.0,1729.0,31.0,20.0,9.0,288.0,446.0,22.0,10.0,168.0,77.0,75.0,21.0,321.0,24.0,57.0,9.0,31.0,133.0,316.0,1089.0,1120.0,33.0,20.0,153.0,30.0,155.0,1.0,12.0,1.0,1.0,6.0,1.0,1.0,28.0,12.0,,1.0,,8.0,1.0,1.0,1.0,8.0,,1.0,13.0,,,,3.0,10.0,2.0,6.0,3.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,1.0,0.0,0.0,
USA_USL_Championship,2019,Colorado Springs Switchbacks FC,6pgcyaivg3sjcm6jju4nn3omi,C. Bassett,Midfielder,13,,90.0,,40.0,12.0,16.0,,,1.0,1.0,17.0,18.0,3.0,9.0,,43.0,1.0,1.0,34.0,1.0,1.0,9.0,12.0,,8.0,7.0,1.0,2.0,1.0,62.0,1.0,,,11.0,8.0,1.0,10.0,7.0,,1.0,1.0,14.0,1.0,2.0,,1.0,6.0,11.0,32.0,34.0,3.0,1.0,7.0,,5.0,,2.0,,,,,,1.0,1.0,,,,,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,0.0,
USA_USL_Championship,2019,Colorado Springs Switchbacks FC,1zmuglf34st6duz1fq8ysv5nu,Andre Shinyashiki,Forward,99,4.0,180.0,7.0,25.0,8.0,19.0,,,,3.0,37.0,7.0,1.0,7.0,,31.0,2.0,7.0,21.0,4.0,3.0,7.0,8.0,1.0,12.0,4.0,2.0,4.0,1.0,98.0,2.0,1.0,,34.0,10.0,6.0,10.0,16.0,3.0,8.0,7.0,37.0,,4.0,6.0,2.0,18.0,5.0,19.0,24.0,3.0,,21.0,,16.0,,2.0,,,2.0,2.0,,3.0,,,,,,,3.0,,3.0,,2.0,,,2.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,0.0,
USA_USL_Championship,2019,Colorado Springs Switchbacks FC,9id87jsxyiklltokxnwdtlffu,T. Bone,Forward,19,4.0,789.0,4.0,253.0,56.0,147.0,1.0,9.0,7.0,7.0,118.0,53.0,12.0,46.0,3.0,254.0,10.0,15.0,189.0,21.0,11.0,55.0,31.0,14.0,50.0,46.0,8.0,15.0,10.0,407.0,16.0,3.0,1.0,85.0,74.0,31.0,10.0,47.0,10.0,12.0,13.0,100.0,2.0,27.0,5.0,16.0,46.0,93.0,198.0,199.0,15.0,7.0,53.0,5.0,39.0,8.0,3.0,1.0,1.0,5.0,1.0,5.0,7.0,6.0,,4.0,1.0,7.0,,2.0,,4.0,,,8.0,,1.0,,1.0,5.0,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,31.0,0.0,1.0,0.0,
USA_USL_Championship,2019,Colorado Springs Switchbacks FC,2f5x1j9yg8vk1y4kjs11cvt1x,J. Burt,Midfielder,44,24.0,2847.0,121.0,975.0,146.0,458.0,5.0,73.0,28.0,46.0,404.0,280.0,47.0,188.0,5.0,992.0,40.0,29.0,678.0,47.0,47.0,261.0,142.0,32.0,221.0,144.0,32.0,44.0,64.0,1591.0,33.0,16.0,9.0,208.0,383.0,87.0,10.0,148.0,53.0,29.0,12.0,301.0,35.0,60.0,24.0,33.0,107.0,321.0,719.0,731.0,93.0,29.0,153.0,32.0,101.0,1.0,10.0,4.0,7.0,16.0,7.0,16.0,17.0,13.0,,7.0,,11.0,26.0,,,19.0,,7.0,47.0,1.0,,,,18.0,,5.0,4.0,3.0,7.0,3.0,11.0,,1.0,3.0,1.0,1.0,,,3.0,,,,,,,,,,,,,,,,1.0,,,,,1.0,,33.0,3.0,4.0,2.0,
USA_USL_Championship,2019,Colorado Springs Switchbacks FC,71bcwrrg3hbhc25s2ll3dlec5,S. Ceus,Goalkeeper,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2019,Colorado Springs Switchbacks FC,aw1gq2yyep9t5klcsdukrdk6i,A. Dewing,Forward,3,3.0,816.0,5.0,197.0,61.0,113.0,,4.0,5.0,14.0,121.0,45.0,13.0,49.0,3.0,211.0,18.0,13.0,153.0,17.0,12.0,53.0,46.0,7.0,54.0,23.0,8.0,18.0,2.0,366.0,16.0,9.0,,87.0,49.0,62.0,10.0,41.0,5.0,10.0,15.0,108.0,3.0,19.0,3.0,16.0,53.0,55.0,144.0,158.0,21.0,7.0,67.0,2.0,34.0,8.0,4.0,1.0,,12.0,,1.0,7.0,2.0,,5.0,,4.0,1.0,1.0,,7.0,,,7.0,,,,1.0,6.0,,,,,,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,30.0,,,0.0,
USA_USL_Championship,2019,Colorado Springs Switchbacks FC,l7gukc5mf4ssq21cpmv879pl,K. Donsu,Forward,20,,391.0,2.0,103.0,24.0,67.0,,4.0,17.0,12.0,42.0,21.0,10.0,14.0,,104.0,6.0,8.0,74.0,7.0,20.0,18.0,33.0,11.0,14.0,18.0,4.0,8.0,4.0,201.0,15.0,2.0,2.0,44.0,22.0,17.0,10.0,29.0,12.0,6.0,2.0,61.0,,8.0,,15.0,20.0,25.0,85.0,86.0,17.0,4.0,32.0,4.0,24.0,11.0,2.0,,,1.0,2.0,,6.0,1.0,,3.0,,4.0,,,,3.0,2.0,2.0,5.0,,,,,6.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,0.0,
USA_USL_Championship,2019,Colorado Springs Switchbacks FC,e48fiycudd08bqscbu48u3z3e,L. Dorsey,Forward,27,,48.0,,14.0,3.0,4.0,,,,3.0,4.0,8.0,1.0,2.0,,14.0,,1.0,12.0,,1.0,2.0,5.0,,2.0,1.0,,,,21.0,4.0,,,4.0,2.0,3.0,10.0,3.0,,1.0,,7.0,,,,4.0,1.0,4.0,12.0,12.0,3.0,,4.0,,3.0,4.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,
