root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Unsuccessful Passes Own Half,Successful Open Play Passes,Ground Duels lost,Aerial Duels,Successful Dribbles,Duels won,Backward Passes,Key Passes (Attempt Assists),Throw Ins to Own Player,Tackles Won,Total Unsuccessful Passes ( Excl Crosses & Corners ),Shots On Target ( inc goals ),Substitute On,Forward Passes,Blocked Shots,Aerial Duels lost,Unsuccessful Crosses & Corners,Throw Ins to Opposition Player,Corners Won,Open Play Passes,Handballs conceded,Aerial Duels won,Foul Attempted Tackle,Rightside Passes,Unsuccessful Passes Opposition Half,Unsuccessful Dribbles,Successful Crosses open play,Goals Conceded,Shots Off Target (inc woodwork),Successful Long Passes,Offsides,Unsuccessful Crosses open play,Duels,Total Fouls Conceded,Goals Conceded Inside Box,Yellow Cards,Total Fouls Won,Successful Passes Own Half,Successful Passes Opposition Half,Unsuccessful Short Passes,Total Losses Of Possession,Ground Duels,Index,Successful Crosses & Corners,Penalties Conceded,Penalty Goals Conceded,Successful Lay-offs,Touches,Goals Conceded Outside Box,Leftside Passes,Total Touches In Opposition Box,Total Tackles,Unsuccessful Long Passes,Appearances,Total Successful Passes ( Excl Crosses & Corners ) ,Recoveries,Time Played,Successful Short Passes,PutThrough/Blocked Distribution Won,PutThrough/Blocked Distribution,Games Played,Ground Duels won,Total Shots,Total Passes,Total Clearances,Tackles Lost,Interceptions,Through balls,Unsuccessful Launches,Times Tackled,Blocks,Duels lost,Starts,Home Goals,Away Goals,Winning Goal,Assists (Intentional),Goal Assists,Successful Launches,Substitute Off,Right Foot Goals,Goals,Goals from Inside Box,Left Foot Goals,Red Cards - 2nd Yellow,Foul Won Penalty,Hit Woodwork,Total Red Cards,Penalty Goals,Penalties Taken,Set Pieces Goals,Attempts from Set Pieces,Unsuccessful lay-offs,Headed Goals,Penalties Faced,Last Man Tackle,GK Successful Distribution,Saves Made from Outside Box,Punches,Saves Made from Inside Box,Drops,Clean Sheets,Saves Made,Corners Taken (incl short corners),Catches,Saves made - parried,Saves from Penalty,Saves made - caught,GK Unsuccessful Distribution,Unsuccessful Corners into Box,Penalties Saved,Straight Red Cards,Successful Corners into Box,Second Goal Assists,Goalkeeper Smother,Goals from Outside Box,Clearances Off the Line,Own Goal Scored,Other Goals,Crosses not Claimed,Penalties Off Target
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,New England Revolution II,New_England_Revolution_II,24sgu58uugxgy49el075dz21g,E. Bajraktarević,Midfielder,10,6.0,313.0,52.0,7.0,37.0,71.0,129.0,16.0,2.0,6.0,57.0,12.0,3.0,83.0,6.0,5.0,24.0,,5.0,366.0,,2.0,6.0,88.0,75.0,23.0,1.0,24.0,8.0,11.0,4.0,8.0,128.0,7.0,22.0,,25.0,105.0,244.0,47.0,158.0,121.0,10.0,12.0,,5.0,2.0,622.0,2.0,94.0,37.0,7.0,10.0,17.0,337.0,47.0,1095.0,326.0,1.0,7.0,17.0,69.0,20.0,394.0,1.0,1.0,4.0,3.0,,43.0,1.0,57.0,14.0,0.0,0.0,0.0,,,,10.0,,,,,,,,,,,,2.0,,,,,,,,,,,,33.0,,,,,,13.0,,,9.0,2.0,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,New England Revolution II,New_England_Revolution_II,9r4elqvaba5vli7tb6db2fdyi,T. Beauvois,Forward,97,,4.0,,,,,1.0,,,,1.0,,1.0,2.0,,,,,,5.0,,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,4.0,1.0,1.0,,10.0,,,,,6.0,,1.0,1.0,,,1.0,4.0,,20.0,4.0,,,1.0,,1.0,5.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,New England Revolution II,New_England_Revolution_II,7nhwpzk71b4dpzn7j23earuok,S. Betancur,Midfielder,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,New England Revolution II,New_England_Revolution_II,akz1nwcvnrtkelhxy7m5f14yy,D. Borrero,Midfielder,27,1.0,25.0,2.0,2.0,6.0,12.0,5.0,2.0,,3.0,11.0,2.0,,5.0,2.0,,2.0,,2.0,36.0,,2.0,,9.0,12.0,2.0,,2.0,,1.0,1.0,2.0,14.0,,2.0,1.0,1.0,4.0,22.0,8.0,18.0,12.0,10.0,1.0,,,1.0,61.0,,17.0,6.0,3.0,3.0,1.0,25.0,3.0,90.0,24.0,,,1.0,10.0,2.0,36.0,,,,,,2.0,,2.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,New England Revolution II,New_England_Revolution_II,6865o0b7hs8xp6shc84dacidw,N. Buck,Midfielder,29,19.0,445.0,38.0,7.0,5.0,50.0,104.0,19.0,3.0,19.0,75.0,10.0,2.0,135.0,5.0,5.0,12.0,1.0,6.0,519.0,,2.0,9.0,164.0,68.0,5.0,4.0,27.0,7.0,19.0,2.0,8.0,93.0,15.0,25.0,4.0,15.0,168.0,294.0,61.0,130.0,86.0,10.0,4.0,,4.0,2.0,711.0,2.0,130.0,24.0,28.0,14.0,16.0,458.0,65.0,1170.0,439.0,11.0,24.0,16.0,48.0,17.0,533.0,6.0,9.0,13.0,2.0,2.0,14.0,,43.0,14.0,1.0,0.0,0.0,,,3.0,6.0,,1.0,1.0,1.0,,,1.0,,,,,2.0,1.0,,,,,,,,,2.0,,4.0,,,,,,3.0,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,New England Revolution II,New_England_Revolution_II,97kzr8rgekycws02q55a63z3e,B. Bueno,Midfielder,42,,45.0,1.0,,1.0,6.0,9.0,2.0,2.0,1.0,6.0,,7.0,14.0,1.0,,1.0,,1.0,51.0,,,1.0,14.0,7.0,,1.0,1.0,1.0,5.0,,,7.0,1.0,1.0,,3.0,18.0,32.0,,8.0,7.0,10.0,1.0,,,1.0,71.0,,18.0,6.0,2.0,6.0,7.0,49.0,10.0,100.0,44.0,1.0,1.0,7.0,6.0,1.0,55.0,,1.0,2.0,,,,,1.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,New England Revolution II,New_England_Revolution_II,9jiygmsuv03z3u9d64z72p2c4,J. Burkhardt,Defender,56,,4.0,,,,,,,,,2.0,,1.0,4.0,,,,,,5.0,,,,2.0,2.0,,,1.0,,,,,,,1.0,,,3.0,1.0,,2.0,,10.0,,,,,6.0,,,,,2.0,1.0,4.0,1.0,21.0,4.0,,,1.0,,,6.0,,,,,1.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,New England Revolution II,New_England_Revolution_II,ahfl8o5ngmw3vp3up97rlaj8p,P. Cayet,Defender,44,63.0,1045.0,55.0,65.0,4.0,115.0,51.0,8.0,8.0,35.0,170.0,4.0,3.0,553.0,1.0,24.0,4.0,1.0,1.0,1203.0,,41.0,9.0,453.0,111.0,7.0,,36.0,7.0,116.0,1.0,3.0,194.0,25.0,34.0,4.0,24.0,716.0,401.0,111.0,212.0,129.0,10.0,,,5.0,,1599.0,2.0,230.0,17.0,46.0,59.0,23.0,1117.0,169.0,1849.0,1001.0,11.0,24.0,23.0,74.0,11.0,1287.0,74.0,11.0,49.0,1.0,15.0,15.0,19.0,79.0,20.0,1.0,1.0,1.0,,,3.0,1.0,,2.0,2.0,,,,,,,,,,1.0,2.0,,,,,,,,8.0,,1.0,,,,,,1.0,,,,,,,1.0,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,New England Revolution II,New_England_Revolution_II,bdw24u3k53ilm3t80lnd5oqok,G. Ciampa,Defender,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2022,New England Revolution II,New_England_Revolution_II,4djlfeyozz3op8uojlc4j9x0q,Michel,Midfielder,48,21.0,672.0,93.0,15.0,29.0,115.0,182.0,23.0,14.0,15.0,134.0,5.0,5.0,251.0,6.0,13.0,23.0,2.0,12.0,804.0,1.0,2.0,13.0,171.0,136.0,32.0,5.0,33.0,10.0,52.0,2.0,18.0,221.0,24.0,31.0,5.0,63.0,252.0,475.0,90.0,266.0,206.0,10.0,7.0,,6.0,4.0,1195.0,2.0,250.0,30.0,21.0,44.0,24.0,720.0,101.0,1695.0,668.0,11.0,20.0,24.0,113.0,15.0,854.0,7.0,6.0,14.0,4.0,5.0,57.0,1.0,106.0,19.0,1.0,1.0,0.0,2.0,4.0,,11.0,,2.0,2.0,2.0,,,,,,,,2.0,,,,,,,,,,3.0,,11.0,,,,,,4.0,,,3.0,,,,,,,,
