root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Total Touches In Opposition Box,Unsuccessful Launches,Ground Duels,Total Successful Passes ( Excl Crosses & Corners ) ,Total Passes,Substitute On,Unsuccessful Crosses & Corners,Open Play Passes,Total Tackles,Goals Conceded,Successful Dribbles,Successful Crosses open play,Index,Successful Open Play Passes,Rightside Passes,Shots On Target ( inc goals ),Time Played,PutThrough/Blocked Distribution Won,Ground Duels won,Throw Ins to Opposition Player,Foul Attempted Tackle,Successful Passes Opposition Half,Total Losses Of Possession,Duels,Times Tackled,Forward Passes,Tackles Lost,Unsuccessful Short Passes,Leftside Passes,Unsuccessful lay-offs,Duels lost,Tackles Won,Touches,Unsuccessful Passes Own Half,Shots Off Target (inc woodwork),Total Unsuccessful Passes ( Excl Crosses & Corners ),Total Shots,Appearances,Total Fouls Won,Starts,Unsuccessful Long Passes,Throw Ins to Own Player,Successful Launches,Unsuccessful Dribbles,PutThrough/Blocked Distribution,Unsuccessful Crosses open play,Hit Woodwork,Goals Conceded Inside Box,Games Played,Duels won,Unsuccessful Passes Opposition Half,Substitute Off,Successful Long Passes,Successful Lay-offs,Total Clearances,Successful Short Passes,Successful Crosses & Corners,Goals Conceded Outside Box,Aerial Duels lost,Aerial Duels won,Recoveries,Ground Duels lost,Aerial Duels,Total Fouls Conceded,Backward Passes,Overruns,Corners Won,Successful Passes Own Half,Winning Goal,Offsides,Red Cards - 2nd Yellow,Total Red Cards,Key Passes (Attempt Assists),Through balls,Goal Kicks,GK Successful Distribution,Interceptions,Yellow Cards,Second Goal Assists,Successful Corners into Box,Corners Taken (incl short corners),Blocked Shots,Handballs conceded,Clean Sheets,Unsuccessful Corners into Box,Goal Assists,Goals,Assists (Intentional),Goals from Inside Box,Penalty Goals,Left Foot Goals,Penalties Taken,Home Goals,Away Goals,Blocks,Attempts from Set Pieces,Foul Won Penalty,Straight Red Cards,Right Foot Goals,Last Player Tackle,Clearances Off the Line,Goals from Outside Box,Headed Goals,Saves made - parried,Saves Made from Outside Box,Saves made - caught,Drops,Catches,Saves Made from Inside Box,Saves Made,GK Unsuccessful Distribution,Crosses not Claimed,Punches,Set Pieces Goals,Goalkeeper Smother,Penalties Conceded,Penalties Saved,Saves from Penalty,Penalties Faced,Penalty Goals Conceded,Other Goals,Own Goal Scored
testeo_ligas_norteamerica,USA_USL_Cup,2024,South Georgia Tormenta FC,South_Georgia_Tormenta_FC,3qu4ku6otypall6viepxc1fro,N. Akoto,Defender,14,8.0,3.0,27.0,92.0,119.0,1.0,11.0,118.0,5.0,9.0,,2.0,10.0,91.0,6.0,1.0,346.0,1.0,13.0,4.0,2.0,50.0,57.0,45.0,9.0,36.0,2.0,22.0,33.0,,23.0,3.0,208.0,10.0,1.0,27.0,2.0,5.0,8.0,4.0,5.0,25.0,,4.0,4.0,11.0,,6.0,5.0,22.0,28.0,1.0,2.0,1.0,6.0,90.0,2.0,3.0,9.0,9.0,15.0,14.0,18.0,4.0,44.0,,5.0,44.0,0.0,,,,4.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,South Georgia Tormenta FC,South_Georgia_Tormenta_FC,a02sezquzk3mstf340m6sckd0,D. Brooks,Midfielder,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,South Georgia Tormenta FC,South_Georgia_Tormenta_FC,3bifa75w0r6nlebuwxhqt231l,P. Campos,Forward,77,1.0,,6.0,6.0,9.0,2.0,1.0,9.0,1.0,,1.0,,10.0,6.0,3.0,,26.0,,4.0,,,4.0,4.0,6.0,,3.0,,3.0,2.0,,2.0,1.0,15.0,1.0,,3.0,,2.0,2.0,,,1.0,,,2.0,1.0,,,2.0,4.0,3.0,,1.0,,,5.0,,,,,2.0,2.0,,,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,South Georgia Tormenta FC,South_Georgia_Tormenta_FC,4b90xcjwvxulvevwx99dj22y2,T. D'Almeida,Midfielder,19,,2.0,16.0,137.0,162.0,7.0,2.0,159.0,2.0,5.0,,,10.0,134.0,44.0,1.0,245.0,4.0,3.0,,2.0,74.0,33.0,23.0,4.0,55.0,,20.0,39.0,,14.0,2.0,196.0,11.0,1.0,25.0,2.0,8.0,2.0,1.0,5.0,4.0,,2.0,8.0,2.0,,4.0,8.0,9.0,16.0,,9.0,2.0,3.0,128.0,,1.0,1.0,6.0,15.0,13.0,7.0,5.0,24.0,1.0,1.0,63.0,0.0,,,,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,South Georgia Tormenta FC,South_Georgia_Tormenta_FC,5lfsx6h5cktgy9mbk5hg6mt0q,J. Dengler,Defender,25,13.0,9.0,20.0,274.0,315.0,1.0,,296.0,5.0,10.0,,,10.0,256.0,61.0,2.0,515.0,3.0,9.0,,3.0,85.0,43.0,55.0,1.0,131.0,,23.0,113.0,,24.0,5.0,386.0,16.0,9.0,41.0,11.0,7.0,4.0,6.0,18.0,1.0,5.0,,5.0,,,9.0,7.0,31.0,25.0,1.0,36.0,,28.0,238.0,,1.0,13.0,22.0,12.0,11.0,35.0,8.0,10.0,,1.0,189.0,0.0,,,,,,3.0,3.0,4.0,3.0,,,,,,,,,,,,,,,,,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,South Georgia Tormenta FC,South_Georgia_Tormenta_FC,6ki7cq3dsamhsfb1x1a7i5x3p,C. Doyle,Midfielder,30,2.0,7.0,12.0,243.0,273.0,1.0,7.0,261.0,5.0,7.0,,,10.0,232.0,93.0,,370.0,1.0,8.0,,1.0,122.0,40.0,19.0,,94.0,1.0,19.0,61.0,,5.0,4.0,313.0,13.0,1.0,30.0,1.0,5.0,3.0,4.0,11.0,2.0,3.0,,4.0,,1.0,4.0,5.0,14.0,24.0,1.0,14.0,,5.0,229.0,3.0,3.0,1.0,6.0,17.0,4.0,7.0,2.0,25.0,,1.0,124.0,0.0,,,,1.0,,,,1.0,1.0,,3.0,10.0,1.0,,,7.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,South Georgia Tormenta FC,South_Georgia_Tormenta_FC,5jz7p2yap2y7xizp1pg1hquax,Pedro Fonseca,Midfielder,10,15.0,4.0,35.0,102.0,131.0,1.0,2.0,127.0,6.0,4.0,3.0,,10.0,98.0,38.0,2.0,354.0,2.0,18.0,,2.0,71.0,51.0,42.0,9.0,36.0,1.0,23.0,29.0,1.0,22.0,5.0,191.0,8.0,5.0,29.0,7.0,5.0,9.0,4.0,6.0,,,6.0,7.0,2.0,,4.0,5.0,20.0,23.0,2.0,3.0,2.0,1.0,99.0,1.0,,5.0,2.0,15.0,17.0,7.0,3.0,28.0,1.0,3.0,32.0,1.0,2.0,,,6.0,2.0,,,2.0,2.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,South Georgia Tormenta FC,South_Georgia_Tormenta_FC,d1v9qtekbvt8wtpf1cye0t1qs,S. Gottlieb,Defender,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,South Georgia Tormenta FC,South_Georgia_Tormenta_FC,b5ba3wzxtesc66e5pvses3sb8,A. Hassan,Defender,5,6.0,3.0,20.0,71.0,85.0,1.0,5.0,84.0,4.0,3.0,2.0,,10.0,70.0,26.0,,225.0,2.0,10.0,1.0,2.0,49.0,27.0,24.0,5.0,23.0,1.0,9.0,3.0,,11.0,3.0,139.0,5.0,,14.0,,4.0,4.0,3.0,5.0,11.0,,2.0,4.0,5.0,,3.0,4.0,13.0,14.0,2.0,1.0,,5.0,70.0,,,1.0,3.0,9.0,10.0,4.0,4.0,33.0,1.0,2.0,22.0,0.0,,,,1.0,1.0,,,6.0,2.0,,,,1.0,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,South Georgia Tormenta FC,South_Georgia_Tormenta_FC,3uabsdabmrqqjuuvgdp1ll89g,L. Healy,Forward,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,South Georgia Tormenta FC,South_Georgia_Tormenta_FC,edo31f8n8c4pa8c0pohxkhysq,Jackson Khoury,Forward,11,17.0,1.0,52.0,132.0,155.0,4.0,6.0,154.0,16.0,9.0,3.0,1.0,10.0,131.0,45.0,4.0,419.0,3.0,21.0,1.0,4.0,87.0,65.0,62.0,19.0,28.0,6.0,18.0,27.0,,40.0,10.0,253.0,8.0,3.0,23.0,7.0,8.0,2.0,4.0,5.0,9.0,,9.0,5.0,6.0,,6.0,8.0,22.0,21.0,2.0,3.0,5.0,4.0,129.0,1.0,3.0,9.0,1.0,15.0,31.0,10.0,8.0,55.0,3.0,5.0,46.0,0.0,3.0,,,5.0,,,,1.0,,,,,3.0,,,,,1.0,,1.0,,1.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,South Georgia Tormenta FC,South_Georgia_Tormenta_FC,ahza0fhih4ok1x14o28sk5p4a,P. Kilwien,Defender,23,2.0,19.0,16.0,359.0,417.0,,2.0,407.0,4.0,11.0,1.0,,10.0,349.0,140.0,2.0,652.0,4.0,8.0,11.0,2.0,139.0,75.0,22.0,1.0,176.0,,27.0,68.0,,11.0,4.0,486.0,17.0,1.0,58.0,3.0,8.0,3.0,8.0,31.0,10.0,5.0,1.0,7.0,2.0,,8.0,8.0,11.0,43.0,4.0,35.0,,15.0,324.0,,3.0,3.0,3.0,28.0,8.0,6.0,4.0,33.0,,1.0,220.0,0.0,,,,1.0,1.0,1.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
testeo_ligas_norteamerica,USA_USL_Cup,2024,South Georgia Tormenta FC,South_Georgia_Tormenta_FC,8n2bppwta5ug4nawajawt0n6y,A. Lombardi,Defender,22,,1.0,13.0,54.0,65.0,,1.0,64.0,2.0,3.0,1.0,1.0,10.0,53.0,24.0,,135.0,2.0,5.0,4.0,3.0,25.0,23.0,19.0,4.0,29.0,,6.0,2.0,,12.0,2.0,104.0,6.0,1.0,11.0,1.0,2.0,2.0,2.0,5.0,11.0,1.0,1.0,2.0,1.0,,1.0,2.0,7.0,6.0,2.0,5.0,,,49.0,1.0,2.0,4.0,2.0,9.0,8.0,6.0,4.0,10.0,,,30.0,0.0,,,,,,,,3.0,1.0,,,,1.0,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
