root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Touches,Successful Short Passes,Starts,Blocks,Successful Passes Opposition Half,PutThrough/Blocked Distribution,Appearances,Unsuccessful Passes Own Half,Tackles Lost,Tackles Won,Unsuccessful Short Passes,Total Tackles,Unsuccessful Passes Opposition Half,Ground Duels won,PutThrough/Blocked Distribution Won,Index,Clean Sheets,Games Played,Total Clearances,Total Passes,Total Losses Of Possession,Successful Long Passes,Ground Duels,Rightside Passes,Successful Open Play Passes,Recoveries,Total Successful Passes ( Excl Crosses & Corners ) ,Open Play Passes,Time Played,Total Unsuccessful Passes ( Excl Crosses & Corners ),Duels,Leftside Passes,Forward Passes,Interceptions,Successful Passes Own Half,Unsuccessful Launches,Duels won,Unsuccessful Long Passes,Backward Passes,Winning Goal,Ground Duels lost,GK Unsuccessful Distribution,Goals Conceded,Saves Made from Inside Box,Successful Launches,Duels lost,Goal Kicks,Aerial Duels,Saves Made,Catches,Goals Conceded Outside Box,Saves Made from Outside Box,Drops,Aerial Duels won,Saves made - parried,Punches,Goals Conceded Inside Box,GK Successful Distribution,Substitute On,Unsuccessful Crosses open play,Unsuccessful Crosses & Corners,Total Touches In Opposition Box,Total Fouls Won,Throw Ins to Own Player,Successful Lay-offs,Unsuccessful Dribbles,Times Tackled,Substitute Off,Foul Attempted Tackle,Total Fouls Conceded,Key Passes (Attempt Assists),Offsides,Aerial Duels lost,Corners Won,Successful Crosses & Corners,Goal Assists,Successful Crosses open play,Assists (Intentional),Successful Dribbles,Overruns,Throw Ins to Opposition Player,Yellow Cards,Handballs conceded,Corners Taken (incl short corners),Right Foot Goals,Unsuccessful Corners into Box,Shots Off Target (inc woodwork),Successful Corners into Box,Attempts from Set Pieces,Shots On Target ( inc goals ),Goals,Goals from Inside Box,Total Shots,Home Goals,Away Goals,Blocked Shots,Through balls,Foul Won Penalty,Penalties Taken,Headed Goals,Unsuccessful lay-offs,Penalty Goals,Left Foot Goals,Goals from Outside Box,Hit Woodwork,Last Player Tackle,Penalties Conceded,Goalkeeper Smother,Saves from Penalty,Penalties Faced,Penalties Saved,Red Cards - 2nd Yellow,Total Red Cards,Second Goal Assists,Penalty Goals Conceded,Clearances Off the Line,Straight Red Cards,Saves made - caught,Penalties Off Target,Own Goal Scored,Crosses not Claimed
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Club Puebla,Club_Puebla,6ft3hk7jxnwnajm7zs6hwsst1,B. Angulo,Defender,26,71.0,28.0,1.0,,11.0,1.0,2.0,1.0,,4.0,6.0,4.0,9.0,13.0,1.0,10.0,,2.0,4.0,39.0,12.0,3.0,16.0,21.0,28.0,7.0,31.0,35.0,105.0,8.0,17.0,2.0,13.0,1.0,21.0,,14.0,2.0,3.0,0.0,3.0,,2.0,,,3.0,,1.0,,,,,,1.0,,,2.0,,1.0,1.0,2.0,1.0,2.0,8.0,,1.0,2.0,,1.0,1.0,,,,,1.0,,1.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Club Puebla,Club_Puebla,6arf67ate5jmkjoo7248ghqwa,R. Castillo,Midfielder,12,81.0,41.0,2.0,,32.0,1.0,2.0,2.0,1.0,,7.0,1.0,10.0,9.0,,10.0,,2.0,,51.0,19.0,2.0,18.0,13.0,41.0,11.0,43.0,48.0,121.0,8.0,19.0,16.0,11.0,1.0,14.0,,9.0,1.0,11.0,0.0,9.0,,2.0,,,10.0,,1.0,,,,,,,,,2.0,,,,4.0,1.0,5.0,2.0,,1.0,4.0,2.0,2.0,4.0,3.0,,1.0,2.0,3.0,,2.0,,3.0,,,1.0,,5.0,,3.0,1.0,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Club Puebla,Club_Puebla,cdeomoi09osphftlezrqa7qol,L. Cavallini,Forward,9,38.0,13.0,1.0,,9.0,,2.0,1.0,,1.0,9.0,1.0,9.0,3.0,,10.0,,2.0,2.0,23.0,17.0,,11.0,2.0,12.0,2.0,13.0,21.0,95.0,10.0,19.0,3.0,5.0,,4.0,,8.0,1.0,13.0,0.0,8.0,,2.0,,,11.0,,8.0,,,,,,5.0,,,2.0,,1.0,,,3.0,,,2.0,1.0,4.0,,1.0,6.0,,,3.0,,,,,,2.0,,,1.0,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Club Puebla,Club_Puebla,batxecrgxqbwz4ixi9zqgaezu,R. Durán,Forward,22,3.0,2.0,,,2.0,,1.0,,,,,,,,,10.0,,1.0,,2.0,1.0,,1.0,,2.0,,2.0,2.0,15.0,,1.0,,2.0,,,,,,,0.0,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Club Puebla,Club_Puebla,ev3y77sf3a39805ri26547g0l,Gustavo Ferrareis,Forward,2,91.0,37.0,2.0,1.0,28.0,3.0,2.0,4.0,,2.0,5.0,2.0,9.0,7.0,,10.0,,2.0,6.0,49.0,18.0,4.0,14.0,3.0,40.0,2.0,41.0,48.0,157.0,8.0,16.0,15.0,24.0,3.0,14.0,2.0,8.0,3.0,7.0,0.0,7.0,,3.0,,1.0,8.0,,2.0,,,,,,1.0,,,3.0,,,5.0,5.0,2.0,5.0,8.0,,1.0,3.0,2.0,1.0,2.0,,,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Club Puebla,Club_Puebla,6646netoh3opicft01pbbh0ph,L. García,Forward,8,17.0,3.0,,,2.0,2.0,1.0,1.0,,,,,7.0,1.0,,10.0,,1.0,,5.0,10.0,1.0,2.0,,4.0,,4.0,5.0,14.0,1.0,2.0,4.0,1.0,1.0,2.0,,1.0,1.0,,0.0,1.0,,,,,1.0,,,,,,,,,,,,,1.0,5.0,7.0,2.0,,1.0,,1.0,1.0,,,,,,,2.0,,,,,1.0,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Club Puebla,Club_Puebla,3rn2ztesejsxxl57xhpb8vvu,J. González,Midfielder,10,44.0,16.0,1.0,,17.0,5.0,2.0,1.0,,,5.0,,7.0,7.0,2.0,10.0,,2.0,1.0,23.0,14.0,1.0,13.0,12.0,17.0,1.0,17.0,22.0,125.0,6.0,17.0,2.0,6.0,1.0,,1.0,8.0,1.0,3.0,0.0,6.0,,3.0,,,9.0,,4.0,,,,,,1.0,,,3.0,,1.0,2.0,2.0,3.0,6.0,2.0,,,2.0,,2.0,4.0,1.0,,3.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Club Puebla,Club_Puebla,4hlc9noo008xoxrf5sgrm02d,P. González,Midfielder,6,39.0,17.0,1.0,2.0,7.0,1.0,1.0,2.0,1.0,,5.0,1.0,7.0,1.0,,10.0,,1.0,4.0,26.0,9.0,1.0,3.0,4.0,18.0,4.0,18.0,24.0,90.0,8.0,4.0,11.0,6.0,3.0,12.0,2.0,1.0,3.0,5.0,0.0,2.0,,2.0,,,3.0,,1.0,,,,,,,,,2.0,,,1.0,1.0,,,,,,,,1.0,1.0,,,1.0,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Club Puebla,Club_Puebla,8wihma7941cp2e6m8vrl7bso9,E. Gularte,Defender,17,110.0,64.0,2.0,1.0,22.0,,2.0,1.0,2.0,4.0,5.0,6.0,14.0,9.0,,10.0,,2.0,10.0,85.0,16.0,6.0,12.0,16.0,63.0,7.0,70.0,77.0,180.0,15.0,14.0,28.0,35.0,1.0,48.0,6.0,9.0,10.0,6.0,0.0,3.0,,4.0,,,5.0,,2.0,,,,,,,,,4.0,,,,,1.0,2.0,,,,,,1.0,3.0,,,2.0,,,,,,1.0,,,1.0,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Club Puebla,Club_Puebla,7t9rfxl5a56l1jrjcvlvkd0yc,J. Gómez,Goalkeeper,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Club Puebla,Club_Puebla,1qqjy9919v5jlwusuc40hq63u,A. Herrera,Midfielder,16,76.0,35.0,2.0,1.0,26.0,5.0,2.0,2.0,,3.0,8.0,3.0,14.0,5.0,2.0,10.0,,2.0,4.0,48.0,19.0,1.0,12.0,18.0,35.0,7.0,36.0,47.0,172.0,12.0,14.0,9.0,14.0,1.0,10.0,,5.0,4.0,7.0,0.0,7.0,,3.0,,1.0,9.0,,2.0,,,,,,,,,3.0,,,3.0,4.0,2.0,2.0,,,,2.0,1.0,5.0,5.0,3.0,,2.0,1.0,,,,,,,,1.0,,1.0,,1.0,1.0,,1.0,2.0,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Club Puebla,Club_Puebla,avd8lotmysybbftiwdtlezx79,M. Jiménez,Goalkeeper,25,72.0,15.0,2.0,,8.0,,2.0,2.0,,1.0,2.0,1.0,17.0,2.0,,10.0,,2.0,1.0,46.0,19.0,12.0,2.0,8.0,10.0,17.0,27.0,19.0,180.0,19.0,2.0,4.0,34.0,,19.0,9.0,2.0,17.0,,0.0,,5.0,4.0,7.0,,,16.0,,12.0,2.0,,5.0,,,9.0,,4.0,20.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Club Puebla,Club_Puebla,e4xoirirp29zgd39c6jej31n8,S. Olmedo,Defender,3,8.0,3.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,,10.0,,1.0,1.0,4.0,1.0,,3.0,,3.0,,3.0,4.0,8.0,1.0,3.0,,2.0,,2.0,,2.0,,2.0,0.0,1.0,,1.0,,,1.0,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Club Puebla,Club_Puebla,s8szlcmrxn7t5leu5t2cnfje,S. Ormeño,Forward,14,20.0,10.0,1.0,,7.0,,2.0,,,,,,,2.0,,10.0,,2.0,2.0,11.0,3.0,1.0,3.0,2.0,8.0,2.0,11.0,8.0,76.0,,6.0,4.0,,,4.0,,3.0,,5.0,0.0,1.0,,2.0,,,3.0,,3.0,,,,,,1.0,,,2.0,,1.0,,,2.0,1.0,,1.0,,1.0,1.0,,,1.0,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Club Puebla,Club_Puebla,c08v1databfx5whg8nx05f2sp,E. Orona,Midfielder,4,85.0,46.0,2.0,,13.0,1.0,2.0,4.0,,1.0,6.0,1.0,7.0,1.0,1.0,10.0,,2.0,12.0,61.0,11.0,4.0,6.0,21.0,48.0,6.0,50.0,59.0,180.0,11.0,17.0,18.0,22.0,4.0,37.0,1.0,5.0,5.0,,0.0,5.0,,4.0,,,12.0,,11.0,,,,,,4.0,,,4.0,,,,,3.0,,1.0,,,,,2.0,4.0,,,7.0,,,,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Club Puebla,Club_Puebla,9erfjmiopz507g18313ap2tey,Á. Robles,Midfielder,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Club Puebla,Club_Puebla,4ot1kgzs0v5ts34byfq3qket,J. Rodríguez,Goalkeeper,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Club Puebla,Club_Puebla,ekns1bw3gxypkt995v0zc1756,J. Rodríguez,Defender,33,33.0,14.0,1.0,,8.0,,1.0,2.0,,,2.0,,2.0,,,10.0,,1.0,,19.0,7.0,2.0,2.0,6.0,13.0,,16.0,16.0,75.0,3.0,3.0,2.0,5.0,,8.0,1.0,,1.0,6.0,0.0,2.0,,2.0,,,3.0,,1.0,,,,,,,,,2.0,,,1.0,1.0,,,6.0,,1.0,2.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Club Puebla,Club_Puebla,blef70dv7v5df6u17nkq5w5ih,K. Velasco,Forward,20,55.0,24.0,1.0,,12.0,2.0,2.0,1.0,2.0,2.0,,4.0,3.0,9.0,2.0,10.0,,2.0,,28.0,10.0,2.0,17.0,4.0,24.0,8.0,26.0,26.0,101.0,2.0,21.0,13.0,4.0,1.0,15.0,1.0,9.0,2.0,7.0,0.0,8.0,,2.0,,,12.0,,4.0,,,,,,,,,2.0,,1.0,2.0,2.0,5.0,4.0,,,2.0,4.0,1.0,2.0,3.0,,,4.0,1.0,1.0,,1.0,,1.0,,,2.0,,,,,3.0,,,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Club Puebla,Club_Puebla,3g006mf8tqk2tsxzzjy1ll53o,P. Villa,Defender,208,6.0,1.0,,,3.0,,1.0,,,,,,,,,10.0,,1.0,,2.0,1.0,1.0,,,2.0,,2.0,2.0,9.0,,,1.0,1.0,,,,,,,0.0,,,1.0,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,2.0,,,,,,,1.0,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Leagues_Cup,2024,Club Puebla,Club_Puebla,d4vqzffevhz4a0rutqzf33t1x,F. Waller,Midfielder,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
