liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Substitute On,Successful Lay-offs,Successful Launches,Goals,Right Foot Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Throw Ins to Own Player,Throw Ins to Opposition Player,Offsides,Goals from Outside Box,Attempts from Set Pieces,Left Foot Goals,Headed Goals,Handballs conceded,Hit Woodwork,Penalties Taken,Penalty Goals,GK Successful Distribution,Total Red Cards,Red Cards - 2nd Yellow,Penalties Conceded,Unsuccessful lay-offs,Saves Made,Crosses not Claimed,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Own Goal Scored,Clearances Off the Line,Straight Red Cards,Penalties Saved,Saves from Penalty,Set Pieces Goals,Foul Won Penalty,Last Man Tackle,Second Goal Assists,Penalties Off Target,Times Tackled,Penalty Goals Conceded,Home Goals,Away Goals,Winning Goal,Overruns,Goal Kicks,Other Goals
Mexico_Liga_MX,2016-2017,Club Tijuana Xoloitzcuintles de Caliente,6l5na1ucaovnml3tqjdyysbth,E. Aguilera,Defender,19,,1484.0,,1.0,7.0,,,665.0,1.0,53.0,,171.0,33.0,7.0,61.0,2.0,4.0,2.0,13.0,134.0,423.0,15.0,58.0,713.0,2.0,12.0,7.0,519.0,14.0,4.0,119.0,,215.0,4.0,85.0,1.0,90.0,17.0,6.0,34.0,916.0,,17.0,6.0,9.0,55.0,312.0,7.0,10.0,60.0,,75.0,,9.0,30.0,1.0,98.0,61.0,16.0,,17.0,,,25.0,133.0,,553.0,594.0,43.0,6.0,,,10.0,38.0,5.0,67.0,30.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,0.0,,,
Mexico_Liga_MX,2016-2017,Club Tijuana Xoloitzcuintles de Caliente,6glxg9gvqn1uc1jmwisnml68l,P. Arriola,Forward,20,6.0,147.0,12.0,1.0,1.0,,,38.0,1.0,9.0,1.0,18.0,,,1.0,2.0,,,5.0,37.0,9.0,2.0,11.0,38.0,,3.0,1.0,25.0,1.0,,12.0,,4.0,1.0,17.0,,6.0,,6.0,3.0,81.0,1.0,12.0,2.0,,18.0,12.0,5.0,10.0,7.0,,1.0,1.0,3.0,1.0,4.0,24.0,1.0,1.0,8.0,12.0,1.0,,12.0,13.0,,26.0,26.0,6.0,,,,1.0,17.0,1.0,3.0,6.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,0.0,2.0,,
Mexico_Liga_MX,2016-2017,Club Tijuana Xoloitzcuintles de Caliente,bgzncyc6929doqcjo47z4stlh,M. Caraglio,Forward,9,9.0,1675.0,,36.0,1.0,3.0,,405.0,11.0,95.0,3.0,216.0,2.0,5.0,8.0,9.0,29.0,2.0,87.0,270.0,63.0,10.0,136.0,420.0,3.0,58.0,8.0,266.0,13.0,49.0,144.0,,98.0,26.0,141.0,9.0,41.0,19.0,19.0,12.0,724.0,,19.0,16.0,2.0,144.0,117.0,85.0,10.0,145.0,20.0,10.0,3.0,38.0,94.0,6.0,325.0,26.0,15.0,9.0,19.0,,6.0,93.0,110.0,3.0,261.0,276.0,181.0,7.0,6.0,2.0,9.0,180.0,1.0,6.0,51.0,,,22.0,,,1.0,2.0,2.0,2.0,1.0,1.0,,,,,10.0,,,,,,,,,,,,,,1.0,,,,,,,,,39.0,,3.0,0.0,2.0,6.0,,
Mexico_Liga_MX,2016-2017,Club Tijuana Xoloitzcuintles de Caliente,ehwo68aazpcv1eqhaq5nusrmd,L. Chávez,Midfielder,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,Club Tijuana Xoloitzcuintles de Caliente,ezq1jqcx9xj1rzh2jpykmjhed,Y. Corona,Defender,3,3.0,510.0,4.0,,11.0,1.0,1.0,244.0,,19.0,,70.0,13.0,,32.0,3.0,,1.0,9.0,68.0,131.0,11.0,24.0,257.0,,1.0,,150.0,5.0,2.0,56.0,,78.0,2.0,43.0,,27.0,5.0,5.0,16.0,336.0,,9.0,,3.0,18.0,126.0,4.0,10.0,22.0,2.0,51.0,,2.0,9.0,1.0,36.0,26.0,6.0,3.0,9.0,,,5.0,34.0,1.0,191.0,201.0,18.0,2.0,,,9.0,14.0,2.0,13.0,13.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,0.0,,,
Mexico_Liga_MX,2016-2017,Club Tijuana Xoloitzcuintles de Caliente,60gkf96r9k634pwzeq9so14gl,G. Garza,Defender,4,1.0,111.0,,,,,,45.0,,7.0,1.0,28.0,1.0,1.0,2.0,,1.0,,,9.0,15.0,2.0,4.0,48.0,2.0,2.0,1.0,41.0,2.0,1.0,6.0,,15.0,,6.0,,7.0,2.0,,1.0,72.0,,2.0,1.0,,9.0,23.0,2.0,10.0,8.0,,1.0,1.0,4.0,1.0,,10.0,2.0,2.0,1.0,2.0,,,2.0,3.0,,39.0,42.0,1.0,,,,1.0,2.0,1.0,1.0,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.0,,,
Mexico_Liga_MX,2016-2017,Club Tijuana Xoloitzcuintles de Caliente,1bthf9ulyzh7lwmvfdmpttiol,K. Gutiérrez,Defender,21,6.0,821.0,6.0,8.0,,,,315.0,1.0,49.0,2.0,148.0,12.0,1.0,16.0,5.0,3.0,2.0,6.0,95.0,114.0,13.0,45.0,321.0,4.0,10.0,2.0,247.0,5.0,6.0,61.0,,81.0,2.0,56.0,,46.0,9.0,11.0,15.0,433.0,3.0,15.0,7.0,3.0,53.0,107.0,2.0,10.0,32.0,3.0,13.0,,12.0,5.0,1.0,64.0,11.0,7.0,10.0,15.0,3.0,,26.0,84.0,,256.0,260.0,11.0,3.0,,1.0,10.0,32.0,3.0,11.0,27.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,0.0,1.0,,
Mexico_Liga_MX,2016-2017,Club Tijuana Xoloitzcuintles de Caliente,6p5bgx6fdraxsgsorfcu2jjrp,G. Hauche,Forward,7,27.0,1481.0,2.0,19.0,,4.0,4.0,460.0,5.0,95.0,14.0,261.0,8.0,6.0,25.0,16.0,10.0,2.0,9.0,201.0,114.0,25.0,80.0,466.0,9.0,33.0,7.0,339.0,15.0,17.0,105.0,,119.0,20.0,117.0,10.0,59.0,17.0,26.0,15.0,738.0,,19.0,18.0,1.0,159.0,130.0,34.0,10.0,91.0,7.0,22.0,14.0,55.0,4.0,8.0,172.0,6.0,17.0,27.0,19.0,,4.0,72.0,122.0,3.0,356.0,361.0,13.0,3.0,4.0,1.0,14.0,81.0,11.0,6.0,87.0,4.0,1.0,3.0,1.0,,,,2.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,3.0,,34.0,,2.0,2.0,2.0,2.0,,
Mexico_Liga_MX,2016-2017,Club Tijuana Xoloitzcuintles de Caliente,5zpifeodjjnl4z070la091wph,A. Hurtado,Midfielder,18,18.0,1432.0,1.0,31.0,,4.0,3.0,484.0,12.0,99.0,7.0,260.0,1.0,2.0,13.0,11.0,15.0,2.0,19.0,271.0,115.0,29.0,109.0,490.0,11.0,22.0,46.0,349.0,10.0,27.0,122.0,,136.0,33.0,120.0,4.0,85.0,18.0,21.0,20.0,849.0,,19.0,13.0,1.0,210.0,147.0,67.0,10.0,123.0,12.0,19.0,7.0,37.0,11.0,39.0,240.0,12.0,12.0,18.0,19.0,,2.0,98.0,108.0,3.0,362.0,368.0,30.0,3.0,3.0,4.0,27.0,117.0,2.0,5.0,112.0,3.0,,9.0,1.0,,,1.0,1.0,1.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,3.0,,,,71.0,,2.0,2.0,2.0,9.0,,
Mexico_Liga_MX,2016-2017,Club Tijuana Xoloitzcuintles de Caliente,7e0gqoexhr0a1nlysflla04id,G. Lajud,Goalkeeper,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
