liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Successful Lay-offs,Successful Launches,Right Foot Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,Unsuccessful Passes Own Half,Touches,Appearances,Blocks,Ground Duels,Goals from Outside Box,Forward Passes,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Handballs conceded,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Penalties Conceded,Successful Corners into Box,Corners Taken (incl short corners),Attempts from Set Pieces,Unsuccessful Corners into Box,Clearances Off the Line,Goals from Inside Box,Penalties Taken,Penalty Goals,Saves Made,GK Successful Distribution,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Left Foot Goals,Last Man Tackle,Total Touches In Opposition Box,Foul Won Penalty,Headed Goals,Own Goal Scored,Punches,Goalkeeper Smother,Drops,Penalties Faced,Other Goals,Crosses not Claimed,Penalties Saved,Saves from Penalty,Penalties Off Target,Set Pieces Goals
USA_MLS,2013,Club de Foot Montréal,8znveya9u1qadcqomkwfydwph,D. Arnaud,Midfielder,22.0,24.0,1.0,5.0,,,,3.0,9.0,9.0,3.0,1766.0,28.0,47.0,2.0,1.0,886.0,12.0,182.0,4.0,370.0,11.0,26.0,4.0,4.0,31.0,280.0,375.0,58.0,144.0,911.0,35.0,20.0,687.0,25.0,10.0,170.0,270.0,18.0,146.0,3.0,3.0,122.0,21.0,33.0,1278.0,24.0,8.0,214.0,1.0,257.0,47.0,145.0,6.0,54.0,4.0,43.0,24.0,15.0,269.0,15.0,29.0,9.0,4.0,1.0,5.0,93.0,202.0,718.0,741.0,55.0,5.0,4.0,5.0,5.0,43.0,124.0,15.0,36.0,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2013,Club de Foot Montréal,14j100tgmamh4vfa9vqdhu76d,H. Bernardello,Midfielder,23.0,9.0,,1.0,,,,,5.0,3.0,,716.0,,19.0,2.0,,437.0,3.0,41.0,3.0,199.0,7.0,22.0,2.0,1.0,4.0,117.0,195.0,16.0,56.0,469.0,11.0,4.0,318.0,8.0,2.0,78.0,126.0,9.0,76.0,,,77.0,9.0,16.0,594.0,9.0,3.0,72.0,,158.0,51.0,44.0,,73.0,,22.0,2.0,2.0,78.0,9.0,9.0,14.0,,,,30.0,144.0,365.0,391.0,6.0,,,,3.0,13.0,34.0,3.0,15.0,42.0,1.0,3.0,9.0,1.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2013,Club de Foot Montréal,erxzwfp0cehy3y4j98hajixg5,P. Bernier,Midfielder,8.0,31.0,4.0,4.0,,,,3.0,4.0,5.0,,2474.0,10.0,50.0,8.0,4.0,1608.0,7.0,227.0,9.0,592.0,11.0,72.0,9.0,7.0,16.0,459.0,839.0,76.0,231.0,1725.0,50.0,28.0,1195.0,36.0,16.0,303.0,518.0,20.0,252.0,7.0,2.0,295.0,28.0,73.0,2236.0,31.0,10.0,279.0,,512.0,65.0,176.0,7.0,227.0,5.0,43.0,29.0,13.0,324.0,39.0,43.0,22.0,5.0,1.0,4.0,132.0,468.0,1328.0,1422.0,45.0,7.0,4.0,5.0,26.0,61.0,148.0,15.0,69.0,147.0,,3.0,13.0,4.0,10.0,,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2013,Club de Foot Montréal,el1ts4ek1oww3u0bylaxu8fyt,J. Brovsky,Defender,5.0,31.0,2.0,5.0,,,,1.0,1.0,24.0,1.0,2700.0,209.0,8.0,16.0,2.0,1289.0,4.0,138.0,12.0,476.0,41.0,46.0,4.0,8.0,36.0,431.0,585.0,84.0,214.0,1309.0,22.0,13.0,988.0,38.0,10.0,260.0,403.0,14.0,214.0,4.0,32.0,169.0,30.0,70.0,2064.0,31.0,12.0,180.0,,596.0,51.0,145.0,6.0,61.0,12.0,16.0,32.0,7.0,248.0,134.0,46.0,24.0,,,,67.0,172.0,1031.0,1049.0,68.0,8.0,1.0,,4.0,65.0,103.0,19.0,86.0,113.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2013,Club de Foot Montréal,6kb6kwmwjh4c6oyed5upl266t,E. Bush,Goalkeeper,1.0,1.0,,,,,,,,,,90.0,,,1.0,,5.0,,,,2.0,2.0,3.0,,,,7.0,4.0,,,9.0,,,3.0,1.0,,3.0,1.0,,2.0,,,11.0,1.0,1.0,33.0,1.0,,1.0,,8.0,75.0,1.0,,3.0,,1.0,,,1.0,,1.0,,,,,,,4.0,6.0,,,,,,,,,1.0,1.0,,,,,,,,,,6.0,9.0,3.0,2.0,1.0,4.0,2.0,4.0,,,,,,,,,,,,,,,,
USA_MLS,2013,Club de Foot Montréal,cdqzhq868bbsfj58azaiiufo5,H. Camara,Defender,6.0,33.0,3.0,7.0,,,,,1.0,21.0,1.0,2964.0,191.0,22.0,13.0,2.0,1292.0,4.0,173.0,5.0,401.0,52.0,82.0,11.0,7.0,36.0,487.0,640.0,82.0,201.0,1319.0,38.0,35.0,970.0,41.0,17.0,283.0,100.0,16.0,232.0,3.0,25.0,183.0,33.0,72.0,2141.0,33.0,16.0,247.0,,539.0,64.0,220.0,6.0,66.0,5.0,37.0,66.0,12.0,349.0,151.0,48.0,21.0,2.0,,2.0,93.0,507.0,1012.0,1036.0,102.0,7.0,,2.0,8.0,55.0,129.0,27.0,85.0,154.0,1.0,,,,,1.0,3.0,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,
USA_MLS,2013,Club de Foot Montréal,172v1833vp0m9ffu399j6l9ed,Felipe Martins,Midfielder,7.0,33.0,5.0,6.0,,,,5.0,17.0,33.0,5.0,2378.0,4.0,94.0,1.0,4.0,899.0,15.0,188.0,19.0,413.0,10.0,34.0,17.0,5.0,15.0,441.0,292.0,31.0,196.0,916.0,32.0,11.0,639.0,28.0,41.0,230.0,234.0,35.0,272.0,14.0,,98.0,28.0,23.0,1381.0,33.0,4.0,213.0,1.0,276.0,32.0,102.0,24.0,47.0,9.0,57.0,3.0,18.0,231.0,10.0,33.0,65.0,2.0,2.0,4.0,114.0,218.0,674.0,686.0,18.0,3.0,11.0,5.0,30.0,24.0,129.0,7.0,30.0,99.0,,9.0,34.0,,21.0,,4.0,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,
USA_MLS,2013,Club de Foot Montréal,6nmcuw8asxh6k3l5khx5atmfp,M. Crépeau,Goalkeeper,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2013,Club de Foot Montréal,8ji7rdv7551irvuu5e0q3m9jp,P. DelPiccolo,Midfielder,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2013,Club de Foot Montréal,3farlei93wg8vcijuc0aolmfp,M. Di Vaio,Forward,9.0,34.0,20.0,4.0,1.0,1.0,,2.0,14.0,7.0,82.0,2835.0,2.0,134.0,,15.0,755.0,26.0,199.0,3.0,403.0,,14.0,34.0,6.0,33.0,385.0,158.0,4.0,192.0,764.0,14.0,14.0,518.0,38.0,89.0,206.0,282.0,24.0,178.0,34.0,,55.0,32.0,35.0,1155.0,34.0,1.0,156.0,2.0,155.0,53.0,65.0,55.0,40.0,3.0,33.0,14.0,34.0,203.0,5.0,44.0,7.0,6.0,1.0,2.0,105.0,128.0,549.0,558.0,47.0,4.0,32.0,2.0,12.0,4.0,138.0,,7.0,51.0,,,3.0,9.0,,,18.0,,,,,,,,,,,4.0,,5.0,1.0,1.0,,,,,,,,,,,
