liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Successful Lay-offs,Successful Launches,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Hit Woodwork,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Substitute On,Offsides,Penalties Conceded,Goals,Successful Corners into Box,Total Red Cards,Throw Ins to Opposition Player,Red Cards - 2nd Yellow,Blocks,Left Foot Goals,Unsuccessful Corners into Box,Handballs conceded,Assists (Intentional),Goals from Inside Box,Penalties Taken,Penalty Goals,Goals from Outside Box,Headed Goals,Last Man Tackle,Straight Red Cards,Saves Made,GK Successful Distribution,Punches,Goalkeeper Smother,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Right Foot Goals,Foul Won Penalty,Set Pieces Goals,Drops,Penalties Off Target,Crosses not Claimed,Own Goal Scored,Clearances Off the Line,Penalties Saved,Saves from Penalty,Other Goals
Mexico_Liga_MX,2017-2018,CF Pachuca,aevk7yjo0gjbppcpqeb0siead,É. Aguirre,Defender,14,34.0,1176.0,13.0,11.0,1.0,433.0,15.0,97.0,3.0,221.0,6.0,1.0,16.0,9.0,8.0,3.0,14.0,211.0,117.0,29.0,88.0,439.0,14.0,11.0,30.0,311.0,20.0,22.0,104.0,181.0,16.0,116.0,7.0,63.0,16.0,37.0,22.0,709.0,,17.0,4.0,125.0,123.0,76.0,10.0,75.0,14.0,,24.0,3.0,9.0,7.0,15.0,146.0,6.0,23.0,34.0,17.0,,57.0,38.0,329.0,335.0,21.0,,3.0,3.0,,20.0,71.0,9.0,16.0,68.0,1.0,11.0,,2.0,,,1.0,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
Mexico_Liga_MX,2017-2018,CF Pachuca,ai1q7eeu5k90x364z6g4bxl91,A. Blanco,Goalkeeper,13,,1530.0,,,20.0,164.0,,,,62.0,57.0,,148.0,,,3.0,,151.0,189.0,,1.0,400.0,,,,131.0,24.0,,149.0,67.0,,122.0,,107.0,17.0,,27.0,549.0,,17.0,,3.0,287.0,,10.0,5.0,,,120.0,,1.0,4.0,,7.0,10.0,27.0,,17.0,,2.0,46.0,112.0,251.0,4.0,4.0,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,70.0,162.0,2.0,1.0,4.0,30.0,26.0,39.0,3.0,2.0,70.0,,,,1.0,,,,,1.0,1.0,
Mexico_Liga_MX,2017-2018,CF Pachuca,b1rg7kkgu7kcbf1rdsm1mdtk9,A. Figueroa,Midfielder,19,,9.0,,,,6.0,,1.0,,2.0,,,,2.0,,,,3.0,2.0,1.0,2.0,6.0,,,,4.0,,,2.0,2.0,,2.0,,2.0,,2.0,,11.0,,1.0,,4.0,3.0,,10.0,1.0,,,,,,,,4.0,,,,1.0,,3.0,,4.0,4.0,,,,,,1.0,3.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,CF Pachuca,gf82wdzqavhxj3iazy4vgst1,E. García,Midfielder,12,18.0,1191.0,89.0,1.0,12.0,550.0,3.0,56.0,3.0,291.0,16.0,3.0,27.0,15.0,3.0,2.0,11.0,149.0,186.0,34.0,70.0,571.0,2.0,14.0,10.0,435.0,21.0,4.0,97.0,200.0,9.0,84.0,2.0,90.0,13.0,28.0,31.0,882.0,,15.0,9.0,94.0,282.0,8.0,10.0,68.0,1.0,,39.0,3.0,13.0,11.0,4.0,116.0,28.0,23.0,18.0,15.0,,37.0,33.0,458.0,474.0,22.0,2.0,,,2.0,27.0,48.0,7.0,34.0,57.0,2.0,2.0,,,,,9.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,CF Pachuca,bp09n8g1rj8syqya1llzu0251,C. Giménez,Midfielder,10,1.0,59.0,1.0,,,41.0,,3.0,,30.0,,,2.0,1.0,,1.0,2.0,17.0,5.0,1.0,7.0,44.0,,2.0,2.0,32.0,1.0,,9.0,14.0,1.0,11.0,,2.0,,2.0,1.0,64.0,2.0,5.0,2.0,16.0,19.0,1.0,10.0,8.0,,,3.0,,5.0,,1.0,18.0,,2.0,3.0,5.0,,8.0,8.0,33.0,35.0,2.0,,,,,,10.0,1.0,,8.0,5.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,CF Pachuca,5ywmuj75fpflsqyne41dsgpg5,O. González,Defender,4,,381.0,,1.0,5.0,139.0,,7.0,,34.0,10.0,,17.0,1.0,2.0,1.0,4.0,36.0,73.0,1.0,19.0,143.0,,4.0,,91.0,4.0,2.0,36.0,24.0,1.0,25.0,,11.0,4.0,3.0,11.0,182.0,,5.0,1.0,10.0,73.0,6.0,10.0,19.0,,,16.0,,4.0,14.0,,28.0,16.0,5.0,,5.0,,5.0,39.0,104.0,107.0,18.0,2.0,1.0,1.0,,,9.0,1.0,8.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,CF Pachuca,2vsfek9vs6zdvueb4v23vrj6d,W. González,Forward,9,3.0,204.0,1.0,,,40.0,2.0,16.0,,17.0,,,1.0,,3.0,,8.0,29.0,16.0,2.0,14.0,48.0,2.0,4.0,1.0,33.0,5.0,3.0,15.0,9.0,2.0,18.0,2.0,8.0,2.0,1.0,,84.0,,9.0,1.0,20.0,16.0,6.0,10.0,19.0,,,,,6.0,11.0,2.0,39.0,4.0,5.0,3.0,9.0,,12.0,7.0,25.0,33.0,19.0,,,,,2.0,20.0,,2.0,8.0,7.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,CF Pachuca,9uuk73i8obc7ji0dnan352nkl,É. Gutiérrez,Midfielder,15,7.0,1275.0,5.0,12.0,2.0,681.0,3.0,90.0,1.0,390.0,8.0,2.0,24.0,4.0,6.0,3.0,21.0,177.0,225.0,33.0,75.0,713.0,1.0,21.0,29.0,556.0,19.0,12.0,99.0,198.0,20.0,92.0,7.0,96.0,14.0,13.0,14.0,953.0,1.0,15.0,11.0,160.0,219.0,23.0,10.0,103.0,6.0,,58.0,1.0,19.0,22.0,20.0,203.0,12.0,22.0,7.0,15.0,,79.0,206.0,585.0,614.0,43.0,4.0,,3.0,,21.0,100.0,12.0,17.0,81.0,1.0,1.0,,4.0,,,,,2.0,2.0,,1.0,3.0,3.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,CF Pachuca,e2ecjp2hobzgi1o9l57xgcd0p,V. Guzmán,Midfielder,5,2.0,332.0,1.0,8.0,,155.0,4.0,19.0,3.0,96.0,4.0,1.0,10.0,3.0,5.0,1.0,5.0,47.0,32.0,10.0,22.0,157.0,1.0,1.0,5.0,117.0,7.0,8.0,32.0,44.0,7.0,26.0,4.0,32.0,4.0,5.0,8.0,222.0,,4.0,,29.0,57.0,15.0,10.0,26.0,3.0,,8.0,3.0,5.0,7.0,1.0,41.0,4.0,8.0,2.0,4.0,,10.0,37.0,123.0,125.0,12.0,,1.0,1.0,,8.0,15.0,2.0,3.0,19.0,,1.0,,1.0,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2017-2018,CF Pachuca,4zudld3tsiho4fya7v8xyju1h,J. Hernández,Midfielder,16,2.0,1267.0,,6.0,5.0,635.0,,39.0,,281.0,18.0,7.0,29.0,10.0,6.0,3.0,12.0,100.0,314.0,38.0,43.0,667.0,4.0,31.0,6.0,551.0,20.0,7.0,72.0,205.0,9.0,45.0,2.0,107.0,15.0,16.0,29.0,860.0,,15.0,19.0,138.0,194.0,1.0,10.0,86.0,1.0,,44.0,,28.0,17.0,6.0,167.0,22.0,23.0,2.0,15.0,,69.0,229.0,564.0,595.0,29.0,2.0,,1.0,,29.0,81.0,9.0,27.0,69.0,,,,,,1.0,,,5.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
