liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Passes Own Half,Successful Short Passes,Unsuccessful Crosses open play,Goal Assists,Shots Off Target (inc woodwork),Duels,Goals from Inside Box,Left Foot Goals,Ground Duels,Second Goal Assists,Successful Long Passes,Goals Conceded,Total Unsuccessful Passes ( Excl Crosses & Corners ),Hit Woodwork,Starts,Ground Duels won,Total Fouls Won,Clean Sheets,Aerial Duels,Goals Conceded Inside Box,Total Shots,Aerial Duels lost,Through balls,Yellow Cards,Unsuccessful Short Passes,Total Clearances,PutThrough/Blocked Distribution Won,Substitute Off,Aerial Duels won,Unsuccessful lay-offs,Total Passes,Penalty Goals Conceded,Goals from Outside Box,Total Touches In Opposition Box,Set Pieces Goals,Assists (Intentional),Foul Attempted Tackle,Interceptions,Successful Launches,PutThrough/Blocked Distribution,Foul Won Penalty,Tackles Won,Penalty Goals,Touches,Goals Conceded Outside Box,Time Played,Recoveries,Successful Corners into Box,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Lay-offs,Successful Open Play Passes,Penalties Taken,Duels won,Leftside Passes,Unsuccessful Passes Opposition Half,Goals,Successful Passes Opposition Half,Successful Passes Own Half,Total Tackles,Unsuccessful Corners into Box,Unsuccessful Long Passes,Backward Passes,Index,Blocked Shots,Times Tackled,Penalties Off Target,Total Losses Of Possession,Successful Crosses & Corners,Unsuccessful Crosses & Corners,Ground Duels lost,Duels lost,Total Fouls Conceded,Successful Dribbles,Shots On Target ( inc goals ),Unsuccessful Launches,Games Played,Successful Crosses open play,Blocks,Offsides,Throw Ins to Own Player,Attempts from Set Pieces,Open Play Passes,Key Passes (Attempt Assists),Tackles Lost,Appearances,Corners Won,Rightside Passes,Corners Taken (incl short corners),Unsuccessful Dribbles,Forward Passes,Home Goals,Away Goals,Winning Goal,Substitute On,Throw Ins to Opposition Player,Clearances Off the Line,Right Foot Goals,Penalties Conceded,GK Successful Distribution,Saves Made from Inside Box,GK Unsuccessful Distribution,Saves Made,Handballs conceded,Straight Red Cards,Total Red Cards,Other Goals,Red Cards - 2nd Yellow,Crosses not Claimed,Last Man Tackle,Goalkeeper Smother,Saves made - caught,Penalties Saved,Penalties Faced,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves from Penalty,Punches,Headed Goals,Own Goal Scored
USA_MLS,2018,Vancouver Whitecaps FC,bzwwxb4t5m2rtbxwubppay3md,J. Aja,Defender,18,44.0,452.0,,,3.0,131.0,1.0,,82.0,,55.0,36.0,131.0,,17.0,41.0,3.0,2.0,49.0,30.0,4.0,16.0,,4.0,63.0,84.0,7.0,,33.0,,638.0,1.0,,15.0,,,11.0,27.0,6.0,14.0,,27.0,,847.0,6.0,1512.0,89.0,,507.0,,492.0,,74.0,164.0,87.0,1.0,101.0,406.0,34.0,,68.0,36.0,23.0,,,,150.0,,,41.0,57.0,21.0,4.0,1.0,24.0,17.0,,12.0,5.0,3.0,,621.0,4.0,7.0,17.0,,170.0,,4.0,268.0,,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
USA_MLS,2018,Vancouver Whitecaps FC,c16g0z3jaikel7ben5csirkyd,A. Blondell,Forward,9,2.0,86.0,3.0,1.0,10.0,121.0,1.0,,52.0,,5.0,12.0,51.0,,8.0,20.0,9.0,,69.0,10.0,17.0,35.0,1.0,1.0,51.0,13.0,2.0,8.0,34.0,3.0,142.0,3.0,,33.0,,,6.0,2.0,,3.0,1.0,4.0,,263.0,2.0,642.0,22.0,,91.0,11.0,82.0,,54.0,29.0,52.0,1.0,64.0,29.0,4.0,,,32.0,100.0,3.0,,,102.0,2.0,3.0,32.0,67.0,13.0,10.0,7.0,,18.0,2.0,,7.0,1.0,,133.0,7.0,,18.0,6.0,42.0,,18.0,39.0,,,,10.0,,,1.0,,,,,,4.0,,,,,,,,,,,,,,,,,,
USA_MLS,2018,Vancouver Whitecaps FC,8npu0cbqjrhwv5km1w29kh016,S. Colyn,Midfielder,54,,4.0,,,1.0,2.0,,,,,,1.0,1.0,,,,,,2.0,1.0,1.0,2.0,,,1.0,,,,,,5.0,,,1.0,,,,,,,,,,7.0,,4.0,,,4.0,,4.0,,,1.0,1.0,,3.0,1.0,,,,3.0,97.0,1.0,,,1.0,,,,2.0,,,,,1.0,,,,,,5.0,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2018,Vancouver Whitecaps FC,582uvj0i3dvm0zwbou9q68pgp,A. Davies,Midfielder,67,46.0,606.0,51.0,9.0,12.0,467.0,6.0,8.0,415.0,2.0,25.0,49.0,162.0,2.0,27.0,238.0,59.0,1.0,52.0,45.0,27.0,32.0,2.0,2.0,138.0,35.0,29.0,6.0,20.0,3.0,793.0,4.0,2.0,121.0,,8.0,19.0,32.0,1.0,45.0,1.0,43.0,,1594.0,4.0,2420.0,200.0,,631.0,10.0,622.0,,258.0,141.0,168.0,8.0,430.0,217.0,57.0,1.0,24.0,203.0,68.0,10.0,,,456.0,16.0,52.0,177.0,209.0,31.0,123.0,15.0,11.0,31.0,16.0,6.0,11.0,46.0,1.0,784.0,31.0,14.0,31.0,23.0,262.0,1.0,81.0,187.0,,,,4.0,9.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
USA_MLS,2018,Vancouver Whitecaps FC,9pwxnznkg0t5pjvpm3gc7ic45,R. Domínguez,Defender,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2018,Vancouver Whitecaps FC,emwrx80ilu9sjb5ailgvny5sl,S. Franklin,Defender,3,24.0,220.0,16.0,,,71.0,,,52.0,,19.0,16.0,59.0,,9.0,20.0,2.0,1.0,19.0,15.0,,8.0,,,40.0,27.0,6.0,1.0,11.0,,298.0,1.0,,1.0,,,7.0,12.0,4.0,14.0,,6.0,,493.0,1.0,833.0,42.0,,239.0,,236.0,,31.0,108.0,51.0,,137.0,105.0,12.0,,19.0,37.0,42.0,,,,110.0,3.0,16.0,32.0,40.0,12.0,6.0,,10.0,11.0,3.0,4.0,,61.0,,291.0,6.0,6.0,11.0,3.0,14.0,,8.0,139.0,,,,2.0,17.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2018,Vancouver Whitecaps FC,4y7p59unsumcfk5trk1naums5,D. Henry,Defender,2,36.0,441.0,,,3.0,123.0,,,51.0,,45.0,28.0,82.0,,14.0,35.0,2.0,,72.0,24.0,4.0,35.0,,2.0,43.0,80.0,7.0,,37.0,,568.0,6.0,,16.0,,,5.0,32.0,9.0,8.0,,20.0,,763.0,4.0,1260.0,51.0,,486.0,1.0,481.0,,72.0,117.0,46.0,,131.0,355.0,31.0,,39.0,19.0,48.0,2.0,,,92.0,,,16.0,51.0,15.0,2.0,1.0,18.0,14.0,,15.0,,1.0,,561.0,2.0,11.0,14.0,3.0,168.0,,,264.0,,,,,,,,3.0,,,,,2.0,,,,,,,,,,,,,,,,,,
USA_MLS,2018,Vancouver Whitecaps FC,5poofr1j8221dhowins42c1jp,E. Hurtado,Midfielder,19,9.0,79.0,5.0,1.0,3.0,92.0,2.0,,55.0,,3.0,15.0,35.0,,4.0,19.0,8.0,,37.0,14.0,6.0,25.0,,,33.0,3.0,1.0,3.0,12.0,2.0,117.0,1.0,,24.0,,,4.0,,,7.0,,5.0,,220.0,1.0,484.0,15.0,,82.0,1.0,78.0,,31.0,25.0,31.0,2.0,62.0,23.0,6.0,,2.0,40.0,56.0,2.0,,,91.0,3.0,5.0,36.0,61.0,12.0,5.0,3.0,2.0,12.0,3.0,1.0,3.0,3.0,,112.0,4.0,1.0,12.0,6.0,20.0,,8.0,32.0,,,,8.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2018,Vancouver Whitecaps FC,bjaaf717t6e0mgak9lh42rr9x,B. Ibini-Isei,Forward,7,7.0,71.0,8.0,1.0,,42.0,,,33.0,,,8.0,22.0,,6.0,15.0,4.0,,9.0,7.0,2.0,8.0,,,20.0,1.0,5.0,6.0,1.0,,93.0,,,4.0,,,1.0,3.0,,8.0,,3.0,,164.0,1.0,422.0,13.0,,71.0,5.0,70.0,,16.0,24.0,23.0,,48.0,28.0,4.0,,2.0,27.0,23.0,1.0,,,49.0,5.0,8.0,18.0,26.0,5.0,7.0,2.0,2.0,8.0,5.0,1.0,1.0,3.0,,91.0,4.0,1.0,8.0,3.0,13.0,,5.0,29.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2018,Vancouver Whitecaps FC,bhkv0sw6gfzj6uq588zv6tln9,E. Juárez,Defender,6,22.0,437.0,5.0,1.0,3.0,112.0,,,83.0,1.0,14.0,25.0,70.0,,14.0,36.0,8.0,,29.0,20.0,4.0,18.0,2.0,4.0,56.0,15.0,4.0,3.0,11.0,1.0,521.0,2.0,,11.0,,1.0,15.0,12.0,,10.0,,14.0,,658.0,5.0,1159.0,71.0,,451.0,14.0,438.0,,47.0,140.0,53.0,,233.0,221.0,22.0,,14.0,111.0,19.0,,,,108.0,3.0,5.0,47.0,65.0,24.0,6.0,1.0,4.0,16.0,3.0,2.0,,4.0,,508.0,9.0,8.0,16.0,4.0,154.0,,3.0,116.0,,,,2.0,2.0,,,,,,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,
