liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Substitute On,Goals,Right Foot Goals,Open Play Passes,Corners Won,Times Tackled,Backward Passes,Successful Passes Opposition Half,Yellow Cards,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Interceptions,Ground Duels won,Winning Goal,Successful Crosses & Corners,Unsuccessful Long Passes,Successful Crosses open play,Offsides,Throw Ins to Own Player,Successful Lay-offs,Unsuccessful Launches,Shots Off Target (inc woodwork),Blocks,Successful Long Passes,Left Foot Goals,Clean Sheets,Tackles Lost,Successful Launches,Hit Woodwork,Assists (Intentional),Unsuccessful lay-offs,Goal Assists,Through balls,Throw Ins to Opposition Player,Handballs conceded,Last Man Tackle,Successful Corners into Box,Second Goal Assists,Attempts from Set Pieces,Foul Won Penalty,Headed Goals,Penalties Taken,Penalty Goals,Saves Made,GK Successful Distribution,Penalties Conceded,Punches,Penalties Saved,Goalkeeper Smother,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,Saves made - caught,GK Unsuccessful Distribution,Goals from Outside Box,Clearances Off the Line,Own Goal Scored,Home Goals,Away Goals,Goal Kicks,Crosses not Claimed,Total Red Cards,Red Cards - 2nd Yellow,Drops,Straight Red Cards,Other Goals,Set Pieces Goals,Penalties Off Target
USA_USL_League_One,2020,Orlando City B,bvh4lcuex4u7tvonrlpgh3yi2,O. Guske,Defender,50,1.0,381.0,1.0,,,144.0,2.0,3.0,23.0,46.0,,2.0,,4.0,38.0,73.0,3.0,20.0,,150.0,3.0,,1.0,113.0,7.0,1.0,31.0,15.0,,21.0,,7.0,5.0,4.0,11.0,191.0,,6.0,,9.0,63.0,1.0,10.0,9.0,,1.0,4.0,1.0,17.0,9.0,7.0,1.0,6.0,,4.0,49.0,,113.0,119.0,8.0,2.0,8.0,2.0,5.0,0.0,,11.0,,,2.0,,2.0,1.0,4.0,6.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.0,0.0,,,,,,,,,
USA_USL_League_One,2020,Orlando City B,1hrbaomx35x74ghbkwo8xwktm,M. Halliday,Defender,26,15.0,562.0,1.0,,,206.0,4.0,11.0,42.0,67.0,,2.0,2.0,,83.0,104.0,12.0,27.0,1.0,209.0,,2.0,6.0,159.0,10.0,2.0,43.0,15.0,7.0,42.0,,22.0,6.0,7.0,16.0,346.0,,7.0,2.0,37.0,71.0,6.0,10.0,23.0,,2.0,3.0,7.0,40.0,12.0,12.0,15.0,7.0,,17.0,81.0,,163.0,166.0,3.0,7.0,17.0,4.0,20.0,0.0,5.0,16.0,4.0,,37.0,,4.0,2.0,3.0,7.0,,,5.0,,,1.0,,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
USA_USL_League_One,2020,Orlando City B,bjg0fd09n9lh3fv7rihuqenvu,J. Kennedy,Forward,53,,480.0,1.0,,,48.0,1.0,7.0,23.0,27.0,1.0,1.0,1.0,5.0,42.0,20.0,2.0,14.0,,61.0,5.0,14.0,4.0,46.0,11.0,5.0,15.0,11.0,5.0,10.0,3.0,12.0,7.0,3.0,5.0,118.0,,8.0,10.0,31.0,11.0,8.0,10.0,10.0,1.0,4.0,,1.0,36.0,1.0,12.0,,8.0,,21.0,16.0,,33.0,46.0,5.0,2.0,26.0,1.0,10.0,0.0,1.0,1.0,1.0,3.0,,3.0,,4.0,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
USA_USL_League_One,2020,Orlando City B,l2a0ea51s8d8s6yoxsrozdd6,M. Lamb,Defender,54,,367.0,2.0,1.0,,31.0,2.0,5.0,15.0,14.0,2.0,1.0,,8.0,24.0,17.0,,10.0,2.0,41.0,4.0,6.0,,29.0,9.0,7.0,10.0,13.0,5.0,9.0,1.0,7.0,5.0,1.0,1.0,71.0,,7.0,1.0,10.0,8.0,13.0,10.0,5.0,4.0,,5.0,,23.0,,9.0,,7.0,,10.0,5.0,1.0,21.0,31.0,13.0,,18.0,,,0.0,,,,4.0,1.0,1.0,,3.0,,2.0,,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,
USA_USL_League_One,2020,Orlando City B,44g34ieyqcywqb0r0zic9wsq2,J. Monticelli,Defender,55,13.0,980.0,3.0,,,404.0,2.0,2.0,48.0,100.0,4.0,10.0,1.0,18.0,141.0,221.0,22.0,54.0,2.0,417.0,7.0,23.0,2.0,288.0,20.0,3.0,97.0,157.0,4.0,68.0,2.0,45.0,11.0,25.0,42.0,637.0,,14.0,9.0,53.0,185.0,9.0,10.0,41.0,,1.0,17.0,,88.0,48.0,21.0,13.0,14.0,,29.0,27.0,,309.0,320.0,35.0,19.0,47.0,22.0,24.0,0.0,1.0,43.0,1.0,,36.0,,21.0,3.0,18.0,32.0,,,3.0,5.0,,,,,,15.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,,,,,,,,,
USA_USL_League_One,2020,Orlando City B,6rb3z4s6q7kl0w1c89v5sj2ay,T. Ndje,Midfielder,56,5.0,244.0,7.0,,,46.0,3.0,11.0,18.0,20.0,4.0,,,6.0,38.0,12.0,6.0,16.0,1.0,48.0,2.0,7.0,3.0,31.0,5.0,,17.0,6.0,1.0,13.0,1.0,10.0,2.0,2.0,9.0,92.0,,9.0,,39.0,15.0,5.0,10.0,20.0,,9.0,2.0,3.0,47.0,1.0,5.0,5.0,9.0,,21.0,9.0,,29.0,31.0,8.0,5.0,27.0,1.0,18.0,0.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
USA_USL_League_One,2020,Orlando City B,clpw775ep3zhztvw189ezfhpm,N. O'Callaghan,Defender,72,,525.0,,,,287.0,1.0,11.0,26.0,69.0,1.0,6.0,2.0,7.0,104.0,152.0,10.0,45.0,,301.0,1.0,7.0,9.0,197.0,9.0,3.0,80.0,89.0,2.0,45.0,,35.0,6.0,9.0,35.0,427.0,,6.0,7.0,44.0,162.0,6.0,10.0,37.0,,2.0,16.0,3.0,67.0,19.0,11.0,,6.0,,23.0,24.0,,207.0,221.0,23.0,4.0,30.0,16.0,21.0,0.0,,35.0,,,21.0,,11.0,3.0,8.0,24.0,,1.0,6.0,1.0,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
USA_USL_League_One,2020,Orlando City B,c2j0af3amobjhnadwf8cucbca,J. Otero,Goalkeeper,41,,90.0,,,,8.0,,,,2.0,,,,,8.0,14.0,,1.0,,23.0,,,,13.0,4.0,,7.0,3.0,,3.0,,12.0,1.0,,4.0,42.0,,1.0,,2.0,14.0,,10.0,2.0,,2.0,,,2.0,2.0,4.0,,1.0,,,6.0,,6.0,16.0,,,,,2.0,0.0,,6.0,,,,,2.0,,,3.0,,,,1.0,,,,,,,,,,,,,,,,8.0,11.0,,,,,1.0,3.0,1.0,5.0,,,,3.0,,,,0.0,0.0,,,,,,,,,
USA_USL_League_One,2020,Orlando City B,e2sq5b9hcslgw47quk1tmo0h6,A. Ozeri,Midfielder,57,,494.0,8.0,,,188.0,,10.0,37.0,67.0,1.0,4.0,3.0,3.0,60.0,88.0,18.0,39.0,,198.0,4.0,10.0,2.0,142.0,5.0,1.0,43.0,52.0,4.0,31.0,,24.0,4.0,8.0,12.0,258.0,,12.0,4.0,45.0,63.0,4.0,10.0,24.0,,3.0,1.0,3.0,49.0,1.0,8.0,,12.0,,22.0,46.0,,145.0,155.0,4.0,12.0,25.0,2.0,23.0,0.0,,4.0,,,,5.0,1.0,1.0,3.0,13.0,,,6.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
USA_USL_League_One,2020,Orlando City B,1515x5obpiacjj9o77akp6jqi,J. Quintero,Midfielder,59,4.0,869.0,1.0,1.0,,249.0,6.0,17.0,75.0,123.0,1.0,3.0,3.0,4.0,107.0,92.0,9.0,40.0,1.0,262.0,5.0,10.0,3.0,185.0,17.0,8.0,53.0,50.0,8.0,47.0,4.0,42.0,11.0,14.0,17.0,392.0,14.0,12.0,4.0,55.0,63.0,11.0,10.0,26.0,4.0,11.0,4.0,4.0,63.0,8.0,20.0,11.0,12.0,5.0,33.0,74.0,1.0,198.0,209.0,8.0,6.0,37.0,9.0,22.0,0.0,6.0,13.0,2.0,1.0,1.0,5.0,5.0,4.0,1.0,24.0,1.0,1.0,3.0,2.0,,,1.0,,,,1.0,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,
USA_USL_League_One,2020,Orlando City B,aa4v8xfn3ra4digk5h7gdrbze,W. Rivera,Forward,62,12.0,1255.0,,3.0,1.0,225.0,8.0,34.0,59.0,115.0,2.0,6.0,3.0,20.0,169.0,53.0,18.0,49.0,2.0,235.0,7.0,17.0,19.0,148.0,25.0,19.0,72.0,50.0,16.0,72.0,6.0,54.0,15.0,20.0,13.0,470.0,4.0,15.0,6.0,138.0,61.0,24.0,10.0,85.0,11.0,41.0,8.0,19.0,166.0,,28.0,13.0,15.0,1.0,61.0,65.0,2.0,153.0,163.0,28.0,11.0,81.0,1.0,77.0,1.0,5.0,23.0,3.0,,5.0,6.0,4.0,8.0,,15.0,1.0,,7.0,,,,1.0,1.0,2.0,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,2.0,,,,,,,,,
USA_USL_League_One,2020,Orlando City B,ae6e7kzjtneeq5vjcd8y91xt6,R. Robles,Goalkeeper,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,Orlando City B,ed5j8nrc9o3urtw8odg6vl7mx,M. Rodas,Defender,63,4.0,940.0,3.0,1.0,1.0,475.0,5.0,13.0,29.0,138.0,7.0,8.0,3.0,13.0,184.0,228.0,29.0,57.0,1.0,501.0,,28.0,8.0,293.0,20.0,10.0,135.0,82.0,4.0,100.0,6.0,75.0,9.0,16.0,39.0,699.0,,12.0,13.0,105.0,244.0,11.0,10.0,66.0,5.0,12.0,17.0,4.0,135.0,29.0,23.0,4.0,12.0,,56.0,146.0,1.0,344.0,366.0,30.0,21.0,69.0,8.0,49.0,0.0,,78.0,,,11.0,,30.0,5.0,7.0,73.0,,1.0,8.0,14.0,,,,,1.0,9.0,,,,,4.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,
USA_USL_League_One,2020,Orlando City B,e6fmjh2m6x8x3krgcrcj7hjze,J. Rosales,Defender,64,5.0,780.0,6.0,,,340.0,1.0,7.0,43.0,120.0,4.0,7.0,2.0,11.0,124.0,148.0,24.0,59.0,1.0,352.0,2.0,14.0,1.0,239.0,13.0,1.0,92.0,20.0,7.0,56.0,1.0,39.0,8.0,23.0,45.0,574.0,7.0,14.0,7.0,59.0,159.0,4.0,10.0,39.0,,6.0,8.0,4.0,78.0,19.0,15.0,9.0,14.0,3.0,28.0,130.0,,251.0,260.0,19.0,10.0,39.0,13.0,31.0,0.0,8.0,33.0,5.0,,88.0,,16.0,1.0,3.0,21.0,,1.0,14.0,1.0,,1.0,,1.0,,5.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
USA_USL_League_One,2020,Orlando City B,4tzu63gtqu6p8iu1b1vsns2ga,D. Rosario,Defender,65,1.0,323.0,4.0,,,133.0,,3.0,20.0,35.0,1.0,4.0,,2.0,44.0,72.0,10.0,10.0,,138.0,,4.0,4.0,98.0,5.0,,31.0,50.0,1.0,17.0,,19.0,3.0,6.0,15.0,209.0,,7.0,2.0,27.0,61.0,,10.0,19.0,,2.0,3.0,1.0,32.0,4.0,5.0,1.0,7.0,,11.0,7.0,,103.0,107.0,5.0,8.0,13.0,5.0,16.0,0.0,,21.0,,,21.0,,12.0,,,9.0,,,2.0,1.0,,,,,,3.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,0.0,0.0,,,1.0,,,1.0,,,
USA_USL_League_One,2020,Orlando City B,ay2cvnesvml2qnfiq5iks197t,M. Stajduhar,Goalkeeper,25,,270.0,,,,44.0,,,,8.0,,,,,24.0,60.0,,,1.0,87.0,,,,47.0,4.0,,19.0,23.0,,12.0,,27.0,3.0,,7.0,126.0,,3.0,,2.0,46.0,,10.0,1.0,,1.0,,,2.0,4.0,4.0,,3.0,,1.0,18.0,,33.0,68.0,,,1.0,,1.0,0.0,,19.0,,,,,12.0,,,21.0,,,,6.0,,,,,,,,,,,,,,,,11.0,47.0,,1.0,,,,5.0,,6.0,1.0,,,8.0,,,,0.0,0.0,,,,,,,,,
USA_USL_League_One,2020,Orlando City B,5bgt61vb5lnzyoczqnr202lpm,M. Tablante,Forward,67,21.0,1196.0,,,,252.0,13.0,40.0,58.0,120.0,5.0,12.0,3.0,12.0,214.0,74.0,34.0,63.0,2.0,268.0,2.0,25.0,11.0,171.0,24.0,24.0,88.0,75.0,13.0,99.0,7.0,61.0,14.0,31.0,19.0,585.0,17.0,14.0,12.0,149.0,108.0,44.0,10.0,67.0,6.0,19.0,3.0,18.0,164.0,11.0,27.0,30.0,14.0,7.0,85.0,27.0,,168.0,180.0,15.0,28.0,97.0,10.0,64.0,0.0,14.0,25.0,7.0,17.0,25.0,1.0,6.0,18.0,1.0,9.0,,1.0,6.0,,,3.0,,4.0,1.0,4.0,1.0,1.0,6.0,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,1.0,1.0,,,,,
USA_USL_League_One,2020,Orlando City B,4jkf81djj5h43v8rlnib1tizu,T. Williams,Defender,68,,844.0,3.0,,,290.0,1.0,1.0,21.0,36.0,2.0,2.0,1.0,12.0,67.0,201.0,16.0,19.0,,296.0,4.0,14.0,1.0,225.0,18.0,,59.0,93.0,1.0,29.0,,23.0,10.0,3.0,30.0,394.0,,13.0,5.0,43.0,101.0,,10.0,29.0,,3.0,9.0,,64.0,33.0,19.0,,13.0,,23.0,81.0,,231.0,237.0,21.0,8.0,35.0,14.0,20.0,0.0,,40.0,,,,,33.0,,9.0,12.0,,1.0,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,
