liga,temporada,equipo,id,nombre,posicion,dorsal,Ground Duels lost,Successful Open Play Passes,Total Touches In Opposition Box,Interceptions,Aerial Duels won,Ground Duels won,Aerial Duels lost,Times Tackled,Starts,Open Play Passes,PutThrough/Blocked Distribution,Total Tackles,Offsides,Successful Crosses open play,Touches,Unsuccessful Short Passes,Leftside Passes,Successful Passes Opposition Half,Substitute Off,Goals Conceded,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Dribbles,PutThrough/Blocked Distribution Won,Successful Launches,Penalty Goals Conceded,Forward Passes,Time Played,Total Fouls Won,Foul Attempted Tackle,Duels,Overruns,Unsuccessful Long Passes,Successful Passes Own Half,Appearances,Index,Total Clearances,Total Fouls Conceded,Goals Conceded Inside Box,Ground Duels,Successful Long Passes,Unsuccessful Crosses & Corners,Aerial Duels,Rightside Passes,Backward Passes,Shots Off Target (inc woodwork),Successful Crosses & Corners,Tackles Won,Total Passes,Yellow Cards,Tackles Lost,Successful Dribbles,Duels lost,Unsuccessful Passes Opposition Half,Corners Won,Throw Ins to Own Player,Games Played,Successful Short Passes,Unsuccessful Crosses open play,Total Successful Passes ( Excl Crosses & Corners ) ,Clean Sheets,Total Shots,Recoveries,Goals Conceded Outside Box,Throw Ins to Opposition Player,Unsuccessful Launches,Duels won,Key Passes (Attempt Assists),Blocks,Total Losses Of Possession,Unsuccessful Passes Own Half,Winning Goal,Substitute On,Foul Won Penalty,Successful Lay-offs,Shots On Target ( inc goals ),Goals,Total Red Cards,Handballs conceded,Headed Goals,Straight Red Cards,Unsuccessful Corners into Box,Through balls,Corners Taken (incl short corners),Blocked Shots,Right Foot Goals,Goals from Inside Box,Home Goals,Away Goals,Goal Assists,Penalties Conceded,Unsuccessful lay-offs,Hit Woodwork,Goals from Outside Box,Attempts from Set Pieces,Set Pieces Goals,Left Foot Goals,Assists (Intentional),Penalties Taken,Penalty Goals,Clearances Off the Line,Successful Corners into Box,Saves Made from Inside Box,GK Successful Distribution,Goal Kicks,GK Unsuccessful Distribution,Saves Made from Outside Box,Saves Made,Own Goal Scored,Red Cards - 2nd Yellow,Saves made - parried,Punches,Saves made - caught,Catches,Goalkeeper Smother,Penalties Faced,Penalties Off Target,Successful Fifty Fifty,Fifty Fifty,Second Goal Assists,Saves from Penalty,Penalties Saved,Crosses not Claimed,Drops,Last Player Tackle,Other Goals
Mexico_Liga_MX,2020-2021,FC Juárez,eb5bqq1qjpi4by5jz69yezglx,A. Acosta,Defender,26,24.0,200.0,1.0,11.0,2.0,29.0,9.0,8.0,7.0,244.0,7.0,15.0,,4.0,432.0,26.0,89.0,134.0,5.0,7.0,44.0,6.0,3.0,2.0,1.0,119.0,575.0,7.0,7.0,64.0,,18.0,81.0,9.0,10.0,11.0,9.0,7.0,53.0,24.0,14.0,11.0,7.0,38.0,,6.0,11.0,253.0,,4.0,7.0,33.0,43.0,3.0,57.0,9.0,185.0,13.0,209.0,1.0,1.0,38.0,,17.0,9.0,31.0,4.0,1.0,91.0,15.0,0.0,2.0,,,1.0,,,1.0,,,1.0,,3.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
Mexico_Liga_MX,2020-2021,FC Juárez,ehj1pabo9ovixh46axxz0bglx,F. Arce,Midfielder,6,29.0,238.0,13.0,10.0,17.0,24.0,7.0,8.0,9.0,284.0,13.0,13.0,,,398.0,33.0,74.0,103.0,6.0,10.0,46.0,2.0,7.0,2.0,,86.0,747.0,8.0,5.0,77.0,1.0,13.0,142.0,13.0,10.0,9.0,10.0,8.0,53.0,24.0,2.0,24.0,96.0,35.0,7.0,,7.0,291.0,2.0,6.0,3.0,36.0,29.0,2.0,3.0,13.0,221.0,2.0,245.0,,9.0,46.0,2.0,,10.0,41.0,7.0,4.0,65.0,19.0,0.0,4.0,,,2.0,1.0,,1.0,1.0,,,,,2.0,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,FC Juárez,8iz768m3efmk7czjby6ijljhl,B. Armoa,Forward,7,22.0,81.0,12.0,1.0,4.0,17.0,9.0,12.0,4.0,100.0,5.0,7.0,,2.0,170.0,16.0,30.0,59.0,4.0,6.0,19.0,7.0,1.0,1.0,2.0,20.0,359.0,8.0,3.0,52.0,,3.0,24.0,8.0,10.0,2.0,8.0,5.0,39.0,2.0,6.0,13.0,12.0,38.0,5.0,2.0,7.0,100.0,,,3.0,31.0,21.0,3.0,1.0,8.0,79.0,6.0,81.0,,6.0,18.0,1.0,,2.0,21.0,7.0,,50.0,4.0,0.0,4.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,FC Juárez,bqxblzyl35uts9hxtfchhp0ph,E. Castillo,Midfielder,13,23.0,91.0,25.0,2.0,5.0,34.0,6.0,15.0,7.0,119.0,16.0,11.0,1.0,4.0,248.0,25.0,38.0,65.0,5.0,9.0,28.0,6.0,8.0,,1.0,33.0,584.0,9.0,5.0,68.0,3.0,3.0,32.0,12.0,10.0,1.0,7.0,7.0,57.0,3.0,11.0,11.0,21.0,29.0,5.0,4.0,9.0,121.0,,2.0,14.0,29.0,33.0,4.0,6.0,12.0,90.0,11.0,93.0,,12.0,21.0,2.0,2.0,,39.0,6.0,,81.0,6.0,1.0,5.0,,,7.0,2.0,1.0,1.0,,1.0,,,,,2.0,2.0,2.0,0.0,2.0,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,FC Juárez,awagggfalu3hw3eysu28ygiqd,F. Castillo,Forward,0,81.0,357.0,79.0,8.0,8.0,103.0,9.0,66.0,15.0,466.0,27.0,7.0,3.0,4.0,833.0,106.0,95.0,294.0,10.0,20.0,115.0,41.0,7.0,,1.0,140.0,1282.0,14.0,6.0,201.0,20.0,9.0,84.0,17.0,10.0,1.0,9.0,17.0,184.0,16.0,23.0,17.0,167.0,85.0,9.0,6.0,5.0,487.0,2.0,2.0,82.0,90.0,126.0,13.0,8.0,17.0,356.0,14.0,372.0,,20.0,59.0,3.0,1.0,1.0,111.0,25.0,1.0,270.0,12.0,0.0,2.0,,5.0,11.0,2.0,,1.0,,,4.0,3.0,9.0,8.0,2.0,2.0,2.0,0.0,1.0,,2.0,1.0,,3.0,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,FC Juárez,eqsapgkkmq56bg5wg85en8mvp,E. Castro,Defender,4,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,FC Juárez,3scc8412czpvj9epquykrd0x5,F. Contreras,Forward,14,8.0,97.0,6.0,1.0,3.0,6.0,4.0,4.0,4.0,119.0,4.0,3.0,,,172.0,19.0,17.0,59.0,4.0,4.0,25.0,1.0,3.0,,1.0,44.0,292.0,2.0,2.0,21.0,,6.0,43.0,5.0,10.0,1.0,3.0,3.0,14.0,4.0,14.0,7.0,31.0,34.0,3.0,1.0,2.0,126.0,1.0,1.0,1.0,12.0,33.0,1.0,3.0,5.0,97.0,5.0,101.0,,3.0,12.0,1.0,,1.0,9.0,4.0,,47.0,6.0,0.0,1.0,,,,,,,,,7.0,,8.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,FC Juárez,73ffdzeslizj3vj7pv94071sl,J. Esquivel,Defender,16,8.0,117.0,,5.0,7.0,14.0,4.0,,4.0,151.0,7.0,7.0,,,206.0,23.0,24.0,45.0,1.0,6.0,34.0,,2.0,4.0,1.0,61.0,384.0,6.0,5.0,33.0,,11.0,78.0,6.0,10.0,13.0,7.0,5.0,22.0,9.0,1.0,11.0,44.0,28.0,1.0,,2.0,157.0,2.0,5.0,1.0,12.0,23.0,2.0,1.0,6.0,114.0,1.0,123.0,,1.0,23.0,1.0,,7.0,21.0,2.0,2.0,38.0,12.0,0.0,2.0,,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,FC Juárez,41zvvyzxxwlfif0bdxtmlj07p,M. Fabián,Midfielder,0,38.0,289.0,19.0,4.0,1.0,46.0,13.0,18.0,9.0,335.0,21.0,19.0,1.0,2.0,562.0,40.0,70.0,216.0,6.0,11.0,48.0,5.0,13.0,,2.0,97.0,767.0,17.0,9.0,98.0,1.0,8.0,104.0,10.0,10.0,1.0,11.0,10.0,84.0,19.0,35.0,14.0,105.0,81.0,4.0,15.0,10.0,353.0,1.0,9.0,11.0,51.0,77.0,4.0,3.0,10.0,286.0,6.0,305.0,,13.0,50.0,1.0,1.0,2.0,47.0,13.0,,134.0,6.0,0.0,1.0,,5.0,9.0,,,,,,20.0,1.0,33.0,9.0,,,,,,,,,,2.0,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,FC Juárez,52q895cs9irohfcykdcm4fumt,M. Fernández,Forward,0,32.0,99.0,17.0,2.0,3.0,20.0,8.0,22.0,6.0,133.0,10.0,6.0,1.0,2.0,232.0,28.0,46.0,79.0,6.0,3.0,34.0,10.0,6.0,1.0,,42.0,528.0,8.0,5.0,63.0,4.0,6.0,23.0,10.0,10.0,1.0,9.0,3.0,52.0,3.0,12.0,11.0,21.0,25.0,2.0,2.0,1.0,134.0,,5.0,6.0,40.0,42.0,5.0,1.0,10.0,97.0,12.0,100.0,,4.0,29.0,,,2.0,23.0,4.0,,85.0,4.0,0.0,4.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,FC Juárez,607tofvezgkkphpbtcs84n6j9,M. Galván,Forward,10,10.0,37.0,2.0,3.0,1.0,14.0,1.0,4.0,1.0,51.0,4.0,1.0,,1.0,92.0,11.0,15.0,23.0,1.0,4.0,15.0,3.0,3.0,,,16.0,157.0,12.0,4.0,26.0,,4.0,19.0,6.0,10.0,1.0,6.0,3.0,24.0,2.0,,2.0,15.0,10.0,3.0,1.0,1.0,56.0,1.0,,2.0,11.0,10.0,1.0,,6.0,39.0,,41.0,,3.0,5.0,1.0,,2.0,15.0,,,23.0,5.0,0.0,5.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,FC Juárez,b2mul0brh5ztvdurs5qtx3bl6,A. García,Midfielder,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,FC Juárez,8hvgcyrjla6crn2toiqflxn85,H. González,Goalkeeper,1,1.0,142.0,,,7.0,3.0,,,15.0,188.0,,1.0,,,481.0,1.0,59.0,64.0,,20.0,120.0,,,31.0,3.0,247.0,1350.0,2.0,,11.0,,119.0,174.0,15.0,10.0,10.0,,17.0,4.0,96.0,,7.0,52.0,,,,,358.0,,1.0,,1.0,98.0,,,15.0,142.0,,238.0,1.0,,113.0,3.0,,52.0,10.0,,,122.0,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,118.0,109.0,45.0,24.0,43.0,,,18.0,7.0,2.0,10.0,,4.0,,,,,1.0,1.0,,1.0,1.0,
Mexico_Liga_MX,2020-2021,FC Juárez,1r2r4q81dmptoolcw25i1evze,O. Guerrero,Midfielder,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,FC Juárez,f0yb1lb942bcuxgk0djkr7ydx,J. Gómez,Defender,5,46.0,289.0,13.0,9.0,4.0,51.0,6.0,22.0,9.0,342.0,13.0,31.0,1.0,3.0,567.0,44.0,123.0,168.0,3.0,18.0,54.0,11.0,7.0,,1.0,133.0,849.0,15.0,10.0,107.0,4.0,10.0,129.0,13.0,10.0,11.0,14.0,16.0,97.0,12.0,8.0,10.0,27.0,65.0,5.0,3.0,17.0,348.0,3.0,14.0,5.0,52.0,54.0,1.0,53.0,13.0,282.0,8.0,294.0,,5.0,39.0,2.0,8.0,2.0,55.0,7.0,4.0,111.0,8.0,0.0,4.0,,,,,,1.0,,,,1.0,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,FC Juárez,55ht1r15uynu0ebd3al9j4fzd,L. Hernández,Defender,30,11.0,48.0,1.0,5.0,4.0,2.0,3.0,3.0,1.0,68.0,2.0,2.0,,,122.0,17.0,24.0,24.0,,4.0,20.0,,,2.0,1.0,32.0,154.0,,1.0,20.0,,3.0,26.0,6.0,10.0,6.0,7.0,3.0,13.0,4.0,1.0,7.0,3.0,11.0,2.0,,2.0,70.0,2.0,,,14.0,16.0,1.0,21.0,6.0,46.0,1.0,50.0,,2.0,4.0,1.0,8.0,1.0,6.0,,1.0,34.0,5.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,FC Juárez,c37s3tox0mpaz9fvzxum774dl,A. Iniestra,Midfielder,6,25.0,298.0,5.0,15.0,10.0,28.0,19.0,5.0,13.0,357.0,15.0,18.0,,2.0,489.0,52.0,105.0,154.0,3.0,14.0,60.0,2.0,9.0,,2.0,100.0,1205.0,7.0,10.0,82.0,1.0,8.0,154.0,16.0,10.0,15.0,14.0,9.0,53.0,23.0,,29.0,122.0,39.0,4.0,2.0,10.0,366.0,1.0,8.0,3.0,44.0,38.0,,1.0,16.0,283.0,,306.0,2.0,6.0,51.0,5.0,,3.0,38.0,5.0,5.0,76.0,22.0,0.0,3.0,,,2.0,1.0,2.0,1.0,,1.0,,,,1.0,1.0,,0.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,FC Juárez,5qih0mpbm50gx2fu5kum3nxlh,J. Intriago,Midfielder,35,28.0,420.0,6.0,7.0,6.0,43.0,12.0,12.0,13.0,477.0,15.0,14.0,1.0,3.0,676.0,46.0,139.0,280.0,3.0,13.0,66.0,4.0,5.0,2.0,3.0,152.0,1113.0,19.0,8.0,89.0,,20.0,185.0,13.0,10.0,9.0,10.0,12.0,71.0,33.0,31.0,18.0,134.0,85.0,2.0,21.0,10.0,510.0,2.0,4.0,10.0,40.0,81.0,8.0,2.0,13.0,411.0,10.0,444.0,4.0,2.0,57.0,1.0,,4.0,49.0,25.0,1.0,124.0,16.0,0.0,,,2.0,,,,,,,13.0,,23.0,4.0,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,FC Juárez,ba8mqps3ub176h0j6b6g1yymt,D. Lezcano,Forward,8,79.0,189.0,80.0,3.0,33.0,69.0,45.0,56.0,13.0,256.0,22.0,5.0,5.0,1.0,549.0,63.0,58.0,162.0,1.0,14.0,68.0,11.0,4.0,,2.0,51.0,1221.0,51.0,6.0,226.0,2.0,5.0,39.0,15.0,10.0,7.0,17.0,13.0,148.0,3.0,3.0,78.0,62.0,97.0,13.0,1.0,3.0,268.0,,2.0,19.0,124.0,62.0,8.0,1.0,15.0,197.0,3.0,200.0,3.0,26.0,23.0,1.0,,,102.0,17.0,5.0,188.0,9.0,3.0,2.0,1.0,20.0,13.0,10.0,,,2.0,,,,,10.0,6.0,10.0,4.0,6.0,,,4.0,1.0,,,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,FC Juárez,am8twq60am1y07gxhofokz4d1,F. López,Goalkeeper,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,FC Juárez,30ae0udvtg9hugte6c8921xat,L. López,Defender,3,19.0,164.0,4.0,14.0,10.0,16.0,6.0,6.0,8.0,219.0,15.0,10.0,,5.0,389.0,38.0,74.0,117.0,4.0,8.0,57.0,6.0,7.0,4.0,1.0,121.0,670.0,2.0,6.0,51.0,2.0,19.0,53.0,8.0,10.0,18.0,9.0,7.0,35.0,21.0,12.0,16.0,11.0,16.0,1.0,5.0,5.0,222.0,2.0,5.0,4.0,25.0,56.0,4.0,52.0,8.0,144.0,12.0,165.0,2.0,2.0,23.0,1.0,15.0,7.0,26.0,6.0,3.0,98.0,13.0,0.0,,1.0,,1.0,,1.0,,,,,1.0,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2020-2021,FC Juárez,1q32xvcfzzy1alinnbtovwyc5,H. Marín,Defender,27,5.0,49.0,2.0,4.0,9.0,7.0,4.0,,3.0,69.0,,6.0,,,110.0,8.0,9.0,21.0,,2.0,22.0,,,2.0,,43.0,270.0,1.0,2.0,25.0,,14.0,34.0,3.0,10.0,15.0,4.0,2.0,12.0,12.0,,13.0,18.0,7.0,1.0,,4.0,77.0,,2.0,,9.0,17.0,,,3.0,43.0,,55.0,1.0,1.0,10.0,,,9.0,16.0,,4.0,22.0,5.0,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
