liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Successful Lay-offs,Goals,Right Foot Goals,Open Play Passes,Corners Won,Times Tackled,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Successful Crosses open play,Total Fouls Won,Unsuccessful Dribbles,Duels,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Winning Goal,Substitute On,Penalty Goals Conceded,Aerial Duels won,Total Clearances,Handballs conceded,Successful Launches,Unsuccessful Launches,Shots Off Target (inc woodwork),Blocks,Blocked Shots,Throw Ins to Opposition Player,Second Goal Assists,Hit Woodwork,Penalties Conceded,Total Red Cards,Red Cards - 2nd Yellow,Successful Corners into Box,Attempts from Set Pieces,Left Foot Goals,Goals from Outside Box,Saves Made,GK Successful Distribution,Crosses not Claimed,Punches,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,GK Unsuccessful Distribution,Foul Won Penalty,Penalties Taken,Penalty Goals,Goalkeeper Smother,Headed Goals,Unsuccessful lay-offs,Own Goal Scored,Penalties Saved,Saves from Penalty,Straight Red Cards,Last Man Tackle,Clearances Off the Line,Home Goals,Away Goals,Set Pieces Goals,Saves made - caught
Canada_Canadian_Premier_League,2020,Atlético Ottawa,eb8zwnam8ieg4y7xra9x5on9x,F. Acuña,Midfielder,8,4.0,3.0,531.0,6.0,3.0,2.0,2.0,228.0,2.0,21.0,50.0,1.0,142.0,2.0,2.0,4.0,1.0,3.0,97.0,57.0,11.0,37.0,237.0,4.0,4.0,12.0,192.0,3.0,3.0,39.0,66.0,9.0,48.0,33.0,7.0,11.0,6.0,352.0,4.0,7.0,3.0,66.0,62.0,12.0,10.0,31.0,3.0,6.0,1.0,8.0,7.0,69.0,4.0,15.0,7.0,4.0,2.0,35.0,59.0,2.0,189.0,198.0,3.0,1.0,2.0,2.0,8.0,38.0,3.0,2.0,31.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2020,Atlético Ottawa,bh7fb8v7o5wynmapdhlth594a,A. Coupland,Midfielder,11,,,97.0,1.0,,,,12.0,,3.0,4.0,,8.0,1.0,,1.0,1.0,,9.0,1.0,4.0,3.0,12.0,,4.0,2.0,9.0,6.0,,3.0,3.0,,3.0,1.0,,1.0,,30.0,,3.0,2.0,15.0,2.0,,10.0,9.0,,,,2.0,,16.0,7.0,,3.0,,,7.0,3.0,,9.0,9.0,1.0,,,,2.0,7.0,2.0,,8.0,0.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2020,Atlético Ottawa,dddc2rref3vx6g3m9l73rp9be,M. Djaozandry,Defender,12,,,6.0,1.0,,,,2.0,,,,,,,,,,,1.0,2.0,1.0,,2.0,,,,2.0,1.0,,,2.0,,,,,,,5.0,,1.0,,2.0,,,10.0,1.0,,,,,,2.0,1.0,,1.0,,,1.0,,,2.0,2.0,,,,,1.0,1.0,,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2020,Atlético Ottawa,c11tg3waak6my0tyjpq9qeuzu,G. Facchineri,Defender,6,,,206.0,4.0,,,,52.0,1.0,2.0,8.0,,16.0,,7.0,1.0,1.0,,14.0,27.0,9.0,3.0,53.0,,5.0,,38.0,6.0,1.0,10.0,11.0,,5.0,8.0,2.0,1.0,5.0,89.0,,5.0,1.0,20.0,30.0,1.0,10.0,12.0,,5.0,,2.0,1.0,21.0,7.0,,5.0,,,9.0,4.0,,42.0,43.0,1.0,,,,8.0,9.0,1.0,2.0,11.0,0.0,3.0,1.0,1.0,10.0,1.0,1.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2020,Atlético Ottawa,ewjp0ru1c4fn1h5bqyqdih0wl,B. Fisk,Forward,10,9.0,,601.0,3.0,4.0,1.0,1.0,187.0,3.0,19.0,33.0,1.0,87.0,1.0,10.0,6.0,1.0,8.0,91.0,61.0,11.0,31.0,188.0,2.0,4.0,1.0,138.0,6.0,8.0,41.0,73.0,5.0,43.0,27.0,7.0,13.0,11.0,291.0,3.0,7.0,3.0,56.0,54.0,14.0,10.0,20.0,5.0,9.0,1.0,5.0,8.0,67.0,7.0,13.0,7.0,3.0,,39.0,28.0,1.0,146.0,147.0,11.0,2.0,,2.0,7.0,47.0,4.0,1.0,17.0,1.0,,1.0,3.0,5.0,,1.0,1.0,3.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2020,Atlético Ottawa,b74rxqiqehzleh57583n4eor9,R. Gomes,Goalkeeper,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2020,Atlético Ottawa,ddyudctrqh7j4vqoofwg0oull,M. Hamilton,Defender,2,22.0,,630.0,39.0,,,,267.0,4.0,7.0,46.0,4.0,125.0,,11.0,5.0,2.0,3.0,103.0,101.0,13.0,39.0,272.0,,10.0,2.0,211.0,10.0,,50.0,8.0,4.0,48.0,44.0,7.0,15.0,24.0,427.0,,7.0,4.0,43.0,130.0,3.0,10.0,22.0,,11.0,4.0,3.0,3.0,50.0,12.0,22.0,7.0,,1.0,25.0,88.0,,218.0,222.0,7.0,2.0,1.0,,7.0,28.0,6.0,9.0,18.0,0.0,,2.0,4.0,12.0,1.0,,7.0,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2020,Atlético Ottawa,1hwbc5i6pxjdjgx0f88wmqqx,B. John,Defender,4,1.0,,618.0,2.0,,,,235.0,,,29.0,,47.0,2.0,34.0,2.0,2.0,6.0,62.0,145.0,6.0,17.0,243.0,1.0,11.0,,174.0,10.0,,51.0,29.0,2.0,39.0,17.0,7.0,4.0,13.0,315.0,,7.0,7.0,32.0,104.0,1.0,10.0,30.0,,18.0,,14.0,,48.0,12.0,1.0,7.0,,,12.0,81.0,,185.0,192.0,16.0,1.0,,,5.0,18.0,1.0,8.0,20.0,0.0,,2.0,10.0,23.0,,4.0,8.0,,2.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2020,Atlético Ottawa,2xr4zmz44j3klssbanayqqy21,M. Kapor,Defender,3,,,495.0,1.0,,,,206.0,,1.0,17.0,,45.0,1.0,18.0,2.0,1.0,6.0,34.0,143.0,1.0,12.0,218.0,1.0,8.0,,163.0,5.0,,30.0,90.0,1.0,17.0,18.0,6.0,3.0,13.0,272.0,,6.0,3.0,16.0,70.0,1.0,10.0,13.0,,25.0,,4.0,,31.0,6.0,,6.0,,,12.0,41.0,,177.0,188.0,15.0,2.0,,,1.0,18.0,,7.0,4.0,0.0,,1.0,9.0,26.0,1.0,1.0,8.0,,6.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2020,Atlético Ottawa,58elvwym7gnql18liaoa6zo16,A. Khabra,Midfielder,23,1.0,1.0,308.0,,,,,134.0,,3.0,19.0,,62.0,1.0,4.0,2.0,1.0,6.0,28.0,55.0,5.0,15.0,136.0,3.0,12.0,,113.0,8.0,,19.0,43.0,1.0,14.0,19.0,4.0,3.0,6.0,166.0,,6.0,9.0,27.0,44.0,3.0,10.0,11.0,,4.0,,3.0,,36.0,9.0,1.0,6.0,,,19.0,30.0,,115.0,117.0,9.0,,,,3.0,25.0,2.0,,8.0,0.0,2.0,2.0,3.0,4.0,,1.0,3.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
