liga,temporada,equipo,id,nombre,posicion,dorsal,Total Losses Of Possession,Ground Duels lost,Shots Off Target (inc woodwork),Successful Dribbles,Total Fouls Conceded,Leftside Passes,Penalty Goals Conceded,Ground Duels won,Throw Ins to Opposition Player,Recoveries,Throw Ins to Own Player,Goals Conceded Outside Box,Total Passes,Clearances Off the Line,Touches,Aerial Duels lost,Shots On Target ( inc goals ),Unsuccessful Passes Own Half,Total Successful Passes ( Excl Crosses & Corners ) ,Time Played,Duels,Total Touches In Opposition Box,Corners Won,Ground Duels,Unsuccessful Crosses open play,Goals Conceded Inside Box,Unsuccessful Crosses & Corners,Index,Duels won,Hit Woodwork,Yellow Cards,Successful Open Play Passes,Successful Passes Own Half,Successful Lay-offs,Successful Short Passes,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Duels lost,Successful Crosses & Corners,Successful Crosses open play,Total Shots,Goals Conceded,Total Unsuccessful Passes ( Excl Crosses & Corners ),Total Tackles,Unsuccessful Short Passes,Backward Passes,Forward Passes,Aerial Duels won,Appearances,Clean Sheets,Successful Passes Opposition Half,Unsuccessful Dribbles,Games Played,Total Clearances,Tackles Won,Tackles Lost,Aerial Duels,Open Play Passes,Key Passes (Attempt Assists),Unsuccessful Launches,Times Tackled,Successful Long Passes,Total Fouls Won,Rightside Passes,Successful Launches,PutThrough/Blocked Distribution,Interceptions,Blocks,Starts,Foul Attempted Tackle,Unsuccessful Passes Opposition Half,Winning Goal,Corners Taken (incl short corners),Through balls,Substitute Off,Substitute On,Unsuccessful Corners into Box,Goals from Inside Box,Handballs conceded,Goals,Right Foot Goals,Blocked Shots,Overruns,Unsuccessful lay-offs,Home Goals,Away Goals,Successful Corners into Box,Last Player Tackle,Left Foot Goals,Offsides,Goals from Outside Box,Headed Goals,Straight Red Cards,Total Red Cards,Assists (Intentional),Goal Assists,Penalties Conceded,Attempts from Set Pieces,Red Cards - 2nd Yellow,Goal Kicks,GK Successful Distribution,Foul Won Penalty,Second Goal Assists,Saves Made from Outside Box,Saves Made,Penalties Faced,GK Unsuccessful Distribution,Punches,Catches,Goalkeeper Smother,Saves Made from Inside Box,Drops,Saves made - parried,Set Pieces Goals,Penalties Taken,Penalty Goals,Own Goal Scored,Saves made - caught,Saves from Penalty,Penalties Saved,Crosses not Claimed,Other Goals,Penalties Off Target
Mexico_Liga_MX,2023-2024,CF Monterrey,9xaps7t7xtt5x3grjpbgxtfit,R. Aguirre,Forward,29,35.0,15.0,7.0,1.0,5.0,13.0,,8.0,,9.0,1.0,,44.0,,92.0,9.0,3.0,3.0,30.0,188.0,41.0,22.0,1.0,23.0,3.0,,3.0,10.0,17.0,1.0,1.0,30.0,4.0,1.0,30.0,1.0,,24.0,1.0,1.0,10.0,,14.0,2.0,13.0,8.0,11.0,9.0,7.0,,27.0,4.0,7.0,,1.0,1.0,18.0,44.0,1.0,,9.0,,5.0,12.0,,1.0,1.0,,,1.0,14.0,0.0,,,1.0,7.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,CF Monterrey,aevk7yjo0gjbppcpqeb0siead,É. Aguirre,Midfielder,14,55.0,6.0,2.0,,4.0,79.0,3.0,21.0,5.0,31.0,24.0,,195.0,,297.0,7.0,,10.0,162.0,461.0,38.0,7.0,5.0,27.0,16.0,5.0,16.0,10.0,25.0,,,160.0,63.0,,157.0,13.0,6.0,13.0,3.0,3.0,2.0,5.0,33.0,19.0,20.0,38.0,73.0,4.0,7.0,2.0,102.0,,7.0,11.0,11.0,8.0,11.0,192.0,6.0,8.0,,5.0,2.0,5.0,3.0,11.0,5.0,,5.0,1.0,39.0,0.0,,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,CF Monterrey,5e1an2e7bnk0269e1tvislv4l,E. Andrada,Goalkeeper,1,140.0,2.0,1.0,2.0,,156.0,3.0,11.0,,185.0,,1.0,636.0,,858.0,1.0,,32.0,502.0,1620.0,27.0,,1.0,13.0,,16.0,,10.0,24.0,,4.0,385.0,443.0,,376.0,130.0,1.0,3.0,,,1.0,17.0,134.0,2.0,4.0,1.0,370.0,13.0,18.0,6.0,59.0,2.0,18.0,18.0,2.0,,14.0,459.0,,29.0,2.0,126.0,7.0,109.0,11.0,2.0,,,18.0,,102.0,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,89.0,167.0,,,27.0,54.0,4.0,25.0,12.0,25.0,1.0,27.0,2.0,17.0,,,,,4.0,1.0,1.0,1.0,,
Mexico_Liga_MX,2023-2024,CF Monterrey,4kcb2tbdazorfc5fqejh8sbo4,L. Basulto,Defender,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,CF Monterrey,bfwr4kqbk0sqnlv8he4hyezft,G. Berterame,Forward,7,73.0,16.0,11.0,10.0,5.0,35.0,1.0,27.0,,27.0,,,187.0,,308.0,18.0,6.0,9.0,153.0,720.0,73.0,33.0,3.0,43.0,7.0,3.0,7.0,10.0,39.0,,1.0,150.0,40.0,9.0,149.0,7.0,7.0,34.0,1.0,1.0,17.0,3.0,34.0,4.0,27.0,58.0,32.0,12.0,10.0,1.0,114.0,3.0,10.0,6.0,1.0,3.0,30.0,184.0,6.0,2.0,7.0,4.0,13.0,62.0,,13.0,4.0,,7.0,1.0,32.0,1.0,,1.0,5.0,3.0,,4.0,1.0,4.0,1.0,3.0,,1.0,2.0,2.0,,,2.0,2.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,CF Monterrey,7p13qjuan288ny8wvxe00djx0,C. Bustos,Defender,34,33.0,4.0,1.0,2.0,1.0,37.0,,13.0,6.0,13.0,14.0,,104.0,,164.0,6.0,1.0,5.0,85.0,280.0,32.0,4.0,2.0,17.0,2.0,1.0,2.0,10.0,22.0,,,83.0,48.0,,80.0,6.0,4.0,10.0,1.0,1.0,2.0,1.0,19.0,10.0,13.0,20.0,47.0,9.0,4.0,2.0,38.0,,4.0,3.0,6.0,4.0,15.0,102.0,2.0,2.0,1.0,5.0,1.0,,1.0,6.0,2.0,,3.0,,16.0,0.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,CF Monterrey,75079gtd2efpviyo605ozsd79,Sergio Canales,Midfielder,10,59.0,12.0,1.0,6.0,2.0,37.0,1.0,18.0,,18.0,2.0,1.0,176.0,,243.0,5.0,4.0,2.0,144.0,385.0,37.0,13.0,1.0,30.0,2.0,6.0,11.0,10.0,20.0,,,135.0,24.0,2.0,141.0,4.0,1.0,17.0,2.0,,5.0,7.0,32.0,4.0,28.0,44.0,43.0,2.0,5.0,,122.0,1.0,5.0,1.0,2.0,2.0,7.0,167.0,8.0,,5.0,3.0,8.0,52.0,,9.0,,,5.0,1.0,41.0,2.0,12.0,1.0,4.0,,8.0,2.0,,3.0,1.0,4.0,,1.0,1.0,2.0,2.0,,2.0,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,
Mexico_Liga_MX,2023-2024,CF Monterrey,5j7oruxyg8s7k77k8qw63yh3o,E. Carballo,Forward,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,CF Monterrey,aaw54l5a40rviv8w0um4h12ol,J. Corona,Midfielder,17,163.0,57.0,4.0,25.0,11.0,112.0,2.0,53.0,,33.0,8.0,,280.0,,499.0,2.0,2.0,5.0,223.0,648.0,112.0,30.0,9.0,110.0,24.0,7.0,32.0,10.0,53.0,,1.0,220.0,58.0,6.0,206.0,5.0,9.0,59.0,10.0,9.0,6.0,7.0,57.0,9.0,52.0,63.0,80.0,,11.0,1.0,175.0,25.0,11.0,3.0,6.0,3.0,2.0,277.0,10.0,,41.0,17.0,19.0,25.0,,23.0,3.0,1.0,8.0,2.0,84.0,0.0,9.0,2.0,6.0,3.0,8.0,,1.0,,,3.0,5.0,,,,1.0,,,,,,,,2.0,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2023-2024,CF Monterrey,eycdwe8plhkcxgo1bjyq4q6sp,J. Cortizo,Midfielder,19,133.0,57.0,5.0,28.0,15.0,88.0,2.0,78.0,,47.0,4.0,1.0,363.0,,583.0,4.0,5.0,8.0,307.0,778.0,142.0,27.0,6.0,135.0,13.0,10.0,18.0,10.0,81.0,1.0,6.0,302.0,72.0,6.0,296.0,7.0,11.0,61.0,7.0,7.0,10.0,11.0,56.0,21.0,49.0,81.0,87.0,3.0,12.0,,242.0,11.0,12.0,,12.0,9.0,7.0,357.0,10.0,3.0,24.0,11.0,29.0,107.0,,25.0,6.0,,11.0,11.0,66.0,0.0,3.0,2.0,8.0,1.0,3.0,1.0,,1.0,1.0,7.0,3.0,2.0,1.0,0.0,,,,,,,,,2.0,2.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
