liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off
Mexico_Supercopa_MX,2016,CD Tiburones Rojos de Veracruz,19u6u2i5wm4tfpnly275urxlh,R. Acosta,Midfielder,16.0,0,0,0,0,0,0,0,0
Mexico_Supercopa_MX,2016,CD Tiburones Rojos de Veracruz,az92cg3hupara9nnhsnk5eqxh,J. Albín,Midfielder,10.0,0,0,0,0,0,0,0,0
Mexico_Supercopa_MX,2016,CD Tiburones Rojos de Veracruz,l9s5sb47g3yvkdw1o39ck7v9,E. Andrade,Midfielder,18.0,1,0,0,0,0,0,1,0
Mexico_Supercopa_MX,2016,CD Tiburones Rojos de Veracruz,4ds0x9engyqfu71yeodk7559l,D. Bartolota,Attacker,31.0,0,0,0,0,0,0,0,0
Mexico_Supercopa_MX,2016,CD Tiburones Rojos de Veracruz,86f769n3tsdcyick1t2i4rcnp,L. Bucio,Attacker,,0,0,0,0,0,0,0,0
Mexico_Supercopa_MX,2016,CD Tiburones Rojos de Veracruz,eurc8kvgpd3orbv0ui9nmxh,M. Cahais,Defender,19.0,1,0,0,0,0,0,0,0
Mexico_Supercopa_MX,2016,CD Tiburones Rojos de Veracruz,553zgocrzm1spapv5qmg9v1zp,C. Cárdenas,Defender,,0,0,0,0,0,0,0,0
Mexico_Supercopa_MX,2016,CD Tiburones Rojos de Veracruz,2ow9czrot2jhah5sde7i2tqdx,H. Cervantes,Defender,12.0,0,0,0,0,0,0,0,0
Mexico_Supercopa_MX,2016,CD Tiburones Rojos de Veracruz,dxt1xcie2v850yedug19zuoyx,J. Chávez,Midfielder,310.0,0,0,0,0,0,0,0,0
Mexico_Supercopa_MX,2016,CD Tiburones Rojos de Veracruz,54mwx0u3ng1yt1mwuprcov5cl,J. Chiapas,Midfielder,25.0,0,0,0,0,0,0,0,0
Mexico_Supercopa_MX,2016,CD Tiburones Rojos de Veracruz,65yv5s9uau2mfo8h4auhavdn9,H. Cid,Defender,29.0,1,0,0,0,0,0,0,1
Mexico_Supercopa_MX,2016,CD Tiburones Rojos de Veracruz,7r84ya8eqh57tlwgnf3613hlh,C. Erbes,Midfielder,5.0,0,0,0,0,0,0,0,0
Mexico_Supercopa_MX,2016,CD Tiburones Rojos de Veracruz,e5c8ekd3xrmdnxnfms9315b6d,J. Fernández,Defender,,0,0,0,0,0,0,0,0
Mexico_Supercopa_MX,2016,CD Tiburones Rojos de Veracruz,2xchh8ku8lm05p0sd89y6gjit,J. Furch,Attacker,11.0,1,0,0,0,0,0,0,0
