liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Carries,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,Games Played,Goal Assists,Goals,Goals Conceded,Goals Conceded Outside Box,Goals Openplay,Goals from Outside Box,Ground Duels,Ground Duels lost,Ground Duels won,Key Passes (Attempt Assists),Leftside Passes,Offsides,Open Play Passes,Overruns,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Right Foot Goals,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Substitute Off,Successful Crosses & Corners,Successful Crosses open play,Successful Dribbles,Successful Lay-offs,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Through balls,Time Played,Times Tackled,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Passes Opposition Half,Unsuccessful Short Passes,Yellow Cards,Home Goals,Away Goals,Winning Goal,Substitute On,Aerial Duels lost,Foul Won Penalty,Goals Conceded Inside Box,Goals from Inside Box,Hit Woodwork,Left Foot Goals,Other Goals,Tackles Won,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Unsuccessful Passes Own Half,Blocks,GK Successful Distribution,Goal Kicks,Handballs conceded,Interceptions,Penalties Conceded,Penalty Goals Conceded,Red Cards - 2nd Yellow,Successful Launches,Throw Ins to Opposition Player,Throw Ins to Own Player,Total Red Cards,Unsuccessful Launches,Unsuccessful Long Passes,Assists (Intentional),Clean Sheets,Total Big Chances Saved,GK Unsuccessful Distribution,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Attempts from Set Pieces,Corners Taken (incl short corners),Successful Corners into Box,Unsuccessful Corners into Box,Second Goal Assists,Catches,Goalkeeper Smother,Penalties Faced,Headed Goals,Penalties Taken,Clearances Off the Line,Last Player Tackle,Own Goal Scored,Unsuccessful lay-offs,Direct Setpiece Goals,Penalty Goals,Set Pieces Goals,Punches,Straight Red Cards,Drops,Penalties Saved,Saves from Penalty,Penalties Off Target,Saves made - caught,Direct Corner Goals,Crosses not Claimed
USA_MLS_Next_Pro,2026,Minnesota United FC II,dxrwdkljhdhgkj4doo1jf8kr8,J. Bernard,Midfielder,61,5.0,1.0,4.0,16.0,1.0,15.0,3.0,15.0,8.0,7.0,37.0,37.0,1.0,4.0,,,2.0,,,,10.0,4.0,6.0,2.0,4.0,,88.0,1.0,12.0,2.0,2.0,10.0,,33.0,2.0,,1.0,3.0,3.0,,,1.0,,,73.0,43.0,32.0,75.0,2.0,,194.0,2.0,1.0,2.0,2.0,26.0,90.0,1.0,75.0,3.0,2.0,15.0,124.0,2.0,2.0,,13.0,13.0,1.0,,,0.0,1.0,4.0,,2.0,,,,,1.0,,,,4.0,1.0,,,,,,,,,2.0,9.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Minnesota United FC II,5tauuensmgq5ghsr4m2h8bk0k,K. Bite,Goalkeeper,98,,,4.0,,,18.0,,1.0,,1.0,,79.0,,4.0,,,2.0,,,,1.0,,1.0,,33.0,,98.0,,15.0,,,32.0,,20.0,,,,4.0,,,,,,18.0,71.0,10.0,79.0,71.0,,,360.0,,4.0,,1.0,47.0,132.0,,89.0,,,43.0,173.0,,,,35.0,4.0,,,,0.0,,,,2.0,,,,,,,,,8.0,,29.0,12.0,,,,,,13.0,,,,27.0,39.0,,2.0,2.0,4.0,8.0,7.0,1.0,2.0,,,,,,3.0,1.0,1.0,,,,,,,,,,1.0,,,1.0,1.0,,,,
USA_MLS_Next_Pro,2026,Minnesota United FC II,4em7pawfp7vt3gwj6n93i4is4,M. Bojang,Defender,62,,,2.0,4.0,,6.0,,1.0,,1.0,1.0,5.0,,2.0,,,,,,,1.0,,1.0,,4.0,,16.0,,3.0,,,2.0,,3.0,,,,,,,,,,,14.0,7.0,7.0,14.0,1.0,,42.0,,1.0,,,2.0,16.0,,14.0,1.0,1.0,2.0,19.0,,,,2.0,,,,,0.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Minnesota United FC II,3zqd0tpfkwf3ijib2agyo4rv8,M. Caldeira,Forward,22,57.0,21.0,11.0,54.0,5.0,68.0,5.0,115.0,65.0,50.0,177.0,30.0,1.0,11.0,1.0,5.0,14.0,2.0,3.0,,58.0,29.0,29.0,13.0,49.0,11.0,169.0,,27.0,5.0,1.0,25.0,3.0,53.0,14.0,19.0,14.0,11.0,1.0,,,13.0,7.0,12.0,122.0,101.0,37.0,126.0,3.0,,973.0,16.0,5.0,13.0,12.0,92.0,186.0,33.0,138.0,4.0,61.0,48.0,320.0,3.0,3.0,9.0,40.0,45.0,,0.0,5.0,2.0,,36.0,,12.0,5.0,1.0,1.0,,1.0,2.0,9.0,3.0,11.0,2.0,,,,1.0,,2.0,,,,1.0,,,3.0,1.0,3.0,,,,,,,1.0,,,,,,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,
USA_MLS_Next_Pro,2026,Minnesota United FC II,7unzngjpd0xtw1tjvi4wtk2dw,K. Chandler,Defender,33,1.0,1.0,4.0,27.0,,77.0,6.0,60.0,28.0,32.0,88.0,80.0,4.0,4.0,,,7.0,1.0,,,59.0,28.0,31.0,6.0,4.0,,157.0,2.0,41.0,11.0,8.0,34.0,,53.0,6.0,1.0,,4.0,,8.0,4.0,6.0,,5.0,127.0,80.0,58.0,125.0,6.0,,360.0,14.0,7.0,5.0,7.0,82.0,164.0,1.0,130.0,18.0,6.0,34.0,309.0,23.0,9.0,8.0,49.0,28.0,1.0,,,0.0,,,,6.0,,,,,12.0,,,,8.0,1.0,,,,4.0,,2.0,,,2.0,30.0,,4.0,6.0,,1.0,,,,,,,,16.0,4.0,12.0,,,,,,,,1.0,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Minnesota United FC II,41uc1470zs045y1izctya9e96,J. Clarkson,Midfielder,97,,,1.0,2.0,,2.0,,,,,,5.0,,1.0,,,,,,,,,,,,,7.0,,1.0,,,4.0,,,,,,,,,,,,1.0,6.0,1.0,5.0,5.0,,,18.0,,3.0,,,1.0,7.0,,6.0,,,1.0,10.0,,,,1.0,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Minnesota United FC II,c0acvl7d34pq5zc9e4ev5dwd0,H. Cruz,Midfielder,75,1.0,,3.0,2.0,,,,3.0,2.0,1.0,2.0,3.0,,3.0,,,,,,,2.0,1.0,1.0,,2.0,,8.0,,,1.0,1.0,,,1.0,,,,,,,,,,2.0,6.0,5.0,1.0,4.0,1.0,,21.0,,,1.0,,5.0,8.0,,6.0,1.0,,2.0,13.0,1.0,1.0,,3.0,2.0,,,,0.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Minnesota United FC II,4mtvyl0rk3lnzeruesh5f9xqs,N. Dang,Defender,31,29.0,24.0,9.0,34.0,3.0,105.0,2.0,64.0,18.0,46.0,77.0,157.0,6.0,9.0,,,9.0,1.0,,,35.0,13.0,22.0,5.0,154.0,1.0,473.0,,60.0,7.0,6.0,42.0,,140.0,5.0,4.0,1.0,9.0,2.0,2.0,2.0,1.0,,37.0,413.0,167.0,260.0,388.0,4.0,1.0,785.0,,25.0,10.0,7.0,102.0,485.0,5.0,425.0,14.0,17.0,60.0,623.0,3.0,3.0,,52.0,34.0,3.0,,,0.0,,5.0,,8.0,,,,,10.0,,,,11.0,4.0,7.0,7.0,,10.0,1.0,2.0,,2.0,31.0,12.0,,6.0,26.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Minnesota United FC II,dg9osdk3lostc1vkk3d0l711w,T. Dennis,Midfielder,45,,,1.0,1.0,,1.0,,1.0,,1.0,2.0,,,1.0,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,2.0,,2.0,,,8.0,,,,1.0,,2.0,,2.0,,,,4.0,,,,,,,,,0.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Minnesota United FC II,9izknjlz6zunwjpo4u94q855g,M. Dieng,Forward,29,8.0,7.0,1.0,8.0,1.0,19.0,3.0,16.0,6.0,10.0,33.0,6.0,,1.0,,1.0,2.0,,1.0,,8.0,5.0,3.0,3.0,8.0,4.0,26.0,1.0,10.0,5.0,,6.0,,5.0,3.0,1.0,3.0,1.0,,,,,1.0,,16.0,14.0,3.0,17.0,1.0,,90.0,5.0,1.0,1.0,1.0,20.0,27.0,4.0,17.0,2.0,8.0,10.0,48.0,,,3.0,10.0,10.0,,0.0,1.0,0.0,,1.0,,2.0,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Minnesota United FC II,98tyw392rp4ow3apn0ygrbtp0,J. Farris,Midfielder,59,15.0,6.0,11.0,41.0,,146.0,4.0,67.0,33.0,34.0,101.0,184.0,7.0,11.0,,,12.0,2.0,,,52.0,24.0,28.0,7.0,82.0,1.0,490.0,,91.0,22.0,13.0,46.0,,210.0,7.0,3.0,,10.0,1.0,1.0,1.0,5.0,1.0,24.0,408.0,184.0,251.0,410.0,1.0,,915.0,2.0,29.0,12.0,10.0,121.0,517.0,3.0,434.0,13.0,16.0,83.0,681.0,15.0,11.0,1.0,64.0,53.0,1.0,,,0.0,1.0,9.0,,10.0,,,,,12.0,,,,34.0,4.0,11.0,11.0,,12.0,,,,2.0,1.0,29.0,,13.0,30.0,,3.0,,,,,,,,2.0,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Minnesota United FC II,ma4y5oar3zqwlbtfisxvyuax,D. Fitz,Midfielder,7,1.0,,2.0,13.0,1.0,38.0,2.0,13.0,5.0,8.0,67.0,44.0,1.0,2.0,1.0,1.0,2.0,,1.0,,12.0,4.0,8.0,5.0,34.0,,119.0,,19.0,4.0,1.0,14.0,,34.0,6.0,,2.0,2.0,1.0,3.0,1.0,2.0,1.0,16.0,100.0,71.0,37.0,89.0,1.0,1.0,179.0,2.0,,2.0,2.0,50.0,125.0,2.0,105.0,4.0,8.0,20.0,178.0,19.0,4.0,1.0,38.0,12.0,,1.0,0.0,1.0,,1.0,,2.0,1.0,,1.0,,3.0,2.0,,,1.0,,,,,5.0,,2.0,,,,,,1.0,8.0,1.0,,,,,,,,,13.0,1.0,12.0,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Minnesota United FC II,1jkxgtz59hiqw5nmaxgrwtn2s,J. Friedman,Midfielder,36,5.0,2.0,9.0,13.0,3.0,33.0,2.0,40.0,21.0,19.0,77.0,24.0,6.0,9.0,,,7.0,1.0,,,35.0,18.0,17.0,8.0,31.0,,76.0,,18.0,3.0,2.0,12.0,,11.0,8.0,,,5.0,4.0,5.0,2.0,3.0,3.0,6.0,58.0,47.0,18.0,54.0,2.0,,448.0,6.0,1.0,9.0,10.0,50.0,79.0,,60.0,4.0,14.0,19.0,151.0,16.0,6.0,2.0,33.0,15.0,1.0,,,0.0,4.0,3.0,,6.0,,,,,2.0,,,,2.0,1.0,,,,5.0,,2.0,,,,,,2.0,4.0,,,,,,,,,,12.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Minnesota United FC II,ca0jfkxprv4btu9aih24hzbis,M. González,Forward,18,,,1.0,7.0,,12.0,2.0,3.0,2.0,1.0,18.0,,,1.0,,,,,,,3.0,2.0,1.0,,15.0,,22.0,,7.0,2.0,,2.0,,1.0,,3.0,,1.0,1.0,,,1.0,,2.0,16.0,12.0,5.0,15.0,,,45.0,2.0,,,,12.0,23.0,3.0,17.0,,4.0,6.0,35.0,3.0,3.0,2.0,9.0,6.0,,,,0.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Minnesota United FC II,d50f44bn6h54gz9stixfpqiok,C. Grulke,Midfielder,51,,,2.0,3.0,,4.0,,,,,7.0,2.0,,2.0,,,,,,,,,,,10.0,,17.0,,2.0,,,,,2.0,,,,,1.0,,,,,,15.0,10.0,5.0,15.0,,,16.0,,,,,2.0,17.0,,15.0,,,2.0,18.0,,,,1.0,1.0,,,,0.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Minnesota United FC II,ed1urvyh1ts9anfgl2envjwgk,M. Harwood,Midfielder,50,7.0,4.0,10.0,34.0,2.0,23.0,1.0,43.0,20.0,23.0,54.0,52.0,6.0,10.0,,,5.0,1.0,,,36.0,17.0,19.0,,49.0,,157.0,,7.0,6.0,5.0,24.0,,26.0,,2.0,,5.0,6.0,2.0,2.0,1.0,2.0,11.0,126.0,68.0,62.0,117.0,5.0,,443.0,4.0,4.0,10.0,3.0,46.0,161.0,2.0,128.0,15.0,,33.0,224.0,5.0,5.0,2.0,27.0,22.0,2.0,,,0.0,5.0,3.0,,4.0,,,,,10.0,,,,11.0,2.0,,,,10.0,,,,1.0,,,,2.0,11.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
USA_MLS_Next_Pro,2026,Minnesota United FC II,1fkrz28g18klz14mn4xyyaln8,A. Kabia,Midfielder,92,16.0,8.0,9.0,36.0,1.0,78.0,1.0,48.0,19.0,29.0,33.0,133.0,4.0,9.0,,,11.0,2.0,,,32.0,11.0,21.0,2.0,131.0,,365.0,,36.0,9.0,2.0,62.0,,79.0,2.0,1.0,,7.0,2.0,,,,,26.0,297.0,104.0,207.0,285.0,6.0,,690.0,3.0,48.0,7.0,3.0,77.0,379.0,1.0,311.0,18.0,6.0,68.0,500.0,1.0,1.0,1.0,42.0,42.0,2.0,,,0.0,2.0,8.0,,9.0,,,,,12.0,,,,27.0,14.0,4.0,4.0,,9.0,1.0,2.0,,6.0,,1.0,,16.0,26.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
