liga,temporada,equipo,id,nombre,posicion,dorsal,PutThrough/Blocked Distribution,Successful Lay-offs,Successful Passes Own Half,Starts,Successful Short Passes,Touches,Total Fouls Conceded,Duels won,Duels lost,Tackles Won,Total Tackles,Total Unsuccessful Passes ( Excl Crosses & Corners ),Shots Off Target (inc woodwork),Interceptions,Shots On Target ( inc goals ),Successful Long Passes,PutThrough/Blocked Distribution Won,Unsuccessful Passes Own Half,Total Clearances,Goals,Successful Crosses open play,Total Losses Of Possession,Substitute Off,Offsides,Aerial Duels won,Clean Sheets,Blocked Shots,Goals from Inside Box,Unsuccessful Crosses & Corners,Ground Duels won,Backward Passes,Tackles Lost,Handballs conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Unsuccessful Dribbles,Total Shots,Unsuccessful Passes Opposition Half,Goals Conceded Outside Box,Aerial Duels lost,Successful Passes Opposition Half,Unsuccessful lay-offs,Throw Ins to Own Player,Leftside Passes,Goals Conceded Inside Box,Key Passes (Attempt Assists),Goals Conceded,Total Touches In Opposition Box,Unsuccessful Crosses open play,Appearances,Blocks,GK Successful Distribution,Yellow Cards,Open Play Passes,Times Tackled,Ground Duels lost,Right Foot Goals,Rightside Passes,Unsuccessful Long Passes,Forward Passes,Successful Crosses & Corners,Successful Dribbles,Unsuccessful Launches,Successful Open Play Passes,Headed Goals,Time Played,Goal Kicks,Duels,Recoveries,Unsuccessful Short Passes,Substitute On,Total Fouls Won,Foul Attempted Tackle,Total Passes,Corners Won,Games Played,Penalty Goals Conceded,Index,Aerial Duels,Ground Duels,Home Goals,Away Goals,Winning Goal,Foul Won Penalty,Throw Ins to Opposition Player,Total Red Cards,Red Cards - 2nd Yellow,Successful Launches,Straight Red Cards,Overruns,Hit Woodwork,Penalties Conceded,Attempts from Set Pieces,Corners Taken (incl short corners),Unsuccessful Corners into Box,Successful Corners into Box,Assists (Intentional),Goal Assists,Goals from Outside Box,Penalties Faced,Saves Made,Catches,Saves Made from Inside Box,GK Unsuccessful Distribution,Saves Made from Outside Box,Left Foot Goals,Through balls,Last Player Tackle,Second Goal Assists,Penalties Taken,Penalty Goals,Goalkeeper Smother,Saves from Penalty,Penalties Saved,Saves made - parried,Punches,Drops,Clearances Off the Line,Own Goal Scored,Saves made - caught,Crosses not Claimed,Penalties Off Target,Set Pieces Goals
Mexico_Liga_MX,2024-2025,FC Juárez,apsv0c0r1zc7q3bjqex8033kl,J. Abella,Defender,4,16.0,,212.0,11.0,312.0,695.0,10.0,45.0,34.0,14.0,22.0,94.0,1.0,14.0,2.0,37.0,4.0,32.0,30.0,,4.0,150.0,8.0,,13.0,1.0,,,10.0,32.0,62.0,8.0,,349.0,,3.0,72.0,2.0,8.0,141.0,,92.0,145.0,16.0,9.0,18.0,6.0,10.0,17.0,5.0,,3.0,430.0,4.0,26.0,,30.0,41.0,206.0,4.0,2.0,23.0,337.0,,1020.0,,79.0,43.0,53.0,6.0,8.0,3.0,443.0,4.0,17.0,3.0,10.0,21.0,58.0,,,0.0,,33.0,,,8.0,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,FC Juárez,8vjv4ix1zqi58118r6tyqhhhx,F. Calvo,Defender,16,1.0,,93.0,3.0,116.0,194.0,2.0,16.0,11.0,4.0,6.0,28.0,,1.0,,17.0,,8.0,8.0,,,34.0,,,7.0,,,,,9.0,3.0,2.0,,133.0,1.0,,20.0,1.0,5.0,40.0,,1.0,22.0,6.0,2.0,7.0,5.0,,3.0,3.0,,1.0,151.0,2.0,6.0,,64.0,14.0,72.0,,2.0,8.0,124.0,,270.0,,27.0,21.0,14.0,,1.0,1.0,161.0,,3.0,,10.0,12.0,15.0,,,0.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,
Mexico_Liga_MX,2024-2025,FC Juárez,3zrr36fbez8ksgivu7ksfv6ne,D. Campillo,Defender,27,18.0,8.0,197.0,15.0,391.0,699.0,16.0,60.0,61.0,12.0,20.0,72.0,5.0,22.0,3.0,30.0,12.0,20.0,27.0,1.0,2.0,125.0,8.0,,9.0,2.0,4.0,,11.0,51.0,64.0,8.0,1.0,421.0,10.0,8.0,63.0,5.0,9.0,226.0,,3.0,139.0,25.0,11.0,30.0,10.0,11.0,17.0,2.0,,4.0,482.0,23.0,52.0,1.0,142.0,26.0,148.0,2.0,13.0,13.0,410.0,,1256.0,,121.0,67.0,46.0,2.0,18.0,8.0,493.0,3.0,17.0,5.0,10.0,18.0,103.0,1.0,0.0,0.0,,1.0,,,2.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,FC Juárez,3y4ih5mddq0begj4lvsob5las,K. Campos,Midfielder,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,FC Juárez,ec2hlyit62fuom37d58b5jbah,Guilherme Castilho,Midfielder,8,21.0,3.0,138.0,11.0,300.0,662.0,19.0,38.0,65.0,9.0,16.0,79.0,5.0,15.0,8.0,31.0,11.0,16.0,10.0,1.0,3.0,184.0,4.0,,4.0,1.0,7.0,1.0,64.0,34.0,60.0,7.0,1.0,331.0,7.0,13.0,127.0,3.0,7.0,216.0,,10.0,101.0,15.0,22.0,18.0,12.0,15.0,12.0,2.0,,2.0,383.0,18.0,58.0,1.0,121.0,21.0,128.0,23.0,5.0,8.0,309.0,,972.0,,103.0,52.0,58.0,1.0,13.0,9.0,410.0,16.0,12.0,2.0,10.0,11.0,92.0,0.0,1.0,1.0,,1.0,,,6.0,,,,,7.0,59.0,39.0,16.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,FC Juárez,81ct2eg33vpg3xd0d724ju7kl,M. Castro,Midfielder,17,1.0,,10.0,1.0,19.0,47.0,1.0,7.0,9.0,1.0,1.0,7.0,,1.0,,1.0,,,2.0,,1.0,17.0,,,4.0,,,,4.0,3.0,7.0,,,20.0,2.0,,11.0,,5.0,11.0,,,8.0,2.0,1.0,2.0,3.0,2.0,1.0,,,,24.0,3.0,4.0,,2.0,,10.0,1.0,,,17.0,,90.0,,16.0,8.0,7.0,,3.0,1.0,27.0,1.0,1.0,,10.0,9.0,7.0,,,0.0,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,FC Juárez,7w0t7bkzbuehhejsnlss100a2,A. Delgado,Goalkeeper,12,,,41.0,2.0,31.0,93.0,,,,,,23.0,,,,17.0,,8.0,2.0,,,23.0,,,,1.0,,,,,,,,48.0,,,15.0,1.0,,7.0,,,16.0,,,1.0,,,2.0,,21.0,,44.0,,,,16.0,21.0,39.0,,,11.0,31.0,,180.0,19.0,,19.0,2.0,,,,71.0,,2.0,,10.0,,,,,0.0,,,,,4.0,,,,,,,,,,,,,10.0,2.0,6.0,6.0,4.0,,,,,,,,,,5.0,1.0,,,,,,,
Mexico_Liga_MX,2024-2025,FC Juárez,dtjnasyxig0cxbxbtk7l6431m,B. Díaz,Goalkeeper,31,1.0,,218.0,11.0,194.0,463.0,1.0,2.0,1.0,,,99.0,,1.0,,54.0,,13.0,13.0,,,101.0,,,1.0,2.0,,,,1.0,,,,248.0,,,86.0,3.0,,30.0,,,53.0,23.0,,26.0,,,11.0,,115.0,3.0,205.0,,1.0,,76.0,95.0,218.0,,1.0,29.0,175.0,,990.0,103.0,3.0,102.0,4.0,,,1.0,347.0,,11.0,5.0,10.0,1.0,2.0,,,0.0,,,,,18.0,,,,1.0,,,,,,,,5.0,38.0,8.0,25.0,43.0,12.0,,,,,,,,,,5.0,5.0,,,,1.0,1.0,,
Mexico_Liga_MX,2024-2025,FC Juárez,4mofayj2lf00f0tmqomrcm0np,Ó. Estupiñán,Forward,19,8.0,10.0,67.0,11.0,130.0,361.0,20.0,60.0,98.0,3.0,5.0,61.0,13.0,1.0,15.0,6.0,2.0,16.0,11.0,7.0,1.0,136.0,2.0,5.0,44.0,1.0,6.0,7.0,6.0,16.0,57.0,2.0,2.0,136.0,9.0,28.0,51.0,3.0,47.0,70.0,3.0,1.0,60.0,17.0,5.0,20.0,44.0,6.0,12.0,2.0,,2.0,166.0,32.0,51.0,1.0,40.0,3.0,40.0,1.0,3.0,,105.0,1.0,1013.0,,158.0,15.0,58.0,1.0,8.0,10.0,197.0,4.0,12.0,3.0,10.0,91.0,67.0,3.0,4.0,3.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,5.0,1.0,,,2.0,1.0,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,FC Juárez,1uwzexihmrqam59w77px5r3rp,Aitor García,Forward,33,9.0,2.0,47.0,3.0,94.0,254.0,6.0,24.0,30.0,5.0,9.0,29.0,9.0,4.0,7.0,17.0,3.0,6.0,6.0,1.0,1.0,72.0,3.0,3.0,1.0,,4.0,1.0,12.0,23.0,44.0,4.0,,111.0,11.0,16.0,35.0,3.0,4.0,65.0,,3.0,10.0,8.0,3.0,11.0,21.0,12.0,13.0,1.0,,,137.0,14.0,26.0,,63.0,6.0,23.0,1.0,9.0,3.0,109.0,,415.0,,54.0,16.0,23.0,10.0,5.0,4.0,140.0,7.0,13.0,,10.0,5.0,49.0,1.0,0.0,0.0,,1.0,,,3.0,,,,,,1.0,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
