liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Unsuccessful Passes Opposition Half,Recoveries,Starts,Unsuccessful Passes Own Half,Touches,Appearances,Ground Duels,Forward Passes,Index,Duels,Total Clearances,Goals Conceded,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Duels lost,Interceptions,Unsuccessful Crosses open play,Throw Ins to Own Player,Corners Won,Successful Crosses & Corners,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Successful Dribbles,Total Shots,Key Passes (Attempt Assists),Blocked Shots,Throw Ins to Opposition Player,Total Touches In Opposition Box,Duels won,Successful Long Passes,Successful Crosses open play,Aerial Duels won,Unsuccessful Dribbles,Unsuccessful Crosses & Corners,Aerial Duels,Ground Duels won,Goals,Right Foot Goals,PutThrough/Blocked Distribution Won,Total Tackles,Successful Corners into Box,PutThrough/Blocked Distribution,Corners Taken (incl short corners),Goals from Outside Box,Shots On Target ( inc goals ),Total Fouls Won,Unsuccessful Corners into Box,Tackles Won,Tackles Lost,Attempts from Set Pieces,Aerial Duels lost,Unsuccessful Launches,Yellow Cards,Foul Attempted Tackle,GK Successful Distribution,Catches,GK Unsuccessful Distribution,Substitute On,Offsides,Successful Launches,Blocks,Goals from Inside Box,Through balls,Successful Lay-offs,Saves Made,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Assists (Intentional),Unsuccessful lay-offs,Goal Assists,Goals Conceded Outside Box,Clean Sheets,Total Red Cards,Red Cards - 2nd Yellow,Own Goal Scored,Drops,Left Foot Goals,Second Goal Assists,Handballs conceded,Penalties Taken,Penalty Goals,Foul Won Penalty,Headed Goals,Hit Woodwork,Times Tackled,Winning Goal,Home Goals,Away Goals,Set Pieces Goals,Goal Kicks,Saves made - caught,Punches,Penalty Goals Conceded,Penalties Conceded,Penalties Faced,Saves from Penalty,Penalties Saved,Clearances Off the Line,Goalkeeper Smother,Straight Red Cards,Penalties Off Target,Last Man Tackle,Other Goals,Crosses not Claimed
USA_US_Open_Cup,2019,Black Rock FC,3c1xz4vpfoum0jbq6bmtdrtux,I. Achara,Forward,10,90.0,27.0,4.0,13.0,14.0,5.0,9.0,28.0,,1.0,18.0,2.0,10.0,7.0,8.0,2.0,1.0,2.0,42.0,1.0,10.0,11.0,10.0,16.0,,2.0,1.0,3.0,6.0,17.0,18.0,7.0,,,,,,1.0,2.0,,3.0,1.0,,,5.0,9.0,,,2.0,2.0,,6.0,7.0,,,,1.0,,,,,1.0,6.0,,,1.0,,4.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Black Rock FC,8gqxryxg8i5lowybseu3oo4tm,S. Clougher,Goalkeeper,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Black Rock FC,f22dsnizujeglpv3ae9peugru,J. Dede,Midfielder,9,90.0,52.0,6.0,16.0,12.0,32.0,4.0,55.0,,5.0,46.0,2.0,7.0,16.0,4.0,13.0,1.0,3.0,85.0,1.0,22.0,19.0,10.0,23.0,,2.0,1.0,10.0,14.0,45.0,48.0,10.0,6.0,,,,,3.0,,4.0,,,,,,13.0,2.0,,1.0,3.0,,1.0,12.0,,,2.0,6.0,,2.0,,,,2.0,,5.0,1.0,,,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Black Rock FC,36r1lzuipcu17e40fh0h07mne,G. Leland,Goalkeeper,33,90.0,12.0,,3.0,12.0,14.0,,29.0,,,10.0,2.0,12.0,5.0,10.0,8.0,1.0,2.0,43.0,1.0,,20.0,10.0,,4.0,2.0,1.0,,4.0,8.0,17.0,,,,,,,12.0,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,6.0,,,14.0,,5.0,,,2.0,,,,,5.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,0.0,,,,14.0,,3.0,,,1.0,1.0,1.0,,,,,,,
USA_US_Open_Cup,2019,Black Rock FC,79sbe57kmkhafyirarhyjs4tm,L. Gazo,Defender,23,6.0,5.0,1.0,,5.0,1.0,3.0,5.0,,,,1.0,4.0,,3.0,,,1.0,9.0,1.0,2.0,4.0,10.0,5.0,,1.0,1.0,1.0,,1.0,1.0,2.0,,,1.0,,,1.0,,,,,,,,3.0,1.0,,2.0,,,3.0,1.0,,,,1.0,,,,,,,,,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Black Rock FC,dov6q6ghudlx2p115xaymbckq,J. Gonzalez,Midfielder,26,90.0,38.0,4.0,7.0,6.0,26.0,1.0,39.0,,,31.0,2.0,6.0,12.0,4.0,1.0,1.0,2.0,54.0,1.0,1.0,20.0,10.0,3.0,5.0,2.0,1.0,,3.0,33.0,33.0,1.0,5.0,,,,,5.0,,,,,,,,2.0,2.0,,1.0,,,2.0,1.0,,,1.0,1.0,,1.0,,,,,,1.0,,,1.0,2.0,,,,,1.0,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,1.0,,,,,,,,1.0,,,,,,
USA_US_Open_Cup,2019,Black Rock FC,cfz2fkm6o4uwlokrgryvjjiay,Z. Kalk,Midfielder,15,90.0,35.0,8.0,9.0,16.0,15.0,10.0,35.0,,1.0,21.0,2.0,12.0,10.0,7.0,8.0,1.0,7.0,58.0,1.0,4.0,16.0,10.0,6.0,4.0,2.0,1.0,1.0,1.0,23.0,23.0,2.0,3.0,1.0,5.0,,1.0,2.0,,1.0,,1.0,,,,4.0,2.0,,1.0,,2.0,2.0,3.0,,,,2.0,,2.0,,,,,,2.0,,,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Black Rock FC,65rtfg8xu3ie833t4kwyhwg2y,K. Martìnez-Paiz,Midfielder,6,90.0,40.0,9.0,15.0,10.0,18.0,5.0,40.0,,,31.0,2.0,7.0,8.0,3.0,5.0,1.0,4.0,47.0,1.0,2.0,12.0,10.0,2.0,,2.0,1.0,1.0,11.0,33.0,33.0,1.0,,,,,,2.0,1.0,1.0,2.0,2.0,,,1.0,1.0,2.0,,,1.0,,,1.0,1.0,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Black Rock FC,az7hh785ov0v6l7dfytlecn6y,L. Meeks,Defender,3,16.0,3.0,,,2.0,3.0,,3.0,,,3.0,1.0,,1.0,,1.0,,,8.0,1.0,1.0,2.0,10.0,2.0,,1.0,1.0,,,3.0,3.0,1.0,1.0,,1.0,,,,,,,,,1.0,,1.0,,,,,,1.0,1.0,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Black Rock FC,72aka0xb4sp07icf3660rypuy,E. Omosanya,Defender,22,90.0,37.0,,8.0,12.0,23.0,3.0,40.0,,1.0,30.0,2.0,9.0,6.0,6.0,5.0,1.0,3.0,64.0,1.0,9.0,22.0,10.0,10.0,10.0,2.0,1.0,5.0,12.0,28.0,31.0,5.0,4.0,,,,,6.0,,1.0,,,,,,5.0,1.0,,1.0,2.0,,1.0,4.0,,,1.0,2.0,,2.0,,,,1.0,,1.0,1.0,,,4.0,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,3.0,0.0,,,,,,,,1.0,,,,,,,,,,
