liga,temporada,equipo,id,nombre,posicion,dorsal,Appearances,Unsuccessful lay-offs,Successful Short Passes,Successful Crosses & Corners,Overruns,Tackles Lost,Shots Off Target (inc woodwork),Recoveries,Unsuccessful Long Passes,Corners Taken (incl short corners),Backward Passes,Unsuccessful Crosses & Corners,Throw Ins to Opposition Player,Unsuccessful Launches,Total Fouls Won,Goals,Unsuccessful Crosses open play,Yellow Cards,Blocked Shots,Foul Attempted Tackle,Unsuccessful Dribbles,PutThrough/Blocked Distribution Won,Goals Conceded Inside Box,Games Played,Total Fouls Conceded,Successful Crosses open play,Successful Lay-offs,Total Shots,Times Tackled,Key Passes (Attempt Assists),Substitute Off,Rightside Passes,Duels lost,Tackles Won,Goals Conceded,Right Foot Goals,Total Losses Of Possession,Corners Won,Unsuccessful Short Passes,Forward Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Corners into Box,Aerial Duels lost,Total Successful Passes ( Excl Crosses & Corners ) ,Throw Ins to Own Player,Ground Duels,Total Passes,Through balls,Shots On Target ( inc goals ),Aerial Duels,Unsuccessful Passes Own Half,Successful Passes Own Half,Leftside Passes,Duels,Open Play Passes,Goal Assists,Interceptions,Successful Open Play Passes,Successful Passes Opposition Half,Starts,Successful Dribbles,Goals from Inside Box,Unsuccessful Passes Opposition Half,Goals Conceded Outside Box,Total Clearances,Ground Duels won,Index,Total Touches In Opposition Box,Time Played,Ground Duels lost,Touches,PutThrough/Blocked Distribution,Duels won,Substitute On,Successful Corners into Box,Aerial Duels won,Total Tackles,Successful Long Passes,Assists (Intentional),Home Goals,Away Goals,Winning Goal,Penalty Goals Conceded,Penalties Conceded,Offsides,Blocks,Hit Woodwork,Clean Sheets,Successful Launches,Goals from Outside Box,Headed Goals,Handballs conceded,Penalty Goals,Penalties Off Target,Attempts from Set Pieces,Penalties Taken,Last Player Tackle,Goal Kicks,GK Successful Distribution,Left Foot Goals,Clearances Off the Line,Saves Made from Inside Box,Saves made - parried,Penalties Faced,Saves Made from Outside Box,Saves made - caught,Goalkeeper Smother,Catches,Drops,Punches,GK Unsuccessful Distribution,Saves Made,Foul Won Penalty,Own Goal Scored,Total Red Cards,Straight Red Cards,Second Goal Assists,Crosses not Claimed,Other Goals,Red Cards - 2nd Yellow,Saves from Penalty,Penalties Saved,Set Pieces Goals
Canada_Canadian_Premier_League,2024,Vancouver FC,2z2u3vezttpjwfwf2yc6aelg4,E. Bah,Defender,24,14.0,,172.0,2.0,1.0,5.0,3.0,41.0,11.0,,52.0,9.0,7.0,7.0,19.0,2.0,9.0,2.0,1.0,7.0,15.0,9.0,12.0,14.0,16.0,2.0,2.0,7.0,27.0,3.0,4.0,68.0,64.0,13.0,13.0,,120.0,5.0,48.0,66.0,59.0,,11.0,184.0,32.0,95.0,243.0,,4.0,17.0,16.0,91.0,57.0,112.0,239.0,,4.0,180.0,95.0,7.0,5.0,2.0,52.0,1.0,10.0,42.0,10.0,12.0,698.0,53.0,424.0,19.0,48.0,7.0,,6.0,18.0,12.0,,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,
Canada_Canadian_Premier_League,2024,Vancouver FC,2bwli6laejcfs9eb6euey2lbe,Gabriel Bitar,Forward,10,26.0,,358.0,13.0,4.0,14.0,20.0,88.0,20.0,22.0,115.0,48.0,1.0,2.0,26.0,4.0,23.0,2.0,8.0,21.0,42.0,6.0,26.0,26.0,36.0,4.0,11.0,32.0,78.0,23.0,14.0,133.0,145.0,20.0,28.0,4.0,264.0,15.0,82.0,149.0,102.0,14.0,18.0,378.0,15.0,214.0,480.0,5.0,12.0,22.0,11.0,115.0,83.0,236.0,459.0,2.0,7.0,362.0,276.0,20.0,27.0,3.0,139.0,2.0,5.0,87.0,10.0,58.0,1794.0,127.0,848.0,17.0,91.0,6.0,3.0,4.0,34.0,20.0,,1.0,3.0,0.0,2.0,,1.0,,,1.0,2.0,1.0,,4.0,,,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
Canada_Canadian_Premier_League,2024,Vancouver FC,6t4bdbrph7kwcrbkrasw4x0r8,J. Cameron,Midfielder,25,17.0,,332.0,4.0,1.0,18.0,4.0,57.0,20.0,,115.0,22.0,35.0,10.0,18.0,,22.0,4.0,,12.0,7.0,10.0,14.0,17.0,29.0,4.0,,4.0,16.0,5.0,3.0,126.0,78.0,32.0,15.0,,195.0,5.0,83.0,145.0,103.0,,20.0,347.0,87.0,142.0,450.0,1.0,,38.0,37.0,184.0,64.0,180.0,450.0,,15.0,347.0,167.0,13.0,16.0,,88.0,1.0,18.0,84.0,10.0,24.0,1146.0,58.0,792.0,27.0,102.0,4.0,,18.0,50.0,15.0,,,,0.0,,,1.0,4.0,,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,
Canada_Canadian_Premier_League,2024,Vancouver FC,8j7qtwahw6x4twl8zjuqtl62,M. Campagna,Defender,5,11.0,,167.0,,,4.0,3.0,15.0,16.0,,21.0,5.0,3.0,10.0,3.0,,5.0,2.0,,3.0,1.0,1.0,12.0,11.0,10.0,,,3.0,1.0,2.0,1.0,17.0,20.0,5.0,12.0,,49.0,2.0,22.0,97.0,38.0,,7.0,179.0,10.0,26.0,217.0,,,17.0,13.0,107.0,82.0,43.0,215.0,1.0,6.0,177.0,72.0,2.0,1.0,,30.0,,17.0,13.0,10.0,8.0,382.0,13.0,290.0,7.0,23.0,9.0,,10.0,9.0,12.0,,,,0.0,2.0,1.0,,3.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2024,Vancouver FC,7tednz7d4xzxjpuqct8iyttjp,M. Cantave,Midfielder,11,25.0,1.0,244.0,11.0,5.0,10.0,17.0,60.0,15.0,9.0,97.0,25.0,,6.0,43.0,1.0,17.0,5.0,5.0,23.0,40.0,13.0,20.0,25.0,38.0,10.0,7.0,23.0,65.0,8.0,16.0,81.0,134.0,21.0,20.0,,221.0,10.0,70.0,91.0,85.0,7.0,24.0,256.0,2.0,225.0,341.0,2.0,6.0,44.0,22.0,108.0,72.0,269.0,338.0,3.0,5.0,253.0,159.0,16.0,42.0,1.0,88.0,,9.0,115.0,10.0,51.0,1443.0,110.0,697.0,25.0,135.0,9.0,1.0,20.0,31.0,12.0,3.0,0.0,1.0,0.0,3.0,,4.0,3.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2024,Vancouver FC,41fep3jlo1ieyq9hvpmsl6wvd,K. Chung,Defender,2,19.0,,452.0,6.0,,6.0,3.0,61.0,42.0,,145.0,25.0,23.0,26.0,15.0,,25.0,2.0,2.0,7.0,17.0,10.0,18.0,19.0,10.0,6.0,1.0,5.0,20.0,9.0,8.0,29.0,55.0,21.0,20.0,,189.0,7.0,66.0,179.0,108.0,,21.0,478.0,118.0,94.0,586.0,,2.0,38.0,51.0,259.0,233.0,132.0,580.0,2.0,21.0,472.0,225.0,17.0,19.0,,82.0,2.0,35.0,60.0,10.0,7.0,1370.0,34.0,950.0,27.0,77.0,2.0,,17.0,27.0,26.0,2.0,,,0.0,2.0,,1.0,1.0,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2024,Vancouver FC,3gehuzr276abauitwc8y8imi2,T. Crawford,Midfielder,12,8.0,,82.0,2.0,,2.0,,3.0,6.0,,19.0,9.0,1.0,3.0,2.0,,9.0,,,,3.0,1.0,3.0,8.0,1.0,2.0,,,3.0,2.0,2.0,52.0,7.0,5.0,3.0,,39.0,1.0,15.0,34.0,21.0,,,84.0,14.0,16.0,105.0,,,2.0,9.0,49.0,,18.0,103.0,,,82.0,37.0,1.0,,,21.0,,4.0,9.0,10.0,,151.0,7.0,158.0,3.0,11.0,7.0,,2.0,7.0,2.0,,,,0.0,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2024,Vancouver FC,2wbcb94vrit2abljnmxuksob8,S. Dzikowski,Forward,44,6.0,1.0,12.0,,1.0,2.0,3.0,3.0,,,9.0,,,,1.0,,,1.0,1.0,2.0,1.0,,3.0,6.0,3.0,,1.0,3.0,1.0,,,3.0,13.0,2.0,3.0,,18.0,1.0,8.0,4.0,8.0,,9.0,12.0,,12.0,20.0,,,13.0,1.0,7.0,4.0,25.0,17.0,,1.0,9.0,5.0,,3.0,,7.0,,1.0,8.0,10.0,9.0,109.0,4.0,44.0,,12.0,6.0,,4.0,4.0,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2024,Vancouver FC,am6blpv9h0wzsn8rjv1q0zpp1,A. Díaz,Forward,9,28.0,11.0,277.0,,1.0,2.0,13.0,53.0,13.0,,149.0,8.0,,6.0,8.0,10.0,8.0,1.0,8.0,8.0,14.0,15.0,33.0,28.0,22.0,,25.0,34.0,29.0,20.0,16.0,86.0,116.0,5.0,35.0,5.0,181.0,6.0,93.0,80.0,106.0,,58.0,283.0,1.0,80.0,389.0,1.0,21.0,98.0,19.0,112.0,74.0,178.0,347.0,2.0,7.0,241.0,171.0,26.0,7.0,8.0,95.0,2.0,27.0,22.0,10.0,63.0,2176.0,58.0,613.0,32.0,62.0,2.0,,40.0,7.0,6.0,2.0,5.0,5.0,1.0,3.0,,14.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2024,Vancouver FC,9aaqn35k60bgjp0fij5g6ugpg,Allan Enyou,Defender,4,23.0,,812.0,2.0,,12.0,3.0,104.0,110.0,,89.0,5.0,10.0,69.0,7.0,,5.0,4.0,2.0,9.0,8.0,13.0,28.0,23.0,14.0,2.0,,4.0,15.0,,2.0,362.0,60.0,27.0,30.0,,229.0,1.0,74.0,377.0,184.0,,17.0,870.0,20.0,95.0,1054.0,1.0,1.0,46.0,76.0,645.0,226.0,141.0,1027.0,,19.0,844.0,227.0,22.0,7.0,,113.0,2.0,66.0,52.0,10.0,5.0,1916.0,43.0,1312.0,22.0,81.0,1.0,,29.0,39.0,58.0,,,,0.0,2.0,1.0,,9.0,,3.0,11.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
