liga,temporada,equipo,id,nombre,posicion,dorsal,Appearances,Unsuccessful lay-offs,Successful Short Passes,Successful Crosses & Corners,Overruns,Tackles Lost,Shots Off Target (inc woodwork),Recoveries,Unsuccessful Long Passes,Corners Taken (incl short corners),Backward Passes,Unsuccessful Crosses & Corners,Throw Ins to Opposition Player,Unsuccessful Launches,Total Fouls Won,Goals,Unsuccessful Crosses open play,Yellow Cards,Blocked Shots,Foul Attempted Tackle,Unsuccessful Dribbles,PutThrough/Blocked Distribution Won,Goals Conceded Inside Box,Games Played,Total Fouls Conceded,Successful Crosses open play,Successful Lay-offs,Total Shots,Times Tackled,Key Passes (Attempt Assists),Substitute Off,Rightside Passes,Duels lost,Tackles Won,Goals Conceded,Right Foot Goals,Total Losses Of Possession,Corners Won,Unsuccessful Short Passes,Forward Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Corners into Box,Aerial Duels lost,Total Successful Passes ( Excl Crosses & Corners ) ,Throw Ins to Own Player,Ground Duels,Total Passes,Through balls,Shots On Target ( inc goals ),Aerial Duels,Unsuccessful Passes Own Half,Successful Passes Own Half,Leftside Passes,Duels,Open Play Passes,Goal Assists,Interceptions,Successful Open Play Passes,Successful Passes Opposition Half,Starts,Successful Dribbles,Goals from Inside Box,Unsuccessful Passes Opposition Half,Goals Conceded Outside Box,Total Clearances,Ground Duels won,Index,Total Touches In Opposition Box,Time Played,Ground Duels lost,Touches,PutThrough/Blocked Distribution,Duels won,Substitute On,Successful Corners into Box,Aerial Duels won,Total Tackles,Successful Long Passes,Assists (Intentional),Home Goals,Away Goals,Winning Goal,Penalty Goals Conceded,Penalties Conceded,Offsides,Blocks,Hit Woodwork,Clean Sheets,Successful Launches,Goals from Outside Box,Headed Goals,Handballs conceded,Penalty Goals,Penalties Off Target,Attempts from Set Pieces,Penalties Taken,Last Player Tackle,Goal Kicks,GK Successful Distribution,Left Foot Goals,Clearances Off the Line,Saves Made from Inside Box,Saves made - parried,Penalties Faced,Saves Made from Outside Box,Saves made - caught,Goalkeeper Smother,Catches,Drops,Punches,GK Unsuccessful Distribution,Saves Made,Foul Won Penalty,Own Goal Scored,Total Red Cards,Straight Red Cards,Second Goal Assists,Crosses not Claimed,Other Goals,Red Cards - 2nd Yellow,Saves from Penalty,Penalties Saved,Set Pieces Goals
Canada_Canadian_Premier_League,2024,Valour FC,8e41frophez1otbzaamqxzip6,Roberto Alarcón,Defender,2,23.0,,666.0,30.0,2.0,13.0,4.0,72.0,46.0,28.0,156.0,44.0,16.0,22.0,29.0,,23.0,6.0,4.0,14.0,14.0,6.0,28.0,23.0,29.0,10.0,,5.0,20.0,18.0,7.0,47.0,78.0,29.0,30.0,,207.0,3.0,59.0,223.0,105.0,14.0,17.0,741.0,144.0,143.0,846.0,,1.0,31.0,50.0,491.0,420.0,174.0,806.0,1.0,14.0,706.0,280.0,21.0,11.0,,99.0,2.0,48.0,82.0,10.0,5.0,1810.0,61.0,1333.0,24.0,96.0,2.0,13.0,14.0,42.0,75.0,1.0,,,0.0,4.0,,1.0,19.0,1.0,3.0,3.0,,,,,,3.0,,,,,,2.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,
Canada_Canadian_Premier_League,2024,Valour FC,6wbtc3di25kcbqrat4pcwo5m2,T. Antonoglou,Defender,30,27.0,,709.0,33.0,3.0,21.0,3.0,137.0,67.0,50.0,193.0,86.0,24.0,33.0,30.0,1.0,42.0,5.0,6.0,14.0,24.0,29.0,38.0,27.0,25.0,14.0,,10.0,46.0,24.0,4.0,389.0,108.0,51.0,40.0,1.0,366.0,16.0,106.0,342.0,173.0,27.0,12.0,792.0,162.0,228.0,965.0,2.0,7.0,22.0,62.0,439.0,41.0,250.0,935.0,7.0,60.0,768.0,386.0,27.0,30.0,1.0,197.0,2.0,48.0,132.0,10.0,30.0,2419.0,96.0,1713.0,54.0,142.0,,15.0,10.0,72.0,83.0,6.0,0.0,1.0,1.0,7.0,,1.0,6.0,1.0,4.0,11.0,,,1.0,,,2.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,
Canada_Canadian_Premier_League,2024,Valour FC,ev5vju1zs37klpdmj5s8zive2,S. Artemenko,Goalkeeper,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2024,Valour FC,1cx45d38dxtuaw6bbv5qfemwa,A. Binate,Forward,19,27.0,2.0,214.0,1.0,10.0,11.0,5.0,44.0,9.0,,84.0,14.0,,7.0,15.0,4.0,14.0,3.0,2.0,9.0,35.0,23.0,17.0,27.0,33.0,1.0,13.0,18.0,74.0,12.0,11.0,63.0,169.0,17.0,18.0,3.0,217.0,10.0,63.0,84.0,72.0,,53.0,218.0,1.0,179.0,290.0,1.0,13.0,85.0,19.0,71.0,59.0,264.0,287.0,1.0,1.0,215.0,148.0,13.0,21.0,3.0,67.0,1.0,11.0,63.0,10.0,41.0,1186.0,116.0,607.0,36.0,95.0,14.0,,32.0,28.0,4.0,1.0,1.0,3.0,0.0,4.0,,2.0,3.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2024,Valour FC,bewzox1rnh1n28tkj5k0rmrqh,D. Campbell,Midfielder,6,24.0,1.0,684.0,4.0,,23.0,2.0,100.0,92.0,,149.0,10.0,18.0,42.0,53.0,1.0,10.0,10.0,,24.0,12.0,25.0,27.0,24.0,50.0,4.0,2.0,5.0,31.0,7.0,2.0,173.0,135.0,41.0,30.0,,282.0,1.0,103.0,373.0,195.0,,34.0,735.0,55.0,227.0,930.0,1.0,3.0,69.0,51.0,408.0,235.0,296.0,889.0,,40.0,695.0,331.0,23.0,10.0,1.0,154.0,3.0,59.0,126.0,10.0,14.0,2088.0,101.0,1391.0,40.0,161.0,1.0,,35.0,64.0,51.0,,0.0,1.0,0.0,3.0,1.0,,15.0,,2.0,9.0,,1.0,6.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2024,Valour FC,esp4ods6o3tmqg2xtih2sa609,C. Chantzopoulos,Defender,4,16.0,,382.0,,,8.0,3.0,28.0,43.0,,30.0,,,34.0,5.0,,,,1.0,3.0,1.0,7.0,22.0,16.0,11.0,,,3.0,2.0,3.0,5.0,135.0,26.0,13.0,24.0,,80.0,1.0,33.0,191.0,76.0,,8.0,409.0,2.0,46.0,485.0,,,27.0,26.0,295.0,129.0,73.0,463.0,,20.0,395.0,114.0,12.0,2.0,,50.0,2.0,46.0,28.0,10.0,6.0,1019.0,18.0,619.0,10.0,47.0,4.0,,19.0,21.0,27.0,,,,0.0,5.0,2.0,1.0,10.0,,,10.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2024,Valour FC,woywom7y1fh6tspsfb57akq2,Diogo Ressurreição,Midfielder,20,27.0,3.0,497.0,8.0,7.0,11.0,15.0,117.0,52.0,3.0,144.0,32.0,,14.0,26.0,3.0,29.0,3.0,9.0,17.0,19.0,20.0,27.0,27.0,28.0,8.0,15.0,28.0,51.0,18.0,8.0,195.0,112.0,13.0,29.0,2.0,298.0,8.0,116.0,245.0,168.0,2.0,12.0,546.0,8.0,177.0,714.0,5.0,13.0,16.0,47.0,199.0,130.0,193.0,702.0,2.0,14.0,534.0,355.0,22.0,28.0,1.0,153.0,2.0,3.0,77.0,10.0,21.0,2009.0,100.0,1050.0,54.0,81.0,5.0,,4.0,24.0,49.0,1.0,2.0,1.0,2.0,7.0,,,3.0,,1.0,2.0,2.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2024,Valour FC,c11tg3waak6my0tyjpq9qeuzu,G. Facchineri,Defender,23,26.0,,801.0,,,22.0,4.0,92.0,128.0,,65.0,3.0,5.0,58.0,16.0,1.0,3.0,7.0,1.0,15.0,2.0,15.0,26.0,26.0,44.0,,,6.0,11.0,2.0,3.0,348.0,89.0,24.0,28.0,,234.0,1.0,75.0,441.0,203.0,,29.0,874.0,10.0,128.0,1077.0,,2.0,63.0,71.0,648.0,223.0,191.0,1017.0,,26.0,835.0,226.0,21.0,6.0,1.0,135.0,2.0,92.0,68.0,10.0,13.0,1865.0,60.0,1373.0,19.0,102.0,5.0,,34.0,46.0,73.0,,0.0,1.0,0.0,3.0,1.0,,18.0,,3.0,8.0,,1.0,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2024,Valour FC,efbg277ocw25lmmzx0kaxd1bd,J. Faria,Midfielder,17,26.0,,329.0,19.0,4.0,6.0,10.0,65.0,10.0,10.0,137.0,65.0,1.0,4.0,34.0,2.0,54.0,4.0,7.0,8.0,33.0,13.0,28.0,26.0,18.0,17.0,7.0,17.0,56.0,16.0,17.0,70.0,108.0,23.0,29.0,2.0,221.0,14.0,58.0,87.0,68.0,7.0,17.0,337.0,4.0,173.0,405.0,4.0,7.0,17.0,22.0,110.0,111.0,190.0,401.0,5.0,6.0,333.0,246.0,22.0,19.0,2.0,111.0,1.0,8.0,82.0,10.0,55.0,1730.0,91.0,748.0,33.0,82.0,4.0,2.0,,29.0,8.0,4.0,0.0,2.0,0.0,4.0,,2.0,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,
Canada_Canadian_Premier_League,2024,Valour FC,7o71djg9t9z126paxjz1fdffu,J. Hanson,Forward,16,10.0,1.0,16.0,,,1.0,,8.0,,,6.0,1.0,,,4.0,,1.0,2.0,2.0,2.0,3.0,1.0,5.0,10.0,6.0,,,,3.0,1.0,1.0,9.0,17.0,,6.0,,25.0,,14.0,5.0,14.0,,9.0,17.0,1.0,14.0,31.0,,,14.0,2.0,10.0,11.0,28.0,30.0,,2.0,16.0,7.0,,1.0,,13.0,1.0,1.0,6.0,10.0,4.0,139.0,8.0,61.0,1.0,11.0,10.0,,5.0,1.0,1.0,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
