liga,temporada,equipo,id,nombre,posicion,dorsal,Appearances,Backward Passes,Duels,Duels won,Final Third Touches,Forward Passes,Games Played,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels won,Key Passes (Attempt Assists),Leftside Passes,Open Play Passes,Recoveries,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Substitute On,Successful Crosses & Corners,Successful Crosses open play,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Throw Ins to Own Player,Time Played,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Winning Goal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Corners Won,Duels lost,Handballs conceded,Interceptions,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Starts,Successful Launches,Successful Lay-offs,Successful Long Passes,Tackles Lost,Tackles Won,Total Clearances,Total Fouls Conceded,Total Tackles,Blocks,Corners Taken (incl short corners),Hit Woodwork,Penalties Off Target,Penalties Taken,Substitute Off,Successful Corners into Box,Successful Dribbles,Throw Ins to Opposition Player,Total Big Chances Missed,Unsuccessful Corners into Box,Foul Attempted Tackle,Ground Duels lost,Offsides,Shots On Target ( inc goals ),Yellow Cards,Times Tackled,Unsuccessful Crosses open play,Unsuccessful Dribbles,Blocked Shots,GK Successful Distribution,Goal Kicks,Foul Won Penalty,Catches,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Saves made - parried,Total Big Chances Saved,Goals Conceded Outside Box,Overruns,Penalty Goals Conceded,Penalties Conceded,GK Unsuccessful Distribution,Penalties Faced,Unsuccessful lay-offs,Carries,Progressive Carries,Total Big Chances Created,Goals,Goals Openplay,Goals from Inside Box,Right Foot Goals,Total Big Chances Scored,Home Goals,Away Goals,Attempts from Set Pieces,Penalty Goals,Assists (Intentional),Goal Assists,Straight Red Cards,Total Red Cards,Clean Sheets,Left Foot Goals,Through balls,Headed Goals,Goalkeeper Smother,Own Goal Scored,Red Cards - 2nd Yellow,Direct Setpiece Goals,Goals from Outside Box,Set Pieces Goals,Drops,Penalties Saved,Saves from Penalty,Clearances Off the Line,Second Goal Assists,Saves made - caught,Crosses not Claimed,Other Goals,Last Player Tackle
USA_US_Open_Cup,2026,Des Moines Menace,81x46hi9tcxspnm7jhok97ii2,A. Díaz,Forward,7,1.0,15.0,14.0,5.0,29.0,13.0,1.0,3.0,2.0,10.0,4.0,1.0,7.0,46.0,7.0,15.0,1.0,2.0,,,,35.0,23.0,15.0,36.0,,90.0,2.0,23.0,50.0,3.0,38.0,2.0,12.0,70.0,1.0,1.0,2.0,9.0,4.0,10.0,0.0,4.0,3.0,1.0,2.0,9.0,,,,,1.0,,2.0,2.0,,2.0,,1.0,2.0,,,,,,,,,,,,1.0,6.0,1.0,1.0,,5.0,1.0,1.0,2.0,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Des Moines Menace,5iz6wgv0tna5jlpaeu49cnh1w,R. Atia,Goalkeeper,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Des Moines Menace,5i39hn9jb9q3rbvd2i603s3ys,J. Barry,Goalkeeper,1,1.0,,3.0,3.0,,18.0,1.0,3.0,2.0,2.0,2.0,,9.0,28.0,14.0,8.0,,,,,,18.0,,21.0,19.0,,90.0,,15.0,35.0,,21.0,,14.0,62.0,,5.0,14.0,10.0,4.0,,0.0,1.0,,1.0,,,,,,,1.0,,,2.0,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,16.0,6.0,,3.0,2.0,5.0,4.0,1.0,2.0,1.0,1.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
USA_US_Open_Cup,2026,Des Moines Menace,d166e5cxw5iz2uwzyw1ysk4,I. Campbell,Midfielder,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Des Moines Menace,a3f5jfddrlas1x9n5e433e2cq,A. Czech,Defender,6,1.0,8.0,8.0,8.0,12.0,15.0,1.0,3.0,2.0,7.0,7.0,2.0,14.0,43.0,3.0,7.0,2.0,,,,,35.0,18.0,18.0,28.0,,90.0,2.0,10.0,44.0,,36.0,1.0,8.0,57.0,1.0,2.0,3.0,7.0,2.0,5.0,0.0,1.0,,1.0,,,,,1.0,,1.0,,,8.0,,4.0,2.0,,4.0,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Des Moines Menace,3vjwb9ylshwl7iaq9na2804d0,T. Drennan,Midfielder,4,1.0,1.0,2.0,,2.0,3.0,1.0,,,2.0,,,4.0,9.0,,1.0,,,1.0,,,7.0,5.0,2.0,6.0,,13.0,,2.0,9.0,,7.0,1.0,2.0,9.0,,,1.0,2.0,,1.0,0.0,,,,,2.0,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Des Moines Menace,5w1r4c688k6kmv7txv4q3l3ze,L. Enzugusi,Forward,19,1.0,2.0,3.0,1.0,9.0,2.0,1.0,1.0,1.0,3.0,1.0,,1.0,7.0,,2.0,,1.0,1.0,,,6.0,4.0,2.0,6.0,,26.0,1.0,2.0,7.0,1.0,6.0,1.0,1.0,11.0,,,,1.0,,1.0,0.0,,,,1.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,2.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Des Moines Menace,e8n05htorieeoq95ck5wxnvxm,C. Hagan,Midfielder,14,1.0,7.0,8.0,4.0,18.0,4.0,1.0,3.0,2.0,7.0,4.0,3.0,1.0,19.0,1.0,8.0,3.0,1.0,,1.0,1.0,17.0,17.0,2.0,16.0,,77.0,2.0,4.0,20.0,2.0,18.0,2.0,2.0,31.0,1.0,,,2.0,1.0,2.0,0.0,1.0,1.0,,1.0,4.0,,,,,1.0,,,2.0,,,,,,,,,,,1.0,,2.0,,,,,3.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Des Moines Menace,b2qgurgqg0h5rkf1bozr3og0k,E. Howard,Forward,9,1.0,2.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,,,4.0,1.0,1.0,,,1.0,1.0,1.0,3.0,4.0,,3.0,,25.0,1.0,1.0,4.0,,3.0,,1.0,7.0,,,1.0,1.0,,,0.0,1.0,1.0,,,2.0,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2026,Des Moines Menace,8pkg3m96783arkvm1ywkhdq1g,Eloge Iradukunda,Forward,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
