liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Successful Lay-offs,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Unsuccessful Dribbles,Duels,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Duels lost,Throw Ins to Own Player,Aerial Duels lost,Total Tackles,Successful Dribbles,Unsuccessful Passes Own Half,Duels won,Shots On Target ( inc goals ),Aerial Duels won,Total Clearances,Aerial Duels,Tackles Won,Interceptions,Ground Duels won,Substitute On,Goals,Right Foot Goals,Substitute Off,Blocked Shots,Throw Ins to Opposition Player,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Goals from Inside Box,Penalties Taken,Goal Assists,Penalty Goals,Offsides,Successful Launches,PutThrough/Blocked Distribution Won,Goals from Outside Box,Clean Sheets,Through balls,Tackles Lost,Yellow Cards,Blocks,Saves Made,GK Successful Distribution,Unsuccessful Launches,Catches,Saves made - parried,Saves Made from Inside Box,GK Unsuccessful Distribution,Clearances Off the Line,Unsuccessful lay-offs,Left Foot Goals,Foul Won Penalty,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Goals Conceded Outside Box,Attempts from Set Pieces,Punches,Saves Made from Outside Box,Penalties Faced,Assists (Intentional),Headed Goals,Handballs conceded,Hit Woodwork,Penalties Conceded,Second Goal Assists,Drops,Own Goal Scored,Penalty Goals Conceded,Times Tackled,Home Goals,Away Goals,Winning Goal,Saves made - caught,Goal Kicks,Set Pieces Goals,Other Goals,Penalties Saved,Saves from Penalty,Crosses not Claimed,Goalkeeper Smother
USA_US_Open_Cup,2018,FC Tulsa,62bnn920lbehx9qvzqrm3hl9l,M. Binns,Midfielder,21.0,,90.0,,43.0,1.0,4.0,,26.0,3.0,,12.0,10.0,6.0,45.0,2.0,34.0,3.0,,9.0,,24.0,1.0,6.0,4.0,1.0,1.0,58.0,,1.0,,9.0,12.0,2.0,10.0,,12.0,4.0,,1.0,,2.0,5.0,34.0,36.0,2.0,,,1.0,4.0,3.0,10.0,,3.0,,3.0,,1.0,7.0,,,,,1.0,,2.0,,2.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,FC Tulsa,c4xjo4k13llbp5dcs8q78yrpx,F. Cerda,Goalkeeper,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,FC Tulsa,cck9l8jgv8i7ydhfqu0nz68rt,M. Gamble,Forward,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,FC Tulsa,alhspyodgeoovbk7zbqr4ptnu,C. Gentry,Goalkeeper,29.0,,90.0,,7.0,,,,1.0,4.0,,4.0,13.0,,18.0,,9.0,3.0,,4.0,,5.0,,3.0,8.0,1.0,,33.0,,1.0,,2.0,12.0,,10.0,,3.0,4.0,,1.0,,1.0,1.0,6.0,14.0,1.0,,,,,1.0,2.0,,1.0,1.0,1.0,,,1.0,,,,,,,5.0,,2.0,,,,,,1.0,,,,,,,,6.0,10.0,1.0,,1.0,4.0,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,FC Tulsa,9qfijekrjyw76nngw862mv6jt,A. Jusino,Midfielder,5.0,,43.0,,12.0,,1.0,,2.0,1.0,,3.0,9.0,,12.0,3.0,10.0,2.0,,1.0,,3.0,,,3.0,,,17.0,,1.0,2.0,5.0,5.0,,10.0,1.0,6.0,3.0,,1.0,,4.0,3.0,11.0,11.0,5.0,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,FC Tulsa,5ckm42yvujv4i50e98i69qrxl,R. Lennon,Defender,23.0,,64.0,,15.0,,4.0,,6.0,,1.0,12.0,3.0,6.0,15.0,1.0,9.0,2.0,2.0,6.0,,3.0,,5.0,2.0,1.0,,29.0,,1.0,1.0,8.0,5.0,2.0,10.0,,11.0,3.0,,1.0,,5.0,3.0,9.0,9.0,6.0,1.0,1.0,1.0,,1.0,5.0,1.0,2.0,,3.0,1.0,,3.0,,1.0,,1.0,,,,,2.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,FC Tulsa,8fnof0i3ksalhkm40a0cymxg5,J. Levin,Midfielder,0.0,1.0,90.0,1.0,39.0,,7.0,,17.0,6.0,1.0,10.0,15.0,2.0,40.0,3.0,30.0,3.0,1.0,8.0,,3.0,1.0,8.0,4.0,1.0,1.0,59.0,,1.0,1.0,8.0,12.0,,10.0,,13.0,4.0,1.0,1.0,,5.0,18.0,31.0,32.0,9.0,,4.0,2.0,,1.0,4.0,,1.0,4.0,5.0,2.0,6.0,3.0,,,,,,,2.0,,1.0,,,,,,,1.0,,,,,1.0,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,FC Tulsa,8uq33asg5fkqkylus6hamjsgl,I. Mirković,Midfielder,18.0,,90.0,,58.0,,7.0,,31.0,3.0,,9.0,20.0,4.0,58.0,1.0,51.0,3.0,,7.0,,17.0,2.0,7.0,11.0,1.0,1.0,69.0,,1.0,1.0,10.0,20.0,,10.0,1.0,10.0,4.0,,1.0,,4.0,14.0,51.0,51.0,4.0,,,2.0,,,6.0,,,1.0,,1.0,1.0,6.0,,,,,,,,,4.0,,,1.0,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,FC Tulsa,4509thv388ui91pr6exfdkfkl,J. Morton,Defender,14.0,1.0,17.0,,7.0,,2.0,,3.0,,,2.0,3.0,1.0,7.0,,6.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,11.0,,1.0,,,2.0,2.0,10.0,,1.0,1.0,1.0,1.0,,,2.0,6.0,6.0,,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,FC Tulsa,an9pg9b568q1eiii10cn0r9hx,Claudio Andrés Muñoz,Defender,3.0,,47.0,,16.0,,,,7.0,,,1.0,8.0,1.0,16.0,1.0,15.0,1.0,,1.0,,2.0,,,4.0,1.0,,20.0,,1.0,,3.0,5.0,,10.0,,3.0,1.0,,1.0,,2.0,9.0,15.0,15.0,2.0,,,,1.0,1.0,1.0,,,2.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
