liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Substitute On,Successful Lay-offs,Successful Launches,Goals,Right Foot Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Penalties Taken,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Penalty Goals,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Penalties Conceded,Own Goal Scored,Clearances Off the Line,Headed Goals,Total Red Cards,Straight Red Cards,Saves Made,GK Successful Distribution,Crosses not Claimed,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Foul Won Penalty,Set Pieces Goals,Penalties Saved,Saves from Penalty,Last Man Tackle,Red Cards - 2nd Yellow,Penalties Off Target,Other Goals,Second Goal Assists,Penalty Goals Conceded,Times Tackled,Home Goals,Away Goals,Winning Goal
USA_MLS,2016,San Jose Earthquakes,bu3257jenng1txn67hk03erbp,F. Alashe,Midfielder,27,4.0,2.0,2334.0,2.0,1.0,3.0,10.0,3.0,1.0,953.0,7.0,112.0,1.0,406.0,16.0,8.0,46.0,18.0,5.0,3.0,21.0,253.0,386.0,28.0,133.0,970.0,7.0,41.0,10.0,731.0,25.0,14.0,179.0,,296.0,5.0,131.0,5.0,,108.0,27.0,32.0,52.0,1265.0,,28.0,26.0,8.0,144.0,1.0,323.0,37.0,46.0,78.0,9.0,,60.0,1.0,23.0,18.0,4.0,183.0,30.0,28.0,,4.0,28.0,,1.0,1.0,1.0,84.0,239.0,2.0,,775.0,791.0,39.0,4.0,,1.0,,1.0,18.0,105.0,10.0,55.0,60.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,San Jose Earthquakes,9odqxkb5kucctyhjx8t337emt,Q. Amarikwa,Forward,25,16.0,16.0,1699.0,10.0,1.0,21.0,,3.0,1.0,376.0,9.0,83.0,8.0,231.0,2.0,,11.0,9.0,30.0,1.0,49.0,317.0,49.0,18.0,117.0,400.0,13.0,55.0,21.0,257.0,18.0,42.0,128.0,,145.0,21.0,130.0,8.0,5.0,48.0,22.0,19.0,14.0,803.0,,23.0,19.0,4.0,224.0,1.0,99.0,83.0,46.0,117.0,12.0,,15.0,8.0,52.0,26.0,31.0,299.0,8.0,19.0,1.0,16.0,23.0,,4.0,1.0,2.0,133.0,73.0,2.0,,250.0,272.0,75.0,1.0,2.0,2.0,,3.0,15.0,182.0,3.0,9.0,91.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,San Jose Earthquakes,d456kwxcb0puaj7bpi94ewyj9,C. Barrett,Forward,19,13.0,8.0,531.0,2.0,17.0,4.0,,2.0,,186.0,7.0,41.0,3.0,103.0,,1.0,7.0,1.0,8.0,1.0,16.0,96.0,31.0,6.0,53.0,191.0,3.0,4.0,3.0,126.0,6.0,15.0,60.0,1.0,48.0,8.0,67.0,2.0,,10.0,3.0,4.0,8.0,273.0,3.0,20.0,2.0,1.0,30.0,,49.0,27.0,10.0,24.0,7.0,1.0,5.0,2.0,4.0,12.0,2.0,58.0,3.0,7.0,,15.0,20.0,2.0,,2.0,1.0,18.0,53.0,2.0,,126.0,131.0,28.0,1.0,2.0,1.0,,,5.0,34.0,1.0,2.0,12.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,San Jose Earthquakes,951hw9pw6g5w0wgnuqa5o939x,V. Bernárdez,Defender,5,7.0,2.0,2835.0,4.0,,,29.0,1.0,1.0,1004.0,3.0,82.0,,261.0,87.0,5.0,146.0,22.0,7.0,3.0,37.0,298.0,552.0,64.0,106.0,1065.0,4.0,40.0,2.0,701.0,34.0,9.0,252.0,,217.0,4.0,168.0,4.0,,144.0,33.0,32.0,91.0,1499.0,,33.0,23.0,31.0,143.0,,476.0,15.0,43.0,139.0,2.0,5.0,112.0,,24.0,50.0,,230.0,117.0,37.0,,7.0,33.0,,2.0,,,54.0,290.0,1.0,,769.0,813.0,87.0,8.0,,,,,51.0,91.0,13.0,98.0,89.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
USA_MLS,2016,San Jose Earthquakes,cqx2x7351ie20giqha8hd5djp,D. Bingham,Goalkeeper,1,,,3015.0,,,,149.0,,,515.0,4.0,,,236.0,268.0,2.0,496.0,1.0,,4.0,2.0,520.0,279.0,1.0,5.0,1016.0,1.0,,1.0,204.0,35.0,,501.0,,77.0,1.0,424.0,,,330.0,34.0,2.0,77.0,1359.0,,34.0,,,3.0,,836.0,,62.0,21.0,,,311.0,,1.0,19.0,,24.0,44.0,39.0,,,34.0,,,,,1.0,103.0,,,299.0,515.0,21.0,8.0,,,,,,3.0,1.0,8.0,2.0,,,,,,,106.0,253.0,1.0,27.0,6.0,8.0,34.0,34.0,37.0,72.0,4.0,6.0,152.0,,,,,,,,,,,,,,
USA_MLS,2016,San Jose Earthquakes,8jyw9umso4frmojq17qy26aj9,C. Cato,Midfielder,7,52.0,1.0,1391.0,111.0,6.0,,8.0,,,587.0,18.0,81.0,17.0,298.0,27.0,,43.0,10.0,2.0,,20.0,322.0,180.0,32.0,90.0,594.0,4.0,9.0,18.0,438.0,15.0,5.0,133.0,,36.0,17.0,151.0,4.0,24.0,75.0,15.0,25.0,34.0,1060.0,,21.0,1.0,2.0,139.0,,274.0,36.0,100.0,74.0,3.0,,23.0,17.0,18.0,6.0,27.0,165.0,23.0,15.0,,52.0,21.0,,4.0,,1.0,71.0,203.0,,,454.0,461.0,26.0,2.0,1.0,2.0,,,24.0,91.0,8.0,23.0,68.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,San Jose Earthquakes,4i0iq31lu0vvjfgk8kqyec72t,D. Cerén,Midfielder,17,17.0,1.0,2114.0,10.0,5.0,5.0,2.0,,,1237.0,6.0,121.0,5.0,579.0,12.0,4.0,45.0,25.0,20.0,3.0,18.0,312.0,499.0,60.0,159.0,1277.0,3.0,41.0,19.0,920.0,35.0,23.0,204.0,,369.0,15.0,161.0,7.0,,178.0,23.0,43.0,67.0,1663.0,1.0,28.0,29.0,3.0,202.0,,375.0,13.0,100.0,120.0,3.0,3.0,153.0,3.0,29.0,13.0,6.0,233.0,26.0,38.0,,24.0,28.0,1.0,2.0,,,95.0,412.0,,,1038.0,1073.0,31.0,4.0,,,,1.0,45.0,113.0,15.0,50.0,107.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,San Jose Earthquakes,9a0gm0exu3o31w74llcijeml1,K. Colvey,Defender,18,7.0,,315.0,18.0,1.0,,,,,142.0,,29.0,1.0,74.0,6.0,,10.0,1.0,,,4.0,52.0,48.0,7.0,15.0,146.0,,1.0,5.0,117.0,7.0,,25.0,,43.0,,20.0,,6.0,17.0,3.0,6.0,12.0,234.0,,4.0,1.0,1.0,27.0,,60.0,,65.0,17.0,,,4.0,1.0,3.0,2.0,5.0,33.0,7.0,7.0,,7.0,4.0,,,,,12.0,14.0,,,120.0,121.0,6.0,,,,,,4.0,16.0,3.0,9.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2016,San Jose Earthquakes,4u18dmdc49m4hsulm8yir8set,S. Dawkins,Midfielder,49,25.0,3.0,2403.0,7.0,1.0,14.0,1.0,5.0,3.0,1068.0,26.0,210.0,15.0,643.0,3.0,3.0,15.0,14.0,24.0,3.0,14.0,418.0,286.0,22.0,179.0,1108.0,9.0,29.0,38.0,886.0,25.0,42.0,194.0,6.0,397.0,33.0,216.0,22.0,,134.0,28.0,36.0,41.0,1579.0,46.0,29.0,22.0,4.0,213.0,2.0,287.0,106.0,50.0,99.0,18.0,4.0,28.0,6.0,31.0,8.0,29.0,235.0,14.0,28.0,2.0,63.0,29.0,32.0,1.0,1.0,,122.0,214.0,3.0,,880.0,914.0,22.0,3.0,,,,2.0,15.0,136.0,7.0,8.0,91.0,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
USA_MLS,2016,San Jose Earthquakes,bbyd9yf6cq0q3ydm3w2nhexh,I. Emeghara,Forward,11,1.0,,115.0,4.0,5.0,1.0,,,,37.0,3.0,13.0,,24.0,,,,,2.0,,1.0,37.0,4.0,4.0,12.0,40.0,1.0,1.0,1.0,28.0,4.0,3.0,12.0,,12.0,,11.0,2.0,,5.0,1.0,3.0,2.0,84.0,,6.0,,,23.0,,9.0,12.0,66.0,9.0,1.0,,,,3.0,1.0,8.0,25.0,,4.0,,1.0,6.0,,,,,15.0,6.0,,,25.0,28.0,2.0,,,,,,2.0,16.0,2.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
