liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off
Concacaf_Concacaf_Champions_Cup,2023,Atlas FC,apsv0c0r1zc7q3bjqex8033kl,J. Abella,Defender,4.0,3,0,1,0,0,0,2,1
Concacaf_Concacaf_Champions_Cup,2023,Atlas FC,ancqubjqqf22bdzlposz8okbt,G. Aguirre,Defender,13.0,3,0,0,0,0,0,0,1
Concacaf_Concacaf_Champions_Cup,2023,Atlas FC,cxktd9vpx9m7gmgdfcy9v4n3d,D. Barbosa,Defender,15.0,4,0,0,0,0,0,1,0
Concacaf_Concacaf_Champions_Cup,2023,Atlas FC,bux3qj934czxv2imllf9o6t3p,A. Chalá,Defender,8.0,1,0,0,0,0,0,1,0
Concacaf_Concacaf_Champions_Cup,2023,Atlas FC,1kggpaz4j0ttrjavw0z6tzjhm,I. Domínguez,Defender,3.0,0,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2023,Atlas FC,9ilhjiaswd1oqx4xhf7wd01jp,É. Flores,Midfielder,10.0,1,0,0,0,0,0,0,1
Concacaf_Concacaf_Champions_Cup,2023,Atlas FC,2xchh8ku8lm05p0sd89y6gjit,J. Furch,Attacker,9.0,4,2,0,0,0,0,0,2
Concacaf_Concacaf_Champions_Cup,2023,Atlas FC,69fnat87plv2mxsyivi1n0twq,A. Gómez,Defender,23.0,2,0,1,0,0,0,1,1
Concacaf_Concacaf_Champions_Cup,2023,Atlas FC,47jwtforovatvlp8ycmgebpxw,J. Guzmán,Attacker,41.0,0,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2023,Atlas FC,2hlfqnms7bs6eiy9gibc4fvft,José Hernández,Goalkeeper,1.0,1,0,1,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2023,Atlas FC,l4rbm35vbn136hutia3pksiy,O. Herrera,Attacker,7.0,4,1,0,0,0,0,0,3
Concacaf_Concacaf_Champions_Cup,2023,Atlas FC,gb0n69fb9wkq9pob0jkwlzbo,I. Larios,Attacker,42.0,0,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2023,Atlas FC,czybcajgm1ts1bionzqqrgout,B. Lozano,Midfielder,29.0,3,0,2,0,0,0,0,1
Concacaf_Concacaf_Champions_Cup,2023,Atlas FC,8swufhwyim1itr5o9xrv0v1ed,M. Manotas,Attacker,11.0,1,0,0,0,0,0,1,0
Concacaf_Concacaf_Champions_Cup,2023,Atlas FC,dsif2f4ny3beg21vrvnociwru,J. Márquez,Midfielder,18.0,2,0,0,0,0,0,0,2
Concacaf_Concacaf_Champions_Cup,2023,Atlas FC,6s1oih9gufvq1s3uudy76xmju,J. Martínez,Midfielder,17.0,1,0,0,0,0,0,1,0
Concacaf_Concacaf_Champions_Cup,2023,Atlas FC,aa53igsrv81m9zy3ub1ri4v6d,M. Nervo,Defender,2.0,4,0,1,0,0,0,1,0
Concacaf_Concacaf_Champions_Cup,2023,Atlas FC,1gs5ptbru4t4s0s2vb2r3izca,A. Ocejo,Attacker,20.0,1,0,0,0,0,0,1,0
Concacaf_Concacaf_Champions_Cup,2023,Atlas FC,8oysg1rd2ern90ef3pbxsuwo9,J. Quiñones,Attacker,33.0,3,3,1,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2023,Atlas FC,21051apcxzotsbfnwivngarbp,L. Reyes,Defender,14.0,3,0,1,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2023,Atlas FC,cexkin0o29ncglurh7l9akgyx,C. Robles,Defender,21.0,2,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2023,Atlas FC,62hgf13it1y2bhucfxl7bmdhx,A. Rocha,Midfielder,26.0,4,1,2,2,1,1,0,1
Concacaf_Concacaf_Champions_Cup,2023,Atlas FC,1dnmq5wwsj3d1ra5ec3lqanai,A. Sánchez,Goalkeeper,22.0,0,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2023,Atlas FC,ew34ex1in43myj1umh5xcx7md,A. Santamaría,Defender,5.0,3,0,1,1,1,0,0,1
Concacaf_Concacaf_Champions_Cup,2023,Atlas FC,7ot6emo291avsnjabzt36a9uy,C. Trejo,Attacker,57.0,3,0,0,0,0,0,3,0
Concacaf_Concacaf_Champions_Cup,2023,Atlas FC,bsijqtivxx9jbkjsh9c7ixu51,C. Vargas,Goalkeeper,12.0,3,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2023,Atlas FC,8oiw6d6y3tzcc58ijwwg0hh49,É. Zaldívar,Midfielder,6.0,2,0,0,0,0,0,2,0
