liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocks,Carries,Clean Sheets,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Games Played,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Leftside Passes,Open Play Passes,Progressive Carries,Recoveries,Rightside Passes,Shots On Target ( inc goals ),Starts,Successful Dribbles,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Opposition Player,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Missed,Total Clearances,Total Fouls Conceded,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Winning Goal,Foul Attempted Tackle,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Substitute Off,Unsuccessful lay-offs,Hit Woodwork,Substitute On,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Yellow Cards,Successful Crosses & Corners,Successful Crosses open play,Total Fouls Won,GK Successful Distribution,GK Unsuccessful Distribution,Goal Kicks,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Successful Launches,Total Big Chances Saved,Corners Taken (incl short corners),Corners Won,Key Passes (Attempt Assists),Overruns,Successful Corners into Box,Successful Lay-offs,Total Big Chances Created,Unsuccessful Corners into Box,Offsides,Goals,Goals Openplay,Goals from Inside Box,Headed Goals,Total Big Chances Scored,Home Goals,Away Goals,Assists (Intentional),Goal Assists,Blocked Shots,Through balls,Catches,Saves made - parried,Clearances Off the Line,Handballs conceded,Attempts from Set Pieces,Goals from Outside Box,Right Foot Goals,Goalkeeper Smother,Goals Conceded Outside Box,Penalty Goals Conceded,Shots Created,Drops,Penalties Faced,Left Foot Goals,Penalties Conceded,Foul Won Penalty,Penalties Taken,Penalty Goals,Saves made - caught,Other Goals,Straight Red Cards,Total Red Cards,Last Player Tackle,Second Goal Assists,Red Cards - 2nd Yellow,Penalties Off Target,Crosses not Claimed,Direct Setpiece Goals,Set Pieces Goals,Penalties Saved,Saves from Penalty,Own Goal Scored
Concacaf_Concacaf_Champions_Cup,2026,Deportivo Toluca FC,vb4brd51u371lj67i196dl3o,S. Aceves,Midfielder,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Deportivo Toluca FC,45gixbopfnftpzvoaj1apyrjd,J. Angulo,Midfielder,10,2.0,2.0,,6.0,36.0,,71.0,,34.0,20.0,14.0,131.0,50.0,6.0,6.0,5.0,32.0,18.0,14.0,3.0,59.0,189.0,30.0,8.0,52.0,5.0,6.0,6.0,2.0,169.0,141.0,38.0,173.0,,3.0,,2.0,487.0,14.0,2.0,,3.0,48.0,197.0,10.0,175.0,3.0,24.0,22.0,268.0,4.0,2.0,7.0,23.0,3.0,15.0,1.0,1.0,6.0,3.0,5.0,5.0,,1.0,,4.0,1.0,2.0,4.0,2.0,5.0,,,,,,,,1.0,,7.0,2.0,11.0,1.0,2.0,6.0,2.0,3.0,4.0,3.0,3.0,2.0,,2.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,1.0,,1.0,1.0,,1.0,,12.0,,,2.0,,,,,,,,,,1.0,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Deportivo Toluca FC,ehj1pabo9ovixh46axxz0bglx,F. Arce,Midfielder,24,,,,3.0,6.0,,3.0,,1.0,,1.0,6.0,7.0,3.0,1.0,1.0,1.0,,1.0,1.0,6.0,27.0,1.0,3.0,8.0,1.0,,,,25.0,13.0,12.0,25.0,1.0,,,,55.0,,1.0,2.0,,4.0,27.0,1.0,25.0,1.0,2.0,2.0,34.0,,1.0,1.0,3.0,,1.0,0.0,,,,,,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Deportivo Toluca FC,es44tnpmydm4r0odba8myegpg,J. Arroyo,Midfielder,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Deportivo Toluca FC,74un8dglud0r1v8166vs3byfo,V. Arteaga,Midfielder,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Deportivo Toluca FC,cxktd9vpx9m7gmgdfcy9v4n3d,D. Barbosa,Defender,2,4.0,4.0,,6.0,16.0,1.0,40.0,1.0,28.0,15.0,13.0,27.0,45.0,6.0,4.0,3.0,24.0,11.0,13.0,1.0,41.0,118.0,24.0,13.0,18.0,,2.0,3.0,5.0,97.0,44.0,54.0,93.0,3.0,4.0,3.0,12.0,249.0,4.0,,6.0,2.0,37.0,120.0,3.0,98.0,7.0,2.0,22.0,177.0,1.0,4.0,7.0,16.0,9.0,15.0,0.0,,6.0,2.0,3.0,1.0,,,4.0,3.0,3.0,2.0,,,3.0,,,,,,,,,1.0,,1.0,4.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Deportivo Toluca FC,95ggddwr8ed3uwtursldhu49g,G. Bravo,Forward,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Deportivo Toluca FC,bn8eqcglavl5j1kmlgyy3hed,A. Briseño,Defender,3,,,,2.0,,,1.0,,1.0,1.0,,,1.0,2.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,9.0,,,,,1.0,2.0,,1.0,,,1.0,2.0,,,1.0,,1.0,,0.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Deportivo Toluca FC,14w9q2mu6yq235ic55fxs0w2y,N. Castro,Midfielder,8,,,,6.0,62.0,,112.0,,40.0,22.0,18.0,142.0,71.0,6.0,6.0,5.0,40.0,22.0,18.0,4.0,67.0,293.0,31.0,24.0,94.0,6.0,5.0,3.0,15.0,260.0,176.0,85.0,246.0,2.0,6.0,,2.0,446.0,13.0,2.0,4.0,6.0,57.0,294.0,16.0,261.0,8.0,20.0,33.0,382.0,8.0,1.0,5.0,31.0,4.0,28.0,0.0,3.0,14.0,9.0,10.0,3.0,,2.0,1.0,2.0,2.0,1.0,,,7.0,,,,,,,,,,,2.0,10.0,,,13.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,2.0,5.0,,,,,,,1.0,,1.0,,11.0,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Deportivo Toluca FC,dta2hcu8sq62dx9diax5shk9,S. Córdova,Midfielder,7,,,,2.0,4.0,,1.0,,1.0,,1.0,3.0,2.0,2.0,,,1.0,,1.0,,1.0,7.0,1.0,1.0,,,,,,5.0,4.0,1.0,5.0,,,,,2.0,,,,,2.0,7.0,,5.0,,,2.0,8.0,,,,2.0,,2.0,0.0,,2.0,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
