liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocked Shots,Blocks,Carries,Clean Sheets,Clearances Off the Line,Corners Won,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Foul Attempted Tackle,GK Successful Distribution,Games Played,Goal Kicks,Goals,Goals Conceded,Goals Conceded Inside Box,Goals Conceded Outside Box,Goals from Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Headed Goals,Interceptions,Key Passes (Attempt Assists),Leftside Passes,Offsides,Open Play Passes,Other Goals,Overruns,Penalty Goals Conceded,Progressive Carries,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Recoveries,Rightside Passes,Shots Created,Shots Off Target (inc woodwork),Shots On Target ( inc goals ),Starts,Successful Dribbles,Successful Launches,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Saved,Total Big Chances Scored,Total Clearances,Total Fouls Conceded,Total Fouls Won,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Unsuccessful lay-offs,Yellow Cards,Home Goals,Away Goals,Winning Goal,Attempts from Set Pieces,Corners Taken (incl short corners),Goals Openplay,Handballs conceded,Penalties Taken,Penalty Goals,Right Foot Goals,Second Goal Assists,Substitute Off,Substitute On,Successful Lay-offs,Through balls,Unsuccessful Corners into Box,Foul Won Penalty,Goal Assists,Penalties Conceded,Successful Crosses & Corners,Successful Crosses open play,Throw Ins to Opposition Player,Assists (Intentional),Hit Woodwork,Successful Corners into Box,Left Foot Goals,Direct Setpiece Goals,Goals from Outside Box,Set Pieces Goals,Last Player Tackle,Own Goal Scored,Straight Red Cards,Total Red Cards,Red Cards - 2nd Yellow,GK Unsuccessful Distribution,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Catches,Drops,Goalkeeper Smother,Penalties Faced,Penalties Saved,Punches,Saves from Penalty,Saves made - caught,Saves made - parried,Penalties Off Target
Mexico_Liga_MX,2025-2026,Club Tigres UANL,9xaps7t7xtt5x3grjpbgxtfit,R. Aguirre,Forward,17,77.0,47.0,30.0,15.0,43.0,2.0,1.0,49.0,1.0,,9.0,149.0,100.0,49.0,130.0,32.0,15.0,,15.0,,1.0,9.0,5.0,4.0,1.0,72.0,53.0,19.0,1.0,1.0,4.0,40.0,3.0,134.0,,2.0,,25.0,8.0,4.0,19.0,33.0,6.0,7.0,8.0,13.0,4.0,,2.0,79.0,55.0,42.0,91.0,1.0,8.0,1.0,1012.0,25.0,1.0,1.0,,1.0,5.0,24.0,6.0,120.0,148.0,15.0,93.0,9.0,35.0,55.0,293.0,8.0,8.0,6.0,1.0,5.0,52.0,11.0,50.0,3.0,4.0,1.0,0.0,1.0,,,1.0,,,,,,10.0,2.0,8.0,,,,2.0,,4.0,4.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Club Tigres UANL,609edevf8qla1f6vi4mjkkgkp,J. Angulo,Defender,27,30.0,14.0,16.0,15.0,62.0,,8.0,132.0,1.0,,,70.0,24.0,46.0,29.0,222.0,2.0,20.0,15.0,21.0,2.0,13.0,7.0,6.0,2.0,40.0,10.0,30.0,1.0,11.0,2.0,90.0,1.0,586.0,,,,87.0,8.0,4.0,37.0,256.0,2.0,3.0,2.0,11.0,,4.0,37.0,508.0,176.0,370.0,508.0,6.0,9.0,13.0,1017.0,2.0,,,,2.0,52.0,7.0,17.0,98.0,630.0,5.0,545.0,15.0,9.0,85.0,788.0,1.0,1.0,1.0,19.0,56.0,71.0,15.0,29.0,,3.0,1.0,1.0,1.0,,,,,,,,,8.0,4.0,,,,,,,1.0,1.0,2.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Club Tigres UANL,4051hgvu9v8jnu9rbbd0pr9bd,U. Antuna,Forward,22,19.0,11.0,8.0,18.0,65.0,1.0,3.0,56.0,1.0,,5.0,58.0,36.0,22.0,158.0,37.0,3.0,,18.0,,3.0,8.0,7.0,1.0,3.0,39.0,25.0,14.0,1.0,6.0,8.0,86.0,5.0,215.0,,,2.0,29.0,15.0,9.0,22.0,28.0,11.0,4.0,7.0,7.0,2.0,,9.0,182.0,119.0,68.0,174.0,3.0,4.0,11.0,787.0,10.0,3.0,,,2.0,7.0,7.0,5.0,81.0,216.0,11.0,183.0,7.0,19.0,33.0,347.0,18.0,17.0,4.0,4.0,4.0,43.0,8.0,29.0,,1.0,0.0,3.0,0.0,,2.0,2.0,1.0,,,2.0,,6.0,11.0,1.0,,1.0,1.0,3.0,,4.0,3.0,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Club Tigres UANL,dpcjzmo7pcggdl423a4lh3re2,C. Araújo,Midfielder,5,16.0,5.0,11.0,15.0,53.0,2.0,5.0,92.0,3.0,,1.0,81.0,24.0,57.0,46.0,179.0,5.0,1.0,15.0,1.0,,14.0,8.0,6.0,,65.0,19.0,46.0,,14.0,6.0,158.0,,559.0,,1.0,,40.0,13.0,10.0,47.0,181.0,6.0,1.0,,12.0,3.0,2.0,25.0,515.0,231.0,294.0,500.0,6.0,16.0,,1040.0,3.0,,,,,22.0,7.0,21.0,59.0,571.0,1.0,525.0,22.0,3.0,46.0,707.0,,,2.0,11.0,16.0,31.0,15.0,30.0,,2.0,,,0.0,,,,,,,,,5.0,3.0,6.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Club Tigres UANL,auegpd36ras84mp8q6j6gs8a1,J. Brunetta,Midfielder,11,9.0,5.0,4.0,19.0,134.0,12.0,,237.0,2.0,,15.0,112.0,56.0,56.0,342.0,195.0,4.0,,19.0,,8.0,17.0,11.0,6.0,6.0,103.0,51.0,52.0,,8.0,32.0,132.0,2.0,687.0,,2.0,,102.0,17.0,8.0,79.0,261.0,37.0,26.0,19.0,15.0,13.0,1.0,50.0,584.0,400.0,235.0,562.0,4.0,13.0,2.0,1394.0,31.0,7.0,2.0,,3.0,9.0,12.0,22.0,232.0,722.0,45.0,612.0,17.0,42.0,110.0,1024.0,53.0,11.0,10.0,6.0,30.0,147.0,16.0,80.0,,2.0,5.0,3.0,1.0,7.0,41.0,6.0,,2.0,2.0,7.0,,7.0,4.0,8.0,3.0,28.0,,5.0,,23.0,4.0,1.0,4.0,,13.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Club Tigres UANL,608d9yxcn99up33girsspyaga,A. Carrera,Goalkeeper,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Club Tigres UANL,6fdvv4zs5pl6qj7pp6tsp5iad,Á. Correa,Forward,7,16.0,13.0,3.0,18.0,135.0,12.0,,228.0,2.0,,23.0,192.0,109.0,83.0,462.0,117.0,9.0,,18.0,,6.0,18.0,10.0,8.0,6.0,176.0,96.0,80.0,1.0,5.0,27.0,111.0,8.0,474.0,,4.0,,118.0,25.0,15.0,52.0,132.0,35.0,14.0,21.0,15.0,27.0,1.0,19.0,369.0,278.0,126.0,369.0,2.0,17.0,2.0,1471.0,69.0,6.0,2.0,,3.0,8.0,20.0,34.0,291.0,495.0,35.0,388.0,19.0,126.0,107.0,890.0,39.0,17.0,38.0,3.0,11.0,135.0,11.0,96.0,2.0,3.0,3.0,3.0,1.0,1.0,26.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,16.0,,17.0,1.0,8.0,,16.0,11.0,,4.0,1.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Club Tigres UANL,4w21suigchse7vkzgbl98dt61,M. Farfán,Defender,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Club Tigres UANL,a3vqeuqyswgt9f41454z73lxx,F. Rodríguez,Goalkeeper,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2025-2026,Club Tigres UANL,22iqqk9sbs82tmmyd17m2omlm,M. Flores,Midfielder,24,6.0,5.0,1.0,14.0,73.0,2.0,1.0,130.0,,,7.0,73.0,42.0,31.0,201.0,43.0,4.0,,14.0,,3.0,10.0,6.0,4.0,3.0,67.0,37.0,30.0,,6.0,6.0,25.0,1.0,236.0,,,,78.0,18.0,9.0,28.0,97.0,6.0,5.0,7.0,9.0,15.0,2.0,9.0,192.0,138.0,57.0,185.0,6.0,2.0,13.0,720.0,29.0,,2.0,,1.0,14.0,4.0,7.0,117.0,238.0,12.0,194.0,8.0,37.0,44.0,410.0,14.0,14.0,18.0,3.0,7.0,46.0,12.0,37.0,,,0.0,3.0,1.0,,1.0,3.0,,,,,,9.0,5.0,3.0,,,,,,1.0,1.0,2.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
