liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Substitute On,Goals,Right Foot Goals,Open Play Passes,Corners Won,Times Tackled,Backward Passes,Successful Passes Opposition Half,Yellow Cards,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Interceptions,Ground Duels won,Winning Goal,Successful Crosses & Corners,Unsuccessful Long Passes,Successful Crosses open play,Offsides,Throw Ins to Own Player,Successful Lay-offs,Unsuccessful Launches,Shots Off Target (inc woodwork),Blocks,Successful Long Passes,Left Foot Goals,Clean Sheets,Tackles Lost,Successful Launches,Hit Woodwork,Assists (Intentional),Unsuccessful lay-offs,Goal Assists,Through balls,Throw Ins to Opposition Player,Handballs conceded,Last Man Tackle,Successful Corners into Box,Second Goal Assists,Attempts from Set Pieces,Foul Won Penalty,Headed Goals,Penalties Taken,Penalty Goals,Saves Made,GK Successful Distribution,Penalties Conceded,Punches,Penalties Saved,Goalkeeper Smother,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,Saves made - caught,GK Unsuccessful Distribution,Goals from Outside Box,Clearances Off the Line,Own Goal Scored,Home Goals,Away Goals,Goal Kicks,Crosses not Claimed,Total Red Cards,Red Cards - 2nd Yellow,Drops,Straight Red Cards,Other Goals,Set Pieces Goals,Penalties Off Target
USA_USL_League_One,2020,South Georgia Tormenta FC,astc0pmj8d8cdkhb2lmn9g86i,T. Akinlosotu,Midfielder,17,1.0,13.0,1.0,,,5.0,1.0,1.0,1.0,1.0,,,1.0,,4.0,2.0,,2.0,,5.0,,,1.0,3.0,,,2.0,2.0,,2.0,,1.0,,3.0,1.0,8.0,,1.0,,3.0,1.0,2.0,10.0,1.0,,,,1.0,3.0,,1.0,1.0,1.0,,2.0,1.0,,3.0,3.0,,,2.0,,1.0,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,South Georgia Tormenta FC,b9v0hdfjiig8jygeibd035sh6,J. Arslan,Midfielder,21,3.0,727.0,7.0,2.0,2.0,105.0,2.0,5.0,49.0,38.0,1.0,5.0,1.0,9.0,58.0,39.0,10.0,28.0,1.0,109.0,6.0,13.0,,75.0,7.0,11.0,32.0,25.0,4.0,26.0,2.0,26.0,8.0,11.0,9.0,230.0,,15.0,8.0,54.0,27.0,17.0,10.0,33.0,6.0,19.0,4.0,2.0,67.0,11.0,8.0,3.0,15.0,,25.0,8.0,1.0,73.0,77.0,13.0,4.0,34.0,9.0,29.0,0.0,,4.0,,7.0,12.0,5.0,4.0,5.0,1.0,2.0,,,6.0,,1.0,,2.0,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,0.0,,,,,,,,,
USA_USL_League_One,2020,South Georgia Tormenta FC,amjlvixpfu1b6ksznihymelii,P. Botello Faz,Forward,19,1.0,475.0,4.0,,,91.0,4.0,13.0,39.0,43.0,,4.0,,16.0,47.0,35.0,1.0,22.0,1.0,102.0,5.0,6.0,2.0,76.0,7.0,5.0,24.0,38.0,5.0,20.0,5.0,17.0,6.0,8.0,5.0,161.0,,10.0,4.0,29.0,15.0,23.0,10.0,18.0,2.0,7.0,9.0,5.0,54.0,2.0,7.0,1.0,10.0,,20.0,10.0,,68.0,78.0,25.0,1.0,36.0,4.0,9.0,0.0,,2.0,,4.0,1.0,4.0,,3.0,,2.0,,1.0,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,South Georgia Tormenta FC,1obodv132w5wxq4nb008ty06i,Lucas Coutinho,Midfielder,22,2.0,278.0,6.0,,,88.0,1.0,6.0,19.0,49.0,1.0,6.0,1.0,3.0,41.0,17.0,3.0,24.0,,90.0,3.0,7.0,6.0,61.0,2.0,4.0,25.0,24.0,8.0,25.0,2.0,13.0,3.0,10.0,2.0,138.0,,9.0,5.0,23.0,28.0,12.0,10.0,14.0,2.0,1.0,4.0,3.0,30.0,4.0,3.0,2.0,9.0,,13.0,19.0,,63.0,65.0,7.0,1.0,16.0,1.0,10.0,0.0,1.0,1.0,1.0,1.0,,2.0,1.0,2.0,,4.0,,,2.0,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,South Georgia Tormenta FC,cdxll6raw2dtzluwfc1q31cve,T. DeLoach,Midfielder,44,,66.0,3.0,,,13.0,,2.0,6.0,6.0,1.0,1.0,,4.0,3.0,7.0,1.0,,,13.0,,3.0,2.0,12.0,1.0,,,3.0,,,,3.0,,1.0,,25.0,,3.0,2.0,8.0,1.0,2.0,10.0,3.0,,,,2.0,12.0,,1.0,,3.0,,5.0,3.0,,13.0,13.0,4.0,1.0,9.0,2.0,3.0,0.0,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,
USA_USL_League_One,2020,South Georgia Tormenta FC,5fm5vmyupv3kyu78vsvxvo1k9,L. Eckenrode,Defender,4,,270.0,,,,108.0,1.0,,10.0,23.0,1.0,,,4.0,20.0,68.0,1.0,10.0,,111.0,,1.0,,87.0,2.0,,20.0,43.0,,12.0,,8.0,3.0,1.0,8.0,135.0,,3.0,1.0,5.0,44.0,1.0,10.0,8.0,,1.0,6.0,,15.0,10.0,2.0,,3.0,,3.0,14.0,,88.0,91.0,10.0,,7.0,3.0,2.0,0.0,,10.0,,,,,6.0,,5.0,4.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,South Georgia Tormenta FC,9ez608cc60g314q118twqnqzu,R. Gomez,Midfielder,6,1.0,1165.0,3.0,,,640.0,1.0,17.0,96.0,331.0,2.0,10.0,3.0,17.0,134.0,236.0,21.0,62.0,,660.0,5.0,21.0,8.0,510.0,15.0,4.0,96.0,171.0,12.0,81.0,2.0,72.0,13.0,20.0,16.0,802.0,,16.0,7.0,82.0,223.0,2.0,10.0,38.0,,8.0,1.0,7.0,100.0,12.0,18.0,1.0,16.0,,45.0,170.0,,546.0,564.0,18.0,18.0,62.0,12.0,37.0,0.0,3.0,34.0,2.0,,5.0,4.0,5.0,4.0,2.0,54.0,,2.0,3.0,,,1.0,,2.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,South Georgia Tormenta FC,e51cjtgf3t4zio6sneljvgzfu,G. Hampton,Midfielder,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,South Georgia Tormenta FC,chli7yw77j3au4vr9uuy3f8ph,D. Jackson,Forward,11,4.0,732.0,8.0,1.0,,279.0,2.0,18.0,63.0,105.0,,6.0,2.0,11.0,109.0,125.0,14.0,48.0,1.0,287.0,3.0,5.0,12.0,216.0,12.0,6.0,57.0,32.0,3.0,46.0,3.0,49.0,6.0,15.0,15.0,462.0,,14.0,3.0,56.0,84.0,16.0,10.0,37.0,3.0,3.0,8.0,7.0,75.0,6.0,14.0,4.0,14.0,,27.0,108.0,1.0,222.0,230.0,19.0,14.0,38.0,10.0,29.0,0.0,,9.0,,3.0,49.0,5.0,4.0,3.0,,14.0,1.0,1.0,,1.0,,,3.0,,,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,
USA_USL_League_One,2020,South Georgia Tormenta FC,ce0hnf29e508ch1fg4i3cs8a1,D. Jambga,Forward,16,8.0,635.0,6.0,1.0,1.0,191.0,2.0,15.0,60.0,87.0,,8.0,2.0,16.0,102.0,53.0,15.0,45.0,,191.0,6.0,11.0,4.0,131.0,9.0,4.0,55.0,54.0,3.0,52.0,,23.0,7.0,14.0,11.0,304.0,,13.0,4.0,55.0,56.0,12.0,10.0,31.0,2.0,5.0,7.0,6.0,78.0,7.0,11.0,8.0,13.0,,31.0,21.0,1.0,136.0,136.0,23.0,7.0,47.0,3.0,24.0,0.0,4.0,10.0,4.0,3.0,3.0,6.0,6.0,2.0,,5.0,,,8.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,
