liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Appearances,Total Unsuccessful Passes ( Excl Crosses & Corners ),Ground Duels won,Tackles Lost,Unsuccessful Passes Opposition Half,Goals Conceded Inside Box,Blocks,Total Shots,Open Play Passes,Aerial Duels lost,Successful Long Passes,Aerial Duels,Total Touches In Opposition Box,Goals Conceded,Unsuccessful Passes Own Half,Duels lost,Duels won,Touches,Rightside Passes,Unsuccessful Launches,Successful Passes Opposition Half,Games Played,Ground Duels lost,Recoveries,Shots Off Target (inc woodwork),Successful Short Passes,Total Passes,Total Fouls Won,Total Tackles,Backward Passes,Unsuccessful Long Passes,Aerial Duels won,Unsuccessful Short Passes,Successful Launches,Index,Duels,Forward Passes,Tackles Won,Interceptions,Ground Duels,Successful Passes Own Half,Starts,Throw Ins to Own Player,Total Clearances,Total Fouls Conceded,Foul Attempted Tackle,Successful Open Play Passes,Leftside Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Total Losses Of Possession,Yellow Cards,Home Goals,Away Goals,Winning Goal,Substitute Off,Times Tackled,Unsuccessful Crosses & Corners,PutThrough/Blocked Distribution,Substitute On,Unsuccessful Crosses open play,PutThrough/Blocked Distribution Won,Offsides,Corners Won,Shots On Target ( inc goals ),Successful Corners into Box,Key Passes (Attempt Assists),Blocked Shots,Successful Dribbles,Unsuccessful Corners into Box,Unsuccessful Dribbles,Successful Crosses & Corners,Corners Taken (incl short corners),Throw Ins to Opposition Player,Successful Crosses open play,Punches,Saves Made,Saves Made from Inside Box,Saves made - parried,Catches,GK Unsuccessful Distribution,GK Successful Distribution,Goal Assists,Assists (Intentional),Straight Red Cards,Total Red Cards,Goals,Goals from Inside Box,Right Foot Goals,Saves Made from Outside Box,Penalty Goals Conceded,Left Foot Goals,Clean Sheets,Hit Woodwork,Headed Goals,Goals from Outside Box,Penalties Conceded,Second Goal Assists,Successful Lay-offs,Penalties Taken,Through balls,Penalty Goals,Foul Won Penalty,Penalties Faced,Attempts from Set Pieces,Red Cards - 2nd Yellow,Handballs conceded,Goals Conceded Outside Box,Overruns,Saves made - caught,Goal Kicks,Drops,Clearances Off the Line,Last Man Tackle,Goalkeeper Smother,Unsuccessful lay-offs,Set Pieces Goals,Own Goal Scored,Saves from Penalty,Penalties Saved,Crosses not Claimed
USA_US_Open_Cup,2022,DC United,2dbik29e0m9bil2ofn2yhrget,T. Alfaro,Defender,93,180.0,2.0,27.0,3.0,,21.0,3.0,2.0,1.0,149.0,1.0,15.0,5.0,1.0,3.0,7.0,6.0,7.0,179.0,59.0,5.0,66.0,2.0,5.0,11.0,,110.0,152.0,1.0,1.0,8.0,17.0,4.0,10.0,,10.0,13.0,67.0,1.0,5.0,8.0,59.0,2.0,4.0,5.0,4.0,3.0,123.0,18.0,125.0,33.0,1.0,,,0.0,,,1.0,1.0,,1.0,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,DC United,7uv8k6pqob0xqw7zchsfxk4ix,C. Durkin,Midfielder,8,69.0,1.0,9.0,8.0,1.0,7.0,3.0,,,31.0,1.0,4.0,2.0,,3.0,3.0,5.0,9.0,46.0,9.0,2.0,10.0,1.0,4.0,15.0,,18.0,31.0,2.0,4.0,7.0,5.0,1.0,4.0,,10.0,14.0,9.0,3.0,,12.0,12.0,1.0,,,,,22.0,6.0,22.0,14.0,,,,0.0,1.0,3.0,1.0,2.0,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,DC United,4mzyoimsuzfdc7n2m2i8criz9,M. Estrada,Forward,7,45.0,1.0,5.0,,,5.0,,,2.0,9.0,1.0,,1.0,5.0,,,1.0,,14.0,5.0,,4.0,1.0,,2.0,1.0,4.0,9.0,,,,1.0,,4.0,,10.0,1.0,1.0,,,,,1.0,,,,,4.0,3.0,4.0,7.0,,,,0.0,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,DC United,9ilhjiaswd1oqx4xhf7wd01jp,É. Flores,Midfielder,10,90.0,1.0,14.0,7.0,1.0,17.0,,,1.0,44.0,,7.0,,3.0,,,3.0,7.0,61.0,9.0,1.0,23.0,1.0,3.0,9.0,1.0,24.0,45.0,2.0,4.0,9.0,2.0,,12.0,,10.0,10.0,13.0,3.0,1.0,10.0,10.0,1.0,,,1.0,1.0,30.0,14.0,31.0,18.0,,,,0.0,,1.0,3.0,2.0,,,,,1.0,,1.0,1.0,1.0,1.0,2.0,,2.0,3.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,DC United,1x89wne2srx1dupb7vt5gf3ai,T. Freeman,Midfielder,40,45.0,1.0,2.0,2.0,,3.0,,,1.0,21.0,,1.0,,3.0,,,2.0,2.0,31.0,6.0,,16.0,1.0,2.0,5.0,1.0,18.0,21.0,,,10.0,,,2.0,,10.0,4.0,2.0,,,4.0,3.0,,1.0,,1.0,1.0,19.0,3.0,19.0,7.0,,,,0.0,,,1.0,,1.0,1.0,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,DC United,6z4eha1ejqruj39ddvzvy0ju2,J. Garay,Midfielder,18,10.0,1.0,,,,,,,,1.0,,1.0,,,,,,,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,10.0,,1.0,,,,,,,,,,1.0,,1.0,,,,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,DC United,cc7auv8d89ohifqg7qwz62mwa,J. Greene,Defender,33,76.0,1.0,10.0,2.0,,5.0,,,1.0,49.0,,6.0,3.0,,,5.0,4.0,5.0,77.0,2.0,,22.0,1.0,4.0,6.0,1.0,35.0,51.0,,2.0,2.0,1.0,3.0,9.0,2.0,10.0,9.0,19.0,2.0,3.0,6.0,19.0,1.0,14.0,1.0,3.0,1.0,39.0,28.0,41.0,12.0,,,,0.0,1.0,,,2.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,DC United,1vnfc466lc01fdfhyvzt8fhii,S. Guediri,Defender,97,90.0,1.0,15.0,2.0,1.0,13.0,3.0,,,44.0,,1.0,1.0,1.0,3.0,5.0,2.0,3.0,86.0,7.0,1.0,21.0,1.0,2.0,4.0,,30.0,46.0,,2.0,13.0,5.0,1.0,10.0,,10.0,5.0,24.0,1.0,3.0,4.0,12.0,1.0,12.0,,1.0,1.0,30.0,2.0,31.0,26.0,,,,0.0,,1.0,3.0,6.0,,2.0,3.0,,,,,2.0,,,,,2.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,DC United,bug5x187ehj0apzl11lrl3ip6,R. Hope-Gund,Defender,87,90.0,1.0,22.0,1.0,,12.0,3.0,,1.0,47.0,2.0,3.0,4.0,2.0,3.0,11.0,6.0,3.0,66.0,2.0,4.0,8.0,1.0,4.0,8.0,1.0,25.0,50.0,1.0,,4.0,11.0,2.0,11.0,,10.0,9.0,29.0,,1.0,5.0,20.0,1.0,2.0,5.0,3.0,,26.0,15.0,28.0,28.0,,,,0.0,,1.0,1.0,2.0,,1.0,,,,,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2022,DC United,5a02rrfusvietawk0d94iqiju,J. Hopkins,Midfielder,25,90.0,1.0,4.0,3.0,,5.0,3.0,,,16.0,1.0,1.0,1.0,,3.0,2.0,4.0,3.0,32.0,3.0,,8.0,1.0,3.0,2.0,,11.0,16.0,2.0,,5.0,1.0,,3.0,,10.0,7.0,5.0,,,6.0,4.0,1.0,2.0,,2.0,1.0,12.0,3.0,12.0,12.0,,,,0.0,,1.0,3.0,1.0,,1.0,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
