equipo,link,logo,cod_equipo,cod_liga,liga,url_squad,url_matches_equipo,url_seasonstats
AS Frenzi,https://www.scoresway.com/en_GB/soccer/us-open-cup-2024/dh2sb8k8qnboef5ev5p1a01lg/teams/as-frenzi/b15393ty132li7340dnvi9p90,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=b15393ty132li7340dnvi9p90,b15393ty132li7340dnvi9p90,dh2sb8k8qnboef5ev5p1a01lg,us-open-cup-2024,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=b15393ty132li7340dnvi9p90&tmcl=dh2sb8k8qnboef5ev5p1a01lg&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W37f5ab9d7df21520349e27deabd7a58a3157b55ec,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=dh2sb8k8qnboef5ev5p1a01lg&ctst=b15393ty132li7340dnvi9p90&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3e25ab480368d33d365efd5dfccdcbee902ec6ec2,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=dh2sb8k8qnboef5ev5p1a01lg&ctst=b15393ty132li7340dnvi9p90&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3aefd11af080524154b990f5711177e859633bcea
Apotheos FC,https://www.scoresway.com/en_GB/soccer/us-open-cup-2024/dh2sb8k8qnboef5ev5p1a01lg/teams/apotheos-fc/1uwnohxr86s6euig4h1p03fo4,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=1uwnohxr86s6euig4h1p03fo4,1uwnohxr86s6euig4h1p03fo4,dh2sb8k8qnboef5ev5p1a01lg,us-open-cup-2024,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=1uwnohxr86s6euig4h1p03fo4&tmcl=dh2sb8k8qnboef5ev5p1a01lg&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3f774976f0fc0a061f7f553571be0f15dd0b9ff00,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=dh2sb8k8qnboef5ev5p1a01lg&ctst=1uwnohxr86s6euig4h1p03fo4&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W38395b4ea5218daa8c2bdae8fa3c3c68226c09d40,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=dh2sb8k8qnboef5ev5p1a01lg&ctst=1uwnohxr86s6euig4h1p03fo4&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W30f57676e784cf52341415c6730e1ab1658baacfc
Arizona Monsoon FC,https://www.scoresway.com/en_GB/soccer/us-open-cup-2024/dh2sb8k8qnboef5ev5p1a01lg/teams/arizona-monsoon-fc/3nz9rmp9cfkubq3n0n8i7q42c,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=3nz9rmp9cfkubq3n0n8i7q42c,3nz9rmp9cfkubq3n0n8i7q42c,dh2sb8k8qnboef5ev5p1a01lg,us-open-cup-2024,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=3nz9rmp9cfkubq3n0n8i7q42c&tmcl=dh2sb8k8qnboef5ev5p1a01lg&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W360500e87bc286747a0cf16c0aee54a0f3c3cb719,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=dh2sb8k8qnboef5ev5p1a01lg&ctst=3nz9rmp9cfkubq3n0n8i7q42c&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3f15baa0b623dab53e43581214eeb10bbeb643b79,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=dh2sb8k8qnboef5ev5p1a01lg&ctst=3nz9rmp9cfkubq3n0n8i7q42c&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3ef21f226679906967e552e35211db5366c22b675
Asheville City SC,https://www.scoresway.com/en_GB/soccer/us-open-cup-2024/dh2sb8k8qnboef5ev5p1a01lg/teams/asheville-city-sc/az46wt5ducq22o7bir1qlkx9m,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=az46wt5ducq22o7bir1qlkx9m,az46wt5ducq22o7bir1qlkx9m,dh2sb8k8qnboef5ev5p1a01lg,us-open-cup-2024,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=az46wt5ducq22o7bir1qlkx9m&tmcl=dh2sb8k8qnboef5ev5p1a01lg&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3cb157f17ba8545e4680c9534cbd6b0054e0ac5f1,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=dh2sb8k8qnboef5ev5p1a01lg&ctst=az46wt5ducq22o7bir1qlkx9m&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3db71ea4dd7d468ee5e72e6314ad2d99631771413,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=dh2sb8k8qnboef5ev5p1a01lg&ctst=az46wt5ducq22o7bir1qlkx9m&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W32a7ac37d2f9f401fcfef805180fc106bfcec3238
Atlanta United FC,https://www.scoresway.com/en_GB/soccer/us-open-cup-2024/dh2sb8k8qnboef5ev5p1a01lg/teams/atlanta-united-fc/943ue6l8ylnidoygbi9p8op2h,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=943ue6l8ylnidoygbi9p8op2h,943ue6l8ylnidoygbi9p8op2h,dh2sb8k8qnboef5ev5p1a01lg,us-open-cup-2024,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=943ue6l8ylnidoygbi9p8op2h&tmcl=dh2sb8k8qnboef5ev5p1a01lg&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W321d03d2b1c73c3eb41ff660cc194daf19b7a9fd5,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=dh2sb8k8qnboef5ev5p1a01lg&ctst=943ue6l8ylnidoygbi9p8op2h&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W35eeb36357318830da2b6fbd4ec99467bd961d188,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=dh2sb8k8qnboef5ev5p1a01lg&ctst=943ue6l8ylnidoygbi9p8op2h&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W34a21001496ceb31189e66a9923de05d0f07e8bcd
Austin FC II,https://www.scoresway.com/en_GB/soccer/us-open-cup-2024/dh2sb8k8qnboef5ev5p1a01lg/teams/austin-fc-ii/d0c07im4a6oj8qa7f1zlt3pqs,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=d0c07im4a6oj8qa7f1zlt3pqs,d0c07im4a6oj8qa7f1zlt3pqs,dh2sb8k8qnboef5ev5p1a01lg,us-open-cup-2024,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=d0c07im4a6oj8qa7f1zlt3pqs&tmcl=dh2sb8k8qnboef5ev5p1a01lg&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3a687e021ddbe843b5ba4810f1e52a1545a72445b,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=dh2sb8k8qnboef5ev5p1a01lg&ctst=d0c07im4a6oj8qa7f1zlt3pqs&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W39b412734e5029ace902998486402b749162c3d5e,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=dh2sb8k8qnboef5ev5p1a01lg&ctst=d0c07im4a6oj8qa7f1zlt3pqs&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3cf380cb1bca8840f5aed4f6f7825ba726a3737c9
Azteca FC,https://www.scoresway.com/en_GB/soccer/us-open-cup-2024/dh2sb8k8qnboef5ev5p1a01lg/teams/azteca-fc/esan9ozrczvg5dbt4aas3xckp,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=esan9ozrczvg5dbt4aas3xckp,esan9ozrczvg5dbt4aas3xckp,dh2sb8k8qnboef5ev5p1a01lg,us-open-cup-2024,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=esan9ozrczvg5dbt4aas3xckp&tmcl=dh2sb8k8qnboef5ev5p1a01lg&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3861d2d66ff5ec0ace076b0ec89def2cd8c207f39,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=dh2sb8k8qnboef5ev5p1a01lg&ctst=esan9ozrczvg5dbt4aas3xckp&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3f694957ba3898c3075c7d5ad376ac2936f89cc98,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=dh2sb8k8qnboef5ev5p1a01lg&ctst=esan9ozrczvg5dbt4aas3xckp&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3c5a15ccecd8b9481d5a12393548879782a713e64
Ballard FC,https://www.scoresway.com/en_GB/soccer/us-open-cup-2024/dh2sb8k8qnboef5ev5p1a01lg/teams/ballard-fc/9ikqxhknt9q8nank4rgj8t8us,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=9ikqxhknt9q8nank4rgj8t8us,9ikqxhknt9q8nank4rgj8t8us,dh2sb8k8qnboef5ev5p1a01lg,us-open-cup-2024,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=9ikqxhknt9q8nank4rgj8t8us&tmcl=dh2sb8k8qnboef5ev5p1a01lg&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3db9703e92902528d175f6bea2e4482b01c6eda89,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=dh2sb8k8qnboef5ev5p1a01lg&ctst=9ikqxhknt9q8nank4rgj8t8us&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3911ad46f9b2908072c00ed6c16ae6d1f12b7f4a1,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=dh2sb8k8qnboef5ev5p1a01lg&ctst=9ikqxhknt9q8nank4rgj8t8us&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W30ac730b7ab6f1e6c37f4cc2ffc43c2d69e3098da
Birmingham Legion FC,https://www.scoresway.com/en_GB/soccer/us-open-cup-2024/dh2sb8k8qnboef5ev5p1a01lg/teams/birmingham-legion-fc/c9xffml4i7ihblp1qhus9w3fu,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=c9xffml4i7ihblp1qhus9w3fu,c9xffml4i7ihblp1qhus9w3fu,dh2sb8k8qnboef5ev5p1a01lg,us-open-cup-2024,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=c9xffml4i7ihblp1qhus9w3fu&tmcl=dh2sb8k8qnboef5ev5p1a01lg&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W39b5cec4118d350be2639df2b480befc5735eaea2,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=dh2sb8k8qnboef5ev5p1a01lg&ctst=c9xffml4i7ihblp1qhus9w3fu&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3c0686c8b56379e149330a1be5520d0e861e0a249,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=dh2sb8k8qnboef5ev5p1a01lg&ctst=c9xffml4i7ihblp1qhus9w3fu&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W345262080f088b822b63a76992339aa9b562a8b5a
Brave SC,https://www.scoresway.com/en_GB/soccer/us-open-cup-2024/dh2sb8k8qnboef5ev5p1a01lg/teams/brave-sc/5ulhdzew82s3qjg4mof7h39n0,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=5ulhdzew82s3qjg4mof7h39n0,5ulhdzew82s3qjg4mof7h39n0,dh2sb8k8qnboef5ev5p1a01lg,us-open-cup-2024,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=5ulhdzew82s3qjg4mof7h39n0&tmcl=dh2sb8k8qnboef5ev5p1a01lg&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W38f9976a254e859342005620c71ff63ab9d7f18c3,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=dh2sb8k8qnboef5ev5p1a01lg&ctst=5ulhdzew82s3qjg4mof7h39n0&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3b00df5203922f2205e9105b8b3e1277feefd00bd,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=dh2sb8k8qnboef5ev5p1a01lg&ctst=5ulhdzew82s3qjg4mof7h39n0&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W37d4d5e18a5837fb588fe3a664879cfcf6d6739af
