root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Time Played,Throw Ins to Own Player,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,Own Goal Scored,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Attempts from Set Pieces,Successful Long Passes,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Unsuccessful Crosses open play,Substitute On,Successful Launches,Unsuccessful Crosses & Corners,Unsuccessful lay-offs,Blocks,Offsides,Successful Lay-offs,Goals,Right Foot Goals,Corners Won,Shots On Target ( inc goals ),Hit Woodwork,Goals from Inside Box,Substitute Off,Through balls,Successful Crosses & Corners,Corners Taken (incl short corners),Successful Crosses open play,Unsuccessful Corners into Box,Assists (Intentional),Goal Assists,Successful Corners into Box,Left Foot Goals,Penalties Taken,Penalty Goals,Saves Made,GK Successful Distribution,Punches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,GK Unsuccessful Distribution,Catches,Drops,Foul Won Penalty,Handballs conceded,Penalties Off Target,Clearances Off the Line,Clean Sheets,Goalkeeper Smother,Penalty Goals Conceded,Penalties Conceded,Crosses not Claimed,Penalties Faced,Headed Goals,Goals from Outside Box,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Saves made - caught,Set Pieces Goals,Second Goal Assists,Penalties Saved,Saves from Penalty
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Barbados Under 17,Barbados_Under_17,a4jzd8epnwrm4ztb5lata5dnu,A. Applewhaite,Defender,6,270.0,17.0,71.0,5.0,22.0,11.0,1.0,15.0,1.0,3.0,1.0,4.0,2.0,47.0,24.0,6.0,17.0,78.0,8.0,1.0,44.0,7.0,1.0,32.0,18.0,1.0,15.0,1.0,7.0,20.0,3.0,6.0,17.0,149.0,3.0,7.0,31.0,54.0,1.0,10.0,14.0,2.0,2.0,6.0,1.0,2.0,34.0,7.0,11.0,3.0,18.0,1.0,40.0,46.0,3.0,3.0,20.0,3.0,7.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Barbados Under 17,Barbados_Under_17,c2m4n2h18zac4e2y4kjxr1rvu,H. Brewster,Defender,16,205.0,17.0,27.0,,6.0,9.0,,12.0,,2.0,1.0,4.0,2.0,29.0,9.0,5.0,7.0,34.0,3.0,,12.0,6.0,1.0,19.0,,,12.0,,1.0,13.0,2.0,4.0,8.0,87.0,3.0,3.0,16.0,25.0,,10.0,7.0,,3.0,2.0,,,18.0,8.0,10.0,3.0,9.0,9.0,12.0,15.0,2.0,4.0,11.0,1.0,5.0,7.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Barbados Under 17,Barbados_Under_17,ab0om10qadnxbbe4y84r5goru,E. Bryan,Forward,2,108.0,2.0,12.0,1.0,2.0,2.0,,2.0,1.0,,1.0,4.0,1.0,7.0,4.0,1.0,4.0,12.0,2.0,,6.0,4.0,1.0,6.0,3.0,,5.0,,,4.0,1.0,,1.0,21.0,2.0,2.0,6.0,6.0,2.0,10.0,1.0,,,,,,7.0,3.0,8.0,2.0,5.0,2.0,6.0,6.0,1.0,1.0,6.0,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Barbados Under 17,Barbados_Under_17,drv416up7smqauck40pity1re,L. Catlyn,Defender,4,270.0,,55.0,1.0,15.0,13.0,,23.0,,2.0,1.0,4.0,2.0,36.0,23.0,5.0,10.0,71.0,8.0,,31.0,7.0,1.0,33.0,7.0,,25.0,,,15.0,3.0,2.0,9.0,99.0,3.0,3.0,17.0,53.0,1.0,10.0,6.0,,7.0,1.0,,,19.0,10.0,11.0,3.0,11.0,10.0,29.0,38.0,2.0,4.0,13.0,1.0,2.0,6.0,1.0,,5.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Barbados Under 17,Barbados_Under_17,82eizjyhmr1n76gmn9tn882ga,A. Funk,Forward,20,45.0,,7.0,4.0,1.0,1.0,,1.0,,1.0,,,,6.0,3.0,,4.0,9.0,3.0,,4.0,2.0,,5.0,1.0,,3.0,,,1.0,,1.0,2.0,13.0,1.0,3.0,8.0,4.0,,10.0,1.0,,,1.0,,,8.0,1.0,2.0,1.0,7.0,,2.0,4.0,,,7.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Barbados Under 17,Barbados_Under_17,cgf79jslwhdpgr5bjk77njxbe,T. Gale,Forward,10,180.0,,13.0,3.0,6.0,,,1.0,,,4.0,,5.0,25.0,2.0,2.0,5.0,14.0,5.0,1.0,7.0,5.0,8.0,6.0,5.0,2.0,7.0,2.0,,6.0,2.0,,,53.0,2.0,2.0,18.0,3.0,15.0,10.0,6.0,,1.0,2.0,1.0,4.0,24.0,1.0,5.0,2.0,13.0,3.0,7.0,8.0,6.0,,18.0,2.0,1.0,5.0,1.0,,,1.0,,,3.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Barbados Under 17,Barbados_Under_17,275zzeztpg6lxhbaf9zx5uove,J. Gilkes,Midfielder,15,269.0,,55.0,7.0,15.0,4.0,1.0,6.0,,3.0,,4.0,1.0,27.0,19.0,11.0,15.0,55.0,7.0,6.0,32.0,7.0,1.0,21.0,13.0,2.0,14.0,1.0,,18.0,3.0,4.0,7.0,105.0,3.0,5.0,38.0,25.0,,10.0,26.0,,2.0,5.0,4.0,,43.0,6.0,11.0,3.0,16.0,10.0,34.0,34.0,5.0,6.0,17.0,5.0,7.0,22.0,,,,,,2.0,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Barbados Under 17,Barbados_Under_17,bhx3patljnqwbb9pm566hhfmy,R. Gittens,Midfielder,12,135.0,,33.0,7.0,14.0,1.0,,2.0,,1.0,,4.0,,23.0,4.0,5.0,13.0,33.0,2.0,5.0,17.0,1.0,,15.0,6.0,1.0,14.0,,,7.0,2.0,5.0,2.0,61.0,2.0,2.0,20.0,16.0,2.0,10.0,14.0,,1.0,3.0,1.0,,21.0,3.0,5.0,2.0,7.0,4.0,18.0,18.0,1.0,3.0,7.0,2.0,2.0,13.0,1.0,,,1.0,1.0,,,1.0,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Barbados Under 17,Barbados_Under_17,aeexyimoyu75ws0fjdl88tai2,A. Grant,Forward,9,150.0,1.0,26.0,6.0,12.0,,,1.0,,,,,5.0,22.0,5.0,2.0,11.0,28.0,2.0,,16.0,3.0,,12.0,6.0,3.0,11.0,,,9.0,2.0,3.0,2.0,52.0,2.0,1.0,11.0,8.0,,10.0,4.0,,,,2.0,1.0,18.0,,3.0,2.0,9.0,8.0,14.0,16.0,7.0,2.0,14.0,,1.0,2.0,,,,1.0,1.0,,,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Barbados Under 17,Barbados_Under_17,23r4eogse87by3u4wrc76p0tm,J. Hutson,Midfielder,8,91.0,,10.0,6.0,3.0,,,,,1.0,,4.0,2.0,12.0,5.0,,8.0,16.0,,,6.0,2.0,,8.0,1.0,,3.0,,,2.0,1.0,2.0,5.0,23.0,2.0,,6.0,6.0,,10.0,2.0,,2.0,1.0,1.0,1.0,9.0,,6.0,2.0,5.0,3.0,4.0,8.0,3.0,,7.0,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
